704111024	20171029	201710	2017	2017.8192	IMGSEAMOSASF	ABU SAYYAF	SEA			MOS		IMG			PHLGOV	PHILIPPINE	PHL					GOV			0	190	190	19	4	-10.0	4	1	4	-4.3607532210109	4	Basilan, Basilan, Philippines	RP	RP22	24237	6.7085	121.971	-2428945	4	Basilan, Basilan, Philippines	RP	RP22	24237	6.7085	121.971	-2428945	4	Basilan, Basilan, Philippines	RP	RP22	24237	6.7085	121.971	-2428945	20171105173000	http://www.philstar.com/headlines/2017/11/06/1756160/maute-wife-arrested
704111025	20171029	201710	2017	2017.8192	NGA	NIGERIA	NGA								BUS	COMPANY						BUS			0	057	057	05	1	8.0	2	1	2	4.36507936507937	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	20171105173000	http://www.promptnewsonline.com/another-104-nigerian-youths-receive-nnpcsnepco-scholarships/
704111026	20171029	201710	2017	2017.8192	NGA	NIGERIA	NGA								BUS	COMPANY						BUS			0	057	057	05	1	8.0	6	1	6	4.36507936507937	5	Bayelsa State, Bayelsa, Nigeria	NI	NI52	191393	4.75	6.08333	9098614	5	Bayelsa State, Bayelsa, Nigeria	NI	NI52	191393	4.75	6.08333	9098614	5	Bayelsa State, Bayelsa, Nigeria	NI	NI52	191393	4.75	6.08333	9098614	20171105173000	http://www.promptnewsonline.com/another-104-nigerian-youths-receive-nnpcsnepco-scholarships/
704111027	20171029	201710	2017	2017.8192	RUS	RUSSIAN	RUS								MED	MEDIA						MED			0	051	051	05	1	3.4	4	1	4	-2.03125	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171105173000	https://www.csoonline.com/article/3235910/security/senator-wants-tech-giants-to-help-us-retaliate-against-russia.html
704111028	20171029	201710	2017	2017.8192	RUSELI	RUSSIAN	RUS					ELI			MED	MEDIA						MED			0	051	051	05	1	3.4	6	1	6	-2.03125	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171105173000	https://www.csoonline.com/article/3235910/security/senator-wants-tech-giants-to-help-us-retaliate-against-russia.html
704111029	20171104	201711	2017	2017.8329											TWN	TAIWAN	TWN								0	036	036	03	1	4.0	2	1	2	-2.79411764705882	0								4	Taipei City Government, T'ai-pei, Taiwan	TW	TW03	13277	25.0383	121.564	10135761	4	Taipei City Government, T'ai-pei, Taiwan	TW	TW03	13277	25.0383	121.564	10135761	20171105173000	http://www.taipeitimes.com/News/taiwan/archives/2017/11/06/2003681771
704111030	20171104	201711	2017	2017.8329	CVL	VILLAGE						CVL													1	017	017	01	1	0.0	2	1	2	-7.34966592427617	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	0								4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20171105173000	http://www.womeninandbeyond.org/?p=21759
704111031	20171104	201711	2017	2017.8329	CVL	VILLAGE						CVL													1	051	051	05	1	3.4	2	1	2	-7.34966592427617	4	Simaria, Madhya Pradesh, India	IN	IN35	17745	24.8	81.15	-2111353	0								4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20171105173000	http://www.womeninandbeyond.org/?p=21759
704111032	20171104	201711	2017	2017.8329	CVL	VILLAGE						CVL			IND	BIHAR	IND								1	017	017	01	1	0.0	3	1	3	-7.34966592427617	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20171105173000	http://www.womeninandbeyond.org/?p=21759
704111033	20171104	201711	2017	2017.8329	CVL	VILLAGE						CVL			IND	BIHAR	IND								1	051	051	05	1	3.4	1	1	1	-7.34966592427617	4	Simaria, Madhya Pradesh, India	IN	IN35	17745	24.8	81.15	-2111353	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20171105173000	http://www.womeninandbeyond.org/?p=21759
704111034	20171104	201711	2017	2017.8329	CVL	VILLAGE						CVL			IND	BIHAR	IND								1	051	051	05	1	3.4	1	1	1	-7.34966592427617	4	Simaria, Madhya Pradesh, India	IN	IN35	17745	24.8	81.15	-2111353	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Simaria, Madhya Pradesh, India	IN	IN35	17745	24.8	81.15	-2111353	20171105173000	http://www.womeninandbeyond.org/?p=21759
704111035	20171104	201711	2017	2017.8329	CVL	VILLAGE						CVL			IND	BIHAR	IND								1	051	051	05	1	3.4	1	1	1	-7.34966592427617	4	Simaria, Madhya Pradesh, India	IN	IN35	17745	24.8	81.15	-2111353	4	Simaria, Madhya Pradesh, India	IN	IN35	17745	24.8	81.15	-2111353	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20171105173000	http://www.womeninandbeyond.org/?p=21759
704111036	20171104	201711	2017	2017.8329	GOV	PRESIDENT						GOV			GOVPTY	RULING PARTY						GOV			1	120	120	12	3	-4.0	5	1	5	-2.03562340966921	0								0								0								20171105173000	https://www.today.ng/news/nigeria/28794/ohanaeze-faults-president-buharis-refusal-appoint-igbo-sgf
704111037	20171104	201711	2017	2017.8329	GOV	GOVERNMENT						GOV			NGA	NIGER DELTA	NGA								1	112	112	11	3	-2.0	1	1	1	-1.143583227446	1	Niger	NG	NG		16	8	NG	1	Niger	NG	NG		16	8	NG	1	Niger	NG	NG		16	8	NG	20171105173000	https://independent.ng/fg-responsible-pandef-pndpc-face-off-ijaw-leaders/
704111038	20171104	201711	2017	2017.8329	GOV	GOVERNMENT						GOV			TWN	TAIPEI	TWN								0	036	036	03	1	4.0	1	1	1	-2.79411764705882	4	Taipei City Government, T'ai-pei, Taiwan	TW	TW03	13277	25.0383	121.564	10135761	4	Taipei City Government, T'ai-pei, Taiwan	TW	TW03	13277	25.0383	121.564	10135761	4	Taipei City Government, T'ai-pei, Taiwan	TW	TW03	13277	25.0383	121.564	10135761	20171105173000	http://www.taipeitimes.com/News/taiwan/archives/2017/11/06/2003681771
704111039	20171104	201711	2017	2017.8329	GOV	PRESIDENT						GOV			ibo	IGBO			ibo						1	120	120	12	3	-4.0	5	1	5	-2.03562340966921	0								0								0								20171105173000	https://www.today.ng/news/nigeria/28794/ohanaeze-faults-president-buharis-refusal-appoint-igbo-sgf
704111040	20171104	201711	2017	2017.8329	GOV	GOVERNMENT						GOV			ijo	IJAW			ijo						1	050	050	05	1	3.5	1	1	1	-1.143583227446	1	Niger	NG	NG		16	8	NG	1	Niger	NG	NG		16	8	NG	1	Niger	NG	NG		16	8	NG	20171105173000	https://independent.ng/fg-responsible-pandef-pndpc-face-off-ijaw-leaders/
704111041	20171104	201711	2017	2017.8329	IDN	INDONESIAN	IDN								PHL	PHILIPPINE	PHL								0	173	173	17	4	-5.0	3	1	3	-10.15625	1	Indonesia	ID	ID		-5	120	ID	4	Iligan, Iligan, Philippines	RP	RPC8	24272	8.23083	124.236	-2428376	4	Iligan, Iligan, Philippines	RP	RPC8	24272	8.23083	124.236	-2428376	20171105173000	http://www.philstar.com/opinion/2017/11/06/1756115/editorial-travel-warnings
704111042	20171104	201711	2017	2017.8329	IND	MUMBAI	IND								SPY	OPERATIVE						SPY			1	173	173	17	4	-5.0	4	1	4	-14.0077821011673	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171105173000	https://www.newsbytesapp.com/timeline/India/12565/65564/isis-suspect-held-in-mumbai
704111043	20171104	201711	2017	2017.8329	KOR	SOUTH KOREA	KOR								JPN	JAPAN	JPN								1	042	042	04	1	1.9	4	1	4	0.29940119760479	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20171105173000	http://www.taipeitimes.com/News/front/archives/2017/11/06/2003681751
704111044	20171104	201711	2017	2017.8329	KOR	SOUTH KOREA	KOR								JPN	JAPAN	JPN								1	042	042	04	1	1.9	6	1	6	0.29940119760479	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171105173000	http://www.taipeitimes.com/News/front/archives/2017/11/06/2003681751
704111045	20171104	201711	2017	2017.8329	PAK	ISLAMABAD	PAK								PAKELI	NAWAZ SHARIF	PAK					ELI			1	043	043	04	1	2.8	8	1	8	2.54777070063694	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	20171105173000	http://dunyanews.tv/en/Pakistan/413028-Nawaz-calls-important-party-meeting-to-do-fight-grouping
704111046	20171104	201711	2017	2017.8329	PAK	PAKISTAN	PAK								PAKELI	NAWAZ SHARIF	PAK					ELI			1	043	043	04	1	2.8	2	1	2	2.54777070063694	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	20171105173000	http://dunyanews.tv/en/Pakistan/413028-Nawaz-calls-important-party-meeting-to-do-fight-grouping
704111047	20171104	201711	2017	2017.8329	PHL	PHILIPPINE	PHL								IDN	INDONESIA	IDN								1	173	173	17	4	-5.0	6	1	6	-8.22441774033697	4	Iligan, Iligan, Philippines	RP	RPC8	24272	8.23083	124.236	-2428376	1	Indonesia	ID	ID		-5	120	ID	4	Iligan, Iligan, Philippines	RP	RPC8	24272	8.23083	124.236	-2428376	20171105173000	http://www.philstar.com/headlines/2017/11/06/1756160/maute-wife-arrested
704111048	20171104	201711	2017	2017.8329	PHL	MANILA	PHL								USAMED	ASSOCIATED PRESS	USA					MED			1	173	173	17	4	-5.0	3	1	3	-4.3607532210109	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	20171105173000	http://www.philstar.com/headlines/2017/11/06/1756160/maute-wife-arrested
704111049	20171104	201711	2017	2017.8329	SPY	INTELLIGENCE						SPY			IRN	IRAN	IRN								0	130	130	13	3	-4.4	4	1	4	-5.88235294117647	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171105173000	http://www.taipeitimes.com/News/world/archives/2017/11/06/2003681779
704111050	20171104	201711	2017	2017.8329	SPY	OPERATIVE						SPY			UAF	TERRORIST						UAF			1	138	138	13	3	-7.0	8	1	8	-14.0077821011673	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171105173000	https://www.newsbytesapp.com/timeline/India/12565/65564/isis-suspect-held-in-mumbai
704111051	20171104	201711	2017	2017.8329	TWN	TAIPEI	TWN																		1	017	017	01	1	0.0	3	1	3	3.84	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	0								4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20171105173000	http://www.taipeitimes.com/News/front/archives/2017/11/06/2003681752
704111052	20171104	201711	2017	2017.8329	TWN	TAIWAN	TWN																		0	036	036	03	1	4.0	2	1	2	-2.79411764705882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	0								4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20171105173000	http://www.taipeitimes.com/News/taiwan/archives/2017/11/06/2003681771
704111053	20171104	201711	2017	2017.8329	TWN	TAIPEI	TWN																		1	051	051	05	1	3.4	3	1	3	3.84	4	Republic Of China, Taiwan (general), Taiwan	TW	TW00	13277	24	121	-2637939	0								4	Republic Of China, Taiwan (general), Taiwan	TW	TW00	13277	24	121	-2637939	20171105173000	http://www.taipeitimes.com/News/front/archives/2017/11/06/2003681752
704111054	20171104	201711	2017	2017.8329	TWN	TAIWAN	TWN								GOV	PRESIDENT						GOV			1	017	017	01	1	0.0	2	1	2	3.84	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20171105173000	http://www.taipeitimes.com/News/front/archives/2017/11/06/2003681752
704111055	20171104	201711	2017	2017.8329	TWN	TAIWAN	TWN								GOV	PRESIDENT						GOV			1	051	051	05	1	3.4	2	1	2	3.84	4	Republic Of China, Taiwan (general), Taiwan	TW	TW00	13277	24	121	-2637939	4	Republic Of China, Taiwan (general), Taiwan	TW	TW00	13277	24	121	-2637939	4	Republic Of China, Taiwan (general), Taiwan	TW	TW00	13277	24	121	-2637939	20171105173000	http://www.taipeitimes.com/News/front/archives/2017/11/06/2003681752
704111056	20171104	201711	2017	2017.8329	UAF	TERRORIST						UAF			IND	MUMBAI	IND								1	190	190	19	4	-10.0	4	1	4	-14.0077821011673	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171105173000	https://www.newsbytesapp.com/timeline/India/12565/65564/isis-suspect-held-in-mumbai
704111057	20171104	201711	2017	2017.8329	UAF	TERRORIST						UAF			SPY	OPERATIVE						SPY			1	173	173	17	4	-5.0	2	1	2	-14.0077821011673	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171105173000	https://www.newsbytesapp.com/timeline/India/12565/65564/isis-suspect-held-in-mumbai
704111058	20171104	201711	2017	2017.8329	UAF	TERRORIST						UAF			SPY	OPERATIVE						SPY			1	173	173	17	4	-5.0	2	1	2	-14.0077821011673	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171105173000	https://www.newsbytesapp.com/timeline/India/12565/65564/isis-suspect-held-in-mumbai
704111059	20171104	201711	2017	2017.8329	UAF	TERRORIST						UAF			SPY	OPERATIVE						SPY			1	190	190	19	4	-10.0	4	1	4	-14.0077821011673	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171105173000	https://www.newsbytesapp.com/timeline/India/12565/65564/isis-suspect-held-in-mumbai
704111060	20171104	201711	2017	2017.8329	ijo	IJAW			ijo						GOV	GOVERNMENT						GOV			1	050	050	05	1	3.5	1	1	1	-1.143583227446	1	Niger	NG	NG		16	8	NG	1	Niger	NG	NG		16	8	NG	1	Niger	NG	NG		16	8	NG	20171105173000	https://independent.ng/fg-responsible-pandef-pndpc-face-off-ijaw-leaders/
704111061	20171105	201711	2017	2017.8356											AFG	AFGHANISTAN	AFG								1	046	046	04	1	7.0	2	1	2	0.41666666666667	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171105173000	http://ariananews.af/no-place-is-safe-in-afghanistan-says-hpc-chief/
704111062	20171105	201711	2017	2017.8356											AUS	MELBOURNE	AUS								1	0333	033	03	1	5.2	6	1	6	1.45833333333333	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171105173000	http://www.telegraph.co.uk/racing/2017/11/05/hughie-morrison-melbourne-spotlight-right-reasons/
704111063	20171105	201711	2017	2017.8356											AUS	AUSTRALIA	AUS								0	051	051	05	1	3.4	5	1	5	-1.10220440881764	0								4	Rockhampton, Queensland, Australia	AS	AS04	154688	-23.3803	150.506	-1597814	4	Rockhampton, Queensland, Australia	AS	AS04	154688	-23.3803	150.506	-1597814	20171105173000	https://www.theguardian.com/australia-news/2017/nov/06/pauline-hansons-battler-bus-hits-the-road-for-one-nation-queensland-blitz
704111064	20171105	201711	2017	2017.8356											BHS	NASSAU	BHS								0	036	036	03	1	4.0	5	1	5	-2.35294117647059	0								4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	4	Nassau, New Providence, Bahamas, The	BF	BF23	5747	25.0833	-77.35	-1543832	20171105173000	http://www.wcax.com/content/news/Surviving-a-Crash-to-Ride-Again-455362993.html
704111065	20171105	201711	2017	2017.8356											BUS	BANK						BUS			0	036	036	03	1	4.0	2	1	2	3.84615384615384	0								3	Bradenton, Florida, United States	US	USFL	FL081	27.4989	-82.5748	279311	3	Bradenton, Florida, United States	US	USFL	FL081	27.4989	-82.5748	279311	20171105173000	http://www.bradenton.com/news/business/article182636451.html
704111066	20171105	201711	2017	2017.8356											BUS	COMPANIES						BUS			1	040	040	04	1	1.0	10	1	10	3.91304347826087	0								3	Stanford, California, United States	US	USCA	CA085	37.4241	-122.166	1867061	3	Stanford, California, United States	US	USCA	CA085	37.4241	-122.166	1867061	20171105173000	https://www.paloaltoonline.com/news/2017/11/05/first-person-a-conversation-with-david-kelley-founder-of-ideo-and-stanford-dschool
704111067	20171105	201711	2017	2017.8356											BUS	COMPANY						BUS			1	043	043	04	1	2.8	10	1	10	-10.3896103896104	0								4	Tororo, Tororo, Uganda	UG	UG76	18585	0.692991	34.1809	-1735295	4	Tororo, Tororo, Uganda	UG	UG76	18585	0.692991	34.1809	-1735295	20171105173000	https://www.independent.co.ug/week-dispute-threatens-karamoja-mining-deal/
704111068	20171105	201711	2017	2017.8356											CAN	CANADA	CAN								1	042	042	04	1	1.9	4	1	4	0.68587105624143	0								4	Vimy, Alberta, Canada	CA	CA01	154724	54.0667	-113.65	-575392	4	Vimy, Alberta, Canada	CA	CA01	154724	54.0667	-113.65	-575392	20171105173000	http://www.timminspress.com/2017/11/05/timmins-piper-plays-at-vimy-ridge
704111069	20171105	201711	2017	2017.8356											CAN	CANADA	CAN								0	043	043	04	1	2.8	2	1	2	-2.2911051212938	0								4	Okanagan, British Columbia, Canada	CA	CA02	12566	50.3667	-119.35	-570573	4	Shuswap River, British Columbia, Canada	CA	CA02	12566	50.7167	-119.05	-573607	20171105173000	http://vancouversun.com/news/local-news/joy-riding-jet-boaters-destroying-pitt-river-salmon-fishermen
704111070	20171105	201711	2017	2017.8356											CAN	CANADA	CAN								1	114	114	11	3	-2.0	2	1	2	-2.4390243902439	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20171105173000	https://www.therebel.media/trump_costume_double_standard_oilers_player_finds_out_when_dressing_like_trump_is_offside
704111071	20171105	201711	2017	2017.8356											CAN	CANADA	CAN								1	173	173	17	4	-5.0	20	2	20	-8.58895705521473	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20171105173000	http://calgaryherald.com/news/canada/ex-gitmo-captive-suing-canada-for-50-million-for-alleged-complicity-in-torture/wcm/7a6dffa4-f1a3-49f5-a2ba-270326e489c8
704111072	20171105	201711	2017	2017.8356											CAN	CANADA	CAN								1	173	173	17	4	-5.0	4	2	4	-8.58895705521473	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105173000	http://calgaryherald.com/news/canada/ex-gitmo-captive-suing-canada-for-50-million-for-alleged-complicity-in-torture/wcm/7a6dffa4-f1a3-49f5-a2ba-270326e489c8
704111073	20171105	201711	2017	2017.8356											CAN	CANADA	CAN								1	1822	182	18	4	-9.0	40	2	20	-8.58895705521473	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20171105173000	http://calgaryherald.com/news/canada/ex-gitmo-captive-suing-canada-for-50-million-for-alleged-complicity-in-torture/wcm/7a6dffa4-f1a3-49f5-a2ba-270326e489c8
704111074	20171105	201711	2017	2017.8356											CHL	CHILE	CHL								1	020	020	02	1	3.0	1	1	1	-2.14592274678111	0								4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20171105173000	https://www.telesurtv.net/english/news/Venezuela-Freddy-Guevara-Seeks-Refuge-With-Chile-20171105-0011.html
704111075	20171105	201711	2017	2017.8356											CHL	CHILE	CHL								0	036	036	03	1	4.0	2	1	2	-2.14592274678111	0								4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20171105173000	https://www.telesurtv.net/english/news/Venezuela-Freddy-Guevara-Seeks-Refuge-With-Chile-20171105-0011.html
