704032343	20161105	201611	2016	2016.8356	GOV	PRESIDENT						GOV			BUS	BUSINESS						BUS			0	040	040	04	1	1.0	6	1	6	1.24826629680999	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171105074500	https://www.japantimes.co.jp/news/2017/11/05/business/corporate-business/sprint-t-mobile-talks-collapse-masayoshi-son-goes-alone/
704032344	20161105	201611	2016	2016.8356	GOV	GOVERNMENT						GOV			BUS	INVESTOR						BUS			1	071	071	07	2	7.4	10	1	10	1.82094081942336	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20171105074500	https://www.bloombergquint.com/technology/2017/11/05/this-year-hasnt-been-great-for-starting-a-business-in-india
704032345	20171006	201710	2017	2017.7562	BRA	BRAZIL	BRA								ELI	FIRST LADY						ELI			1	043	043	04	1	2.8	10	1	10	0	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20171105074500	https://www.stabroeknews.com/2017/news/stories/11/05/local-delegation-learns-of-brazil-school-feeding-programme-on-faoun-mission/
704032346	20171006	201710	2017	2017.7562	EDU	SCHOOL						EDU			ELI	FIRST LADY						ELI			1	040	040	04	1	1.0	10	1	10	0	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20171105074500	https://www.stabroeknews.com/2017/news/stories/11/05/local-delegation-learns-of-brazil-school-feeding-programme-on-faoun-mission/
704032347	20171006	201710	2017	2017.7562	ELI	FIRST LADY						ELI			BRA	BRAZIL	BRA								1	042	042	04	1	1.9	10	1	10	0	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	1	Grenada	GJ	GJ		12.116667	-61.666667	GJ	20171105074500	https://www.stabroeknews.com/2017/news/stories/11/05/local-delegation-learns-of-brazil-school-feeding-programme-on-faoun-mission/
704032348	20171006	201710	2017	2017.7562	ELI	FIRST LADY						ELI			EDU	SCHOOL						EDU			1	040	040	04	1	1.0	10	1	10	0	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20171105074500	https://www.stabroeknews.com/2017/news/stories/11/05/local-delegation-learns-of-brazil-school-feeding-programme-on-faoun-mission/
704032349	20171006	201710	2017	2017.7562	KEN	KENYAN	KEN								KENGOV	KENYA	KEN					GOV			0	111	111	11	3	-2.0	1	1	1	-4.90463215258855	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20171105074500	Hiiraan in Somali on/BBC Monitoring/(c) BBC
704032350	20171006	201710	2017	2017.7562	KEN	KENYAN	KEN								KENGOV	KENYA	KEN					GOV			0	111	111	11	3	-2.0	1	1	1	-4.90463215258855	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	20171105074500	Hiiraan in Somali on/BBC Monitoring/(c) BBC
704032351	20171006	201710	2017	2017.7562	KEN	KENYAN	KEN								SOM	MOGADISHU	SOM								0	073	073	07	2	7.4	2	1	2	-4.90463215258855	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20171105074500	Hiiraan in Somali on/BBC Monitoring/(c) BBC
704032352	20171006	201710	2017	2017.7562	KEN	KENYAN	KEN								SOM	MOGADISHU	SOM								0	073	073	07	2	7.4	2	1	2	-4.90463215258855	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Mogadishu, Banaadir, Somalia	SO	SO02	25691	2.06667	45.3667	-3227437	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20171105074500	Hiiraan in Somali on/BBC Monitoring/(c) BBC
