705377952	20161109	201611	2016	2016.8466											GBR	UNITED KINGDOM	GBR								1	051	051	05	1	3.4	28	7	28	-0.51150895140665	0								1	Israel	IS	IS		31.5	34.75	IS	1	United Kingdom	UK	UK		54	-4	UK	20171109154500	http://www.dudleynews.co.uk/news/national/15650607.Brexiteer_Penny_Mordaunt_promoted_to_International_Development_Secretary/
705377953	20161109	201611	2016	2016.8466											GBR	UNITED KINGDOM	GBR								1	1823	182	18	4	-10.0	2	1	2	-11.1731843575419	0								4	Bethnal Green, Tower Hamlets, United Kingdom	UK	UKO5	40110	51.5167	-0.05	-2589789	4	Bethnal Green, Tower Hamlets, United Kingdom	UK	UKO5	40110	51.5167	-0.05	-2589789	20171109154500	http://www.getsurrey.co.uk/news/local-news/bethnal-green-stabbing-chessington-man-13878574
705377954	20161109	201611	2016	2016.8466											GBR	UNITED KINGDOM	GBR								1	1823	182	18	4	-10.0	2	1	2	-11.1731843575419	0								4	Bethnal Green, Tower Hamlets, United Kingdom	UK	UKO5	40110	51.5167	-0.05	-2589789	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171109154500	http://www.getsurrey.co.uk/news/local-news/bethnal-green-stabbing-chessington-man-13878574
705377955	20161109	201611	2016	2016.8466											GBR	UNITED KINGDOM	GBR								1	190	190	19	4	-10.0	4	1	4	-11.1731843575419	0								4	Bethnal Green, Tower Hamlets, United Kingdom	UK	UKO5	40110	51.5167	-0.05	-2589789	4	Bethnal Green, Tower Hamlets, United Kingdom	UK	UKO5	40110	51.5167	-0.05	-2589789	20171109154500	http://www.getsurrey.co.uk/news/local-news/bethnal-green-stabbing-chessington-man-13878574
705377956	20161109	201611	2016	2016.8466	AFR	AFRICA	AFR								EDU	SCHOOL						EDU			1	013	013	01	1	0.4	4	1	4	-0.23980815347722	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	20171109154500	https://www.iol.co.za/dailynews/second-chance-to-improve-their-lives-11930512
705377957	20161109	201611	2016	2016.8466	AGR	FARMER						AGR			COL	COLOMBIA	COL								0	110	110	11	3	-2.0	6	1	6	-4.25055928411633	4	Antioquia, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.4	-577326	4	Antioquia, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.4	-577326	4	Antioquia, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.4	-577326	20171109154500	http://kuer.org/post/colombia-reports-historic-seizure-cocaine-more-13-tons
705377958	20161109	201611	2016	2016.8466	AGR	FARMER						AGR			COL	COLOMBIA	COL								0	110	110	11	3	-2.0	4	1	4	-4.25055928411633	4	Medellin, Antioquia, Colombia	CO	CO02	13408	6.29139	-75.5361	-592318	4	Medellin, Antioquia, Colombia	CO	CO02	13408	6.29139	-75.5361	-592318	4	Medellin, Antioquia, Colombia	CO	CO02	13408	6.29139	-75.5361	-592318	20171109154500	http://kuer.org/post/colombia-reports-historic-seizure-cocaine-more-13-tons
705377959	20161109	201611	2016	2016.8466	CVL	MIGRANT						CVL			GRC	GREECE	GRC								0	042	042	04	1	1.9	18	1	18	0.57142857142857	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Greece	GR	GR		39	22	GR	1	Turkey	TU	TU		39.059012	34.911546	TU	20171109154500	http://www.worldbulletin.net/todays-news/195783/eu-says-it-disbursed-908m-to-refugees-in-turkey
705377960	20161109	201611	2016	2016.8466	CVL	MIGRANT						CVL			GRC	GREECE	GRC								0	042	042	04	1	1.9	12	1	12	0.57142857142857	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20171109154500	http://www.worldbulletin.net/todays-news/195783/eu-says-it-disbursed-908m-to-refugees-in-turkey
705377961	20161109	201611	2016	2016.8466	GBR	LONDON	GBR																		1	173	173	17	4	-5.0	3	1	3	-11.1731843575419	4	Bethnal Green, Tower Hamlets, United Kingdom	UK	UKO5	40110	51.5167	-0.05	-2589789	0								4	Bethnal Green, Tower Hamlets, United Kingdom	UK	UKO5	40110	51.5167	-0.05	-2589789	20171109154500	http://www.getsurrey.co.uk/news/local-news/bethnal-green-stabbing-chessington-man-13878574
