705099295	20171101	201711	2017	2017.8247	AFG	AFGHAN	AFG								AFGLEG	AFGHANISTAN	AFG					LEG			0	100	100	10	3	-5.0	2	1	2	-4.97925311203319	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171108193000	Afghan Islamic Press news agency, Peshawar/BBC Monitoring/(c) BBC
705099296	20171101	201711	2017	2017.8247	AFG	AFGHAN	AFG								AFGLEG	AFGHANISTAN	AFG					LEG			0	120	120	12	3	-4.0	2	1	2	-4.97925311203319	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171108193000	Afghan Islamic Press news agency, Peshawar/BBC Monitoring/(c) BBC
705099297	20171101	201711	2017	2017.8247	AFGLEG	AFGHAN	AFG					LEG			AFG	AFGHAN	AFG								0	100	100	10	3	-5.0	3	1	3	-4.97925311203319	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171108193000	Afghan Islamic Press news agency, Peshawar/BBC Monitoring/(c) BBC
705099298	20171101	201711	2017	2017.8247	AFGLEG	AFGHAN	AFG					LEG			AFG	AFGHAN	AFG								0	120	120	12	3	-4.0	3	1	3	-4.97925311203319	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171108193000	Afghan Islamic Press news agency, Peshawar/BBC Monitoring/(c) BBC
705099299	20171108	201711	2017	2017.8438											AFG	AFGHANISTAN	AFG								1	130	130	13	3	-4.4	2	1	2	-4.97925311203319	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171108193000	Afghan Islamic Press news agency, Peshawar/BBC Monitoring/(c) BBC
705099300	20171108	201711	2017	2017.8438	AFG	AFGHAN	AFG								AFGLEG	AFGHAN	AFG					LEG			1	130	130	13	3	-4.4	6	1	6	-4.97925311203319	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171108193000	Afghan Islamic Press news agency, Peshawar/BBC Monitoring/(c) BBC
705099301	20171108	201711	2017	2017.8438	AFG	AFGHAN	AFG								LEG	PARLIAMENT						LEG			0	020	020	02	1	3.0	2	1	2	-4.97925311203319	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171108193000	Afghan Islamic Press news agency, Peshawar/BBC Monitoring/(c) BBC
705099302	20171108	201711	2017	2017.8438	AFGGOV	AFGHAN	AFG					GOV			LEG	PARLIAMENT						LEG			0	020	020	02	1	3.0	8	1	8	-4.97925311203319	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171108193000	Afghan Islamic Press news agency, Peshawar/BBC Monitoring/(c) BBC
705099303	20171108	201711	2017	2017.8438	AFGLEG	AFGHANISTAN	AFG					LEG			AFG	AFGHAN	AFG								1	130	130	13	3	-4.4	2	1	2	-4.97925311203319	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171108193000	Afghan Islamic Press news agency, Peshawar/BBC Monitoring/(c) BBC
705099304	20171108	201711	2017	2017.8438	ARE	ABU DHABI	ARE								GOV	KING						GOV			1	043	043	04	1	2.8	10	1	10	-2.74509803921568	1	France	FR	FR		46	2	FR	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	20171108193000	BBC Monitoring/BBC Monitoring/(c) BBC
705099305	20171108	201711	2017	2017.8438	ARE	UNITED ARAB EMIRATES	ARE								MAR	MOROCCAN	MAR								1	043	043	04	1	2.8	4	1	4	-2.74509803921568	1	United Arab Emirates	AE	AE		24	54	AE	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	20171108193000	BBC Monitoring/BBC Monitoring/(c) BBC
705099306	20171108	201711	2017	2017.8438	ARE	UNITED ARAB EMIRATES	ARE								MARGOV	MOROCCAN	MAR					GOV			1	043	043	04	1	2.8	6	1	6	-2.74509803921568	1	United Arab Emirates	AE	AE		24	54	AE	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	20171108193000	BBC Monitoring/BBC Monitoring/(c) BBC
705099307	20171108	201711	2017	2017.8438	BOL	BOLIVIA	BOL								CHL	CHILE	CHL								1	112	112	11	3	-2.0	10	1	10	-1.57232704402516	1	Bolivia	BL	BL		-17	-65	BL	1	Bolivia	BL	BL		-17	-65	BL	1	Bolivia	BL	BL		-17	-65	BL	20171108193000	La Razon website, La Paz/BBC Monitoring/(c) BBC
705099308	20171108	201711	2017	2017.8438	GOV	GOVERNMENT						GOV													1	1721	172	17	4	-5.0	2	1	2	-6.32911392405064	4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	0								4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	20171108193000	BBC Monitoring/BBC Monitoring/(c) BBC
705099309	20171108	201711	2017	2017.8438	GOV	KING						GOV			ARE	ABU DHABI	ARE								1	042	042	04	1	1.9	10	1	10	-2.74509803921568	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	1	France	FR	FR		46	2	FR	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	20171108193000	BBC Monitoring/BBC Monitoring/(c) BBC
705099310	20171108	201711	2017	2017.8438	GOV	PRESIDENT						GOV			CHL	CHILE	CHL								1	051	051	05	1	3.4	8	1	8	-1.57232704402516	1	Chile	CI	CI		-30	-71	CI	1	Chile	CI	CI		-30	-71	CI	1	Chile	CI	CI		-30	-71	CI	20171108193000	La Razon website, La Paz/BBC Monitoring/(c) BBC
705099311	20171108	201711	2017	2017.8438	GOV	GOVERNMENT						GOV			IRNMED	IRAN	IRN					MED			1	1721	172	17	4	-5.0	2	1	2	-6.32911392405064	4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	20171108193000	BBC Monitoring/BBC Monitoring/(c) BBC
705099312	20171108	201711	2017	2017.8438	GOV	GOVERNMENT						GOV			MED	NEWSPAPER						MED			1	1721	172	17	4	-5.0	1	1	1	-6.32911392405064	4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	20171108193000	BBC Monitoring/BBC Monitoring/(c) BBC
705099313	20171108	201711	2017	2017.8438	GOV	GOVERNMENT						GOV			QAT	DOHA	QAT								1	043	043	04	1	2.8	2	1	2	-2.02702702702702	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20171108193000	Radio Mogadishu, Mogadishu/BBC Monitoring/(c) BBC
705099314	20171108	201711	2017	2017.8438	GOV	ADMINISTRATION						GOV			SOMLEG	SOMALI	SOM					LEG			1	043	043	04	1	2.8	2	1	2	-2.02702702702702	4	Kismaayo, Jubbada Hoose, Somalia	SO	SO09	25690	-0.358173	42.5454	-3225370	4	Kismaayo, Jubbada Hoose, Somalia	SO	SO09	25690	-0.358173	42.5454	-3225370	4	Kismaayo, Jubbada Hoose, Somalia	SO	SO09	25690	-0.358173	42.5454	-3225370	20171108193000	Radio Mogadishu, Mogadishu/BBC Monitoring/(c) BBC
705099315	20171108	201711	2017	2017.8438	IRN	IRAN	IRN								GOV	GOVERNMENT						GOV			1	111	111	11	3	-2.0	10	1	10	-6.32911392405064	4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	20171108193000	BBC Monitoring/BBC Monitoring/(c) BBC
705099316	20171108	201711	2017	2017.8438	IRN	IRAN	IRN								MED	MANAGING EDITOR						MED			1	051	051	05	1	3.4	1	1	1	-6.32911392405064	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171108193000	BBC Monitoring/BBC Monitoring/(c) BBC
705099317	20171108	201711	2017	2017.8438	IRN	IRAN	IRN								MED	MANAGING EDITOR						MED			1	051	051	05	1	3.4	1	1	1	-6.32911392405064	4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171108193000	BBC Monitoring/BBC Monitoring/(c) BBC
705099318	20171108	201711	2017	2017.8438	IRN	IRAN	IRN								MED	NEWSPAPER						MED			1	172	172	17	4	-5.0	10	1	10	-6.32911392405064	4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	20171108193000	BBC Monitoring/BBC Monitoring/(c) BBC
705099319	20171108	201711	2017	2017.8438	IRN	IRAN	IRN								MED	MANAGING EDITOR						MED			1	194	194	19	4	-10.0	1	1	1	-6.32911392405064	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Keyhan, Gilan, Iran	IR	IR08	41065	36.7519	49.6988	-3838752	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171108193000	BBC Monitoring/BBC Monitoring/(c) BBC
