704275321	20161106	201611	2016	2016.8384											AFR	AFRICA	AFR								1	051	051	05	1	3.4	1	1	1	-4.11676646706587	0								4	Wynberg, Western Cape, South Africa	SF	SF11	77317	-34.0082	18.4664	-1303789	4	Wynberg, Western Cape, South Africa	SF	SF11	77317	-34.0082	18.4664	-1303789	20171106103000	https://www.groundup.org.za/article/constitutional-rights-apply-sex-workers-too_2610/
704275322	20161106	201611	2016	2016.8384											AFR	AFRICA	AFR								1	053	053	05	1	3.8	1	1	1	-4.11676646706587	0								4	Kenilworth, Gauteng, South Africa	SF	SF06	77364	-26.2471	28.0473	-1243136	4	Kenilworth, Gauteng, South Africa	SF	SF06	77364	-26.2471	28.0473	-1243136	20171106103000	https://www.groundup.org.za/article/constitutional-rights-apply-sex-workers-too_2610/
704275323	20161106	201611	2016	2016.8384											AFR	AFRICA	AFR								1	180	180	18	4	-9.0	1	1	1	-4.11676646706587	0								4	Wynberg, Western Cape, South Africa	SF	SF11	77317	-34.0082	18.4664	-1303789	4	Wynberg, Western Cape, South Africa	SF	SF11	77317	-34.0082	18.4664	-1303789	20171106103000	https://www.groundup.org.za/article/constitutional-rights-apply-sex-workers-too_2610/
704275324	20161106	201611	2016	2016.8384											CHN	QINGDAO	CHN								0	042	042	04	1	1.9	5	1	5	-0.881612090680099	0								4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20171106103000	https://www.undercurrentnews.com/2017/11/06/norway-salmon-exec-were-buying-tech-from-china-but-we-need-to-sell-fish-in-return/
704275325	20161106	201611	2016	2016.8384											CHN	QINGDAO	CHN								0	042	042	04	1	1.9	3	1	3	-0.881612090680099	0								4	Trondelag, Norway (general), Norway	NO	NO00	23320	63.5	11	-284416	4	Trondelag, Norway (general), Norway	NO	NO00	23320	63.5	11	-284416	20171106103000	https://www.undercurrentnews.com/2017/11/06/norway-salmon-exec-were-buying-tech-from-china-but-we-need-to-sell-fish-in-return/
704275326	20161106	201611	2016	2016.8384											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	2	1	2	3.62903225806452	0								4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	20171106103000	https://www.bristol247.com/news-and-features/news/race-get-centre-finished-remembrance-day/
704275327	20161106	201611	2016	2016.8384	CHN	QINGDAO	CHN																		0	043	043	04	1	2.8	8	1	8	-0.881612090680099	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	0								4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20171106103000	https://www.undercurrentnews.com/2017/11/06/norway-salmon-exec-were-buying-tech-from-china-but-we-need-to-sell-fish-in-return/
704275328	20161106	201611	2016	2016.8384	FRA	FRENCH	FRA								FRAGOV	FRANCE	FRA					GOV			0	057	057	05	1	8.0	1	1	1	1.27226463104326	4	Landivisiau, Bretagne, France	FR	FRA2	16257	48.5078	-4.06833	-1437548	4	Landivisiau, Bretagne, France	FR	FRA2	16257	48.5078	-4.06833	-1437548	4	Landivisiau, Bretagne, France	FR	FRA2	16257	48.5078	-4.06833	-1437548	20171106103000	http://www.tribuneindia.com/news/nation/navy-chief-admiral-sunil-lanba-in-france-to-hold-talks-with-top-military-brass/493390.html
704275329	20161106	201611	2016	2016.8384	FRA	FRENCH	FRA								FRAGOV	FRANCE	FRA					GOV			0	057	057	05	1	8.0	1	1	1	1.33333333333333	4	Landivisiau, Bretagne, France	FR	FRA2	16257	48.5078	-4.06833	-1437548	4	Landivisiau, Bretagne, France	FR	FRA2	16257	48.5078	-4.06833	-1437548	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171106103000	https://www.rozanaspokesman.com/news/navy-chief-in-france-to-hold-talks-with-top-military-brass
704275330	20161106	201611	2016	2016.8384	FRA	FRENCH	FRA								FRAGOV	FRANCE	FRA					GOV			1	057	057	05	1	8.0	2	2	2	1.27880583737253	4	Landivisiau, Bretagne, France	FR	FRA2	16257	48.5078	-4.06833	-1437548	4	Landivisiau, Bretagne, France	FR	FRA2	16257	48.5078	-4.06833	-1437548	4	Varuna, India (general), India	IN	IN00	70262	25.35	83.05	-2114244	20171106103000	http://www.dailyexcelsior.com/navy-chief-in-france-to-hold-talks-with-top-military-brass/
704275331	20161106	201611	2016	2016.8384	FRA	FRENCH	FRA								FRAGOV	FRANCE	FRA					GOV			0	057	057	05	1	8.0	1	1	1	1.33333333333333	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Landivisiau, Bretagne, France	FR	FRA2	16257	48.5078	-4.06833	-1437548	20171106103000	https://www.rozanaspokesman.com/news/navy-chief-in-france-to-hold-talks-with-top-military-brass
704275332	20161106	201611	2016	2016.8384	FRA	FRENCH	FRA								FRAGOV	FRANCE	FRA					GOV			1	057	057	05	1	8.0	1	1	1	1.2853470437018	4	Varuna, India (general), India	IN	IN00	70262	25.35	83.05	-2114244	4	Varuna, India (general), India	IN	IN00	70262	25.35	83.05	-2114244	4	Landivisiau, Bretagne, France	FR	FRA2	16257	48.5078	-4.06833	-1437548	20171106103000	http://www.dailyexcelsior.com/navy-chief-in-france-to-hold-talks-with-top-military-brass/
