703958837	20161104	201611	2016	2016.8329	AZE	AZERBAIJAN	AZE								IGOUNO	THE UN		UNO				IGO			0	173	173	17	4	-5.0	10	1	10	1.75438596491228	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20171104221500	https://azertag.az/en/xeber/Secretary_General_of_Azerbaijan_039s_National_Commission_for_UNESCO_addresses_General_Policy_Debates_of_39th_session_of_UNESCO_General_Conference-1109077
703958838	20161104	201611	2016	2016.8329	AZE	AZERBAIJAN	AZE								IGOUNODEV	UNESCO		UNO				IGO	DEV		0	043	043	04	1	2.8	10	1	10	1.75438596491228	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20171104221500	https://azertag.az/en/xeber/Secretary_General_of_Azerbaijan_039s_National_Commission_for_UNESCO_addresses_General_Policy_Debates_of_39th_session_of_UNESCO_General_Conference-1109077
703958839	20161104	201611	2016	2016.8329	IGOUNODEV	UNESCO		UNO				IGO	DEV		AZE	AZERBAIJAN	AZE								0	042	042	04	1	1.9	10	1	10	1.75438596491228	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20171104221500	https://azertag.az/en/xeber/Secretary_General_of_Azerbaijan_039s_National_Commission_for_UNESCO_addresses_General_Policy_Debates_of_39th_session_of_UNESCO_General_Conference-1109077
703958840	20171005	201710	2017	2017.7534	DJI	DJIBOUTI	DJI								EGY	EGYPT	EGY								1	042	042	04	1	1.9	2	1	2	-7.21220527045769	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	4	Hurghada, Al Ba?r al A?mar, Egypt	EG	EG02	65985	27.2529	33.8181	-290029	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	20171104221500	https://www.thesun.co.uk/news/4843788/death-row-holiday-brits-family-have-been-conned-out-of-10k-by-fake-lawyers-in-egypt-after-promising-to-represent-her/
703958841	20171005	201710	2017	2017.7534	DJI	DJIBOUTI	DJI								EGY	EGYPT	EGY								1	042	042	04	1	1.9	2	1	2	-7.21220527045769	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	4	Hurghada, Al Ba?r al A?mar, Egypt	EG	EG02	65985	27.2529	33.8181	-290029	4	Hurghada, Al Ba?r al A?mar, Egypt	EG	EG02	65985	27.2529	33.8181	-290029	20171104221500	https://www.thesun.co.uk/news/4843788/death-row-holiday-brits-family-have-been-conned-out-of-10k-by-fake-lawyers-in-egypt-after-promising-to-represent-her/
703958842	20171005	201710	2017	2017.7534	DJI	DJIBOUTI	DJI								EGY	EGYPT	EGY								1	130	130	13	3	-4.4	4	1	4	-7.21220527045769	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	4	Hurghada, Al Ba?r al A?mar, Egypt	EG	EG02	65985	27.2529	33.8181	-290029	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	20171104221500	https://www.thesun.co.uk/news/4843788/death-row-holiday-brits-family-have-been-conned-out-of-10k-by-fake-lawyers-in-egypt-after-promising-to-represent-her/
703958843	20171005	201710	2017	2017.7534	DJI	DJIBOUTI	DJI								EGY	EGYPT	EGY								1	173	173	17	4	-5.0	4	1	4	-7.21220527045769	4	Hurghada, Al Ba?r al A?mar, Egypt	EG	EG02	65985	27.2529	33.8181	-290029	4	Hurghada, Al Ba?r al A?mar, Egypt	EG	EG02	65985	27.2529	33.8181	-290029	4	Hurghada, Al Ba?r al A?mar, Egypt	EG	EG02	65985	27.2529	33.8181	-290029	20171104221500	https://www.thesun.co.uk/news/4843788/death-row-holiday-brits-family-have-been-conned-out-of-10k-by-fake-lawyers-in-egypt-after-promising-to-represent-her/
703958844	20171005	201710	2017	2017.7534	EGY	EGYPT	EGY								DJI	DJIBOUTI	DJI								1	043	043	04	1	2.8	2	1	2	-7.21220527045769	4	Hurghada, Al Ba?r al A?mar, Egypt	EG	EG02	65985	27.2529	33.8181	-290029	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	20171104221500	https://www.thesun.co.uk/news/4843788/death-row-holiday-brits-family-have-been-conned-out-of-10k-by-fake-lawyers-in-egypt-after-promising-to-represent-her/
703958845	20171005	201710	2017	2017.7534	EGY	EGYPT	EGY								DJI	DJIBOUTI	DJI								1	043	043	04	1	2.8	2	1	2	-7.21220527045769	4	Hurghada, Al Ba?r al A?mar, Egypt	EG	EG02	65985	27.2529	33.8181	-290029	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	4	Hurghada, Al Ba?r al A?mar, Egypt	EG	EG02	65985	27.2529	33.8181	-290029	20171104221500	https://www.thesun.co.uk/news/4843788/death-row-holiday-brits-family-have-been-conned-out-of-10k-by-fake-lawyers-in-egypt-after-promising-to-represent-her/
703958846	20171028	201710	2017	2017.8164	BUS	COMPANY						BUS													1	051	051	05	1	3.4	3	1	3	3.23574730354391	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	0								4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	20171104221500	http://arcticstartup.com/ovelin-tekes/
