703271965	20161102	201611	2016	2016.8274	AFR	AFRICA	AFR																		1	051	051	05	1	3.4	10	1	10	2.98507462686567	4	Khayelitsha, Western Cape, South Africa	SF	SF11	77317	-34.0393	18.6792	-1243454	0								4	Khayelitsha, Western Cape, South Africa	SF	SF11	77317	-34.0393	18.6792	-1243454	20171102121500	https://www.sagoodnews.co.za/airbnb-facilitates-homesharing-club-khayelisha/
703271966	20161102	201611	2016	2016.8274	COP	POLICE						COP													0	020	020	02	1	3.0	5	1	5	-0.38461538461539	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20171102121500	http://www.unifiednewsgroup.com/oregon_observer/news/budget-plan-add-new-employees/article_4176b3f9-9631-5893-be1f-a8fc41023fcf.html
703271967	20161102	201611	2016	2016.8274	IND	SURAT	IND								LAB	WORKER						LAB			0	043	043	04	1	2.8	6	1	6	1.5576323987539	4	Surat, Gujarat, India	IN	IN09	70127	20.9667	72.9	-2098110	4	Surat, Gujarat, India	IN	IN09	70127	20.9667	72.9	-2098110	4	Surat, Gujarat, India	IN	IN09	70127	20.9667	72.9	-2098110	20171102121500	http://www.moneycontrol.com/news/india/gujarat-polls-hardik-patel-hints-he-will-encourage-voters-to-pick-congress-2427459.html
703271968	20161102	201611	2016	2016.8274	LAB	WORKER						LAB			IND	SURAT	IND								0	042	042	04	1	1.9	6	1	6	1.5576323987539	4	Surat, Gujarat, India	IN	IN09	70127	20.9667	72.9	-2098110	4	Surat, Gujarat, India	IN	IN09	70127	20.9667	72.9	-2098110	4	Surat, Gujarat, India	IN	IN09	70127	20.9667	72.9	-2098110	20171102121500	http://www.moneycontrol.com/news/india/gujarat-polls-hardik-patel-hints-he-will-encourage-voters-to-pick-congress-2427459.html
703271969	20161102	201611	2016	2016.8274	MNCUSAMEDBUS	GOOGLE	USA					MNC	MED	BUS											0	050	050	05	1	3.5	5	1	5	-3.05052430886559	0								0								0								20171102121500	https://www.stanforddaily.com/2017/11/02/over-50-workers-protest-chronic-understaffing-unacceptable-workloads-in-dining-halls/
703271970	20161102	201611	2016	2016.8274	SEA	SOUTH EAST ASIA	SEA								AFR	AFRICA	AFR								1	035	035	03	1	7.0	5	1	5	1.14942528735632	4	Cuttack, Orissa, India	IN	IN21	17810	20.5	85.8333	-2093740	4	Cuttack, Orissa, India	IN	IN21	17810	20.5	85.8333	-2093740	4	Cuttack, Orissa, India	IN	IN21	17810	20.5	85.8333	-2093740	20171102121500	http://www.business-standard.com/article/companies/auto-rental-firm-zoomcar-to-enter-se-asia-africa-markets-next-year-117110200766_1.html
703271971	20171003	201710	2017	2017.7479	CVL	COMMUNITY						CVL			BUS	BOSS						BUS			1	026	026	02	1	4.0	10	1	10	-3.69565217391304	0								0								0								20171102121500	http://www.gazette-news.co.uk/news/15633757.Draconian_banning_order_is_blasted____by_council_colleague_/
703271972	20171003	201710	2017	2017.7479	CVL	COMMUNITY						CVL			GBREDU	GLASGOW	GBR					EDU			1	042	042	04	1	1.9	10	1	10	2.76338514680484	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171102121500	http://www.heraldscotland.com/opinion/15636249.Agenda__Higher_education_is_about_more_than_just_teaching/
703271973	20171003	201710	2017	2017.7479	GBREDU	GLASGOW	GBR					EDU			CVL	COMMUNITY						CVL			1	043	043	04	1	2.8	10	1	10	2.76338514680484	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171102121500	http://www.heraldscotland.com/opinion/15636249.Agenda__Higher_education_is_about_more_than_just_teaching/
703271974	20171003	201710	2017	2017.7479	GOV	GOVERNMENT						GOV													1	083	083	08	2	5.0	10	1	10	-2.62697022767075	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171102121500	http://junkee.com/renters-rights-harry-triguboff/133218
703271975	20171003	201710	2017	2017.7479	MIL	AIR FORCE						MIL			POL	POLISH	POL								1	051	051	05	1	3.4	10	1	10	4.3010752688172	4	Polskie, Wielkopolskie, Poland	PL	PL86	24624	51.9833	17.8167	-523158	4	Polskie, Wielkopolskie, Poland	PL	PL86	24624	51.9833	17.8167	-523158	4	Polskie, Wielkopolskie, Poland	PL	PL86	24624	51.9833	17.8167	-523158	20171102121500	http://thenews.pl/1/6/Artykul/333192,Pole-named-most-heroic-RAF-spitfire-pilot
703271976	20171003	201710	2017	2017.7479	RUSGOV	RUSSIA	RUS					GOV			RUS	RUSSIA	RUS								1	111	111	11	3	-2.0	2	1	2	-5.6379821958457	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171102121500	http://www.carbonated.tv/news/sarah-sanders-trump-not-remember-russia-meeting-george-papadopoulos
703271977	20171003	201710	2017	2017.7479	USA	UNITED STATES	USA								MIL	SPECIAL FORCES						MIL			0	190	190	19	4	-10.0	20	2	20	-3.16546762589929	1	Mali	ML	ML		17	-4	ML	1	Mali	ML	ML		17	-4	ML	1	Mali	ML	ML		17	-4	ML	20171102121500	http://www.pulse.com.gh/news/world/in-sahel-g5-anti-jihadist-force-begins-operations-id7543575.html
703271978	20171003	201710	2017	2017.7479	USA	UNITED STATES	USA								NER	NIGERIEN	NER								0	150	150	15	4	-7.2	20	2	20	-3.16546762589929	1	United States	US	US		39.828175	-98.5795	US	1	Niger	NG	NG		16	8	NG	1	Niger	NG	NG		16	8	NG	20171102121500	http://www.pulse.com.gh/news/world/in-sahel-g5-anti-jihadist-force-begins-operations-id7543575.html
