702863598	20071104	200711	2007	2007.8329	LAB	UNIONS						LAB			AUSGOV	AUSTRALIA	AUS					GOV			1	071	071	07	2	7.4	2	1	2	1.33333333333333	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171101063000	http://www.4-traders.com/news/Department-of-Treasury-Australian-Government-ACTU-misleading-and-conflicted-on-super-reforms--25410605/
702863599	20071104	200711	2007	2007.8329	PTY	POLITICIAN																			0	033	033	03	1	5.2	10	1	10	-4.23242467718795	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20171101063000	https://www.businesslive.co.za/bd/opinion/2017-11-01-ending-sas-rape-culture-needs-deep-investment/
702863600	20161101	201611	2016	2016.8247	BUS	COMPANY						BUS			AUS	MELBOURNE	AUS								1	014	014	01	1	0.0	3	1	3	1.10619469026549	4	Bundaberg, Queensland, Australia	AS	AS04	154665	-24.8662	152.348	-1562758	4	Bundaberg, Queensland, Australia	AS	AS04	154665	-24.8662	152.348	-1562758	4	Bundaberg, Queensland, Australia	AS	AS04	154665	-24.8662	152.348	-1562758	20171101063000	https://www.gattonstar.com.au/news/the-man-who-makes-the-warwick-gold-cup/3254578/
702863601	20161101	201611	2016	2016.8247	BUS	COMPANY						BUS			AUS	MELBOURNE	AUS								1	014	014	01	1	0.0	2	1	2	1.10619469026549	4	Yangan, Queensland, Australia	AS	AS04	154692	-28.1949	152.208	-1611493	4	Yangan, Queensland, Australia	AS	AS04	154692	-28.1949	152.208	-1611493	4	Yangan, Queensland, Australia	AS	AS04	154692	-28.1949	152.208	-1611493	20171101063000	https://www.gattonstar.com.au/news/the-man-who-makes-the-warwick-gold-cup/3254578/
702863602	20161101	201611	2016	2016.8247	CHN	CHINESE	CHN								GOV	REGULATOR						GOV			0	080	080	08	2	5.0	4	1	4	-1.3914095583787	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171101063000	http://www.cpa.org.au/guardian/2017/1801/12-imperialism.html
702863603	20161101	201611	2016	2016.8247	CHNGOV	CHINESE	CHN					GOV			GOV	REGULATOR						GOV			0	080	080	08	2	5.0	6	1	6	-1.3914095583787	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171101063000	http://www.cpa.org.au/guardian/2017/1801/12-imperialism.html
702863604	20161101	201611	2016	2016.8247	EDU	SCHOOL						EDU			GOV	GOVERNMENT						GOV			1	010	010	01	1	0.0	10	1	10	4.24028268551237	4	Durumi, Niger, Nigeria	NI	NI31	22950	10.236	6.42657	-2005543	4	Durumi, Niger, Nigeria	NI	NI31	22950	10.236	6.42657	-2005543	4	Durumi, Niger, Nigeria	NI	NI31	22950	10.236	6.42657	-2005543	20171101063000	http://www.peoplesdailyng.com/capital-market-will-be-in-school-curriculum-from-next-year-sec/
702863605	20161101	201611	2016	2016.8247	ETH	ETHIOPIA	ETH																		0	172	172	17	4	-5.0	2	1	2	-10.4651162790698	4	Oromo, Amara, Ethiopia	ET	ET46	40799	11.8667	39.7333	-618300	0								4	Oromo, Amara, Ethiopia	ET	ET46	40799	11.8667	39.7333	-618300	20171101063000	http://www.geeskaafrika.com/27376/detained-ethiopian-opposition-chief-bailed/
702863606	20161101	201611	2016	2016.8247	ETH	ETHIOPIA	ETH																		0	172	172	17	4	-5.0	2	1	2	-10.4651162790698	1	Somalia	SO	SO		6	48	SO	0								1	Somalia	SO	SO		6	48	SO	20171101063000	http://www.geeskaafrika.com/27376/detained-ethiopian-opposition-chief-bailed/
702863607	20161101	201611	2016	2016.8247	ETH	ETHIOPIA	ETH																		0	173	173	17	4	-5.0	4	1	4	-10.4651162790698	4	Oromo, Amara, Ethiopia	ET	ET46	40799	11.8667	39.7333	-618300	0								4	Oromo, Amara, Ethiopia	ET	ET46	40799	11.8667	39.7333	-618300	20171101063000	http://www.geeskaafrika.com/27376/detained-ethiopian-opposition-chief-bailed/
702863608	20161101	201611	2016	2016.8247	GOVEDU	MINIST OF EDUCATION						GOV	EDU		EDU	SCHOOL						EDU			1	051	051	05	1	3.4	6	1	6	4.24028268551237	4	Durumi, Niger, Nigeria	NI	NI31	22950	10.236	6.42657	-2005543	4	Durumi, Niger, Nigeria	NI	NI31	22950	10.236	6.42657	-2005543	4	Durumi, Niger, Nigeria	NI	NI31	22950	10.236	6.42657	-2005543	20171101063000	http://www.peoplesdailyng.com/capital-market-will-be-in-school-curriculum-from-next-year-sec/
702863609	20161101	201611	2016	2016.8247	JUD	PROSECUTOR						JUD			MED	MEDIA						MED			1	020	020	02	1	3.0	10	1	10	-7.48031496062992	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20171101063000	https://www.rte.ie/news/europe/2017/1031/916432-berlusconi-investigated-for-mafia-links/
702863610	20161101	201611	2016	2016.8247	MNCKOR	HYUNDAI	KOR					MNC													0	061	061	06	2	6.4	2	1	2	-2.1021021021021	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20171101063000	http://www.moneycontrol.com/news/business/companies/failing-to-crack-indian-market-global-carmakers-switch-to-make-in-india-for-the-world-2425317.html
702863611	20161101	201611	2016	2016.8247	MNCKOR	HYUNDAI	KOR					MNC													0	061	061	06	2	6.4	8	1	8	-2.1021021021021	1	India	IN	IN		20	77	IN	0								1	Japan	JA	JA		36	138	JA	20171101063000	http://www.moneycontrol.com/news/business/companies/failing-to-crack-indian-market-global-carmakers-switch-to-make-in-india-for-the-world-2425317.html
702863612	20161101	201611	2016	2016.8247	MNCKOR	HYUNDAI	KOR					MNC													0	120	120	12	3	-4.0	8	1	8	-2.1021021021021	1	India	IN	IN		20	77	IN	0								1	Japan	JA	JA		36	138	JA	20171101063000	http://www.moneycontrol.com/news/business/companies/failing-to-crack-indian-market-global-carmakers-switch-to-make-in-india-for-the-world-2425317.html
