704105159	20161105	201611	2016	2016.8356	CAN	CANADA	CAN								EDU	PROFESSOR						EDU			0	020	020	02	1	3.0	2	1	2	-2.52182347235694	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20171105164500	https://globalnews.ca/news/3844491/wynne-tory-make-up-after-toll-controversy-caused-summer-break/
704105160	20161105	201611	2016	2016.8356	CVLEDU	COMMUNITY						CVL	EDU		EDU	SCHOOL						EDU			1	036	036	03	1	4.0	1	1	1	0.23446658851114	3	Cedar Rapids, Iowa, United States	US	USIA	IA113	42.0083	-91.6441	465941	3	Garfield Elementary School, Iowa, United States	US	USIA		42.7514	-95.5553	456840	3	Cedar Rapids, Iowa, United States	US	USIA		42.0083	-91.6441	465941	20171105164500	http://www.thegazette.com/subject/opinion/staff-editorial/public-deserves-more-time-to-weigh-cr-schools-facilities-plan-20171105
704105161	20161105	201611	2016	2016.8356	EDU	SCHOOL						EDU			CVLEDU	COMMUNITY						CVL	EDU		1	036	036	03	1	4.0	1	1	1	0.23446658851114	3	Jefferson High School, Iowa, United States	US	USIA	IA155	41.2617	-95.8831	457925	3	Jefferson High School, Iowa, United States	US	USIA		41.2617	-95.8831	457925	3	Jefferson High School, Iowa, United States	US	USIA		41.2617	-95.8831	457925	20171105164500	http://www.thegazette.com/subject/opinion/staff-editorial/public-deserves-more-time-to-weigh-cr-schools-facilities-plan-20171105
704105162	20161105	201611	2016	2016.8356	EDU	SCHOOL						EDU			EDUCVL	SCHOOL						EDU	CVL		1	036	036	03	1	4.0	4	1	4	0.23446658851114	3	Jefferson High School, Iowa, United States	US	USIA	IA155	41.2617	-95.8831	457925	3	Jefferson High School, Iowa, United States	US	USIA		41.2617	-95.8831	457925	3	Jefferson High School, Iowa, United States	US	USIA		41.2617	-95.8831	457925	20171105164500	http://www.thegazette.com/subject/opinion/staff-editorial/public-deserves-more-time-to-weigh-cr-schools-facilities-plan-20171105
704105163	20161105	201611	2016	2016.8356	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								1	036	036	03	1	4.0	2	1	2	0.23446658851114	3	Cedar Rapids, Iowa, United States	US	USIA	IA113	42.0083	-91.6441	465941	3	Garfield Elementary School, Iowa, United States	US	USIA		42.7514	-95.5553	456840	3	Cedar Rapids, Iowa, United States	US	USIA		42.0083	-91.6441	465941	20171105164500	http://www.thegazette.com/subject/opinion/staff-editorial/public-deserves-more-time-to-weigh-cr-schools-facilities-plan-20171105
704105164	20161105	201611	2016	2016.8356	EDUCVL	SCHOOL						EDU	CVL		EDU	SCHOOL						EDU			1	036	036	03	1	4.0	4	1	4	0.23446658851114	3	Cedar Rapids, Iowa, United States	US	USIA	IA113	42.0083	-91.6441	465941	3	Garfield Elementary School, Iowa, United States	US	USIA		42.7514	-95.5553	456840	3	Cedar Rapids, Iowa, United States	US	USIA		42.0083	-91.6441	465941	20171105164500	http://www.thegazette.com/subject/opinion/staff-editorial/public-deserves-more-time-to-weigh-cr-schools-facilities-plan-20171105
704105165	20161105	201611	2016	2016.8356	MIL	MILITARY						MIL			USA	WASHINGTON	USA								1	0311	031	03	1	5.2	7	1	7	0.61601642710473	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20171105164500	http://www.columbian.com/news/2017/nov/05/companies-looking-under-the-seas-for-the-future-for-defense-drones/
704105166	20161105	201611	2016	2016.8356	RUS	RUSSIA	RUS								RUSELI	MIKHAIL KASYANOV	RUS					ELI			0	112	112	11	3	-2.0	2	1	2	-6.62020905923345	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171105164500	http://www.business-standard.com/article/pti-stories/russian-police-detain-380-at-anti-putin-protest-monitors-117110500705_1.html
704105167	20161105	201611	2016	2016.8356	RUS	RUSSIA	RUS								RUSELI	MIKHAIL KASYANOV	RUS					ELI			0	112	112	11	3	-2.0	2	1	2	-6.62020905923345	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	20171105164500	http://www.business-standard.com/article/pti-stories/russian-police-detain-380-at-anti-putin-protest-monitors-117110500705_1.html
704105168	20161105	201611	2016	2016.8356	TUR	TURKEY	TUR								GOV	GOVERNMENT						GOV			0	112	112	11	3	-2.0	10	1	10	-2.53164556962025	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20171105164500	http://en.europeonline-magazine.eu/turkish-prime-minister-to-meet-pence-in-us-amid-visa-row_594038.html
704105169	20161105	201611	2016	2016.8356	TUR	TURKEY	TUR								REL	CLERIC									0	174	174	17	4	-5.0	10	1	10	-2.53164556962025	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20171105164500	http://en.europeonline-magazine.eu/turkish-prime-minister-to-meet-pence-in-us-amid-visa-row_594038.html
