705567175	20171011	201710	2017	2017.7699											CHN	CHINESE	CHN								1	042	042	04	1	1.9	5	1	5	2.89495450785773	0								4	Xuexiang, Jiangsu, China	CH	CH04	13148	31.1215	120.794	10633752	4	Xuexiang, Jiangsu, China	CH	CH04	13148	31.1215	120.794	10633752	20171110050000	South China Morning Post website, Hong Kong/BBC Monitoring/(c) BBC
705567176	20171011	201710	2017	2017.7699											CHN	CHINESE	CHN								1	042	042	04	1	1.9	4	1	4	2.89495450785773	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171110050000	South China Morning Post website, Hong Kong/BBC Monitoring/(c) BBC
705567177	20171011	201710	2017	2017.7699	CHN	CHINESE	CHN																		1	043	043	04	1	2.8	10	1	10	2.89495450785773	4	Xuexiang, Jiangsu, China	CH	CH04	13148	31.1215	120.794	10633752	0								4	Xuexiang, Jiangsu, China	CH	CH04	13148	31.1215	120.794	10633752	20171110050000	South China Morning Post website, Hong Kong/BBC Monitoring/(c) BBC
705567178	20171110	201711	2017	2017.8493											CHN	CHINA	CHN								0	036	036	03	1	4.0	2	1	2	2.89495450785773	0								4	Xuexiang, Jiangsu, China	CH	CH04	13148	31.1215	120.794	10633752	4	Xuexiang, Jiangsu, China	CH	CH04	13148	31.1215	120.794	10633752	20171110050000	South China Morning Post website, Hong Kong/BBC Monitoring/(c) BBC
705567179	20171110	201711	2017	2017.8493											CHN	CHINA	CHN								1	042	042	04	1	1.9	4	1	4	2.89495450785773	0								4	Xuexiang, Jiangsu, China	CH	CH04	13148	31.1215	120.794	10633752	4	Xuexiang, Jiangsu, China	CH	CH04	13148	31.1215	120.794	10633752	20171110050000	South China Morning Post website, Hong Kong/BBC Monitoring/(c) BBC
705567180	20171110	201711	2017	2017.8493											CHN	CHINA	CHN								0	043	043	04	1	2.8	1	1	1	2.89495450785773	0								4	Wang Yang, Anhui, China	CH	CH01	12998	31.0781	118.037	10555137	4	Wang Yang, Anhui, China	CH	CH01	12998	31.0781	118.037	10555137	20171110050000	South China Morning Post website, Hong Kong/BBC Monitoring/(c) BBC
705567181	20171110	201711	2017	2017.8493											CHN	CHINA	CHN								1	043	043	04	1	2.8	1	1	1	2.89495450785773	0								4	Xuexiang, Jiangsu, China	CH	CH04	13148	31.1215	120.794	10633752	4	Xuexiang, Jiangsu, China	CH	CH04	13148	31.1215	120.794	10633752	20171110050000	South China Morning Post website, Hong Kong/BBC Monitoring/(c) BBC
705567182	20171110	201711	2017	2017.8493											CHN	CHINA	CHN								0	043	043	04	1	2.8	1	1	1	2.89495450785773	0								4	Lifeng, Guangdong, China	CH	CH30	13047	23.7822	116.151	9198279	4	Lifeng, Guangdong, China	CH	CH30	13047	23.7822	116.151	9198279	20171110050000	South China Morning Post website, Hong Kong/BBC Monitoring/(c) BBC
705567183	20171110	201711	2017	2017.8493											JUD	SUPREME COURT						JUD			1	057	057	05	1	8.0	10	1	10	-2.94784580498866	0								4	Tsalka, Georgia (general), Georgia	GG	GG00	16491	41.5946	44.0891	-2330247	4	Tsalka, Georgia (general), Georgia	GG	GG00	16491	41.5946	44.0891	-2330247	20171110050000	Rustavi-2 TV, Tbilisi/BBC Monitoring/(c) BBC
705567184	20171110	201711	2017	2017.8493											LEG	REPRESENTATIVES						LEG			1	036	036	03	1	4.0	2	1	2	-0.38240917782027	0								5	Abkhazia, Abkhazia**, Georgia	GG	GG02	16451	42.7908	41.1599	10007258	5	Abkhazia, Abkhazia**, Georgia	GG	GG02	16451	42.7908	41.1599	10007258	20171110050000	Netgazeti in Georgian/BBC Monitoring/(c) BBC
