702958314	20161101	201611	2016	2016.8247											AUSCVL	AUSTRALIAN	AUS					CVL			0	043	043	04	1	2.8	6	1	6	0.25839793281653	0								4	Uluru-Kata Tjuta National Park, Northern Territory, Australia	AS	AS03	154716	-25.2892	131.166	11359231	4	Uluru-Kata Tjuta National Park, Northern Territory, Australia	AS	AS03	154716	-25.2892	131.166	11359231	20171101133000	http://www.independent.co.uk/travel/news-and-advice/uluru-ban-tourists-climb-ayers-rock-australia-aboriginals-sacred-site-a8030861.html
702958315	20161101	201611	2016	2016.8247											CHN	QINGDAO	CHN								1	042	042	04	1	1.9	8	1	8	-0.77669902912622	0								4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20171101133000	https://www.undercurrentnews.com/2017/11/01/norwegian-salmon-still-up-against-china-trade-obstacles/
702958316	20161101	201611	2016	2016.8247											ITA	ITALY	ITA								0	042	042	04	1	1.9	8	2	8	-7.32894680256311	0								4	Lampedusa, Italy (general), Italy	IT	IT00	18390	35.5	12.6	-119645	4	Lampedusa, Italy (general), Italy	IT	IT00	18390	35.5	12.6	-119645	20171101133000	http://www.digitaljournal.com/news/world/libya-coastguard-rescues-nearly-300-migrants-at-sea/article/506504
702958317	20161101	201611	2016	2016.8247											ITA	ITALY	ITA								0	042	042	04	1	1.9	2	2	2	-7.32894680256311	0								4	Zliten, Libya (general), Libya	LY	LY00	19104	32.4674	14.5687	-3181444	4	Zliten, Libya (general), Libya	LY	LY00	19104	32.4674	14.5687	-3181444	20171101133000	http://www.digitaljournal.com/news/world/libya-coastguard-rescues-nearly-300-migrants-at-sea/article/506504
702958318	20161101	201611	2016	2016.8247	AUS	AUSTRALIAN	AUS								AUSCVL	AUSTRALIA	AUS					CVL			0	042	042	04	1	1.9	4	1	4	0.25839793281653	4	Uluru-Kata Tjuta National Park, Northern Territory, Australia	AS	AS03	154716	-25.2892	131.166	11359231	4	Uluru-Kata Tjuta National Park, Northern Territory, Australia	AS	AS03	154716	-25.2892	131.166	11359231	4	Uluru-Kata Tjuta National Park, Northern Territory, Australia	AS	AS03	154716	-25.2892	131.166	11359231	20171101133000	http://www.independent.co.uk/travel/news-and-advice/uluru-ban-tourists-climb-ayers-rock-australia-aboriginals-sacred-site-a8030861.html
702958319	20161101	201611	2016	2016.8247	AUSCVL	AUSTRALIAN	AUS					CVL													0	042	042	04	1	1.9	6	1	6	0.25839793281653	4	Uluru-Kata Tjuta National Park, Northern Territory, Australia	AS	AS03	154716	-25.2892	131.166	11359231	0								4	Uluru-Kata Tjuta National Park, Northern Territory, Australia	AS	AS03	154716	-25.2892	131.166	11359231	20171101133000	http://www.independent.co.uk/travel/news-and-advice/uluru-ban-tourists-climb-ayers-rock-australia-aboriginals-sacred-site-a8030861.html
702958320	20161101	201611	2016	2016.8247	AUSCVL	AUSTRALIA	AUS					CVL			AUS	AUSTRALIAN	AUS								0	043	043	04	1	2.8	4	1	4	0.25839793281653	4	Uluru-Kata Tjuta National Park, Northern Territory, Australia	AS	AS03	154716	-25.2892	131.166	11359231	4	Uluru-Kata Tjuta National Park, Northern Territory, Australia	AS	AS03	154716	-25.2892	131.166	11359231	4	Uluru-Kata Tjuta National Park, Northern Territory, Australia	AS	AS03	154716	-25.2892	131.166	11359231	20171101133000	http://www.independent.co.uk/travel/news-and-advice/uluru-ban-tourists-climb-ayers-rock-australia-aboriginals-sacred-site-a8030861.html
702958321	20161101	201611	2016	2016.8247	BUS	COMPANY						BUS													1	010	010	01	1	0.0	3	1	3	0.25062656641604	4	Dar Es Salaam, Dar es Salaam, Tanzania	TZ	TZ23	48390	-6.8	39.2833	-2562166	0								4	Dar Es Salaam, Dar es Salaam, Tanzania	TZ	TZ23	48390	-6.8	39.2833	-2562166	20171101133000	http://allafrica.com/stories/201711010493.html
702958322	20161101	201611	2016	2016.8247	CAN	CANADIAN	CAN								MOS	MUSLIM				MOS					0	010	010	01	1	0.0	10	1	10	-3.94524959742351	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20171101133000	https://www.winnipegfreepress.com/opinion/analysis/call-bill-62-what-it-is-hate-legislation-454389483.html
702958323	20161101	201611	2016	2016.8247	CHN	QINGDAO	CHN																		1	043	043	04	1	2.8	8	1	8	-0.77669902912622	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	0								4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20171101133000	https://www.undercurrentnews.com/2017/11/01/norwegian-salmon-still-up-against-china-trade-obstacles/
