703384317	20161102	201611	2016	2016.8274											USA	UNITED STATES	USA								0	190	190	19	4	-10.0	2	1	2	-3.2015065913371	0								4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20171102193000	http://wwlp.com/ap/hunter-kills-bear-that-had-been-moved-at-governors-request/
703384318	20161102	201611	2016	2016.8274	BUS	MANUFACTURER						BUS													1	054	054	05	1	6.0	4	1	4	3.80952380952381	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20171102193000	http://www.perishablenews.com/index.php?article=0064045
703384319	20161102	201611	2016	2016.8274	BUS	MANUFACTURER						BUS													1	054	054	05	1	6.0	1	1	1	3.80952380952381	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20171102193000	http://www.perishablenews.com/index.php?article=0064045
703384320	20161102	201611	2016	2016.8274	BUS	COMPANY						BUS													1	060	060	06	2	6.0	6	1	6	0.80645161290322	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	0								4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	20171102193000	https://www.engadget.com/2017/11/02/htc-dual-camera-phones-2018/
703384321	20161102	201611	2016	2016.8274	BUS	MANUFACTURER						BUS													1	073	073	07	2	7.4	3	1	3	3.80952380952381	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20171102193000	http://www.perishablenews.com/index.php?article=0064045
703384322	20161102	201611	2016	2016.8274	BUS	MANUFACTURER						BUS													1	073	073	07	2	7.4	1	1	1	3.80952380952381	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	20171102193000	http://www.perishablenews.com/index.php?article=0064045
703384323	20161102	201611	2016	2016.8274	BUS	MANUFACTURER						BUS													1	073	073	07	2	7.4	1	1	1	3.80952380952381	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	20171102193000	http://www.perishablenews.com/index.php?article=0064045
703384324	20161102	201611	2016	2016.8274	BUS	MANUFACTURER						BUS													1	111	111	11	3	-2.0	1	1	1	3.80952380952381	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20171102193000	http://www.perishablenews.com/index.php?article=0064045
703384325	20161102	201611	2016	2016.8274	ELI	RETIRED						ELI			USA	WASHINGTON	USA								0	042	042	04	1	1.9	3	1	3	-1.28105590062112	3	National Defense University, District of Columbia, United States	US	USDC	DC001	38.8723	-77.0164	531343	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	National Defense University, District of Columbia, United States	US	USDC		38.8723	-77.0164	531343	20171102193000	https://www.sott.net/article/366365-American-experts-unable-to-see-their-hypocrisy-when-it-comes-to-Russia
703384326	20161102	201611	2016	2016.8274	ESP	SPAIN	ESP								GOV	ADMINISTRATION						GOV			0	040	040	04	1	1.0	2	1	2	-2.94592413236481	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20171102193000	https://www.economist.com/news/europe/21730874-government-intervention-and-snap-election-have-defused-not-settled-crisis-goes
703384327	20161102	201611	2016	2016.8274	JUD	PROSECUTOR						JUD			OPP	PRISONER						OPP			0	193	193	19	4	-10.0	2	1	2	-5.4054054054054	4	Idlib, Idlib, Syria	SY	SY12	26365	35.9306	36.6339	-2542538	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171102193000	https://theintercept.com/2017/11/02/war-crimes-youtube-facebook-syria-rohingya/
703384328	20161102	201611	2016	2016.8274	JUD	PROSECUTOR						JUD			OPP	PRISONER						OPP			0	193	193	19	4	-10.0	2	1	2	-5.4054054054054	4	Idlib, Idlib, Syria	SY	SY12	26365	35.9306	36.6339	-2542538	1	Germany	GM	GM		51.5	10.5	GM	1	Libya	LY	LY		25	17	LY	20171102193000	https://theintercept.com/2017/11/02/war-crimes-youtube-facebook-syria-rohingya/
703384329	20161102	201611	2016	2016.8274	JUD	PROSECUTOR						JUD			OPP	PRISONER						OPP			0	193	193	19	4	-10.0	4	1	4	-5.4054054054054	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171102193000	https://theintercept.com/2017/11/02/war-crimes-youtube-facebook-syria-rohingya/
703384330	20161102	201611	2016	2016.8274	JUD	PROSECUTOR						JUD			OPP	PRISONER						OPP			0	193	193	19	4	-10.0	2	1	2	-5.4054054054054	1	Libya	LY	LY		25	17	LY	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171102193000	https://theintercept.com/2017/11/02/war-crimes-youtube-facebook-syria-rohingya/
703384331	20161102	201611	2016	2016.8274	JUD	PROSECUTOR						JUD			UAF	FIGHTER						UAF			0	173	173	17	4	-5.0	2	1	2	-5.4054054054054	4	Idlib, Idlib, Syria	SY	SY12	26365	35.9306	36.6339	-2542538	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171102193000	https://theintercept.com/2017/11/02/war-crimes-youtube-facebook-syria-rohingya/
703384332	20161102	201611	2016	2016.8274	JUD	PROSECUTOR						JUD			UAF	FIGHTER						UAF			0	173	173	17	4	-5.0	2	1	2	-5.4054054054054	4	Idlib, Idlib, Syria	SY	SY12	26365	35.9306	36.6339	-2542538	1	Libya	LY	LY		25	17	LY	1	Libya	LY	LY		25	17	LY	20171102193000	https://theintercept.com/2017/11/02/war-crimes-youtube-facebook-syria-rohingya/
703384333	20161102	201611	2016	2016.8274	JUD	PROSECUTOR						JUD			UAF	FIGHTER						UAF			0	173	173	17	4	-5.0	4	1	4	-5.4054054054054	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171102193000	https://theintercept.com/2017/11/02/war-crimes-youtube-facebook-syria-rohingya/
703384334	20161102	201611	2016	2016.8274	JUD	PROSECUTOR						JUD			UAF	FIGHTER						UAF			0	173	173	17	4	-5.0	2	1	2	-5.4054054054054	1	Libya	LY	LY		25	17	LY	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20171102193000	https://theintercept.com/2017/11/02/war-crimes-youtube-facebook-syria-rohingya/
703384335	20161102	201611	2016	2016.8274	KHM	PHNOM PENH	KHM								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	2	2	-4.04800011240082	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20171102193000	https://www.investing.com/news/politics-news/with-america-first-trump-mutes-us-voice-on-human-rights-in-asia-763029
