702869670	20171002	201710	2017	2017.7452	MNCIND	TATA STEEL	IND					MNC			EUR	EUROPEAN	EUR								1	030	030	03	1	4.0	10	1	10	0.38910505836576	4	Jamshedpur, Jharkhand, India	IN	IN38	70155	22.8	86.1833	-2098249	4	Jamshedpur, Jharkhand, India	IN	IN38	70155	22.8	86.1833	-2098249	4	Jamshedpur, Jharkhand, India	IN	IN38	70155	22.8	86.1833	-2098249	20171101070000	https://timesofindia.indiatimes.com/business/india-business/tata-steel-elevates-narendran-koushik-chatterjee/articleshow/61388418.cms
702869671	20171025	201710	2017	2017.8082											CVL	RESIDENTS						CVL			1	020	020	02	1	3.0	5	1	5	-5.15021459227468	0								3	Plainfield, Michigan, United States	US	USMI	MI093	42.497	-84.1075	635068	3	Plainfield, Michigan, United States	US	USMI	MI093	42.497	-84.1075	635068	20171101070000	http://woodtv.com/2017/10/31/number-of-suspected-wolverine-dumps-grows-to-57/
702869672	20171025	201710	2017	2017.8082											USA	WASHINGTON	USA								0	040	040	04	1	1.0	16	8	16	-0.754310344827589	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171101070000	http://wuwm.com/post/look-state-diplomatic-efforts-afghanistan
702869673	20171025	201710	2017	2017.8082	ARE	DUBAI	ARE																		0	195	195	19	4	-10.0	8	1	8	3.14861460957179	4	Barrington Tops, New South Wales, Australia	AS	AS02	5096	-32	151.467	-1557711	0								4	Barrington Tops, New South Wales, Australia	AS	AS02	5096	-32	151.467	-1557711	20171101070000	http://www.theherald.com.au/story/5024123/johns-booming-back/
702869674	20171025	201710	2017	2017.8082	ARE	DUBAI	ARE																		0	195	195	19	4	-10.0	2	1	2	3.14861460957179	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	0								4	Barrington Tops, New South Wales, Australia	AS	AS02	5096	-32	151.467	-1557711	20171101070000	http://www.theherald.com.au/story/5024123/johns-booming-back/
702869675	20171025	201710	2017	2017.8082	ARE	UNITED ARAB EMIRATES	ARE																		0	195	195	19	4	-10.0	10	1	10	3.14861460957179	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20171101070000	http://www.theherald.com.au/story/5024123/johns-booming-back/
702869676	20171025	201710	2017	2017.8082	CAN	CANADA	CAN								JPN	JAPAN	JPN								0	073	073	07	2	7.4	6	1	6	-5.15550733264593	1	Canada	CA	CA		60	-96	CA	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171101070000	http://www.castanet.net/edition/news-story-210486-5-.htm
702869677	20171025	201710	2017	2017.8082	CAN	CANADA	CAN								JPN	JAPAN	JPN								0	073	073	07	2	7.4	6	1	6	-5.15550733264593	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171101070000	http://www.castanet.net/edition/news-story-210486-5-.htm
702869678	20171025	201710	2017	2017.8082	CAN	CANADA	CAN								MIL	NAVY						MIL			0	080	080	08	2	5.0	6	1	6	-5.15550733264593	1	Canada	CA	CA		60	-96	CA	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	1	Canada	CA	CA		60	-96	CA	20171101070000	http://www.castanet.net/edition/news-story-210486-5-.htm
702869679	20171025	201710	2017	2017.8082	CAN	CANADA	CAN								MIL	NAVY						MIL			0	080	080	08	2	5.0	6	1	6	-5.15550733264593	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171101070000	http://www.castanet.net/edition/news-story-210486-5-.htm
702869680	20171025	201710	2017	2017.8082	COPGOV	POLICE						COP	GOV												0	010	010	01	1	0.0	4	1	4	-3.66782006920415	4	Belize City, Belize, Belize	BH	BH01	5855	17.4833	-88.1833	-1148788	0								4	Belize City, Belize, Belize	BH	BH01	5855	17.4833	-88.1833	-1148788	20171101070000	http://amandala.com.bz/news/belizes-booker-t/
702869681	20171025	201710	2017	2017.8082	COPGOV	POLICE						COP	GOV												0	010	010	01	1	0.0	1	1	1	-3.66782006920415	1	Guatemala	GT	GT		15.5	-90.25	GT	0								4	Belize City, Belize, Belize	BH	BH01	5855	17.4833	-88.1833	-1148788	20171101070000	http://amandala.com.bz/news/belizes-booker-t/
702869682	20171025	201710	2017	2017.8082	GOV	GOVERNMENT						GOV													1	071	071	07	2	7.4	10	1	10	-1.40056022408964	4	Osaka, Osaka, Japan	JA	JA32	35840	34.6667	135.5	-240905	0								4	Osaka, Osaka, Japan	JA	JA32	35840	34.6667	135.5	-240905	20171101070000	https://www.marketwatch.com/investing/stock/tkpyy
702869683	20171025	201710	2017	2017.8082	JPN	JAPAN	JPN								CAN	CANADA	CAN								0	073	073	07	2	7.4	6	1	6	-5.15550733264593	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	1	Canada	CA	CA		60	-96	CA	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171101070000	http://www.castanet.net/edition/news-story-210486-5-.htm
702869684	20171025	201710	2017	2017.8082	JPN	JAPAN	JPN								MIL	NAVY						MIL			0	080	080	08	2	5.0	6	1	6	-5.15550733264593	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171101070000	http://www.castanet.net/edition/news-story-210486-5-.htm
702869685	20171025	201710	2017	2017.8082	MIL	NAVY						MIL													0	073	073	07	2	7.4	18	1	18	-5.15550733264593	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171101070000	http://www.castanet.net/edition/news-story-210486-5-.htm
702869686	20171025	201710	2017	2017.8082	MIL	NAVY						MIL													0	080	080	08	2	5.0	18	1	18	-5.15550733264593	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171101070000	http://www.castanet.net/edition/news-story-210486-5-.htm
702869687	20171025	201710	2017	2017.8082	USA	WASHINGTON	USA																		0	040	040	04	1	1.0	16	8	16	-0.754310344827589	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171101070000	http://wuwm.com/post/look-state-diplomatic-efforts-afghanistan
702869688	20171031	201710	2017	2017.8247	GOV	PRESIDENT						GOV			MED	CORRESPONDENT						MED			0	040	040	04	1	1.0	2	1	2	1.64403145103645	4	Egwu, Abia, Nigeria	NI	NI45	191363	5.23799	7.43	-2029453	4	Egwu, Abia, Nigeria	NI	NI45	191363	5.23799	7.43	-2029453	4	Egwu, Abia, Nigeria	NI	NI45	191363	5.23799	7.43	-2029453	20171101070000	http://allafrica.com/stories/201711010085.html
702869689	20171031	201710	2017	2017.8247	LEG	SENATE						LEG			GOV	GOVERNMENT						GOV			1	020	020	02	1	3.0	6	1	6	-2.08333333333333	4	Ikot, Akwa Ibom, Nigeria	NI	NI21	22619	5.04448	7.69323	10565827	4	Ikot, Akwa Ibom, Nigeria	NI	NI21	22619	5.04448	7.69323	10565827	4	Ikot, Akwa Ibom, Nigeria	NI	NI21	22619	5.04448	7.69323	10565827	20171101070000	http://allafrica.com/stories/201711010068.html
702869690	20171031	201710	2017	2017.8247	LEG	SENATE						LEG			GOV	MINIST OF FINANCE						GOV			1	0231	023	02	1	3.4	6	1	6	4.29799426934097	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20171101070000	http://thenationonlineng.net/senate-seeks-release-n308-464m-hospitals/
702869691	20171031	201710	2017	2017.8247	MED	CORRESPONDENT						MED			GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	2	1	2	1.64403145103645	4	Egwu, Abia, Nigeria	NI	NI45	191363	5.23799	7.43	-2029453	4	Egwu, Abia, Nigeria	NI	NI45	191363	5.23799	7.43	-2029453	4	Egwu, Abia, Nigeria	NI	NI45	191363	5.23799	7.43	-2029453	20171101070000	http://allafrica.com/stories/201711010085.html
702869692	20171031	201710	2017	2017.8247	NGA	NIGERIA	NGA								GOV	MINIST OF FINANCE						GOV			1	0231	023	02	1	3.4	4	1	4	4.29799426934097	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20171101070000	http://thenationonlineng.net/senate-seeks-release-n308-464m-hospitals/
702869693	20171101	201711	2017	2017.8247											AFG	AFGHAN	AFG								0	040	040	04	1	1.0	79	8	79	-0.754599685197679	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171101070000	http://wuwm.com/post/look-state-diplomatic-efforts-afghanistan
702869694	20171101	201711	2017	2017.8247											AFG	AFGHAN	AFG								0	040	040	04	1	1.0	1	1	1	-0.73145245559039	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171101070000	http://wfae.org/post/look-state-diplomatic-efforts-afghanistan
702869695	20171101	201711	2017	2017.8247											AFG	AFGHANISTAN	AFG								1	042	042	04	1	1.9	70	7	70	-0.757575757575759	0								5	Helmand, Helmand, Afghanistan	AF	AF10	3544	31	64	-3377342	5	Helmand, Helmand, Afghanistan	AF	AF10	3544	31	64	-3377342	20171101070000	http://wuwm.com/post/look-state-diplomatic-efforts-afghanistan
702869696	20171101	201711	2017	2017.8247											AFR	AFRICA	AFR								0	016	016	01	1	-2.0	1	1	1	-7.37240075614366	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Atteridgeville, Gauteng, South Africa	SF	SF06	77346	-25.7704	28.0807	-1208058	20171101070000	http://ptinews.com/news/9197548_State-to-appeal-for-longer-Pistorius-sentence.html
702869697	20171101	201711	2017	2017.8247											AFR	AFRICA	AFR								0	040	040	04	1	1.0	2	1	2	-1.74216027874564	0								4	Hyde Park, Gauteng, South Africa	SF	SF06	77346	-26.1207	28.0379	-1238894	4	Hyde Park, Gauteng, South Africa	SF	SF06	77346	-26.1207	28.0379	-1238894	20171101070000	http://www.itweb.co.za/index.php?option=com_content&view=article&id=165942:Govt-to-establish-task-team-for-Telkom-stake-sale&catid=118
702869698	20171101	201711	2017	2017.8247											AFR	AFRICA	AFR								1	040	040	04	1	1.0	4	1	4	4.85436893203884	0								1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20171101070000	https://www.znbc.co.zm/the-world-demands-for-educated-people-rb/
702869699	20171101	201711	2017	2017.8247											AFR	AFRICA	AFR								1	100	100	10	3	-5.0	2	1	2	1.30208333333334	0								5	Free State, Free State, South Africa	SF	SF03	77365	-29	26	-1269735	5	Free State, Free State, South Africa	SF	SF03	77365	-29	26	-1269735	20171101070000	http://cajnewsafrica.com/2017/11/01/controversial-play-lifts-lid-on-secretive-sotho-female-initiation/
702869700	20171101	201711	2017	2017.8247											AGR	FARMER						AGR			1	042	042	04	1	1.9	10	1	10	-3.42465753424658	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171101070000	http://vietnamnews.vn/environment/416608/saline-fields-leave-quang-binh-farmers-worried.html
702869701	20171101	201711	2017	2017.8247											ARE	ABU DHABI	ARE								0	031	031	03	1	5.2	6	1	6	0.468384074941452	0								4	Hualong, Sichuan, China	CH	CH32	13003	30.387	106.627	10328652	4	Hualong, Sichuan, China	CH	CH32	13003	30.387	106.627	10328652	20171101070000	http://www.deccanchronicle.com/world/neighbours/011117/pak-looking-at-building-several-new-nuclear-reactors-says-official.html
702869702	20171101	201711	2017	2017.8247											AREGOV	ABU DHABI	ARE					GOV			1	051	051	05	1	3.4	10	1	10	4.68085106382979	0								4	Al Nahyan, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4649	54.3913	11282199	4	Al Nahyan, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4649	54.3913	11282199	20171101070000	https://www.zawya.com/uae/en/business/story/Conference_on_nuclear_power_supports_UAEs_vision_Abu_Dhabi_Crown_Prince-WAM20171030175055477/
702869703	20171101	201711	2017	2017.8247											AUS	AUSTRALIA	AUS								0	040	040	04	1	1.0	2	1	2	-1.37221269296741	0								4	Dandenong, Victoria, Australia	AS	AS07	5379	-37.9833	145.2	-1568875	4	Dandenong, Victoria, Australia	AS	AS07	5379	-37.9833	145.2	-1568875	20171101070000	http://www.sbs.com.au/nitv/article/2017/11/01/it-happened-years-ago-dandenong-council-rejects-cancellation-january-26
702869704	20171101	201711	2017	2017.8247											AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	4	1	4	-2.00400801603206	0								4	Hampshire, Tasmania, Australia	AS	AS06	5351	-41.2667	145.783	-1577401	4	Hampshire, Tasmania, Australia	AS	AS06	5351	-41.2667	145.783	-1577401	20171101070000	http://www.dailyecho.co.uk/news/15631410.Backpacking_teen_found_hanged_after_fight_over_girl/
702869705	20171101	201711	2017	2017.8247											AUS	AUSTRALIA	AUS								0	043	043	04	1	2.8	2	1	2	-2.07715133531158	0								4	Mount Gambier, South Australia, Australia	AS	AS05	5320	-37.8318	140.779	-1589313	4	Mount Gambier, South Australia, Australia	AS	AS05	5320	-37.8318	140.779	-1589313	20171101070000	https://indaily.com.au/news/politics/2017/11/01/pyne-asked-run-independent-libs-former-candidate-confirms/
702869706	20171101	201711	2017	2017.8247											AUS	AUSTRALIA	AUS								0	110	110	11	3	-2.0	4	1	4	-2.07715133531158	0								4	Mount Gambier, South Australia, Australia	AS	AS05	5320	-37.8318	140.779	-1589313	4	Mount Gambier, South Australia, Australia	AS	AS05	5320	-37.8318	140.779	-1589313	20171101070000	https://indaily.com.au/news/politics/2017/11/01/pyne-asked-run-independent-libs-former-candidate-confirms/
702869707	20171101	201711	2017	2017.8247											AUS	AUSTRALIAN	AUS								0	110	110	11	3	-2.0	6	1	6	-2.07715133531158	0								4	Wattle Range, South Australia, Australia	AS	AS05	5320	-37.45	140.517	-1608418	4	Wattle Range, South Australia, Australia	AS	AS05	5320	-37.45	140.517	-1608418	20171101070000	https://indaily.com.au/news/politics/2017/11/01/pyne-asked-run-independent-libs-former-candidate-confirms/
702869708	20171101	201711	2017	2017.8247											AUS	AUSTRALIA	AUS								1	1124	112	11	3	-2.0	2	1	2	1.8796992481203	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20171101070000	https://www.computerworld.com.au/article/629424/telstra-acquires-mtdata-bolster-connected-vehicle-play/
702869709	20171101	201711	2017	2017.8247											BGD	BANGLADESH	BGD								0	057	057	05	1	8.0	8	1	8	1.62213740458015	0								1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20171101070000	http://www.powermag.com/power-digest-november-2017/
702869710	20171101	201711	2017	2017.8247											BGD	BANGLADESH	BGD								0	057	057	05	1	8.0	2	1	2	1.62213740458015	0								1	Bangladesh	BG	BG		24	90	BG	1	India	IN	IN		20	77	IN	20171101070000	http://www.powermag.com/power-digest-november-2017/
702869711	20171101	201711	2017	2017.8247											BUS	INVESTOR						BUS			1	040	040	04	1	1.0	10	1	10	0.757575757575758	0								4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20171101070000	http://www.livemint.com/Companies/IVORB3P4MfApqIBCc35WEJ/KoltePatil-in-talks-with-global-investors-to-set-up-Rs500c.html
702869712	20171101	201711	2017	2017.8247											BUS	COMPANY						BUS			0	040	040	04	1	1.0	10	1	10	1.79299103504482	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171101070000	https://www.openpr.com/news/795778/Hardware-Encryption-Market-Future-Market-with-Current-Trend-Analysis-upto-2025.html
702869713	20171101	201711	2017	2017.8247											BUS	BUSINESS						BUS			1	040	040	04	1	1.0	7	1	7	0.24213075060533	0								1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20171101070000	http://www.warwickadvertiser.com/apps/pbcs.dll/article?AID=/20171026/OPINION03/171029952/0/PHOTO02/Vote-for-Pat-Davis-for-Orange-County-Executive
702869714	20171101	201711	2017	2017.8247											BUS	COMPANY						BUS			0	050	050	05	1	3.5	10	1	10	0.81374321880651	0								4	Hai Duong, H?i Duong, Vietnam, Republic Of	VM	VM79	74087	20.9333	106.317	-3714797	4	Hai Duong, H?i Duong, Vietnam, Republic Of	VM	VM79	74087	20.9333	106.317	-3714797	20171101070000	http://www.theedgemarkets.com/article/geshen-undervalued-ems-player
702869715	20171101	201711	2017	2017.8247											BUS	COMPANY						BUS			0	130	130	13	3	-4.4	2	1	2	0.17777777777778	0								3	Anchorage, Alaska, United States	US	USAK	AK020	61.2181	-149.9	1398242	3	Anchorage, Alaska, United States	US	USAK	AK020	61.2181	-149.9	1398242	20171101070000	http://www.sitnews.us/1017News/103117/103117_boater_beware_scam.html
702869716	20171101	201711	2017	2017.8247											BUS	COMPANY						BUS			0	130	130	13	3	-4.4	3	1	3	0.17777777777778	0								3	Naknek, Alaska, United States	US	USAK	AK060	58.7283	-157.014	1406798	3	Naknek, Alaska, United States	US	USAK	AK060	58.7283	-157.014	1406798	20171101070000	http://www.sitnews.us/1017News/103117/103117_boater_beware_scam.html
702869717	20171101	201711	2017	2017.8247											CAN	CANADA	CAN								1	057	057	05	1	8.0	4	1	4	3.39539978094195	0								4	Burlington, Newfoundland, Canada	CA	CA05	12616	49.75	-56.0333	-561858	4	Burlington, Newfoundland, Canada	CA	CA05	12616	49.75	-56.0333	-561858	20171101070000	https://www.prnewswire.com/news-releases/milliporesigma-and-samsung-biologics-to-extend-strategic-alliance-300546704.html
702869718	20171101	201711	2017	2017.8247											CHE	SWISS	CHE								1	036	036	03	1	4.0	2	1	2	1.92307692307692	0								1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20171101070000	http://www.european-coatings.com/Markets-companies/Coatings-market/Clariant-and-White-Tale-engaged-in-talks
702869719	20171101	201711	2017	2017.8247											CHEGOV	SWISS	CHE					GOV			1	036	036	03	1	4.0	6	1	6	1.92307692307692	0								1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20171101070000	http://www.european-coatings.com/Markets-companies/Coatings-market/Clariant-and-White-Tale-engaged-in-talks
702869720	20171101	201711	2017	2017.8247											CHN	XIAN	CHN								1	020	020	02	1	3.0	6	1	6	4.54545454545455	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171101070000	http://news.abs-cbn.com/entertainment/11/01/17/sweet-xian-attends-screening-of-kims-ghost-bride
702869721	20171101	201711	2017	2017.8247											CHN	XIAN	CHN								1	043	043	04	1	2.8	10	1	10	4.54545454545455	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20171101070000	http://news.abs-cbn.com/entertainment/11/01/17/sweet-xian-attends-screening-of-kims-ghost-bride
702869722	20171101	201711	2017	2017.8247											CHN	INNER MONGOLIA	CHN								1	060	060	06	2	6.0	4	1	4	3.69649805447471	0								1	Mongolia	MG	MG		46	105	MG	1	Mongolia	MG	MG		46	105	MG	20171101070000	http://china.org.cn/business/2017-10/30/content_41813581.htm
702869723	20171101	201711	2017	2017.8247											COP	POLICE OFFICER						COP			1	043	043	04	1	2.8	6	1	6	-5.15179392824287	0								3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20171101070000	https://www.policeone.com/mass-casualty/articles/446439006-NYC-truck-attack-Investigators-scour-drivers-background/
702869724	20171101	201711	2017	2017.8247											COP	POLICE						COP			1	173	173	17	4	-5.0	5	1	5	-4.96894409937888	0								2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	2	Wyoming, United States	US	USWY		42.7475	-107.209	WY	20171101070000	https://www.kpvi.com/news/national_news/japan-suspect-in-serial-killing-questioned-by-prosecutors/article_bd8c4781-dc5c-554e-99d5-55d0feda2b48.html
702869725	20171101	201711	2017	2017.8247											CRM	DEALER						CRM			1	031	031	03	1	5.2	10	1	10	1.87110187110187	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171101070000	http://overdrive.in/news-cars-auto/avantura-choppers-premium-motorcycle-brand-launched-all-you-need-to-know/
702869726	20171101	201711	2017	2017.8247											CRM	CRIMINAL						CRM			0	046	046	04	1	7.0	10	1	10	-6.43712574850302	0								1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	20171101070000	https://townhall.com/columnists/austinbay/2017/11/01/north-koreas-criminal-sovereignty-n2403131
702869727	20171101	201711	2017	2017.8247											CVL	ENGINEER						CVL			0	042	042	04	1	1.9	3	1	3	-1.13851992409867	0								4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20171101070000	https://guardian.ng/news/submarine-cable-system-underused-after-1b-investment/
702869728	20171101	201711	2017	2017.8247											CVL	COMMUNITY						CVL			1	042	042	04	1	1.9	5	1	5	2.15384615384615	0								4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	20171101070000	https://www.thefreelibrary.com/UAE+to+participate+in+high-profile+Web+Summit+in+Portugal.-a0512149071
702869729	20171101	201711	2017	2017.8247											CVL	COMMUNITY						CVL			1	042	042	04	1	1.9	10	1	10	1.14942528735632	0								3	Hagerstown, Maryland, United States	US	USMD	MD043	39.6418	-77.72	598385	3	Hagerstown, Maryland, United States	US	USMD	MD043	39.6418	-77.72	598385	20171101070000	http://www.localdvm.com/news/maryland/potomac-center-employees-protest-working-conditions/848598820
702869730	20171101	201711	2017	2017.8247											CVL	COMMUNITY						CVL			1	046	046	04	1	7.0	5	1	5	2.15384615384615	0								4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	20171101070000	https://www.thefreelibrary.com/UAE+to+participate+in+high-profile+Web+Summit+in+Portugal.-a0512149071
702869731	20171101	201711	2017	2017.8247											CVL	POPULATION						CVL			0	100	100	10	3	-5.0	20	1	20	0	0								1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171101070000	https://www.zawya.com/mena/en/story/Nuclear_energy_to_provide_25_of_UAEs_needs_by_2021-SNG_102569317/
