704103949	20171105	201711	2017	2017.8356											COP	POLICEMEN						COP			0	190	190	19	4	-10.0	10	1	10	-10.8949416342412	0								4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	20171105163000	Voice of Jihad website in Pashto/BBC Monitoring/(c) BBC
704103950	20171105	201711	2017	2017.8356	AFG	AFGHANISTAN	AFG								LEG	LOWER HOUSE OF PARLIAMENT						LEG			1	012	012	01	1	-0.4	10	1	10	-3.97111913357401	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171105163000	Afghan Channel One (1TV), Kabul/BBC Monitoring/(c) BBC
704103951	20171105	201711	2017	2017.8356	AFG	AFGHANISTAN	AFG								MOS	ISLAMIC				MOS					1	111	111	11	3	-2.0	6	1	6	-10.8949416342412	4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	20171105163000	Voice of Jihad website in Pashto/BBC Monitoring/(c) BBC
704103952	20171105	201711	2017	2017.8356	AFG	AFGHAN	AFG								USAGOV	THE US	USA					GOV			1	040	040	04	1	1.0	10	1	10	-3.97111913357401	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171105163000	Afghan Channel One (1TV), Kabul/BBC Monitoring/(c) BBC
704103953	20171105	201711	2017	2017.8356	AFGINSTALMED	TALIBAN	AFG	TAL				INS	MED		GOV	GOVERNMENT						GOV			1	190	190	19	4	-10.0	10	1	10	-10.8949416342412	4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	20171105163000	Voice of Jihad website in Pashto/BBC Monitoring/(c) BBC
704103954	20171105	201711	2017	2017.8356	AFGINSTALMED	TALIBAN	AFG	TAL				INS	MED		MOS	ISLAMIC				MOS					1	1124	112	11	3	-2.0	10	1	10	-10.8949416342412	4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	20171105163000	Voice of Jihad website in Pashto/BBC Monitoring/(c) BBC
704103955	20171105	201711	2017	2017.8356	AFGINSTALMED	TALIBAN	AFG	TAL				INS	MED		MOS	ISLAMIC				MOS					1	190	190	19	4	-10.0	10	1	10	-10.8949416342412	4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	4	Ghazni, Ghazni, Afghanistan	AF	AF08	3525	33.5508	68.4225	-3376099	20171105163000	Voice of Jihad website in Pashto/BBC Monitoring/(c) BBC
704103956	20171105	201711	2017	2017.8356	ELI	RETIRED						ELI													0	114	114	11	3	-2.0	10	1	10	-3.97111913357401	1	Japan	JA	JA		36	138	JA	0								1	Japan	JA	JA		36	138	JA	20171105163000	Afghan Channel One (1TV), Kabul/BBC Monitoring/(c) BBC
704103957	20171105	201711	2017	2017.8356	GOV	INTERIOR MINIST						GOV			GOVMIL	DEFENCE MINIST						GOV	MIL		0	100	100	10	3	-5.0	10	1	10	-3.97111913357401	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171105163000	Afghan Channel One (1TV), Kabul/BBC Monitoring/(c) BBC
704103958	20171105	201711	2017	2017.8356	GOVMIL	DEFENCE MINIST						GOV	MIL		CVL	CIVILIAN						CVL			1	090	090	09	2	-2.0	2	1	2	-5.44747081712062	5	Herat Province, Herat, Afghanistan	AF	AF11	3562	34.5	62	-3377360	5	Herat Province, Herat, Afghanistan	AF	AF11	3562	34.5	62	-3377360	1	Iran	IR	IR		32	53	IR	20171105163000	Tolo News, Kabul/BBC Monitoring/(c) BBC
704103959	20171105	201711	2017	2017.8356	GOVMIL	DEFENCE MINIST						GOV	MIL		CVL	CIVILIAN						CVL			1	090	090	09	2	-2.0	2	1	2	-5.44747081712062	5	Herat Province, Herat, Afghanistan	AF	AF11	3562	34.5	62	-3377360	1	Iran	IR	IR		32	53	IR	5	Herat Province, Herat, Afghanistan	AF	AF11	3562	34.5	62	-3377360	20171105163000	Tolo News, Kabul/BBC Monitoring/(c) BBC
