703329078	20071105	200711	2007	2007.8356	IGOUNOGOV	UNITED NATIONS		UNO				IGO	GOV		PRK	NORTH KOREA	PRK								1	163	163	16	4	-8.0	1	1	1	-6.12813370473538	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20171102160000	http://www.dispatch.com/news/20171101/brown-gop-lawmakers-reach-deal-on-tougher-north-korean-sanctions
703329079	20071105	200711	2007	2007.8356	IGOUNOGOV	UNITED NATIONS		UNO				IGO	GOV		PRK	NORTH KOREA	PRK								1	163	163	16	4	-8.0	1	1	1	-6.12813370473538	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	20171102160000	http://www.dispatch.com/news/20171101/brown-gop-lawmakers-reach-deal-on-tougher-north-korean-sanctions
703329080	20071105	200711	2007	2007.8356	IGOUNOGOV	UNITED NATIONS		UNO				IGO	GOV		PRK	NORTH KOREA	PRK								1	163	163	16	4	-8.0	1	1	1	-6.12813370473538	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20171102160000	http://www.dispatch.com/news/20171101/brown-gop-lawmakers-reach-deal-on-tougher-north-korean-sanctions
703329081	20071105	200711	2007	2007.8356	IGOUNOGOV	UNITED NATIONS		UNO				IGO	GOV		PRK	NORTH KOREA	PRK								1	163	163	16	4	-8.0	1	1	1	-6.12813370473538	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20171102160000	http://www.dispatch.com/news/20171101/brown-gop-lawmakers-reach-deal-on-tougher-north-korean-sanctions
703329082	20161102	201611	2016	2016.8274	ARE	DUBAI	ARE																		1	010	010	01	1	0.0	5	1	5	1.42857142857143	4	Bugesera, Est, Rwanda	RW	RW11	22003	-2.13182	30.424	-2180275	0								4	Bugesera, Est, Rwanda	RW	RW11	22003	-2.13182	30.424	-2180275	20171102160000	https://www.bloomberg.com/news/articles/2017-11-02/rwandan-president-sees-growth-accelerating-on-banking-mining
703329083	20161102	201611	2016	2016.8274	CAN	OTTAWA	CAN								EDU	SCHOOL						EDU			1	020	020	02	1	3.0	10	1	10	-1.40845070422535	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	20171102160000	http://www.huffingtonpost.ca/2017/11/02/jane-philpott-likens-indigenous-child-welfare-system-to-residential-school-legacy_a_23264643/
703329084	20161102	201611	2016	2016.8274	CHN	CHINA	CHN								LAB	EMPLOYEE						LAB			0	070	070	07	2	7.0	4	1	4	3.97643593519882	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171102160000	https://www.marketwatch.com/story/dunkin-donuts-salutes-veterans-with-free-donut-on-veterans-day-2017-11-02
703329085	20161102	201611	2016	2016.8274	COP	LAW ENFORCEMENT AGENCY						COP			GOV	PRESIDENT						GOV			1	112	112	11	3	-2.0	3	1	3	-13.3928571428572	3	Los Angeles County, California, United States	US	USCA	CA037	34.3667	-118.201	277283	3	Los Angeles County, California, United States	US	USCA		34.3667	-118.201	277283	3	Los Angeles County, California, United States	US	USCA		34.3667	-118.201	277283	20171102160000	http://ktla.com/2017/11/02/charges-filed-on-just-3-of-462-arrested-in-l-a-s-trump-election-protests-last-year-report-says/
703329086	20161102	201611	2016	2016.8274	COP	LAW ENFORCEMENT AGENCY						COP			GOV	PRESIDENT						GOV			1	141	141	14	3	-6.5	3	1	3	-13.3928571428572	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20171102160000	http://ktla.com/2017/11/02/charges-filed-on-just-3-of-462-arrested-in-l-a-s-trump-election-protests-last-year-report-says/
703329087	20161102	201611	2016	2016.8274	ESP	BARCELONA	ESP								EUR	EUROPEAN	EUR								1	042	042	04	1	1.9	10	1	10	1.16564417177914	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20171102160000	http://www.tornosnews.gr/en/tourism-businesses/tour-operators-travel-agents/27945-tour-operators-dominate-int%E2%80%99l-brand-landscape-in-greek-hotel-market.html
703329088	20161102	201611	2016	2016.8274	ESP	BARCELONA	ESP								LEG	CONGRESS						LEG			1	173	173	17	4	-5.0	1	1	1	1.16564417177914	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20171102160000	http://www.tornosnews.gr/en/tourism-businesses/tour-operators-travel-agents/27945-tour-operators-dominate-int%E2%80%99l-brand-landscape-in-greek-hotel-market.html
703329089	20161102	201611	2016	2016.8274	ESP	BARCELONA	ESP								LEG	CONGRESS						LEG			1	173	173	17	4	-5.0	7	1	7	1.16564417177914	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20171102160000	http://www.tornosnews.gr/en/tourism-businesses/tour-operators-travel-agents/27945-tour-operators-dominate-int%E2%80%99l-brand-landscape-in-greek-hotel-market.html
