704205357	20161106	201611	2016	2016.8384											EDU	STUDENT						EDU			0	043	043	04	1	2.8	30	3	30	0.796812749003984	0								4	Macquarie Fields, New South Wales, Australia	AS	AS02	5112	-33.9833	150.883	-1585128	4	Macquarie Fields, New South Wales, Australia	AS	AS02	5112	-33.9833	150.883	-1585128	20171106034500	http://www.dailyliberal.com.au/story/5035598/the-sydney-suburb-where-93-of-kids-go-to-private-schools/
704205358	20161106	201611	2016	2016.8384											KHM	SIEM REAP	KHM								1	042	042	04	1	1.9	2	1	2	0.22988505747127	0								4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	20171106034500	http://www.phnompenhpost.com/business/tourists-flow-siem-reap-sihanoukville-over-festival-weekend
704205359	20161106	201611	2016	2016.8384	CVL	TOURIST						CVL			GOV	TOURISM DEPARTMENT						GOV			1	043	043	04	1	2.8	1	1	1	0.22988505747127	4	Preah, KâóThum, Cambodia	CB	CB05	12396	13.5943	105.063	-1028841	4	Preah, KâóThum, Cambodia	CB	CB05	12396	13.5943	105.063	-1028841	4	Preah, KâóThum, Cambodia	CB	CB05	12396	13.5943	105.063	-1028841	20171106034500	http://www.phnompenhpost.com/business/tourists-flow-siem-reap-sihanoukville-over-festival-weekend
704205360	20161106	201611	2016	2016.8384	CVL	TOURIST						CVL			KHM	SIEM REAP	KHM								1	042	042	04	1	1.9	5	1	5	0.22988505747127	4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	20171106034500	http://www.phnompenhpost.com/business/tourists-flow-siem-reap-sihanoukville-over-festival-weekend
704205361	20161106	201611	2016	2016.8384	EDU	STUDENT						EDU													0	042	042	04	1	1.9	30	3	30	0.796812749003984	4	Macquarie Fields, New South Wales, Australia	AS	AS02	5112	-33.9833	150.883	-1585128	0								4	Macquarie Fields, New South Wales, Australia	AS	AS02	5112	-33.9833	150.883	-1585128	20171106034500	http://www.dailyliberal.com.au/story/5035598/the-sydney-suburb-where-93-of-kids-go-to-private-schools/
704205362	20161106	201611	2016	2016.8384	GBR	UNITED KINGDOM	GBR								THA	THAI	THA								1	036	036	03	1	4.0	1	1	1	2.58481421647819	4	Gloucester, Gloucestershire, United Kingdom	UK	UKE6	40113	51.8333	-2.25	-2597215	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Gloucester, Gloucestershire, United Kingdom	UK	UKE6	40113	51.8333	-2.25	-2597215	20171106034500	http://www.eagletribune.com/news/tracing-the-royal-thai-trail-to-gloucester/article_3be4f55b-4681-5c85-9f46-25c7e9ed4d12.html
704205363	20161106	201611	2016	2016.8384	GOV	TOURISM DEPARTMENT						GOV			CVL	TOURIST						CVL			1	042	042	04	1	1.9	1	1	1	0.22988505747127	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20171106034500	http://www.phnompenhpost.com/business/tourists-flow-siem-reap-sihanoukville-over-festival-weekend
704205364	20161106	201611	2016	2016.8384	GOV	TOURISM DEPARTMENT						GOV			KHM	CAMBODIA	KHM								1	043	043	04	1	2.8	4	1	4	0.22988505747127	4	Preah, KâóThum, Cambodia	CB	CB05	12396	13.5943	105.063	-1028841	4	Preah, KâóThum, Cambodia	CB	CB05	12396	13.5943	105.063	-1028841	4	Preah, KâóThum, Cambodia	CB	CB05	12396	13.5943	105.063	-1028841	20171106034500	http://www.phnompenhpost.com/business/tourists-flow-siem-reap-sihanoukville-over-festival-weekend
704205365	20161106	201611	2016	2016.8384	KHM	SIEM REAP	KHM																		1	043	043	04	1	2.8	2	1	2	0.22988505747127	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	0								4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20171106034500	http://www.phnompenhpost.com/business/tourists-flow-siem-reap-sihanoukville-over-festival-weekend
704205366	20161106	201611	2016	2016.8384	KHM	SIEM REAP	KHM								CVL	TOURIST						CVL			1	043	043	04	1	2.8	5	1	5	0.22988505747127	4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	4	Siem Reap, Kâal, Cambodia	CB	CB07	12343	11.3996	104.864	-1030068	20171106034500	http://www.phnompenhpost.com/business/tourists-flow-siem-reap-sihanoukville-over-festival-weekend
