705306820	20161109	201611	2016	2016.8466											NAM	NAMIBIA	NAM								1	080	080	08	2	5.0	2	1	2	-0.70422535211268	0								4	Okahao, Omusati, Namibia	WA	WA36	42167	-17.8833	15.1	-2584531	4	Oshikuku, Omusati, Namibia	WA	WA36	22318	-17.65	15.4667	-2585446	20171109111500	https://www.newera.com.na/2017/11/09/mass-houses-occupied-for-free-in-oshakati/
705306821	20161109	201611	2016	2016.8466											NAM	NAMIBIA	NAM								1	080	080	08	2	5.0	2	1	2	-0.70422535211268	0								4	Oshikuku, Omusati, Namibia	WA	WA36	22318	-17.65	15.4667	-2585446	4	Oshikuku, Omusati, Namibia	WA	WA36	22318	-17.65	15.4667	-2585446	20171109111500	https://www.newera.com.na/2017/11/09/mass-houses-occupied-for-free-in-oshakati/
705306822	20161109	201611	2016	2016.8466	AGR	FARMER						AGR			IRL	IRISH	IRL								1	030	030	03	1	4.0	7	1	7	3.65384615384616	4	Mitchelstown, Cork, Ireland	EI	EI04	18305	52.2658	-8.26806	-1504547	4	Mitchelstown, Cork, Ireland	EI	EI04	18305	52.2658	-8.26806	-1504547	4	Mitchelstown, Cork, Ireland	EI	EI04	18305	52.2658	-8.26806	-1504547	20171109111500	http://www.agriland.ie/farming-news/100-of-dairy-farmers-to-receive-sustainability-certification-by-early-2018/
705306823	20161109	201611	2016	2016.8466	BUS	MANUFACTURER						BUS			IGOEUREEC	THE EU	EUR	EEC				IGO			1	051	051	05	1	3.4	10	1	10	-3.26594090202177	4	Dover, Kent, United Kingdom	UK	UKG5	40117	51.1333	1.3	-2594561	4	Dover, Kent, United Kingdom	UK	UKG5	40117	51.1333	1.3	-2594561	4	Dover, Kent, United Kingdom	UK	UKG5	40117	51.1333	1.3	-2594561	20171109111500	http://www.kentonline.co.uk/kent-business/county-news/kent-firms-concerns-no-deal-brexit-negotiations-could-cause-operation-stack-mj-allen-damian-collins-charlie-elphicke-urge-ministers-134971/
705306824	20161109	201611	2016	2016.8466	COP	POLICE						COP													1	090	090	09	2	-2.0	6	1	6	-6.89655172413793	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171109111500	http://www.warm1033.com/2017/11/09/thursdays-dirt-3/
705306825	20161109	201611	2016	2016.8466	COP	POLICE						COP													1	180	180	18	4	-9.0	6	1	6	-6.89655172413793	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171109111500	http://www.warm1033.com/2017/11/09/thursdays-dirt-3/
705306826	20161109	201611	2016	2016.8466	COP	POLICE						COP			USA	UNITED STATES	USA								1	090	090	09	2	-2.0	4	1	4	-6.89655172413793	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171109111500	http://www.warm1033.com/2017/11/09/thursdays-dirt-3/
705306827	20161109	201611	2016	2016.8466	COP	POLICE						COP			USA	UNITED STATES	USA								1	180	180	18	4	-9.0	4	1	4	-6.89655172413793	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171109111500	http://www.warm1033.com/2017/11/09/thursdays-dirt-3/
705306828	20161109	201611	2016	2016.8466	CVL	VOTER						CVL													0	172	172	17	4	-5.0	8	1	8	-4.50310559006211	3	Suisun, California, United States	US	USCA	CA095	38.2382	-122.04	1656340	0								3	Palo Alto, California, United States	US	USCA		37.4419	-122.143	277572	20171109111500	http://www.dailyrepublic.com/opinion/local-opinion-columnists/california-cities-the-war-on-marijuana-is-over/
705306829	20161109	201611	2016	2016.8466	CVL	VOTER						CVL													0	172	172	17	4	-5.0	2	1	2	-4.50310559006211	2	California, United States	US	USCA		36.17	-119.746	CA	0								3	Suisun, California, United States	US	USCA	CA095	38.2382	-122.04	1656340	20171109111500	http://www.dailyrepublic.com/opinion/local-opinion-columnists/california-cities-the-war-on-marijuana-is-over/
