704931174	20171101	201711	2017	2017.8247	ARE	UNITED ARAB EMIRATES	ARE								SAU	SAUDI ARABIA	SAU								1	043	043	04	1	2.8	4	1	4	2.27889310906131	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20171108090000	Zerkalo Nedeli in Russian/BBC Monitoring/(c) BBC
704931175	20171101	201711	2017	2017.8247	ARE	UNITED ARAB EMIRATES	ARE								SAUGOV	SAUDI ARABIA	SAU					GOV			1	043	043	04	1	2.8	10	1	10	2.27889310906131	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171108090000	Zerkalo Nedeli in Russian/BBC Monitoring/(c) BBC
704931176	20171101	201711	2017	2017.8247	SAU	SAUDI ARABIA	SAU								ARE	UNITED ARAB EMIRATES	ARE								1	042	042	04	1	1.9	4	1	4	2.27889310906131	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20171108090000	Zerkalo Nedeli in Russian/BBC Monitoring/(c) BBC
704931177	20171101	201711	2017	2017.8247	SAUGOV	SAUDI ARABIA	SAU					GOV			ARE	UNITED ARAB EMIRATES	ARE								1	042	042	04	1	1.9	6	1	6	2.27889310906131	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20171108090000	Zerkalo Nedeli in Russian/BBC Monitoring/(c) BBC
704931178	20171101	201711	2017	2017.8247	SAUGOV	SAUDI	SAU					GOV			ARE	UNITED ARAB EMIRATES	ARE								1	042	042	04	1	1.9	4	1	4	2.27889310906131	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171108090000	Zerkalo Nedeli in Russian/BBC Monitoring/(c) BBC
704931179	20171107	201711	2017	2017.8411	PAK	PAKISTANI	PAK								AFG	AFGHANISTAN	AFG								0	173	173	17	4	-5.0	2	1	2	-2.52100840336135	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	20171108090000	Afghan Islamic Press news agency, Peshawar/BBC Monitoring/(c) BBC
704931180	20171107	201711	2017	2017.8411	PAK	PAKISTANI	PAK								AFG	AFGHANISTAN	AFG								0	173	173	17	4	-5.0	2	1	2	-2.52100840336135	1	Pakistan	PK	PK		30	70	PK	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	1	Pakistan	PK	PK		30	70	PK	20171108090000	Afghan Islamic Press news agency, Peshawar/BBC Monitoring/(c) BBC
704931181	20171107	201711	2017	2017.8411	PAK	PAKISTANI	PAK								ran	RANA			ran						0	173	173	17	4	-5.0	6	1	6	-2.52100840336135	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20171108090000	Afghan Islamic Press news agency, Peshawar/BBC Monitoring/(c) BBC
704931182	20171108	201711	2017	2017.8438											CHRDOX301	ARMENIAN APOSTOLIC CHURCH				CHR	DOX				1	036	036	03	1	4.0	2	1	2	-1.5817223198594	0								4	Akhalkalaki, Georgia (general), Georgia	GG	GG00	16520	41.8905	44.3393	-2325862	4	Akhalkalaki, Georgia (general), Georgia	GG	GG00	16520	41.8905	44.3393	-2325862	20171108090000	Rezonansi, Tbilisi/BBC Monitoring/(c) BBC
704931183	20171108	201711	2017	2017.8438											CHRDOX301	ARMENIAN APOSTOLIC CHURCH				CHR	DOX				1	051	051	05	1	3.4	2	1	2	-1.5817223198594	0								1	Armenia	AM	AM		40	45	AM	0		GG	GG			42	GG	20171108090000	Rezonansi, Tbilisi/BBC Monitoring/(c) BBC
