705593413	20161110	201611	2016	2016.8493											IGOUNO	UNITED NATIONS		UNO				IGO			0	057	057	05	1	8.0	10	1	10	-1.93780982424515	0								1	Vatican City	VT	VT		41.9	12.45	VT	1	Vatican City	VT	VT		41.9	12.45	VT	20171110070000	https://cruxnow.com/global-church/2017/11/10/un-nuncio-peace-maintained-mutually-assured-destruction-not-real-peace/
705593414	20161110	201611	2016	2016.8493											LBR	LIBERIA	LBR								1	043	043	04	1	2.8	2	1	2	-0.70721357850071	0								4	Monrovia, Montserrado, Liberia	LI	LI14	147290	6.31056	-10.8047	-2134012	4	Monrovia, Montserrado, Liberia	LI	LI14	147290	6.31056	-10.8047	-2134012	20171110070000	http://www.thenewrepublicliberia.com/index.php/special-features/2015-02-12-00-02-45/news-update/135-news-update/2448-3-214-liberians-denied-visas
705593415	20161110	201611	2016	2016.8493	CAN	CANADA	CAN																		1	080	080	08	2	5.0	6	1	6	-3.43698854337152	4	Thunder Bay, Ontario, Canada	CA	CA08	12684	48.4	-89.2333	-574784	0								4	Thunder Bay, Ontario, Canada	CA	CA08	12684	48.4	-89.2333	-574784	20171110070000	https://www.tbnewswatch.com/local-news/nighttime-closures-recommended-for-highway-61-construction-762944
705593416	20161110	201611	2016	2016.8493	CAN	CANADA	CAN																		1	172	172	17	4	-5.0	6	1	6	-3.43698854337152	4	Thunder Bay, Ontario, Canada	CA	CA08	12684	48.4	-89.2333	-574784	0								4	Thunder Bay, Ontario, Canada	CA	CA08	12684	48.4	-89.2333	-574784	20171110070000	https://www.tbnewswatch.com/local-news/nighttime-closures-recommended-for-highway-61-construction-762944
705593417	20161110	201611	2016	2016.8493	EDU	STUDENT						EDU			AFR	AFRICA	AFR								1	145	145	14	3	-7.5	4	1	4	-6.37450199203188	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20171110070000	https://af.reuters.com/article/commoditiesNews/idAFL8N1NG0PO
705593418	20161110	201611	2016	2016.8493	EDU	STUDENT						EDU			ZAF	SOUTH AFRICAN	ZAF								1	145	145	14	3	-7.5	4	1	4	-6.37450199203188	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20171110070000	https://af.reuters.com/article/commoditiesNews/idAFL8N1NG0PO
705593419	20161110	201611	2016	2016.8493	IGOUNOREFHCR	UNHCR		UNO				IGO	REF		COL	COLOMBIAN	COL								1	051	051	05	1	3.4	2	1	2	3.31858407079646	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20171110070000	http://www.thenewrepublicliberia.com/index.php/special-features/2015-02-12-00-02-45/news-update/135-news-update/752-unhcr-to-announce-the-2015-winner-of-the-nansen-refugee-award
705593420	20161110	201611	2016	2016.8493	IGOUNOREFHCR	UNHCR		UNO				IGO	REF		COLCVL	COLOMBIAN	COL					CVL			1	051	051	05	1	3.4	8	1	8	3.31858407079646	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20171110070000	http://www.thenewrepublicliberia.com/index.php/special-features/2015-02-12-00-02-45/news-update/135-news-update/752-unhcr-to-announce-the-2015-winner-of-the-nansen-refugee-award
705593421	20161110	201611	2016	2016.8493	ISR	ISRAEL	ISR																		1	020	020	02	1	3.0	4	1	4	2.99850074962518	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20171110070000	http://www.cio.in/news/why-did-salesforce-ventures-invest-william%E2%80%99s-enterprise-chatbot-company
705593422	20161110	201611	2016	2016.8493	JUD	JUDGE						JUD													1	190	190	19	4	-10.0	6	1	6	-8.67796610169494	3	West Monroe, Louisiana, United States	US	USLA	LA073	32.5185	-92.1476	556394	0								3	West Monroe, Louisiana, United States	US	USLA		32.5185	-92.1476	556394	20171110070000	http://www.hannapub.com/ouachitacitizen/news/local_state_headlines/judge-jefferson-ignores-jury-s-murder-verdict-for-brutal-child/article_e87b4228-c4d8-11e7-a296-93cbf0eeee36.html
