704327540	20161106	201611	2016	2016.8384											CYP	CYPRUS	CYP								1	042	042	04	1	1.9	8	1	8	-7.56013745704467	0								4	Paphos, Cyprus (general), Cyprus	CY	CY00	14811	34.7667	32.4167	-2738671	4	Paphos, Cyprus (general), Cyprus	CY	CY00	14811	34.7667	32.4167	-2738671	20171106140000	http://www.dailymail.co.uk/news/article-5054455/Former-Radio-1-producer-guilty-child-sex-charges.html
704327541	20161106	201611	2016	2016.8384											CYP	CYPRUS	CYP								1	042	042	04	1	1.9	2	1	2	-7.56013745704467	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171106140000	http://www.dailymail.co.uk/news/article-5054455/Former-Radio-1-producer-guilty-child-sex-charges.html
704327542	20161106	201611	2016	2016.8384											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	10	1	10	-7.56013745704467	0								4	Paphos, Cyprus (general), Cyprus	CY	CY00	14811	34.7667	32.4167	-2738671	4	Paphos, Cyprus (general), Cyprus	CY	CY00	14811	34.7667	32.4167	-2738671	20171106140000	http://www.dailymail.co.uk/news/article-5054455/Former-Radio-1-producer-guilty-child-sex-charges.html
704327543	20161106	201611	2016	2016.8384	COP	POLICE OFFICER						COP			AFR	AFRICA	AFR								0	153	153	15	4	-7.2	6	1	6	2.12121212121212	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20171106140000	https://www.sowetanlive.co.za/news/south-africa/2017-11-05-this-years-black-friday-promises-to-be-best-ever/
704327544	20161106	201611	2016	2016.8384	COP	POLICE OFFICER						COP			AFR	AFRICA	AFR								0	153	153	15	4	-7.2	2	1	2	2.12121212121212	1	United States	US	US		39.828175	-98.5795	US	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20171106140000	https://www.sowetanlive.co.za/news/south-africa/2017-11-05-this-years-black-friday-promises-to-be-best-ever/
704327545	20161106	201611	2016	2016.8384	COP	POLICE OFFICER						COP			AFR	AFRICA	AFR								0	153	153	15	4	-7.2	2	1	2	2.12121212121212	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171106140000	https://www.sowetanlive.co.za/news/south-africa/2017-11-05-this-years-black-friday-promises-to-be-best-ever/
704327546	20161106	201611	2016	2016.8384	CYP	CYPRUS	CYP																		1	043	043	04	1	2.8	8	1	8	-7.56013745704467	4	Paphos, Cyprus (general), Cyprus	CY	CY00	14811	34.7667	32.4167	-2738671	0								4	Paphos, Cyprus (general), Cyprus	CY	CY00	14811	34.7667	32.4167	-2738671	20171106140000	http://www.dailymail.co.uk/news/article-5054455/Former-Radio-1-producer-guilty-child-sex-charges.html
704327547	20161106	201611	2016	2016.8384	CYP	CYPRUS	CYP																		1	043	043	04	1	2.8	2	1	2	-7.56013745704467	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20171106140000	http://www.dailymail.co.uk/news/article-5054455/Former-Radio-1-producer-guilty-child-sex-charges.html
704327548	20161106	201611	2016	2016.8384	ESP	SPAIN	ESP																		1	026	026	02	1	4.0	2	1	2	-4.97607655502393	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	0								4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20171106140000	http://www.oxfordtoday.ox.ac.uk/opinion/discussing-catalonia
704327549	20161106	201611	2016	2016.8384	GOV	GOVERNMENT						GOV			NGA	NIGERIA	NGA								1	100	100	10	3	-5.0	1	1	1	-5.35279805352798	4	Forcados, Delta, Nigeria	NI	NI36	22730	5.35886	5.43827	-2007258	1	Benin	BN	BN		9.5	2.25	BN	4	Escravos, Delta, Nigeria	NI	NI36	191339	5.58006	5.1792	-2006686	20171106140000	https://niyitabiti.net/2017/11/give-peace-talks-with-fg-another-chance-avengers-told/
704327550	20161106	201611	2016	2016.8384	GOV	GOVERNMENT						GOV			NGA	NIGER DELTA	NGA								1	100	100	10	3	-5.0	6	1	6	-2.89855072463769	1	Niger	NG	NG		16	8	NG	1	Niger	NG	NG		16	8	NG	1	Niger	NG	NG		16	8	NG	20171106140000	http://www.informationng.com/2017/11/community-leaders-urge-militants-engage-peace-talk-government.html
704327551	20161106	201611	2016	2016.8384	IGOEUREEC	THE EU	EUR	EEC				IGO			UKR	UKRAINE	UKR								0	051	051	05	1	3.4	10	1	10	1.02040816326531	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20171106140000	http://en.interfax.com.ua/news/general/459762.html
704327552	20161106	201611	2016	2016.8384	NGA	NIGER DELTA	NGA								NER	NIGER	NER								1	100	100	10	3	-5.0	4	1	4	-2.89855072463769	1	Niger	NG	NG		16	8	NG	1	Niger	NG	NG		16	8	NG	1	Niger	NG	NG		16	8	NG	20171106140000	http://www.informationng.com/2017/11/community-leaders-urge-militants-engage-peace-talk-government.html
704327553	20161106	201611	2016	2016.8384	cat	CATALAN			cat																1	026	026	02	1	4.0	6	1	6	-4.97607655502393	4	Andalusia, Spain (general), Spain	SP	SP00	25778	37.6	-4.5	-370724	0								4	Andalusia, Spain (general), Spain	SP	SP00	25778	37.6	-4.5	-370724	20171106140000	http://www.oxfordtoday.ox.ac.uk/opinion/discussing-catalonia
