704601760	20161107	201611	2016	2016.8411											EDUEDU	UNIVERSITY						EDU	EDU		1	193	193	19	4	-10.0	2	1	2	-3.59712230215827	0								4	Myitkyina, Kachin State, Myanmar	BM	BM04	41789	25.3833	97.4	-431619	4	Myitkyina, Kachin State, Myanmar	BM	BM04	41789	25.3833	97.4	-431619	20171107103000	http://www.bnionline.net/en/ethnic-media/kng
704601761	20161107	201611	2016	2016.8411											MIL	COMMANDER						MIL			0	046	046	04	1	7.0	2	1	2	-5.61660561660562	0								4	Burhan, Punjab, Pakistan	PK	PK04	23652	33.8128	72.5865	-2757274	4	Burhan, Punjab, Pakistan	PK	PK04	23652	33.8128	72.5865	-2757274	20171107103000	http://www.firstpost.com/india/pulwama-encounter-militants-use-sophisticated-weapons-in-kashmir-to-attract-youth-claims-army-but-says-their-numbers-are-dwindling-4197415.html
704601762	20161107	201611	2016	2016.8411											MYS	MALAYSIA	MYS								1	043	043	04	1	2.8	6	1	6	-3.37349397590362	0								4	Sungai Pinang, Pulau Pinang, Malaysia	MY	MY09	37400	5.4	100.217	-2395401	4	Penang, Pulau Pinang, Malaysia	MY	MY09	37404	5.41123	100.335	-2403065	20171107103000	http://borneobulletin.com.bn/minister-calls-to-review-drainage-irrigation-system-in-penang/
704601763	20161107	201611	2016	2016.8411											MYS	MALAYSIA	MYS								1	043	043	04	1	2.8	2	1	2	-3.37349397590362	0								4	Penang, Pulau Pinang, Malaysia	MY	MY09	37404	5.41123	100.335	-2403065	4	Penang, Pulau Pinang, Malaysia	MY	MY09	37404	5.41123	100.335	-2403065	20171107103000	http://borneobulletin.com.bn/minister-calls-to-review-drainage-irrigation-system-in-penang/
704601764	20161107	201611	2016	2016.8411											PAKMIL	PAKISTAN	PAK					MIL			0	046	046	04	1	7.0	4	1	4	-5.61660561660562	0								4	Burhan, Punjab, Pakistan	PK	PK04	23652	33.8128	72.5865	-2757274	4	Burhan, Punjab, Pakistan	PK	PK04	23652	33.8128	72.5865	-2757274	20171107103000	http://www.firstpost.com/india/pulwama-encounter-militants-use-sophisticated-weapons-in-kashmir-to-attract-youth-claims-army-but-says-their-numbers-are-dwindling-4197415.html
704601765	20161107	201611	2016	2016.8411											TUR	TURKEY	TUR								1	112	112	11	3	-2.0	4	1	4	-4.79041916167665	0								4	Anadolu, Turkey (general), Turkey	TU	TU00	28356	39	35	-735281	4	Anadolu, Turkey (general), Turkey	TU	TU00	28356	39	35	-735281	20171107103000	http://www.rudaw.net/mobile/english/middleeast/turkey/07112017
704601766	20161107	201611	2016	2016.8411	AFGINSTALREB	TALIBAN	AFG	TAL				INS	REB		AFG	AFGHANISTAN	AFG								0	1831	183	18	4	-10.0	6	2	6	-8.75176025347647	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	20171107103000	http://wibqam.com/news/articles/2017/nov/07/tv-station-in-afghan-capital-comes-under-attack/
704601767	20161107	201611	2016	2016.8411	AFGINSTALREB	TALIBAN	AFG	TAL				INS	REB		AFG	AFGHANISTAN	AFG								0	1831	183	18	4	-10.0	24	2	24	-8.75176025347647	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	20171107103000	http://wibqam.com/news/articles/2017/nov/07/tv-station-in-afghan-capital-comes-under-attack/
704601768	20161107	201611	2016	2016.8411	BUS	COMPANY						BUS			EDU	SCHOOL						EDU			0	036	036	03	1	4.0	10	1	10	2.0979020979021	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	20171107103000	http://www.qatarscoop.com/2017/11/07/german-australian-cows-imported-food-processing-firm/
704601769	20161107	201611	2016	2016.8411	CHN	CHINA	CHN								AFR	AFRICA	AFR								0	017	017	01	1	0.0	6	1	6	5.50098231827112	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171107103000	https://www.iol.co.za/pretoria-news/china-a-new-journey-11891473
