704978355	20161108	201611	2016	2016.8438	CHN	SHANGHAI	CHN								CHNBUS	CHINA	CHN					BUS			0	125	125	12	3	-5.0	2	1	2	-4.46009389671362	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20171108123000	http://www.scmp.com/article/691827/beijing-and-foreign-banks-row-over-airlines-fuel-bets
704978356	20161108	201611	2016	2016.8438	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	061	061	06	2	6.4	11	11	11	1.55945419103314	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171108123000	http://www.falmouthpacket.co.uk/news/national/15647893.US_and_Chinese_companies_sign_contracts_during_Trump_visit/
704978357	20161108	201611	2016	2016.8438	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	061	061	06	2	6.4	11	11	11	1.55945419103314	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Mexico	MX	MX		23	-102	MX	20171108123000	http://www.falmouthpacket.co.uk/news/national/15647893.US_and_Chinese_companies_sign_contracts_during_Trump_visit/
704978358	20161108	201611	2016	2016.8438	CHNBUS	SHANGHAI	CHN					BUS													0	125	125	12	3	-5.0	3	1	3	-4.46009389671362	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20171108123000	http://www.scmp.com/article/691827/beijing-and-foreign-banks-row-over-airlines-fuel-bets
704978359	20161108	201611	2016	2016.8438	CRM	ASSAILANT						CRM			USA	ORLANDO	USA								1	193	193	19	4	-10.0	1	1	1	-7.28888888888889	3	Sutherland Springs, Texas, United States	US	USTX	TX493	29.2733	-98.0567	1369438	3	Las Vegas, Nevada, United States	US	USNV		36.175	-115.137	847388	3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	20171108123000	http://www.latimes.com/opinion/op-ed/la-oe-abrahms-terrorist-definition-20171108-story.html
704978360	20161108	201611	2016	2016.8438	CRM	ASSAILANT						CRM			USA	ORLANDO	USA								1	193	193	19	4	-10.0	2	1	2	-7.28888888888889	3	Sutherland Springs, Texas, United States	US	USTX	TX493	29.2733	-98.0567	1369438	3	Las Vegas, Nevada, United States	US	USNV		36.175	-115.137	847388	3	Las Vegas, Nevada, United States	US	USNV		36.175	-115.137	847388	20171108123000	http://www.latimes.com/opinion/op-ed/la-oe-abrahms-terrorist-definition-20171108-story.html
704978361	20161108	201611	2016	2016.8438	CRM	ASSAILANT						CRM			USA	ORLANDO	USA								1	193	193	19	4	-10.0	2	1	2	-7.28888888888889	3	Las Vegas, Nevada, United States	US	USNV	NV003	36.175	-115.137	847388	3	Las Vegas, Nevada, United States	US	USNV		36.175	-115.137	847388	3	Las Vegas, Nevada, United States	US	USNV		36.175	-115.137	847388	20171108123000	http://www.latimes.com/opinion/op-ed/la-oe-abrahms-terrorist-definition-20171108-story.html
704978362	20161108	201611	2016	2016.8438	CRM	ASSAILANT						CRM			USA	ORLANDO	USA								1	193	193	19	4	-10.0	5	1	5	-7.28888888888889	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171108123000	http://www.latimes.com/opinion/op-ed/la-oe-abrahms-terrorist-definition-20171108-story.html
704978363	20161108	201611	2016	2016.8438	GBR	UNITED KINGDOM	GBR																		1	080	080	08	2	5.0	4	1	4	-5.18518518518519	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171108123000	https://irannewsupdate.com/blog/4368-uk-foreign-secretary-s-blunder-being-used-by-tehran-as-part-of-ongoing-crackdown.html
704978364	20161108	201611	2016	2016.8438	GOV	PRESIDENT						GOV													1	020	020	02	1	3.0	6	1	6	-4.65909090909091	3	Sutherland Springs, Texas, United States	US	USTX	TX493	29.2733	-98.0567	1369438	0								3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	20171108123000	http://www.latimes.com/opinion/op-ed/la-oe-mcmanus-gun-enforcement-20171108-story.html
704978365	20161108	201611	2016	2016.8438	GOV	GOVERNOR						GOV			LEG	LEGISLATURE						LEG			1	010	010	01	1	0.0	5	1	5	0.18587360594795	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20171108123000	http://www.pressherald.com/2017/11/08/our-view-defeat-of-pot-regulations-reflects-badly-on-augusta/
