703366300	20161102	201611	2016	2016.8274	CHN	CHINESE	CHN								JPN	JAPANESE	JPN								0	192	192	19	4	-9.5	1	1	1	2.76717557251908	4	Bearn, Aquitaine, France	FR	FR97	16244	43.3333	-0.75	-1410922	4	Bearn, Aquitaine, France	FR	FR97	16244	43.3333	-0.75	-1410922	4	Bearn, Aquitaine, France	FR	FR97	16244	43.3333	-0.75	-1410922	20171102181500	https://france-amerique.com/iconic-the-french-beret/
703366301	20161102	201611	2016	2016.8274	CHN	CHINA	CHN								JPN	JAPAN	JPN								0	192	192	19	4	-9.5	2	1	2	2.76717557251908	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171102181500	https://france-amerique.com/iconic-the-french-beret/
703366302	20161102	201611	2016	2016.8274	CHN	CHINESE	CHN								JPN	JAPANESE	JPN								0	192	192	19	4	-9.5	5	1	5	2.76717557251908	1	China	CH	CH		35	105	CH	1	Japan	JA	JA		36	138	JA	1	China	CH	CH		35	105	CH	20171102181500	https://france-amerique.com/iconic-the-french-beret/
703366303	20171003	201710	2017	2017.7479											LAB	WORKER						LAB			1	190	190	19	4	-10.0	4	1	4	3.01724137931034	0								4	Carletonville, Gauteng, South Africa	SF	SF06	77350	-26.3609	27.3977	-1217255	4	Carletonville, Gauteng, South Africa	SF	SF06	77350	-26.3609	27.3977	-1217255	20171102181500	https://citizen.co.za/news/south-africa/1714526/six-workers-trapped-underground-at-anglogold-ashantis-mponeng-mine-num/
703366304	20171003	201710	2017	2017.7479	AFR	AFRICA	AFR								LAB	WORKER						LAB			1	190	190	19	4	-10.0	6	1	6	3.01724137931034	4	Carletonville, Gauteng, South Africa	SF	SF06	77350	-26.3609	27.3977	-1217255	4	Carletonville, Gauteng, South Africa	SF	SF06	77350	-26.3609	27.3977	-1217255	4	Carletonville, Gauteng, South Africa	SF	SF06	77350	-26.3609	27.3977	-1217255	20171102181500	https://citizen.co.za/news/south-africa/1714526/six-workers-trapped-underground-at-anglogold-ashantis-mponeng-mine-num/
703366305	20171003	201710	2017	2017.7479	LAB	WORKER						LAB			AFR	AFRICA	AFR								1	010	010	01	1	0.0	2	1	2	3.01724137931034	4	Carletonville, Gauteng, South Africa	SF	SF06	77350	-26.3609	27.3977	-1217255	4	Carletonville, Gauteng, South Africa	SF	SF06	77350	-26.3609	27.3977	-1217255	4	Carletonville, Gauteng, South Africa	SF	SF06	77350	-26.3609	27.3977	-1217255	20171102181500	https://citizen.co.za/news/south-africa/1714526/six-workers-trapped-underground-at-anglogold-ashantis-mponeng-mine-num/
703366306	20171003	201710	2017	2017.7479	LAB	WORKER						LAB			MNCZAF	ANGLOGOLD ASHANTI	ZAF					MNC			1	010	010	01	1	0.0	8	1	8	3.01724137931034	4	Carletonville, Gauteng, South Africa	SF	SF06	77350	-26.3609	27.3977	-1217255	4	Carletonville, Gauteng, South Africa	SF	SF06	77350	-26.3609	27.3977	-1217255	4	Carletonville, Gauteng, South Africa	SF	SF06	77350	-26.3609	27.3977	-1217255	20171102181500	https://citizen.co.za/news/south-africa/1714526/six-workers-trapped-underground-at-anglogold-ashantis-mponeng-mine-num/
703366307	20171003	201710	2017	2017.7479	SAU	SAUDI ARABIA	SAU								GOV	GOVERNMENT						GOV			0	020	020	02	1	3.0	4	1	4	-2.46305418719211	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20171102181500	BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
703366308	20171102	201711	2017	2017.8274											CVL	VILLAGE						CVL			1	043	043	04	1	2.8	10	1	10	-1.11111111111111	0								4	Maarja, Jõamaa, Estonia	EN	EN05	15976	58.6086	26.7439	-2623533	4	Maarja, Jõamaa, Estonia	EN	EN05	15976	58.6086	26.7439	-2623533	20171102181500	https://www.rte.ie/culture/2017/1031/916418-best-european-short-stories-2018/
703366309	20171102	201711	2017	2017.8274											GBR	UNITED KINGDOM	GBR								1	183	183	18	4	-10.0	4	1	4	-2.41187384044526	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171102181500	http://www.kson.com/media/audio-channel/real-or-fake-news-november-2nd-2017
