703967235	20161104	201611	2016	2016.8329											RUS	RUSSIAN	RUS								1	112	112	11	3	-2.0	3	1	3	-2.36842105263158	0								2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20171104233000	https://www.abqjournal.com/1088065/new-mexico-credits-paper-ballots-as-hacker-protection.html
703967236	20161104	201611	2016	2016.8329	CANGOV	CANADA	CAN					GOV													1	111	111	11	3	-2.0	1	1	1	-6.60146699266504	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20171104233000	http://www.india.com/news/agencies/us-must-tell-truth-on-alleged-cuba-attacks-foreign-minister-2595512/
703967237	20161104	201611	2016	2016.8329	GOV	SECRETARY OF STATE						GOV													1	111	111	11	3	-2.0	3	1	3	-6.60146699266504	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20171104233000	http://www.india.com/news/agencies/us-must-tell-truth-on-alleged-cuba-attacks-foreign-minister-2595512/
703967238	20161104	201611	2016	2016.8329	GOV	SECRETARY OF STATE						GOV			CAN	CANADA	CAN								1	111	111	11	3	-2.0	1	1	1	-6.60146699266504	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20171104233000	http://www.india.com/news/agencies/us-must-tell-truth-on-alleged-cuba-attacks-foreign-minister-2595512/
703967239	20161104	201611	2016	2016.8329	GOV	ATTORNEY GENERAL						GOV			RUSGOV	RUSSIAN	RUS					GOV			1	046	046	04	1	7.0	6	1	6	-1.85185185185185	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171104233000	https://www.drudge.com/news/216381/sessions-hid-russia-meetings-senate
703967240	20161104	201611	2016	2016.8329	GOV	ADMINISTRATION						GOV			SAU	RIYADH	SAU								0	057	057	05	1	8.0	1	1	1	-2.21147201105736	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171104233000	http://antonyloewenstein.com/2017/11/05/australias-ambition-to-become-global-arms-dealer/
703967241	20161104	201611	2016	2016.8329	IGOBUSOPC	OPEC		OPC				IGO	BUS												0	120	120	12	3	-4.0	10	1	10	-6.2755798090041	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	0								4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20171104233000	https://finance.yahoo.com/news/600-000-bpd-risk-venezuela-220000484.html
703967242	20161104	201611	2016	2016.8329	IGOBUSOPC	OPEC		OPC				IGO	BUS		USAMED	REUTERS	USA					MED			0	010	010	01	1	0.0	10	1	10	-6.2755798090041	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20171104233000	https://finance.yahoo.com/news/600-000-bpd-risk-venezuela-220000484.html
703967243	20161104	201611	2016	2016.8329	NGOENV	CONSERVATION INTERNATIONAL						NGO	ENV		ELI	ACTOR						ELI			1	051	051	05	1	3.4	8	1	8	-0.187265917603001	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171104233000	https://hellogiggles.com/celebrity/harrison-ford-trump-administration-climate-change-deniers/
703967244	20161104	201611	2016	2016.8329	NGOENV	CONSERVATION INTERNATIONAL						NGO	ENV		ELI	ACTOR						ELI			1	051	051	05	1	3.4	2	1	2	-0.187265917603001	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20171104233000	https://hellogiggles.com/celebrity/harrison-ford-trump-administration-climate-change-deniers/
703967245	20161104	201611	2016	2016.8329	RUSGOV	RUSSIAN	RUS					GOV			GOV	ATTORNEY GENERAL						GOV			1	046	046	04	1	7.0	6	1	6	-1.85185185185185	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171104233000	https://www.drudge.com/news/216381/sessions-hid-russia-meetings-senate
703967246	20161104	201611	2016	2016.8329	RUSGOV	RUSSIA	RUS					GOV			RUS	RUSSIAN	RUS								1	120	120	12	3	-4.0	1	1	1	-1.85185185185185	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171104233000	https://www.drudge.com/news/216381/sessions-hid-russia-meetings-senate
703967247	20161104	201611	2016	2016.8329	SAU	RIYADH	SAU								GOV	ADMINISTRATION						GOV			0	057	057	05	1	8.0	1	1	1	-2.21147201105736	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171104233000	http://antonyloewenstein.com/2017/11/05/australias-ambition-to-become-global-arms-dealer/
703967248	20161104	201611	2016	2016.8329	USAGOV	CALIFORNIA	USA					GOV													1	110	110	11	3	-2.0	3	1	3	-2.55516840882694	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20171104233000	http://www.msn.com/en-us/news/politics/sen-feinstein-said-trump-can-be-a-good-president-but-theres-more-to-the-story/ar-AAury3K
703967249	20161104	201611	2016	2016.8329	USAGOV	CALIFORNIA	USA					GOV			USA	UNITED STATES	USA								1	110	110	11	3	-2.0	2	1	2	-2.55516840882694	2	California, United States	US	USCA		36.17	-119.746	CA	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171104233000	http://www.msn.com/en-us/news/politics/sen-feinstein-said-trump-can-be-a-good-president-but-theres-more-to-the-story/ar-AAury3K
703967250	20171005	201710	2017	2017.7534	IRQ	IRAQ	IRQ								BUS	TANKER						BUS			0	060	060	06	2	6.0	6	1	6	-5.8252427184466	4	Basrah, Al Basrah, Iraq	IZ	IZ02	123556	30.533	47.7975	-3102179	4	Basrah, Al Basrah, Iraq	IZ	IZ02	123556	30.533	47.7975	-3102179	4	Basrah, Al Basrah, Iraq	IZ	IZ02	123556	30.533	47.7975	-3102179	20171104233000	http://www.gulf-times.com/story/569993/Iraq-oil-exports-decline-as-Kurdish-row-cuts-outpu
703967251	20171005	201710	2017	2017.7534	IRQ	IRAQ	IRQ								BUS	TANKER						BUS			0	060	060	06	2	6.0	2	1	2	-5.8252427184466	4	Basrah, Al Basrah, Iraq	IZ	IZ02	123556	30.533	47.7975	-3102179	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	4	Basrah, Al Basrah, Iraq	IZ	IZ02	123556	30.533	47.7975	-3102179	20171104233000	http://www.gulf-times.com/story/569993/Iraq-oil-exports-decline-as-Kurdish-row-cuts-outpu
703967252	20171005	201710	2017	2017.7534	USA	UNITED STATES	USA																		1	015	015	01	1	0.0	4	1	4	-6.89655172413793	3	Newark, New Jersey, United States	US	USNJ	NJ013	40.7357	-74.1724	878762	0								3	Newark, New Jersey, United States	US	USNJ	NJ013	40.7357	-74.1724	878762	20171104233000	http://www.njherald.com/article/20171104/AP/311049891
703967253	20171028	201710	2017	2017.8164											USA	UNITED STATES	USA								1	036	036	03	1	4.0	4	1	4	0	0								3	Environmental Protection Agency, District of Columbia, United States	US	USDC		38.8773	-77.0178	529189	3	Environmental Protection Agency, District of Columbia, United States	US	USDC		38.8773	-77.0178	529189	20171104233000	http://www.independent.co.uk/news/world/americas/us-politics/robert-phalen-epa-advisory-board-air-too-clean-scott-pruitt-a8038091.html
