704260318	20071109	200711	2007	2007.8466	AGO	ANGOLA	AGO																		1	1712	171	17	4	-9.2	2	1	2	-9.75609756097564	4	Brazzaville, Brazzaville, Congo	CF	CF12	18585	-4.25917	15.2847	-2205356	0								4	Brazzaville, Brazzaville, Congo	CF	CF12	18585	-4.25917	15.2847	-2205356	20171106091500	http://allafrica.com/stories/201711060225.html
704260319	20071109	200711	2007	2007.8466	AGO	ANGOLA	AGO																		1	1712	171	17	4	-9.2	2	1	2	-9.75609756097564	4	Brazzaville, Brazzaville, Congo	CF	CF12	18585	-4.25917	15.2847	-2205356	0								4	Cabinda, Distrito de Cabinda, Angola	AO	AO03	18585	-5.55	12.2	-2859046	20171106091500	http://allafrica.com/stories/201711060225.html
704260320	20071109	200711	2007	2007.8466	AGO	ANGOLA	AGO																		1	1712	171	17	4	-9.2	6	1	6	-9.75609756097564	4	Cabinda, Distrito de Cabinda, Angola	AO	AO03	18585	-5.55	12.2	-2859046	0								4	Cabinda, Distrito de Cabinda, Angola	AO	AO03	18585	-5.55	12.2	-2859046	20171106091500	http://allafrica.com/stories/201711060225.html
704260321	20161106	201611	2016	2016.8384	BUS	COMPANY						BUS													0	080	080	08	2	5.0	2	1	2	-2.19435736677116	1	Netherlands	NL	NL		52.5	5.75	NL	0								1	Netherlands	NL	NL		52.5	5.75	NL	20171106091500	https://uk.webfg.com/news/tips-round-up-premium/wednesday-newspaper-share-tips-shell-tullett-prebon-icap--1200031.html
704260322	20161106	201611	2016	2016.8384	CHN	CHINA	CHN								USA	THE US	USA								0	100	100	10	3	-5.0	8	1	8	1.46654445462878	4	Cheng Li, Guangdong, China	CH	CH30	13035	21.2597	110.167	10289849	4	Cheng Li, Guangdong, China	CH	CH30	13035	21.2597	110.167	10289849	4	Cheng Li, Guangdong, China	CH	CH30	13035	21.2597	110.167	10289849	20171106091500	http://www.chinadaily.com.cn/world/2017trumpvisitcn/2017-10/17/content_34058326.htm
704260323	20161106	201611	2016	2016.8384	CHN	CHINA	CHN								USA	THE US	USA								0	100	100	10	3	-5.0	2	1	2	1.46654445462878	1	Japan	JA	JA		36	138	JA	4	Cheng Li, Guangdong, China	CH	CH30	13035	21.2597	110.167	10289849	1	Japan	JA	JA		36	138	JA	20171106091500	http://www.chinadaily.com.cn/world/2017trumpvisitcn/2017-10/17/content_34058326.htm
704260324	20161106	201611	2016	2016.8384	CHN	CHINA	CHN								USAGOV	OBAMA	USA					GOV			0	090	090	09	2	-2.0	9	1	9	1.46654445462878	4	Cheng Li, Guangdong, China	CH	CH30	13035	21.2597	110.167	10289849	4	Cheng Li, Guangdong, China	CH	CH30	13035	21.2597	110.167	10289849	4	Cheng Li, Guangdong, China	CH	CH30	13035	21.2597	110.167	10289849	20171106091500	http://www.chinadaily.com.cn/world/2017trumpvisitcn/2017-10/17/content_34058326.htm
704260325	20161106	201611	2016	2016.8384	CHN	CHINA	CHN								USAGOV	OBAMA	USA					GOV			0	090	090	09	2	-2.0	1	1	1	1.46654445462878	1	Japan	JA	JA		36	138	JA	4	Cheng Li, Guangdong, China	CH	CH30	13035	21.2597	110.167	10289849	4	Cheng Li, Guangdong, China	CH	CH30	13035	21.2597	110.167	10289849	20171106091500	http://www.chinadaily.com.cn/world/2017trumpvisitcn/2017-10/17/content_34058326.htm
704260326	20161106	201611	2016	2016.8384	CRM	CRIMINAL						CRM			EDUEDU	SCHOOL						EDU	EDU		1	090	090	09	2	-2.0	2	1	2	-5.04451038575668	1	Jersey	JE	JE		49.216667	-2.116667	JE	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Jersey	JE	JE		49.216667	-2.116667	JE	20171106091500	http://www.njherald.com/article/20171106/AP/311069977
704260327	20161106	201611	2016	2016.8384	EDU	UNIVERSITY						EDU													1	030	030	03	1	4.0	10	1	10	2.94906166219839	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20171106091500	https://www.cqnews.com.au/news/is-this-rockys-most-inspiring-teenager/3258524/
704260328	20161106	201611	2016	2016.8384	GOV	MINISTRY						GOV													1	057	057	05	1	8.0	5	1	5	-0.9009009009009	4	Hubei, Guangdong, China	CH	CH30	13047	23.2656	116.054	10073728	0								4	Hubei, Guangdong, China	CH	CH30	13047	23.2656	116.054	10073728	20171106091500	http://www.chinadaily.com.cn/china/2017-11/06/content_34191443.htm
704260329	20161106	201611	2016	2016.8384	GOV	MINISTRY						GOV			EDU	STUDENT						EDU			1	030	030	03	1	4.0	10	1	10	4.04040404040404	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20171106091500	http://www.bernama.com/bernama/v8/newsindex.php?id=1407663
704260330	20161106	201611	2016	2016.8384	IGOSEAASN	ASEAN	SEA	ASN				IGO													1	051	051	05	1	3.4	10	1	10	2.83140283140283	5	Makati City, San Pedro Makati, Philippines	RP	RPK4	24229	14.5548	121.019	-2436127	0								5	Makati City, San Pedro Makati, Philippines	RP	RPK4	24229	14.5548	121.019	-2436127	20171106091500	https://newsbits.mb.com.ph/2017/11/05/this-week-in-arts-culture-35/
704260331	20161106	201611	2016	2016.8384	IND	NEW DELHI	IND								GOV	PRIME MINISTER						GOV			1	017	017	01	1	0.0	10	1	10	-7.10659898477157	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171106091500	https://www.oneindia.com/india/demonetisation-blues-why-everyone-is-cribbing-about-dearmo-2577101.html
704260332	20161106	201611	2016	2016.8384	LAB	WORKER						LAB			MIL	CARRIER						MIL			1	190	190	19	4	-10.0	10	1	10	-0.401606425702811	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20171106091500	http://www.the-messenger.com/business/article_20c0528b-23bc-5619-b33f-9d3eea747ffd.html
704260333	20161106	201611	2016	2016.8384	LEG	LAWMAKER						LEG			OPP	MAIN OPPOSITION						OPP			1	120	120	12	3	-4.0	10	1	10	0.704225352112671	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20171106091500	http://www.koreaherald.com/view.php?ud=20171106000844
704260334	20161106	201611	2016	2016.8384	LEG	CONGRESS						LEG			USA	WASHINGTON	USA								1	045	045	04	1	5.0	4	1	4	0.99431818181818	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20171106091500	http://www.arkansasonline.com/news/2017/nov/06/progressive-group-backs-3rd-district-re-1/
