705209983	20161109	201611	2016	2016.8466											EDU	SCHOOL						EDU			0	042	042	04	1	1.9	10	1	10	-6.48464163822526	0								4	Suva, Central, Fiji	FJ	FJ01	40197	-18.1333	178.417	-1195133	4	Suva, Central, Fiji	FJ	FJ01	40197	-18.1333	178.417	-1195133	20171109034500	http://www.fbc.com.fj/fiji/56481/mother-charged-with-rape-denies-allegation
705209984	20161109	201611	2016	2016.8466	ARG	ROSARIO	ARG																		1	114	114	11	3	-2.0	10	1	10	0.20876826722338	0								0								0								20171109034500	http://www.dailycommercial.com/news/20171108/mayor-rosario-returns-to-groveland-special-meeting-set-for-monday
705209985	20161109	201611	2016	2016.8466	EDU	SCHOOL						EDU													0	043	043	04	1	2.8	10	1	10	-6.48464163822526	4	Suva, Central, Fiji	FJ	FJ01	40197	-18.1333	178.417	-1195133	0								4	Suva, Central, Fiji	FJ	FJ01	40197	-18.1333	178.417	-1195133	20171109034500	http://www.fbc.com.fj/fiji/56481/mother-charged-with-rape-denies-allegation
705209986	20161109	201611	2016	2016.8466	EDU	UNIVERSITY						EDU													0	084	084	08	2	7.0	5	1	5	-3.12965722801789	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20171109034500	https://www.indystar.com/story/news/2017/11/08/what-do-active-shooter-situation-detailed-intense-indiana-university-psa/846246001/
705209987	20161109	201611	2016	2016.8466	EDU	UNIVERSITY						EDU													1	090	090	09	2	-2.0	5	1	5	0	3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	0								3	Orlando, Florida, United States	US	USFL	FL095	28.5383	-81.3792	288240	20171109034500	http://www.tallahassee.com/story/news/2017/11/08/bog-hear-famu-request-waiver-holding-national-presidential-search/844988001/
705209988	20161109	201611	2016	2016.8466	EUR	EUROPE	EUR								ESP	SPAIN	ESP								1	036	036	03	1	4.0	2	1	2	-0.39525691699605	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	1	South Africa	SF	SF		-30	26	SF	20171109034500	https://economictimes.indiatimes.com/magazines/travel/ask-the-travel-expert-what-are-the-best-winter-honeymoon-destinations/articleshow/61561409.cms
705209989	20161109	201611	2016	2016.8466	EUR	EUROPE	EUR								ESP	BARCELONA	ESP								1	036	036	03	1	4.0	5	1	5	-0.39525691699605	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	1	South Africa	SF	SF		-30	26	SF	20171109034500	https://economictimes.indiatimes.com/magazines/travel/ask-the-travel-expert-what-are-the-best-winter-honeymoon-destinations/articleshow/61561409.cms
705209990	20161109	201611	2016	2016.8466	EUR	EUROPE	EUR								ESP	BARCELONA	ESP								1	036	036	03	1	4.0	1	1	1	-0.39525691699605	1	South Africa	SF	SF		-30	26	SF	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	1	South Africa	SF	SF		-30	26	SF	20171109034500	https://economictimes.indiatimes.com/magazines/travel/ask-the-travel-expert-what-are-the-best-winter-honeymoon-destinations/articleshow/61561409.cms
705209991	20161109	201611	2016	2016.8466	EUR	EUROPE	EUR								PRT	LISBON	PRT								1	036	036	03	1	4.0	8	1	8	-0.39525691699605	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171109034500	https://economictimes.indiatimes.com/magazines/travel/ask-the-travel-expert-what-are-the-best-winter-honeymoon-destinations/articleshow/61561409.cms
705209992	20161109	201611	2016	2016.8466	FIN	HELSINKI	FIN								IGOWSTNAT	NATO	WST	NAT				IGO			1	013	013	01	1	0.4	2	1	2	0	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	1	Lithuania	LH	LH		56	24	LH	1	Lithuania	LH	LH		56	24	LH	20171109034500	https://af.reuters.com/article/worldNews/idAFKBN1D72O0
705209993	20161109	201611	2016	2016.8466	FIN	HELSINKI	FIN								RUS	RUSSIA	RUS								1	013	013	01	1	0.4	2	1	2	0	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	4	Kaliningrad, Kaliningradskaya Oblast', Russia	RS	RS23	25050	54.7065	20.511	-2918852	1	Lithuania	LH	LH		56	24	LH	20171109034500	https://af.reuters.com/article/worldNews/idAFKBN1D72O0
705209994	20161109	201611	2016	2016.8466	GOV	PRESIDENT						GOV			PNGGOV	PAPUA NEW GUINEA	PNG					GOV			0	036	036	03	1	4.0	2	1	2	0.83892617449665	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	1	Papua New Guinea	PP	PP		-6	147	PP	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	20171109034500	https://www.radyonatin.com/story.php?storyid=22521
705209995	20161109	201611	2016	2016.8466	GOV	PRESIDENT						GOV			PNGGOV	PAPUA NEW GUINEA	PNG					GOV			0	036	036	03	1	4.0	6	1	6	0.83892617449665	1	Papua New Guinea	PP	PP		-6	147	PP	1	Papua New Guinea	PP	PP		-6	147	PP	1	Papua New Guinea	PP	PP		-6	147	PP	20171109034500	https://www.radyonatin.com/story.php?storyid=22521
705209996	20161109	201611	2016	2016.8466	GOV	PRESIDENT						GOV			PNGGOV	PAPUA NEW GUINEA	PNG					GOV			0	040	040	04	1	1.0	2	1	2	0.83892617449665	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	1	Papua New Guinea	PP	PP		-6	147	PP	1	Papua New Guinea	PP	PP		-6	147	PP	20171109034500	https://www.radyonatin.com/story.php?storyid=22521
705209997	20161109	201611	2016	2016.8466	GOV	PRESIDENT						GOV			PNGGOV	PAPUA NEW GUINEA	PNG					GOV			0	040	040	04	1	1.0	6	1	6	0.83892617449665	1	Papua New Guinea	PP	PP		-6	147	PP	1	Papua New Guinea	PP	PP		-6	147	PP	1	Papua New Guinea	PP	PP		-6	147	PP	20171109034500	https://www.radyonatin.com/story.php?storyid=22521
705209998	20161109	201611	2016	2016.8466	IRN	IRAN	IRN								PGS	PERSIAN GULF	PGS								0	020	020	02	1	3.0	2	1	2	-0.16992353440952	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109034500	https://www.platts.com/latest-news/oil/singapore/analysis-australia-iran-could-dictate-2018-asia-27887375
705209999	20161109	201611	2016	2016.8466	IRN	IRAN	IRN								REL	PILGRIM									1	042	042	04	1	1.9	6	1	6	-1.60550458715596	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	20171109034500	http://www.themalaymailonline.com/world/article/more-than-two-million-iranian-pilgrims-descend-on-iraq
705210000	20161109	201611	2016	2016.8466	IRQ	IRAQ	IRQ								REL	PILGRIM									1	042	042	04	1	1.9	2	1	2	-1.60550458715596	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	20171109034500	http://www.themalaymailonline.com/world/article/more-than-two-million-iranian-pilgrims-descend-on-iraq
705210001	20161109	201611	2016	2016.8466	IRQ	IRAQ	IRQ								REL	PILGRIM									1	042	042	04	1	1.9	2	1	2	-1.60550458715596	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	4	Karbala, Hormozgan, Iran	IR	IR11	41051	25.7269	58.8531	-3761681	20171109034500	http://www.themalaymailonline.com/world/article/more-than-two-million-iranian-pilgrims-descend-on-iraq
705210002	20161109	201611	2016	2016.8466	JUD	SUPREME COURT						JUD													1	020	020	02	1	3.0	4	1	4	-2.21674876847291	4	Darling Downs, Queensland, Australia	AS	AS04	154700	-27.5	150.5	-1568996	0								4	Darling Downs, Queensland, Australia	AS	AS04	154700	-27.5	150.5	-1568996	20171109034500	https://www.ballinaadvocate.com.au/news/the-billion-dollar-impact-of-new-acland-being-refu/3260428/
705210003	20161109	201611	2016	2016.8466	JUD	SUPREME COURT						JUD													1	020	020	02	1	3.0	6	1	6	-2.21674876847291	4	Darling Downs, Queensland, Australia	AS	AS04	154700	-27.5	150.5	-1568996	0								4	Toowoomba, Queensland, Australia	AS	AS04	154695	-27.5606	151.954	-1605321	20171109034500	https://www.ballinaadvocate.com.au/news/the-billion-dollar-impact-of-new-acland-being-refu/3260428/
705210004	20161109	201611	2016	2016.8466	KOR	SOUTH KOREA	KOR								BUS	COMPANY						BUS			0	010	010	01	1	0.0	5	1	5	-0.16992353440952	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109034500	https://www.platts.com/latest-news/oil/singapore/analysis-australia-iran-could-dictate-2018-asia-27887375
705210005	20161109	201611	2016	2016.8466	PNGGOV	PAPUA NEW GUINEA	PNG					GOV			GOV	PRESIDENT						GOV			0	036	036	03	1	4.0	2	1	2	0.83892617449665	1	Papua New Guinea	PP	PP		-6	147	PP	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	20171109034500	https://www.radyonatin.com/story.php?storyid=22521
705210006	20161109	201611	2016	2016.8466	PNGGOV	PAPUA NEW GUINEA	PNG					GOV			GOV	PRESIDENT						GOV			0	036	036	03	1	4.0	6	1	6	0.83892617449665	1	Papua New Guinea	PP	PP		-6	147	PP	1	Papua New Guinea	PP	PP		-6	147	PP	1	Papua New Guinea	PP	PP		-6	147	PP	20171109034500	https://www.radyonatin.com/story.php?storyid=22521
