705485467	20161109	201611	2016	2016.8466	UAF	MILITANT						UAF			USA	MINNESOTA	USA								1	046	046	04	1	7.0	40	5	40	-4.34265496359801	1	Syria	SY	SY		35	38	SY	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	1	Syria	SY	SY		35	38	SY	20171109224500	http://www.mysanantonio.com/news/world/article/Minnesota-terror-convict-released-to-family-12345732.php
705485468	20161109	201611	2016	2016.8466	UAF	GUNMAN						UAF			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	4	1	4	1.69491525423729	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171109224500	http://www.nydailynews.com/news/politics/gop-house-judiciary-committee-chairman-won-seek-reelection-article-1.3622309
705485469	20161109	201611	2016	2016.8466	USA	UNITED STATES	USA								UAF	MILITANT						UAF			1	046	046	04	1	7.0	10	5	10	-4.34265496359801	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20171109224500	http://www.mysanantonio.com/news/world/article/Minnesota-terror-convict-released-to-family-12345732.php
705485470	20161109	201611	2016	2016.8466	USA	MINNESOTA	USA								UAF	MILITANT						UAF			1	046	046	04	1	7.0	39	5	39	-4.34566272900627	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171109224500	http://www.mysanantonio.com/news/world/article/Minnesota-terror-convict-released-to-family-12345732.php
705485471	20161109	201611	2016	2016.8466	USA	UNITED STATES	USA								UAF	MILITANT						UAF			1	046	046	04	1	7.0	1	1	1	-4.22535211267605	1	Syria	SY	SY		35	38	SY	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20171109224500	https://www.seattletimes.com/nation-world/minnesota-terror-convict-released-to-family/
705485472	20171010	201710	2017	2017.7671											MED	MEDIA						MED			0	051	051	05	1	3.4	2	1	2	-0.5181347150259	0								3	Sioux Falls, South Dakota, United States	US	USSD		43.55	-96.7003	1267670	3	Sioux Falls, South Dakota, United States	US	USSD		43.55	-96.7003	1267670	20171109224500	https://www.msn.com/en-us/lifestyle/whats-hot/the-crazy-conspiracy-theory-behind-the-viral-kfc-painting-is-total-bs/ar-BBEMrL2
705485473	20171010	201710	2017	2017.7671											USA	UNITED STATES	USA								1	040	040	04	1	1.0	8	1	8	2.82186948853615	0								3	Johnson County, Iowa, United States	US	USIA		41.6667	-91.5335	465240	3	Johnson County, Iowa, United States	US	USIA		41.6667	-91.5335	465240	20171109224500	http://www.kalonanews.com/lone_tree/lone-tree-city-council-open-to-splash-pad/article_158498f0-c49d-11e7-9696-a70ac7c9f773.html
705485474	20171010	201710	2017	2017.7671											USA	TEXAS	USA								1	042	042	04	1	1.9	8	1	8	1.69683257918552	0								3	State Of Texas, Texas, United States	US	USTX		31.2504	-99.2506	1779801	3	State Of Texas, Texas, United States	US	USTX		31.2504	-99.2506	1779801	20171109224500	http://fightnetwork.com/news/6631874:lfa-28-cutts-vs-willis-set-for-december-8-in-dallas/
705485475	20171010	201710	2017	2017.7671											USA	TEXAS	USA								1	042	042	04	1	1.9	2	1	2	1.69683257918552	0								1	Chad	CD	CD		15	19	CD	1	Chad	CD	CD		15	19	CD	20171109224500	http://fightnetwork.com/news/6631874:lfa-28-cutts-vs-willis-set-for-december-8-in-dallas/
705485476	20171010	201710	2017	2017.7671											USA	UNITED STATES	USA								1	046	046	04	1	7.0	8	1	8	2.82186948853615	0								3	Johnson County, Iowa, United States	US	USIA		41.6667	-91.5335	465240	3	Johnson County, Iowa, United States	US	USIA		41.6667	-91.5335	465240	20171109224500	http://www.kalonanews.com/lone_tree/lone-tree-city-council-open-to-splash-pad/article_158498f0-c49d-11e7-9696-a70ac7c9f773.html
705485477	20171010	201710	2017	2017.7671											USA	UNITED STATES	USA								1	112	112	11	3	-2.0	2	1	2	-0.5181347150259	0								3	Sioux Falls, South Dakota, United States	US	USSD		43.55	-96.7003	1267670	3	Sioux Falls, South Dakota, United States	US	USSD		43.55	-96.7003	1267670	20171109224500	https://www.msn.com/en-us/lifestyle/whats-hot/the-crazy-conspiracy-theory-behind-the-viral-kfc-painting-is-total-bs/ar-BBEMrL2
705485478	20171010	201710	2017	2017.7671	COP	POLICE						COP													0	084	084	08	2	7.0	3	1	3	-6.12244897959184	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20171109224500	http://thestarphoenix.com/news/toronto/toronto-teen-dr-kitty-is-absolutely-terrified-as-she-faces-charge-for-performing-plastic-surgery-lawyer-says/wcm/e4f9095a-bca0-48ad-bc5e-f058941a86c5
705485479	20171010	201710	2017	2017.7671	COP	POLICE						COP													0	112	112	11	3	-2.0	6	1	6	-6.12244897959184	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20171109224500	http://thestarphoenix.com/news/toronto/toronto-teen-dr-kitty-is-absolutely-terrified-as-she-faces-charge-for-performing-plastic-surgery-lawyer-says/wcm/e4f9095a-bca0-48ad-bc5e-f058941a86c5
705485480	20171010	201710	2017	2017.7671	COP	POLICE						COP			CAN	CANADA	CAN								0	0841	084	08	2	7.0	2	1	2	-6.12244897959184	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20171109224500	http://thestarphoenix.com/news/toronto/toronto-teen-dr-kitty-is-absolutely-terrified-as-she-faces-charge-for-performing-plastic-surgery-lawyer-says/wcm/e4f9095a-bca0-48ad-bc5e-f058941a86c5
705485481	20171010	201710	2017	2017.7671	COP	POLICE						COP			CAN	CANADA	CAN								0	112	112	11	3	-2.0	4	1	4	-6.12244897959184	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20171109224500	http://thestarphoenix.com/news/toronto/toronto-teen-dr-kitty-is-absolutely-terrified-as-she-faces-charge-for-performing-plastic-surgery-lawyer-says/wcm/e4f9095a-bca0-48ad-bc5e-f058941a86c5
705485482	20171010	201710	2017	2017.7671	GOV	ADMINISTRATION						GOV			IRN	IRANIAN	IRN								0	163	163	16	4	-8.0	8	1	8	-6.58472344161545	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171109224500	https://english.almanar.com.lb/380972
705485483	20171010	201710	2017	2017.7671	GOV	ADMINISTRATION						GOV			IRN	IRANIAN	IRN								0	163	163	16	4	-8.0	2	1	2	-6.58472344161545	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171109224500	https://english.almanar.com.lb/380972
705485484	20171010	201710	2017	2017.7671	LAB	WORKER						LAB			JUD	DISTRICT COURT						JUD			0	160	160	16	4	-4.0	3	1	3	-0.451467268623021	3	Duluth, Minnesota, United States	US	USMN	MN137	46.7833	-92.1066	661145	3	Duluth, Minnesota, United States	US	USMN	MN137	46.7833	-92.1066	661145	3	Duluth, Minnesota, United States	US	USMN	MN137	46.7833	-92.1066	661145	20171109224500	https://www.beckershospitalreview.com/human-capital-and-risk/2nd-union-resists-essentia-health-s-mandatory-flu-shot-policy.html
705485485	20171010	201710	2017	2017.7671	REB	REBELLION						REB			ESPLEG	CATALONIA	ESP					LEG			1	071	071	07	2	7.4	10	1	10	-6.4935064935065	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	4	Barcelona, Comunidad Autonoma de Cataluna, Spain	SP	SP56	25806	41.3833	2.18333	-372490	20171109224500	http://english.ahram.org.eg/NewsContent/2/9/281251/World/International/Catalan-parliament-speaker-in-court-over-independe.aspx
705485486	20171010	201710	2017	2017.7671	REB	REBELLION						REB			catELI	CATALAN			cat			ELI			1	112	112	11	3	-2.0	10	1	10	-6.4935064935065	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171109224500	http://english.ahram.org.eg/NewsContent/2/9/281251/World/International/Catalan-parliament-speaker-in-court-over-independe.aspx
705485487	20171010	201710	2017	2017.7671	USA	UTAH	USA																		1	012	012	01	1	-0.4	1	1	1	-1.61001788908766	2	Utah, United States	US	USUT		40.1135	-111.854	UT	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171109224500	http://www.newsweek.com/roy-moore-alabama-senate-election-707324
705485488	20171010	201710	2017	2017.7671	USA	UNITED STATES	USA																		1	036	036	03	1	4.0	8	1	8	2.82186948853615	3	Johnson County, Iowa, United States	US	USIA	IA103	41.6667	-91.5335	465240	0								3	Johnson County, Iowa, United States	US	USIA		41.6667	-91.5335	465240	20171109224500	http://www.kalonanews.com/lone_tree/lone-tree-city-council-open-to-splash-pad/article_158498f0-c49d-11e7-9696-a70ac7c9f773.html
705485489	20171010	201710	2017	2017.7671	USA	UNITED STATES	USA																		1	040	040	04	1	1.0	8	1	8	2.82186948853615	3	Johnson County, Iowa, United States	US	USIA	IA103	41.6667	-91.5335	465240	0								3	Johnson County, Iowa, United States	US	USIA		41.6667	-91.5335	465240	20171109224500	http://www.kalonanews.com/lone_tree/lone-tree-city-council-open-to-splash-pad/article_158498f0-c49d-11e7-9696-a70ac7c9f773.html
705485490	20171010	201710	2017	2017.7671	USA	UNITED STATES	USA																		1	046	046	04	1	7.0	8	1	8	2.82186948853615	3	Johnson County, Iowa, United States	US	USIA	IA103	41.6667	-91.5335	465240	0								3	Johnson County, Iowa, United States	US	USIA		41.6667	-91.5335	465240	20171109224500	http://www.kalonanews.com/lone_tree/lone-tree-city-council-open-to-splash-pad/article_158498f0-c49d-11e7-9696-a70ac7c9f773.html
705485491	20171010	201710	2017	2017.7671	USA	UTAH	USA																		1	051	051	05	1	3.4	2	1	2	-1.61001788908766	2	Utah, United States	US	USUT		40.1135	-111.854	UT	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20171109224500	http://www.newsweek.com/roy-moore-alabama-senate-election-707324
705485492	20171010	201710	2017	2017.7671	USA	UNITED STATES	USA																		0	193	193	19	4	-10.0	1	1	1	-5.78279266572638	3	Drexel University, Pennsylvania, United States	US	USPA	PA101	39.954	-75.193	1173477	0								3	Drexel University, Pennsylvania, United States	US	USPA		39.954	-75.193	1173477	20171109224500	http://www.dailymail.co.uk/news/article-5068077/University-professor-blames-whiteness-Texas-shooting.html
705485493	20171010	201710	2017	2017.7671	USA	SAN DIEGO	USA								CVL	RESIDENTS						CVL			1	173	173	17	4	-5.0	2	1	2	-10.3030303030303	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20171109224500	http://www.sandiegouniontribune.com/news/public-safety/sd-me-smith-killing-20171109-story.html
705485494	20171010	201710	2017	2017.7671	USA	UTAH	USA								LEG	SENATE						LEG			1	012	012	01	1	-0.4	3	1	3	-1.61001788908766	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171109224500	http://www.newsweek.com/roy-moore-alabama-senate-election-707324
705485495	20171010	201710	2017	2017.7671	USA	UNITED STATES	USA								USACVL	UNITED STATES	USA					CVL			1	173	173	17	4	-5.0	4	1	4	-10.3030303030303	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	3	National City, California, United States	US	USCA		32.6781	-117.099	1661090	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20171109224500	http://www.sandiegouniontribune.com/news/public-safety/sd-me-smith-killing-20171109-story.html
705485496	20171010	201710	2017	2017.7671	USA	SAN DIEGO	USA								USACVL	UNITED STATES	USA					CVL			1	173	173	17	4	-5.0	4	1	4	-10.3030303030303	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20171109224500	http://www.sandiegouniontribune.com/news/public-safety/sd-me-smith-killing-20171109-story.html
705485497	20171010	201710	2017	2017.7671	USA	UTAH	USA								USALEG	UNITED STATES	USA					LEG			1	051	051	05	1	3.4	2	1	2	-1.61001788908766	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20171109224500	http://www.newsweek.com/roy-moore-alabama-senate-election-707324
705485498	20171010	201710	2017	2017.7671	USALEG	UTAH	USA					LEG													1	051	051	05	1	3.4	6	1	6	-1.61001788908766	2	Utah, United States	US	USUT		40.1135	-111.854	UT	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171109224500	http://www.newsweek.com/roy-moore-alabama-senate-election-707324
705485499	20171010	201710	2017	2017.7671	USALEG	UTAH	USA					LEG			LEG	SENATE						LEG			1	012	012	01	1	-0.4	3	1	3	-1.61001788908766	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171109224500	http://www.newsweek.com/roy-moore-alabama-senate-election-707324
705485500	20171102	201711	2017	2017.8274											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	2	1	2	0.5952380952381	0								4	Noosa, Queensland, Australia	AS	AS04	154693	-26.3943	153.09	-1591864	4	Noosa, Queensland, Australia	AS	AS04	154693	-26.3943	153.09	-1591864	20171109224500	https://www.ipswichadvertiser.com.au/news/ndshs-economics-students-visit-sea-world/3261796/
705485501	20171102	201711	2017	2017.8274	AUS	AUSTRALIA	AUS								EDU	STUDENT						EDU			1	042	042	04	1	1.9	8	1	8	0.5952380952381	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20171109224500	https://www.ipswichadvertiser.com.au/news/ndshs-economics-students-visit-sea-world/3261796/
705485502	20171102	201711	2017	2017.8274	AUS	VICTORIA	AUS								USA	HOUSTON	USA								0	042	042	04	1	1.9	7	6	7	-2.79205514816805	3	Sugar Land, Texas, United States	US	USTX	TX157	29.6197	-95.6349	1348034	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20171109224500	https://www.seattletimes.com/nation-world/texas-seeks-61b-to-future-proof-before-next-great-storm/
705485503	20171102	201711	2017	2017.8274	AUS	VICTORIA	AUS								USA	HOUSTON	USA								0	042	042	04	1	1.9	5	5	5	-2.8665319305623	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171109224500	http://www.mysanantonio.com/news/texas/article/Texas-seeks-61B-to-future-proof-before-next-12345718.php
705485504	20171102	201711	2017	2017.8274	AUS	VICTORIA	AUS								USA	UNITED STATES	USA								0	043	043	04	1	2.8	24	6	24	-2.82308714083232	3	Sugar Land, Texas, United States	US	USTX	TX157	29.6197	-95.6349	1348034	3	Sugar Land, Texas, United States	US	USTX		29.6197	-95.6349	1348034	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20171109224500	https://www.seattletimes.com/nation-world/texas-seeks-61b-to-future-proof-before-next-great-storm/
705485505	20171102	201711	2017	2017.8274	AUS	VICTORIA	AUS								USA	UNITED STATES	USA								0	043	043	04	1	2.8	12	6	12	-2.82308714083232	3	Sugar Land, Texas, United States	US	USTX	TX157	29.6197	-95.6349	1348034	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20171109224500	https://www.seattletimes.com/nation-world/texas-seeks-61b-to-future-proof-before-next-great-storm/
705485506	20171102	201711	2017	2017.8274	AUS	VICTORIA	AUS								USA	UNITED STATES	USA								0	043	043	04	1	2.8	12	6	12	-2.82308714083232	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20171109224500	https://www.seattletimes.com/nation-world/texas-seeks-61b-to-future-proof-before-next-great-storm/
705485507	20171102	201711	2017	2017.8274	BHS	BAHAMA	BHS								BHSJUD	BAHAMA	BHS					JUD			1	043	043	04	1	2.8	1	1	1	-8.36820083682008	1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	20171109224500	https://www.bloomberg.com/news/articles/2017-11-09/no-verdict-in-menendez-bribery-trial-as-judge-dismisses-juror
705485508	20171102	201711	2017	2017.8274	BHSJUD	BAHAMA	BHS					JUD			BHS	BAHAMA	BHS								1	042	042	04	1	1.9	1	1	1	-8.36820083682008	1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	20171109224500	https://www.bloomberg.com/news/articles/2017-11-09/no-verdict-in-menendez-bribery-trial-as-judge-dismisses-juror
705485509	20171102	201711	2017	2017.8274	BUSGOV	BUSINESS						BUS	GOV		NMR	NORTH AMERICA	NMR								0	012	012	01	1	-0.4	10	1	10	0.53191489361702	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171109224500	http://www.theprovince.com/business/premier+meet+with+michelin+france+trip/15604121/story.html
705485510	20171102	201711	2017	2017.8274	EDU	STUDENT						EDU			AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	8	1	8	0.5952380952381	4	Noosa, Queensland, Australia	AS	AS04	154693	-26.3943	153.09	-1591864	4	Noosa, Queensland, Australia	AS	AS04	154693	-26.3943	153.09	-1591864	4	Noosa, Queensland, Australia	AS	AS04	154693	-26.3943	153.09	-1591864	20171109224500	https://www.ipswichadvertiser.com.au/news/ndshs-economics-students-visit-sea-world/3261796/
705485511	20171102	201711	2017	2017.8274	GOV	MINIST OF STATE						GOV			GBRGOV	LONDON	GBR					GOV			1	020	020	02	1	3.0	6	1	6	0.38910505836576	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	20171109224500	https://www.independent.ie/irish-news/politics/its-off-shane-ross-confirms-he-wont-be-going-to-north-korea-36306207.html
705485512	20171102	201711	2017	2017.8274	GOV	MINIST OF STATE						GOV			KOR	SOUTH KOREA	KOR								1	020	020	02	1	3.0	2	1	2	0.38910505836576	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	1	South Korea	KS	KS		37	127.5	KS	20171109224500	https://www.independent.ie/irish-news/politics/its-off-shane-ross-confirms-he-wont-be-going-to-north-korea-36306207.html
705485513	20171102	201711	2017	2017.8274	JUD	JUDGE						JUD			BHS	BAHAMA	BHS								1	036	036	03	1	4.0	2	1	2	-8.36820083682008	1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	20171109224500	https://www.bloomberg.com/news/articles/2017-11-09/no-verdict-in-menendez-bribery-trial-as-judge-dismisses-juror
705485514	20171102	201711	2017	2017.8274	JUD	JUDGE						JUD			BHS	BAHAMA	BHS								1	036	036	03	1	4.0	3	1	3	-8.36820083682008	2	Florida, United States	US	USFL		27.8333	-81.717	FL	1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	20171109224500	https://www.bloomberg.com/news/articles/2017-11-09/no-verdict-in-menendez-bribery-trial-as-judge-dismisses-juror
705485515	20171102	201711	2017	2017.8274	LBNCHRMAR	LEBANON	LBN			CHR					SAU	SAUDI	SAU								0	036	036	03	1	4.0	1	1	1	-1.68439716312056	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171109224500	https://www.msn.com/en-us/news/world/exclusive-lebanon-believes-saudi-holds-hariri-demands-his-return/ar-BBEKXju
705485516	20171102	201711	2017	2017.8274	MED	MEDIA						MED			UAF	FIGHTER						UAF			1	040	040	04	1	1.0	5	1	5	-0.45662100456621	0								0								0								20171109224500	http://mmafrenzy.com/150086/georges-st-pierre-non-committal-next-bout-plans-freezing-middleweight-division/
705485517	20171102	201711	2017	2017.8274	NZL	AUCKLAND	NZL																		1	012	012	01	1	-0.4	5	1	5	0.15197568389057	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20171109224500	http://www.huffingtonpost.ca/jerry-dias/no-country-should-support-a-trade-deal-that-disadvantages-its-citizens_a_23270670/
705485518	20171102	201711	2017	2017.8274	PRKGOV	NORTH KOREA	PRK					GOV			KOR	SOUTH KOREA	KOR								1	020	020	02	1	3.0	2	1	2	0.38910505836576	1	South Korea	KS	KS		37	127.5	KS	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	20171109224500	https://www.independent.ie/irish-news/politics/its-off-shane-ross-confirms-he-wont-be-going-to-north-korea-36306207.html
