704923196	20161108	201611	2016	2016.8438											AUS	AUSTRALIA	AUS								1	061	061	06	2	6.4	4	1	4	1.5625	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171108083000	http://www.dailymail.co.uk/tvshowbiz/article-5061151/Lara-Bingle-hints-having-baby.html
704923197	20161108	201611	2016	2016.8438	CHN	CHINA	CHN								GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	3	1	3	2.53863134657836	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	20171108083000	http://www.wgow.com/news/trump-to-become-first-foreign-leader-to-dine-in-forbidden-city-since-1949/
704923198	20161108	201611	2016	2016.8438	CVL	VOTER						CVL			JUD	JUDGE						JUD			1	120	120	12	3	-4.0	8	1	8	0	3	Montgomery County, Pennsylvania, United States	US	USPA	PA091	40.3754	-75.4999	1213680	3	Montgomery County, Pennsylvania, United States	US	USPA		40.3754	-75.4999	1213680	3	Montgomery County, Pennsylvania, United States	US	USPA		40.3754	-75.4999	1213680	20171108083000	http://www.philly.com/philly/news/republicans-poised-to-hold-majorities-on-pa-appellate-courts-20171107.html
704923199	20161108	201611	2016	2016.8438	CVL	VOTER						CVL			USAJUD	UNITED STATES	USA					JUD			1	120	120	12	3	-4.0	2	1	2	0	3	Montgomery County, Pennsylvania, United States	US	USPA	PA091	40.3754	-75.4999	1213680	3	Montgomery County, Pennsylvania, United States	US	USPA		40.3754	-75.4999	1213680	3	Montgomery County, Pennsylvania, United States	US	USPA		40.3754	-75.4999	1213680	20171108083000	http://www.philly.com/philly/news/republicans-poised-to-hold-majorities-on-pa-appellate-courts-20171107.html
704923200	20161108	201611	2016	2016.8438	GBR	BRITISH	GBR																		1	173	173	17	4	-5.0	3	1	3	0	4	Parkhead, Cornwall, United Kingdom	UK	UKC6	40101	50.5	-5.03333	-2605033	0								4	Parkhead, Cornwall, United Kingdom	UK	UKC6	40101	50.5	-5.03333	-2605033	20171108083000	http://www.thenational.scot/news/15646752.Patrick_Roberts_credits_Brendan_Rodgers_with_forging_Celtic__39_s_winning_mentality/
704923201	20161108	201611	2016	2016.8438	GBR	UNITED KINGDOM	GBR								IRN	IRAN	IRN								1	112	112	11	3	-2.0	2	1	2	-6.12244897959184	1	United Kingdom	UK	UK		54	-4	UK	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171108083000	https://www.dailystar.co.uk/news/politics/658436/Boris-Johnson-Iran-Nazanin-remark-Nazanin-Zaghari-Ratcliffe
704923202	20161108	201611	2016	2016.8438	GBR	UNITED KINGDOM	GBR								IRN	IRAN	IRN								1	112	112	11	3	-2.0	2	1	2	-6.12244897959184	1	United Kingdom	UK	UK		54	-4	UK	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	United Kingdom	UK	UK		54	-4	UK	20171108083000	https://www.dailystar.co.uk/news/politics/658436/Boris-Johnson-Iran-Nazanin-remark-Nazanin-Zaghari-Ratcliffe
704923203	20161108	201611	2016	2016.8438	GBR	UNITED KINGDOM	GBR								IRN	IRAN	IRN								1	173	173	17	4	-5.0	2	1	2	-6.12244897959184	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	United Kingdom	UK	UK		54	-4	UK	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171108083000	https://www.dailystar.co.uk/news/politics/658436/Boris-Johnson-Iran-Nazanin-remark-Nazanin-Zaghari-Ratcliffe
704923204	20161108	201611	2016	2016.8438	GBR	UNITED KINGDOM	GBR								IRN	IRAN	IRN								1	173	173	17	4	-5.0	2	1	2	-6.12244897959184	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171108083000	https://www.dailystar.co.uk/news/politics/658436/Boris-Johnson-Iran-Nazanin-remark-Nazanin-Zaghari-Ratcliffe
704923205	20161108	201611	2016	2016.8438	GBRGOV	UNITED KINGDOM	GBR					GOV			GBR	UNITED KINGDOM	GBR								1	013	013	01	1	0.4	10	1	10	-4.75352112676056	4	Hampstead, Camden, United Kingdom	UK	UKC4	40110	51.55	-0.183333	-2598069	4	Hampstead, Camden, United Kingdom	UK	UKC4	40110	51.55	-0.183333	-2598069	4	Hampstead, Camden, United Kingdom	UK	UKC4	40110	51.55	-0.183333	-2598069	20171108083000	http://www.dhakatribune.com/world/2017/11/08/tulip-siddiq-boris-resignation/
