703866133	20161104	201611	2016	2016.8329	SGP	SINGAPORE	SGP								GOV	AMBASSADOR						GOV			1	051	051	05	1	3.4	2	1	2	6.4638783269962	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20171104110000	http://www.elevenmyanmar.com/asia/12298
703866134	20161104	201611	2016	2016.8329	SGP	SINGAPORE	SGP								SGPGOV	LEE KUAN YEW	SGP					GOV			1	051	051	05	1	3.4	10	1	10	6.4638783269962	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20171104110000	http://www.elevenmyanmar.com/asia/12298
703866135	20171005	201710	2017	2017.7534	AFG	AFGHANISTAN	AFG								PAK	PAKISTAN	PAK								1	173	173	17	4	-5.0	1	1	1	-6.37450199203187	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20171104110000	http://www.thehindu.com/news/international/pakistan-releases-family-of-top-baloch-militant-commander/article19981322.ece
703866136	20171005	201710	2017	2017.7534	AFG	AFGHANISTAN	AFG								PAK	PAKISTAN	PAK								1	173	173	17	4	-5.0	1	1	1	-6.37450199203187	1	Afghanistan	AF	AF		33	66	AF	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20171104110000	http://www.thehindu.com/news/international/pakistan-releases-family-of-top-baloch-militant-commander/article19981322.ece
703866137	20171005	201710	2017	2017.7534	AFG	AFGHANISTAN	AFG								balSEP	BALOCH			bal			SEP			1	173	173	17	4	-5.0	1	1	1	-6.37450199203187	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20171104110000	http://www.thehindu.com/news/international/pakistan-releases-family-of-top-baloch-militant-commander/article19981322.ece
703866138	20171005	201710	2017	2017.7534	AFG	AFGHANISTAN	AFG								balSEP	BALOCH			bal			SEP			1	173	173	17	4	-5.0	7	1	7	-6.37450199203187	1	Afghanistan	AF	AF		33	66	AF	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20171104110000	http://www.thehindu.com/news/international/pakistan-releases-family-of-top-baloch-militant-commander/article19981322.ece
703866139	20171005	201710	2017	2017.7534	EGY	CAIRO	EGY								LBY	LIBYA	LBY								0	1123	112	11	3	-2.0	2	1	2	-10.7407407407408	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20171104110000	https://article.wn.com/view/2017/11/04/ICCs_investigation_of_Libya_war_crimes_in_dock_even_before_m/
703866140	20171005	201710	2017	2017.7534	EGY	EGYPT	EGY								LBY	LIBYA	LBY								0	1123	112	11	3	-2.0	2	1	2	-10.7407407407408	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20171104110000	https://article.wn.com/view/2017/11/04/ICCs_investigation_of_Libya_war_crimes_in_dock_even_before_m/
703866141	20171005	201710	2017	2017.7534	EGY	CAIRO	EGY								LBY	LIBYA	LBY								0	1123	112	11	3	-2.0	6	1	6	-10.7407407407408	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20171104110000	https://article.wn.com/view/2017/11/04/ICCs_investigation_of_Libya_war_crimes_in_dock_even_before_m/
703866142	20171005	201710	2017	2017.7534	GBR	UNITED KINGDOM	GBR																		1	011	011	01	1	-0.1	4	1	4	-0.41841004184101	1	Syria	SY	SY		35	38	SY	0								1	Syria	SY	SY		35	38	SY	20171104110000	https://www.northbaynipissing.com/whatson-story/7772854-daisy-ridley-dating-tom-bateman-/
703866143	20171005	201710	2017	2017.7534	GOV	MINIST						GOV													1	173	173	17	4	-5.0	30	6	30	-13.6127404636532	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	0								4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171104110000	http://www.seattlepi.com/news/crime/article/American-charged-with-subversion-in-Zimbabwe-goes-12331595.php
703866144	20171005	201710	2017	2017.7534	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			1	060	060	06	2	6.0	30	6	30	-13.6127404636532	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171104110000	http://www.seattlepi.com/news/crime/article/American-charged-with-subversion-in-Zimbabwe-goes-12331595.php
703866145	20171005	201710	2017	2017.7534	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			1	111	111	11	3	-2.0	30	6	30	-13.6127404636532	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171104110000	http://www.seattlepi.com/news/crime/article/American-charged-with-subversion-in-Zimbabwe-goes-12331595.php
703866146	20171005	201710	2017	2017.7534	GOV	MINIST						GOV			OPP	ACTIVIST						OPP			1	173	173	17	4	-5.0	30	6	30	-13.6127404636532	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171104110000	http://www.seattlepi.com/news/crime/article/American-charged-with-subversion-in-Zimbabwe-goes-12331595.php
703866147	20171028	201710	2017	2017.8164											VEN	VENEZUELA	VEN								1	040	040	04	1	1.0	2	1	2	-1.27795527156549	0								1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20171104110000	http://newsday.co.tt/2017/11/03/future-of-safety-officer-undecided/
703866148	20171028	201710	2017	2017.8164	REB	REBELLION						REB			GOV	CABINET						GOV			1	112	112	11	3	-2.0	10	1	10	-6.50684931506849	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171104110000	http://www.worldbulletin.net/headlines/195605/european-arrest-warrants-issued-for-catalan-politicians
703866149	20171028	201710	2017	2017.8164	REB	REBELLION						REB			catLEG	CATALAN			cat			LEG			1	071	071	07	2	7.4	10	1	10	-6.50684931506849	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171104110000	http://www.worldbulletin.net/headlines/195605/european-arrest-warrants-issued-for-catalan-politicians
703866150	20171028	201710	2017	2017.8164	VEN	VENEZUELA	VEN																		1	040	040	04	1	1.0	2	1	2	-1.27795527156549	1	Venezuela	VE	VE		8	-66	VE	0								1	Venezuela	VE	VE		8	-66	VE	20171104110000	http://newsday.co.tt/2017/11/03/future-of-safety-officer-undecided/
703866151	20171103	201711	2017	2017.8301											VEN	VENEZUELA	VEN								1	042	042	04	1	1.9	2	1	2	-6.06796116504854	0								1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	20171104110000	http://newsday.co.tt/2017/11/03/mom-claims-negligence-in-newborns-death/
703866152	20171103	201711	2017	2017.8301	CHN	CHINESE	CHN								IDN	INDONESIA	IDN								1	112	112	11	3	-2.0	4	1	4	-0.95693779904306	4	Segambut, Malaysia (general), Malaysia	MY	MY00	18585	3.18333	101.65	-2371934	4	Segambut, Malaysia (general), Malaysia	MY	MY00	18585	3.18333	101.65	-2371934	4	Segambut, Malaysia (general), Malaysia	MY	MY00	18585	3.18333	101.65	-2371934	20171104110000	http://www.malaysia-chronicle.com/rela-bashing-datuk-seris-former-boss-was-worlds-future-richest-man-from-china/
703866153	20171103	201711	2017	2017.8301	COPGOVCOP	DEPUTY						COP	GOV	COP	COP	POLICE						COP			0	090	090	09	2	-2.0	10	1	10	-0.95693779904306	4	Segambut, Malaysia (general), Malaysia	MY	MY00	18585	3.18333	101.65	-2371934	4	Segambut, Malaysia (general), Malaysia	MY	MY00	18585	3.18333	101.65	-2371934	4	Segambut, Malaysia (general), Malaysia	MY	MY00	18585	3.18333	101.65	-2371934	20171104110000	http://www.malaysia-chronicle.com/rela-bashing-datuk-seris-former-boss-was-worlds-future-richest-man-from-china/
703866154	20171103	201711	2017	2017.8301	GHA	ACCRA	GHA								GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	8	1	8	-0.17574692442882	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20171104110000	https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Akufo-Addo-blames-African-leaders-over-integration-597172
703866155	20171103	201711	2017	2017.8301	GOV	MINIST OF HOME AFFAIRS						GOV													1	012	012	01	1	-0.4	10	1	10	-0.47732696897375	1	Congo	CF	CF		-1	15	CF	0								1	Congo	CF	CF		-1	15	CF	20171104110000	Zambia Daily Mail website/BBC Monitoring/(c) BBC
703866156	20171103	201711	2017	2017.8301	GOV	PRESIDENT						GOV			GHA	ACCRA	GHA								1	040	040	04	1	1.0	6	1	6	-0.17574692442882	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20171104110000	https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Akufo-Addo-blames-African-leaders-over-integration-597172
703866157	20171103	201711	2017	2017.8301	GOV	PRESIDENT						GOV			GHA	ACCRA	GHA								1	040	040	04	1	1.0	2	1	2	-0.17574692442882	4	Akufo, Ghana (general), Ghana	GH	GH00	190679	5.85	-0.35	-2069039	4	Akufo, Ghana (general), Ghana	GH	GH00	190679	5.85	-0.35	-2069039	4	Akufo, Ghana (general), Ghana	GH	GH00	190679	5.85	-0.35	-2069039	20171104110000	https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Akufo-Addo-blames-African-leaders-over-integration-597172
703866158	20171103	201711	2017	2017.8301	HLH	HOSPITAL						HLH													1	090	090	09	2	-2.0	8	1	8	-3.95033860045147	4	Tacarigua, Saint George, Trinidad And Tobago	TD	TD08	27422	10.645	-61.367	-1360859	0								4	Tacarigua, Saint George, Trinidad And Tobago	TD	TD08	27422	10.645	-61.367	-1360859	20171104110000	http://newsday.co.tt/2017/11/03/19-claim-sex-abuse/
703866159	20171103	201711	2017	2017.8301	HLH	HOSPITAL						HLH													1	090	090	09	2	-2.0	2	1	2	-3.95033860045147	1	Venezuela	VE	VE		8	-66	VE	0								1	Venezuela	VE	VE		8	-66	VE	20171104110000	http://newsday.co.tt/2017/11/03/19-claim-sex-abuse/
703866160	20171103	201711	2017	2017.8301	IDN	INDONESIA	IDN								CHN	CHINESE	CHN								1	180	180	18	4	-9.0	1	1	1	-0.95693779904306	4	Ampang, Nusa Tenggara Barat, Indonesia	ID	ID17	18585	-8.78333	118	-2670322	4	Ampang, Nusa Tenggara Barat, Indonesia	ID	ID17	18585	-8.78333	118	-2670322	4	Ampang, Nusa Tenggara Barat, Indonesia	ID	ID17	18585	-8.78333	118	-2670322	20171104110000	http://www.malaysia-chronicle.com/rela-bashing-datuk-seris-former-boss-was-worlds-future-richest-man-from-china/
703866161	20171103	201711	2017	2017.8301	IDN	INDONESIA	IDN								CHN	CHINA	CHN								1	180	180	18	4	-9.0	2	1	2	-0.95693779904306	4	Ampang, Nusa Tenggara Barat, Indonesia	ID	ID17	18585	-8.78333	118	-2670322	4	Zhang Jian, Jiangsu, China	CH	CH04	13155	33.1369	120.198	10866345	4	Ampang, Nusa Tenggara Barat, Indonesia	ID	ID17	18585	-8.78333	118	-2670322	20171104110000	http://www.malaysia-chronicle.com/rela-bashing-datuk-seris-former-boss-was-worlds-future-richest-man-from-china/
703866162	20171103	201711	2017	2017.8301	IDN	INDONESIA	IDN								CHN	CHINESE	CHN								1	180	180	18	4	-9.0	1	1	1	-0.95693779904306	4	Ampang, Nusa Tenggara Barat, Indonesia	ID	ID17	18585	-8.78333	118	-2670322	4	Zhang Jian, Jiangsu, China	CH	CH04	13155	33.1369	120.198	10866345	4	Zhang Jian, Jiangsu, China	CH	CH04	13155	33.1369	120.198	10866345	20171104110000	http://www.malaysia-chronicle.com/rela-bashing-datuk-seris-former-boss-was-worlds-future-richest-man-from-china/
703866163	20171103	201711	2017	2017.8301	JUD	MAGISTRATE						JUD			VEN	VENEZUELAN	VEN								1	173	173	17	4	-5.0	2	1	2	-9.39849624060148	4	Chaguanas, Caroni, Trinidad And Tobago	TD	TD02	27410	10.5167	-61.4167	-1359692	1	Venezuela	VE	VE		8	-66	VE	4	Chaguanas, Caroni, Trinidad And Tobago	TD	TD02	27410	10.5167	-61.4167	-1359692	20171104110000	http://newsday.co.tt/2017/11/03/venezuelan-woman-jailed-for-illegal-entry/
703866164	20171103	201711	2017	2017.8301	MED	EDITOR IN CHIEF						MED			JUD	MAGISTRATE						JUD			1	173	173	17	4	-5.0	2	1	2	-9.39849624060148	1	Venezuela	VE	VE		8	-66	VE	4	Chaguanas, Caroni, Trinidad And Tobago	TD	TD02	27410	10.5167	-61.4167	-1359692	1	Venezuela	VE	VE		8	-66	VE	20171104110000	http://newsday.co.tt/2017/11/03/venezuelan-woman-jailed-for-illegal-entry/
703866165	20171103	201711	2017	2017.8301	MED	MEDIA						MED			TTO	TRINIDAD	TTO								1	0841	084	08	2	7.0	6	1	6	-7.05521472392638	4	Chaguanas, Caroni, Trinidad And Tobago	TD	TD02	27410	10.5167	-61.4167	-1359692	4	Chaguanas, Caroni, Trinidad And Tobago	TD	TD02	27410	10.5167	-61.4167	-1359692	4	Chaguanas, Caroni, Trinidad And Tobago	TD	TD02	27410	10.5167	-61.4167	-1359692	20171104110000	http://newsday.co.tt/2017/11/03/teen-held-after-exposing-guns/
703866166	20171103	201711	2017	2017.8301	MED	MEDIA						MED			TTO	TRINIDAD	TTO								1	0841	084	08	2	7.0	2	1	2	-7.05521472392638	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20171104110000	http://newsday.co.tt/2017/11/03/teen-held-after-exposing-guns/
703866167	20171103	201711	2017	2017.8301	MED	MEDIA						MED			TTOCOP	TRINIDAD AND TOBAGO	TTO					COP			1	0841	084	08	2	7.0	10	1	10	-7.05521472392638	4	Chaguanas, Caroni, Trinidad And Tobago	TD	TD02	27410	10.5167	-61.4167	-1359692	4	Chaguanas, Caroni, Trinidad And Tobago	TD	TD02	27410	10.5167	-61.4167	-1359692	4	Chaguanas, Caroni, Trinidad And Tobago	TD	TD02	27410	10.5167	-61.4167	-1359692	20171104110000	http://newsday.co.tt/2017/11/03/teen-held-after-exposing-guns/
703866168	20171103	201711	2017	2017.8301	MED	EDITOR IN CHIEF						MED			TTOJUD	TRINIDAD AND TOBAGO	TTO					JUD			1	173	173	17	4	-5.0	4	1	4	-9.39849624060148	1	Venezuela	VE	VE		8	-66	VE	4	Chaguanas, Caroni, Trinidad And Tobago	TD	TD02	27410	10.5167	-61.4167	-1359692	1	Venezuela	VE	VE		8	-66	VE	20171104110000	http://newsday.co.tt/2017/11/03/venezuelan-woman-jailed-for-illegal-entry/
703866169	20171103	201711	2017	2017.8301	TTOJUD	TRINIDAD AND TOBAGO	TTO					JUD			VEN	VENEZUELA	VEN								1	173	173	17	4	-5.0	3	1	3	-9.39849624060148	4	Chaguanas, Caroni, Trinidad And Tobago	TD	TD02	27410	10.5167	-61.4167	-1359692	1	Venezuela	VE	VE		8	-66	VE	4	Chaguanas, Caroni, Trinidad And Tobago	TD	TD02	27410	10.5167	-61.4167	-1359692	20171104110000	http://newsday.co.tt/2017/11/03/venezuelan-woman-jailed-for-illegal-entry/
703866170	20171103	201711	2017	2017.8301	TTOJUD	TRINIDAD AND TOBAGO	TTO					JUD			VEN	VENEZUELA	VEN								1	173	173	17	4	-5.0	3	1	3	-9.39849624060148	4	Chaguanas, Caroni, Trinidad And Tobago	TD	TD02	27410	10.5167	-61.4167	-1359692	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20171104110000	http://newsday.co.tt/2017/11/03/venezuelan-woman-jailed-for-illegal-entry/
703866171	20171103	201711	2017	2017.8301	VEN	VENEZUELA	VEN								TTOJUD	TRINIDAD AND TOBAGO	TTO					JUD			1	173	173	17	4	-5.0	2	1	2	-9.39849624060148	1	Venezuela	VE	VE		8	-66	VE	4	Chaguanas, Caroni, Trinidad And Tobago	TD	TD02	27410	10.5167	-61.4167	-1359692	1	Venezuela	VE	VE		8	-66	VE	20171104110000	http://newsday.co.tt/2017/11/03/venezuelan-woman-jailed-for-illegal-entry/
703866172	20171104	201711	2017	2017.8329											AFG	AFGHANISTAN	AFG								1	042	042	04	1	1.9	2	1	2	-7.72200772200772	0								5	Paktika, Paktika, Afghanistan	AF	AF29	3688	32.4167	68.75	-3386222	5	Paktika, Paktika, Afghanistan	AF	AF29	3688	32.4167	68.75	-3386222	20171104110000	http://www.emirates247.com/news/world/no-prison-for-u-s-army-deserter-bergdahl-who-trump-wanted-dead-2017-11-04-1.661310
