705276639	20161109	201611	2016	2016.8466											GOV	GOVERNMENT						GOV			1	100	100	10	3	-5.0	10	1	10	0	0								4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20171109093000	http://www.sundaytimes.lk/article/1034559/president-vows-to-eliminate-corruption
705276640	20161109	201611	2016	2016.8466											IND	THIRUVANANTHAPURAM	IND								1	043	043	04	1	2.8	1	1	1	-0.19120458891014	0								4	Thiruvananthapuram, Kerala, India	IN	IN13	17709	8.50694	76.9569	-2113457	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20171109093000	http://travel.manoramaonline.com/travel/travel-news/2017/11/01/kerala-travel-mart-2018-kochi-malabar-tourism.html
705276641	20161109	201611	2016	2016.8466											JPN	JAPAN	JPN								0	036	036	03	1	4.0	10	1	10	-3.51966873706004	0								4	Futenma, Okinawa, Japan	JA	JA47	35769	26.2872	127.773	-227745	4	Futenma, Okinawa, Japan	JA	JA47	35769	26.2872	127.773	-227745	20171109093000	http://www.asahi.com/ajw/articles/AJ201711090030.html
705276642	20161109	201611	2016	2016.8466	AUS	AUSTRALIA	AUS																		1	010	010	01	1	0.0	2	1	2	-6.32411067193676	4	Goulburn, New South Wales, Australia	AS	AS02	154641	-34.7515	149.721	-1576139	0								4	Goulburn, New South Wales, Australia	AS	AS02	154641	-34.7515	149.721	-1576139	20171109093000	https://www.theguardian.com/australia-news/2017/nov/09/disabled-mans-death-due-to-service-providers-significant-failings-coroner
705276643	20161109	201611	2016	2016.8466	AUS	AUSTRALIA	AUS																		1	0831	083	08	2	5.0	4	1	4	1.77215189873417	4	Ballarat, Victoria, Australia	AS	AS07	5377	-37.5627	143.863	-1557125	0								4	Ballarat, Victoria, Australia	AS	AS07	5377	-37.5627	143.863	-1557125	20171109093000	http://www.thecourier.com.au/story/5045322/art-gallery-of-ballarat-to-undertake-exhaustive-search-for-director/
705276644	20161109	201611	2016	2016.8466	AUS	AUSTRALIA	AUS								COP	PRISON						COP			1	010	010	01	1	0.0	2	1	2	-6.32411067193676	4	Goulburn, New South Wales, Australia	AS	AS02	154641	-34.7515	149.721	-1576139	4	Goulburn, New South Wales, Australia	AS	AS02	154641	-34.7515	149.721	-1576139	4	Goulburn, New South Wales, Australia	AS	AS02	154641	-34.7515	149.721	-1576139	20171109093000	https://www.theguardian.com/australia-news/2017/nov/09/disabled-mans-death-due-to-service-providers-significant-failings-coroner
705276645	20161109	201611	2016	2016.8466	BUS	COMPANIES						BUS			JPN	JAPAN	JPN								1	043	043	04	1	2.8	10	1	10	-3.7243947858473	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171109093000	https://www.japantimes.co.jp/?post_type=news&p=1301783
705276646	20161109	201611	2016	2016.8466	BUS	BUSINESS						BUS			MNCJPN	PANASONIC	JPN					MNC			0	042	042	04	1	1.9	5	1	5	0.61412487205732	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171109093000	http://www.rediff.com/business/report/pix-how-delhi-is-battling-with-toxic-smog/20171109.htm
705276647	20161109	201611	2016	2016.8466	COP	PRISON						COP			AUS	AUSTRALIA	AUS								1	0841	084	08	2	7.0	2	1	2	-6.32411067193676	4	Goulburn, New South Wales, Australia	AS	AS02	154641	-34.7515	149.721	-1576139	4	Goulburn, New South Wales, Australia	AS	AS02	154641	-34.7515	149.721	-1576139	4	Goulburn, New South Wales, Australia	AS	AS02	154641	-34.7515	149.721	-1576139	20171109093000	https://www.theguardian.com/australia-news/2017/nov/09/disabled-mans-death-due-to-service-providers-significant-failings-coroner
705276648	20161109	201611	2016	2016.8466	GBR	UNITED KINGDOM	GBR								IGOEUREEC	THE EU	EUR	EEC				IGO			1	030	030	03	1	4.0	3	1	3	-1.0178117048346	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20171109093000	https://www.theguardian.com/politics/blog/live/2017/nov/09/theresa-may-under-pressure-to-replace-patel-with-brexit-enthusiast-politics-live
