704076121	20161105	201611	2016	2016.8356											COP	POLICE OFFICER						COP			1	190	190	19	4	-10.0	10	1	10	-4.23634336677815	0								4	Baringo, Rift Valley, Kenya	KE	KE08	18585	0.633458	36.257	-2257004	4	Baringo, Rift Valley, Kenya	KE	KE08	18585	0.633458	36.257	-2257004	20171105133000	http://www.nation.co.ke/newsplex/police-on-police-killings-Kenya/2718262-4173992-fw7jnxz/
704076122	20161105	201611	2016	2016.8356	BRA	BRAZIL	BRA								JPN	JAPAN	JPN								1	042	042	04	1	1.9	3	1	3	3.1496062992126	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20171105133000	https://www.gpupdate.net/en/f1-news/360637/wet-brazilian-gp-better-for-rbr-verstappen/
704076123	20161105	201611	2016	2016.8356	COP	POLICE						COP			GOVCOP	INSPECTOR GENERAL						GOV	COP		0	043	043	04	1	2.8	5	1	5	-4.23634336677815	4	Baringo, Rift Valley, Kenya	KE	KE08	18585	0.633458	36.257	-2257004	4	Baringo, Rift Valley, Kenya	KE	KE08	18585	0.633458	36.257	-2257004	4	Baringo, Rift Valley, Kenya	KE	KE08	18585	0.633458	36.257	-2257004	20171105133000	http://www.nation.co.ke/newsplex/police-on-police-killings-Kenya/2718262-4173992-fw7jnxz/
704076124	20161105	201611	2016	2016.8356	GBR	UNITED KINGDOM	GBR								JOR	JORDAN	JOR								1	042	042	04	1	1.9	6	1	2	1.61579892280072	4	Kingsnorth, Kent, United Kingdom	UK	UKG5	40117	51.1	0.85	-2600176	4	Kingsnorth, Kent, United Kingdom	UK	UKG5	40117	51.1	0.85	-2600176	4	Kingsnorth, Kent, United Kingdom	UK	UKG5	40117	51.1	0.85	-2600176	20171105133000	http://www.eadt.co.uk:80/what-s-on/strictly-is-going-too-west-end-dancers-james-and-ola-jordan-on-the-changes-they-d-make-1-5265575
704076125	20161105	201611	2016	2016.8356	GBR	UNITED KINGDOM	GBR								JOR	JORDAN	JOR								1	042	042	04	1	1.9	2	1	2	1.61579892280072	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20171105133000	http://www.eadt.co.uk:80/what-s-on/strictly-is-going-too-west-end-dancers-james-and-ola-jordan-on-the-changes-they-d-make-1-5265575
704076126	20161105	201611	2016	2016.8356	GOVCOP	INSPECTOR GENERAL						GOV	COP		COP	POLICE						COP			0	042	042	04	1	1.9	5	1	5	-4.23634336677815	4	Baringo, Rift Valley, Kenya	KE	KE08	18585	0.633458	36.257	-2257004	4	Baringo, Rift Valley, Kenya	KE	KE08	18585	0.633458	36.257	-2257004	4	Baringo, Rift Valley, Kenya	KE	KE08	18585	0.633458	36.257	-2257004	20171105133000	http://www.nation.co.ke/newsplex/police-on-police-killings-Kenya/2718262-4173992-fw7jnxz/
704076127	20161105	201611	2016	2016.8356	JOR	JORDAN	JOR								GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	8	1	2	1.61579892280072	4	Kingsnorth, Kent, United Kingdom	UK	UKG5	40117	51.1	0.85	-2600176	4	Kingsnorth, Kent, United Kingdom	UK	UKG5	40117	51.1	0.85	-2600176	4	Kingsnorth, Kent, United Kingdom	UK	UKG5	40117	51.1	0.85	-2600176	20171105133000	http://www.eadt.co.uk:80/what-s-on/strictly-is-going-too-west-end-dancers-james-and-ola-jordan-on-the-changes-they-d-make-1-5265575
704076128	20161105	201611	2016	2016.8356	JPN	JAPAN	JPN								BRA	BRAZIL	BRA								1	043	043	04	1	2.8	3	1	3	3.1496062992126	1	Japan	JA	JA		36	138	JA	1	Brazil	BR	BR		-10	-55	BR	1	Japan	JA	JA		36	138	JA	20171105133000	https://www.gpupdate.net/en/f1-news/360637/wet-brazilian-gp-better-for-rbr-verstappen/
704076129	20171006	201710	2017	2017.7562											AFG	AFGHANISTAN	AFG								1	061	061	06	2	6.4	2	1	2	1.95530726256983	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171105133000	http://www.khaama.com/afghanistan-india-trade-via-chabahar-not-against-pakistan-pak-fo-03777
704076130	20171006	201710	2017	2017.7562	IRN	IRAN	IRN								AFG	AFGHANISTAN	AFG								1	061	061	06	2	6.4	4	1	4	1.95530726256983	4	Chabahar, Sistan va Baluchestan, Iran	IR	IR04	40918	25.2919	60.643	-3055106	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171105133000	http://www.khaama.com/afghanistan-india-trade-via-chabahar-not-against-pakistan-pak-fo-03777
704076131	20171006	201710	2017	2017.7562	IRN	IRAN	IRN								AFG	AFGHANISTAN	AFG								1	061	061	06	2	6.4	2	1	2	1.95530726256983	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	India	IN	IN		20	77	IN	20171105133000	http://www.khaama.com/afghanistan-india-trade-via-chabahar-not-against-pakistan-pak-fo-03777
704076132	20171029	201710	2017	2017.8192	GOV	PRESIDENT						GOV			KOR	SOUTH KOREA	KOR								0	042	042	04	1	1.9	4	1	4	-0.69524913093859	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171105133000	http://www.koreatimes.co.kr/www/opinion/2017/11/197_238811.html
704076133	20171029	201710	2017	2017.8192	KOR	SOUTH KOREA	KOR								GOV	PRESIDENT						GOV			0	043	043	04	1	2.8	4	1	4	-0.69524913093859	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171105133000	http://www.koreatimes.co.kr/www/opinion/2017/11/197_238811.html
704076134	20171029	201710	2017	2017.8192	KOR	SOUTH KOREA	KOR								KORGOV	SOUTH KOREA	KOR					GOV			0	043	043	04	1	2.8	1	1	1	-0.69524913093859	1	China	CH	CH		35	105	CH	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171105133000	http://www.koreatimes.co.kr/www/opinion/2017/11/197_238811.html
704076135	20171029	201710	2017	2017.8192	KORGOV	SOUTH KOREA	KOR					GOV			KOR	SOUTH KOREA	KOR								0	042	042	04	1	1.9	1	1	1	-0.69524913093859	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	China	CH	CH		35	105	CH	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171105133000	http://www.koreatimes.co.kr/www/opinion/2017/11/197_238811.html
