705199772	20161109	201611	2016	2016.8466	BUS	COMPANY						BUS													0	0311	031	03	1	5.2	5	1	5	2.74135876042908	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171109030000	http://vietnamnews.vn/life-style/417159/new-animation-movie-stirs-up-patriotism.html
705199773	20161109	201611	2016	2016.8466	GBR	SCOTLAND	GBR								sco	SCOTTISH			sco						1	010	010	01	1	0.0	7	1	7	-3.30250990752973	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20171109030000	http://www.bbc.com/news/uk-scotland-41915165
705199774	20161109	201611	2016	2016.8466	GOV	GOVERNMENT						GOV													0	083	083	08	2	5.0	5	1	5	-2.23752151462995	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	0								4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20171109030000	https://timesofindia.indiatimes.com/business/international-business/preview-sri-lanka-budget-likely-to-target-exports-fiscal-consolidation/articleshow/61570331.cms
705199775	20161109	201611	2016	2016.8466	IRN	IRANIAN	IRN								REL	PILGRIM									1	042	042	04	1	1.9	10	1	10	-0.36764705882353	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109030000	https://www.dawn.com/news/1369380
705199776	20161109	201611	2016	2016.8466	LEG	LEGISLATURE						LEG			USA	NEW MEXICO	USA								0	020	020	02	1	3.0	10	5	10	-0.046728971962618	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20171109030000	http://www.macon.com/news/politics-government/national-politics/article183547036.html
705199777	20161109	201611	2016	2016.8466	NOR	NORWAY	NOR								USAMED	REUTERS	USA					MED			1	010	010	01	1	0.0	3	1	3	-2.08333333333333	1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	20171109030000	http://www.rigzone.com/news/wire/minister_norway_expects_510_new_oil_gas_field_development_plans_in_2018-08-nov-2017-152391-article
705199778	20161109	201611	2016	2016.8466	REL	PILGRIM									IRN	IRANIAN	IRN								1	043	043	04	1	2.8	10	1	10	-0.36764705882353	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109030000	https://www.dawn.com/news/1369380
705199779	20171010	201710	2017	2017.7671											PHL	PHILIPPINE	PHL								0	173	173	17	4	-5.0	4	1	4	-2.75229357798165	0								4	Awang, Maguindanao, Philippines	RP	RP56	67175	7.15306	124.221	-2409369	4	Awang, Maguindanao, Philippines	RP	RP56	67175	7.15306	124.221	-2409369	20171109030000	http://news.abs-cbn.com/business/11/09/17/govt-seeks-faster-selection-of-mrt-maintenance-provider
705199780	20171010	201710	2017	2017.7671	BUS	BUSINESS						BUS			CRM	FELON						CRM			1	1823	182	18	4	-10.0	10	1	10	-6.18101545253863	3	Coconino County, Arizona, United States	US	USAZ	AZ005	36.0833	-112.134	25443	3	Coconino County, Arizona, United States	US	USAZ		36.0833	-112.134	25443	3	Coconino County, Arizona, United States	US	USAZ		36.0833	-112.134	25443	20171109030000	http://www.azcentral.com/story/news/local/glendale-breaking/2017/11/08/glendale-kindergarten-teacher-cathryn-gorospe-stabbed-death-police-say/846586001/
705199781	20171010	201710	2017	2017.7671	BUS	INDUSTRY						BUS			GOVMIL	MINIST OF DEFENCE						GOV	MIL		0	040	040	04	1	1.0	5	1	5	-0.220264317180613	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171109030000	http://idrw.org/indian-army-builds-defence-against-outdated-technology/
705199782	20171010	201710	2017	2017.7671	BUS	BUSINESS						BUS			MED	MEDIA						MED			1	1823	182	18	4	-10.0	2	1	2	-6.18101545253863	3	Tempe, Arizona, United States	US	USAZ	AZ013	33.4148	-111.909	12233	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20171109030000	http://www.azcentral.com/story/news/local/glendale-breaking/2017/11/08/glendale-kindergarten-teacher-cathryn-gorospe-stabbed-death-police-say/846586001/
705199783	20171010	201710	2017	2017.7671	BUS	BUSINESS						BUS			MED	MEDIA						MED			1	1823	182	18	4	-10.0	8	1	8	-6.18101545253863	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20171109030000	http://www.azcentral.com/story/news/local/glendale-breaking/2017/11/08/glendale-kindergarten-teacher-cathryn-gorospe-stabbed-death-police-say/846586001/
705199784	20171010	201710	2017	2017.7671	BUSBUS	BUSINESS						BUS	BUS		BUS	BUSINESS						BUS			1	0311	031	03	1	5.2	2	1	2	2.38589211618258	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20171109030000	http://vietnamnews.vn/economy/417138/vn-ceos-brimming-with-confidence-survey.html
