703910275	20161104	201611	2016	2016.8329	CHN	CHINESE	CHN								GOV	PRESIDENT						GOV			1	070	070	07	2	7.0	10	1	10	0.97402597402597	1	Iraq	IZ	IZ		33	44	IZ	1	China	CH	CH		35	105	CH	1	Iraq	IZ	IZ		33	44	IZ	20171104161500	http://www.tribune.net.ph/nation/mega-drug-rehab-center-making-a-difference-in-many-lives-exec
703910276	20161104	201611	2016	2016.8329	GOV	PRESIDENT						GOV													0	051	051	05	1	3.4	2	1	2	-2.45799626633479	4	San Ildefonso, Castilla y LeóP, Spain	SP	SP55	25820	40.9018	-4.00685	-400817	0								4	San Ildefonso, Castilla y LeóP, Spain	SP	SP55	25820	40.9018	-4.00685	-400817	20171104161500	http://www.sfreporter.com/news/coverstories/2017/09/12/under-protest/
703910277	20161104	201611	2016	2016.8329	GOV	PRESIDENT						GOV													0	051	051	05	1	3.4	3	1	3	-2.45799626633479	3	Albuquerque, New Mexico, United States	US	USNM	NM001	35.0845	-106.651	928679	0								4	San Ildefonso, Castilla y LeóP, Spain	SP	SP55	25820	40.9018	-4.00685	-400817	20171104161500	http://www.sfreporter.com/news/coverstories/2017/09/12/under-protest/
703910278	20161104	201611	2016	2016.8329	GOV	GOVERNMENT						GOV													0	131	131	13	3	-5.8	5	1	5	-0.20661157024793	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20171104161500	http://www.adelaidenow.com.au/news/south-australia/liberals-reveal-plan-to-fix-south-australias-broken-natural-resources-management-scheme/news-story/4b4ee868e9b3a1d950640ccfd78eca2d?nk=70943d8f12103a9537bf47c36f5a6d36-1509811393
703910279	20161104	201611	2016	2016.8329	KWT	KUWAIT	KWT								KWTGOV	KUWAIT	KWT					GOV			1	084	084	08	2	7.0	2	1	2	3.57142857142857	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20171104161500	https://me-confidential.com/17442-kuwait-islands-project-to-get-under-way-with-160-billion.html
703910280	20171005	201710	2017	2017.7534											LEG	CONGRESS						LEG			1	046	046	04	1	7.0	10	1	10	2.23713646532439	0								4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	20171104161500	http://www.news18.com/news/politics/gujarat-elections-congress-to-take-call-on-patel-quota-by-next-week-says-patidar-committee-1567285.html
703910281	20171005	201710	2017	2017.7534	COP	POLICE						COP			JUD	ATTORNEY						JUD			0	173	173	17	4	-5.0	10	1	10	-8.71143375680581	1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	20171104161500	https://www.newsday.com/long-island/crime/fentanyl-drug-bust-da-police-1.14754952
703910282	20171005	201710	2017	2017.7534	GOV	AUTHORITIES						GOV			USA	DELAWARE	USA								1	1121	112	11	3	-2.0	10	1	10	-7.05128205128205	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20171104161500	https://www.washingtonpost.com/local/delaware-carjacking-suspect-arrested-in-maryland/2017/11/04/6fc59b9e-c177-11e7-9294-705f80164f6e_story.html
703910283	20171005	201710	2017	2017.7534	GOV	AUTHORITIES						GOV			USA	DELAWARE	USA								1	1121	112	11	3	-2.0	4	2	4	-7.97101449275362	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20171104161500	http://www.lmtonline.com/news/crime/article/Delaware-carjacking-suspect-arrested-in-Maryland-12331852.php
703910284	20171005	201710	2017	2017.7534	GOV	AUTHORITIES						GOV			USA	DELAWARE	USA								1	1121	112	11	3	-2.0	6	1	6	-7.53424657534247	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20171104161500	https://www.seattletimes.com/nation-world/delaware-carjacking-suspect-arrested-in-maryland/
703910285	20171005	201710	2017	2017.7534	GOV	AUTHORITIES						GOV			USA	DELAWARE	USA								1	1121	112	11	3	-2.0	20	3	20	-7.88366090927139	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20171104161500	http://www.lmtonline.com/news/crime/article/Delaware-carjacking-suspect-arrested-in-Maryland-12331852.php
703910286	20171005	201710	2017	2017.7534	GOV	AUTHORITIES						GOV			USA	MARYLAND	USA								1	173	173	17	4	-5.0	10	2	10	-7.3410607657183	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20171104161500	https://www.seattletimes.com/nation-world/delaware-carjacking-suspect-arrested-in-maryland/
703910287	20171005	201710	2017	2017.7534	LEG	CONGRESS						LEG													1	046	046	04	1	7.0	10	1	10	2.23713646532439	4	Gandhinagar, Gujarat, India	IN	IN09	17645	23.2167	72.6833	-2095816	0								4	Gandhinagar, Gujarat, India	IN	IN09	17645	23.2167	72.6833	-2095816	20171104161500	http://www.news18.com/news/politics/gujarat-elections-congress-to-take-call-on-patel-quota-by-next-week-says-patidar-committee-1567285.html
703910288	20171005	201710	2017	2017.7534	LEG	SENATE						LEG			balSEP	BALOCH			bal			SEP			1	051	051	05	1	3.4	10	1	10	-4.73933649289099	4	Quetta, Balochistan, Pakistan	PK	PK02	23627	30.199	67.0097	-2772048	4	Quetta, Balochistan, Pakistan	PK	PK02	23627	30.199	67.0097	-2772048	4	Quetta, Balochistan, Pakistan	PK	PK02	23627	30.199	67.0097	-2772048	20171104161500	https://tribune.com.pk/story/1549806/1-senate-welcomes-release-baloch-rebel-commander-dr-allah-nazars-family/
703910289	20171005	201710	2017	2017.7534	USA	UNITED STATES	USA																		1	023	023	02	1	3.4	4	1	4	-5.68181818181818	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20171104161500	http://wamc.org/post/massachusetts-looks-reverse-spike-deaths-train
703910290	20171028	201710	2017	2017.8164	GOV	PRESIDENT						GOV			JPNELIGOV	SHINZO ABE	JPN					ELI	GOV		0	071	071	07	2	7.4	10	1	10	0.29717682020802	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171104161500	http://www.tribune.net.ph/nation/no-repeat-of-yolanda-mistakes-in-marawi-rehab-vows-ejercito
