705302347	20071112	200711	2007	2007.8548	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	061	061	06	2	6.4	8	1	8	2.40174672489084	1	China	CH	CH		35	105	CH	2	Alaska, United States	US	USAK		61.385	-152.268	AK	1	China	CH	CH		35	105	CH	20171109110000	http://news.xinhuanet.com/english/2017-11/09/c_136740329.htm
705302348	20071112	200711	2007	2007.8548	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	061	061	06	2	6.4	2	1	2	2.40174672489084	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171109110000	http://news.xinhuanet.com/english/2017-11/09/c_136740329.htm
705302349	20161109	201611	2016	2016.8466											ZWE	ZIMBABWE	ZWE								1	063	063	06	2	7.4	8	1	8	-4.12621359223301	0								4	Bedworth, Warwickshire, United Kingdom	UK	UKP3	40136	52.4667	-1.46667	-2589560	4	Bedworth, Warwickshire, United Kingdom	UK	UKP3	40136	52.4667	-1.46667	-2589560	20171109110000	http://www.hinckleytimes.net/news/local-news/hinckley-family-face-being-torn-13874148
705302350	20161109	201611	2016	2016.8466	EDU	STUDENT						EDU													1	023	023	02	1	3.4	5	1	5	0.88790233074362	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20171109110000	http://dailybruin.com/2017/11/08/uclas-caps-should-receive-more-funding-to-accommodate-student-needs/
705302351	20161109	201611	2016	2016.8466	GBR	UNITED KINGDOM	GBR								GBRGOV	UNITED KINGDOM	GBR					GOV			0	042	042	04	1	1.9	1	1	1	0.81190798376184	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20171109110000	http://www.scmp.com/culture/books/article/2119191/future-myanmars-irrawaddy-literary-festival-thrown-doubt-after
705302352	20161109	201611	2016	2016.8466	GBR	UNITED KINGDOM	GBR								GBRGOV	UNITED KINGDOM	GBR					GOV			0	042	042	04	1	1.9	1	1	1	0.81190798376184	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	1	Hong Kong	HK	HK		22.25	114.166667	HK	20171109110000	http://www.scmp.com/culture/books/article/2119191/future-myanmars-irrawaddy-literary-festival-thrown-doubt-after
705302353	20161109	201611	2016	2016.8466	GBRGOV	UNITED KINGDOM	GBR					GOV			GBR	UNITED KINGDOM	GBR								0	043	043	04	1	2.8	1	1	1	0.81190798376184	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20171109110000	http://www.scmp.com/culture/books/article/2119191/future-myanmars-irrawaddy-literary-festival-thrown-doubt-after
705302354	20161109	201611	2016	2016.8466	GBRGOV	UNITED KINGDOM	GBR					GOV			GBR	UNITED KINGDOM	GBR								0	043	043	04	1	2.8	1	1	1	0.81190798376184	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	1	Hong Kong	HK	HK		22.25	114.166667	HK	20171109110000	http://www.scmp.com/culture/books/article/2119191/future-myanmars-irrawaddy-literary-festival-thrown-doubt-after
705302355	20161109	201611	2016	2016.8466	MIL	AIR FORCE						MIL			USA	CALIFORNIA	USA								1	043	043	04	1	2.8	6	1	6	1.13636363636364	3	Vandenberg Air Force Base, California, United States	US	USCA	CA083	34.559	-120.545	2512497	2	California, United States	US	USCA		36.17	-119.746	CA	3	Vandenberg Air Force Base, California, United States	US	USCA		34.559	-120.545	2512497	20171109110000	http://www.moneycontrol.com/news/world/send-your-name-to-mars-over-one-lakh-indians-register-for-nasa-programme-2433661.html
705302356	20161109	201611	2016	2016.8466	SWE	SWEDEN	SWE								USA	UNITED STATES	USA								1	050	050	05	1	3.5	2	1	2	-1.21457489878543	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171109110000	https://www.yahoo.com/news/sweden-picks-us-patriot-missile-system-over-european-211501411.html
705302357	20161109	201611	2016	2016.8466	SWE	STOCKHOLM	SWE								USA	WASHINGTON	USA								1	050	050	05	1	3.5	6	1	6	-1.21457489878543	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171109110000	https://www.yahoo.com/news/sweden-picks-us-patriot-missile-system-over-european-211501411.html
705302358	20161109	201611	2016	2016.8466	SWE	STOCKHOLM	SWE								USA	WASHINGTON	USA								1	057	057	05	1	8.0	8	1	8	-1.21457489878543	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20171109110000	https://www.yahoo.com/news/sweden-picks-us-patriot-missile-system-over-european-211501411.html
705302359	20161109	201611	2016	2016.8466	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	4	1	4	1.13636363636364	3	Vandenberg Air Force Base, California, United States	US	USCA	CA083	34.559	-120.545	2512497	0								3	Vandenberg Air Force Base, California, United States	US	USCA		34.559	-120.545	2512497	20171109110000	http://www.moneycontrol.com/news/world/send-your-name-to-mars-over-one-lakh-indians-register-for-nasa-programme-2433661.html
705302360	20161109	201611	2016	2016.8466	USA	UNITED STATES	USA																		0	173	173	17	4	-5.0	1	1	1	-5.84380120152922	3	Trump Tower, New York, United States	US	USNY	NY061	40.7625	-73.9744	2083283	0								3	Trump Tower, New York, United States	US	USNY		40.7625	-73.9744	2083283	20171109110000	https://www.newyorker.com/news/news-desk/listening-to-what-trumps-accusers-have-told-us
705302361	20161109	201611	2016	2016.8466	USA	CALIFORNIA	USA								MIL	AIR FORCE						MIL			1	042	042	04	1	1.9	6	1	6	1.13636363636364	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171109110000	http://www.moneycontrol.com/news/world/send-your-name-to-mars-over-one-lakh-indians-register-for-nasa-programme-2433661.html
705302362	20161109	201611	2016	2016.8466	USA	UNITED STATES	USA								SWE	SWEDEN	SWE								1	050	050	05	1	3.5	2	1	2	-1.21457489878543	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171109110000	https://www.yahoo.com/news/sweden-picks-us-patriot-missile-system-over-european-211501411.html
705302363	20161109	201611	2016	2016.8466	USA	WASHINGTON	USA								SWE	STOCKHOLM	SWE								1	050	050	05	1	3.5	6	1	6	-1.21457489878543	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171109110000	https://www.yahoo.com/news/sweden-picks-us-patriot-missile-system-over-european-211501411.html
705302364	20161109	201611	2016	2016.8466	USA	UNITED STATES	USA								SWE	SWEDEN	SWE								1	057	057	05	1	8.0	2	1	2	-1.21457489878543	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20171109110000	https://www.yahoo.com/news/sweden-picks-us-patriot-missile-system-over-european-211501411.html
705302365	20161109	201611	2016	2016.8466	USA	WASHINGTON	USA								SWE	STOCKHOLM	SWE								1	057	057	05	1	8.0	6	1	6	-1.21457489878543	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20171109110000	https://www.yahoo.com/news/sweden-picks-us-patriot-missile-system-over-european-211501411.html
705302366	20171010	201710	2017	2017.7671	EDU	SCHOLAR						EDU													0	128	128	12	3	-5.0	3	1	3	-5.42483660130719	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109110000	http://www.dailymail.co.uk/news/article-5065599/Former-Lebanese-PM-Saad-Hariri-HELD-Saudi-Arabia.html
705302367	20171010	201710	2017	2017.7671	EDU	SCHOLAR						EDU			SAU	SAUDI ARABIA	SAU								0	128	128	12	3	-5.0	1	1	1	-5.42483660130719	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109110000	http://www.dailymail.co.uk/news/article-5065599/Former-Lebanese-PM-Saad-Hariri-HELD-Saudi-Arabia.html
705302368	20171010	201710	2017	2017.7671	EDU	SCHOLAR						EDU			SAU	SAUDI ARABIA	SAU								0	128	128	12	3	-5.0	1	1	1	-5.42483660130719	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171109110000	http://www.dailymail.co.uk/news/article-5065599/Former-Lebanese-PM-Saad-Hariri-HELD-Saudi-Arabia.html
