704501960	20161107	201611	2016	2016.8411											COP	SECURITY FORCE						COP			0	190	190	19	4	-10.0	10	1	10	-6.5	0								4	Muzaffarabad, Punjab, Pakistan	PK	PK04	23670	30.1338	71.3685	-2762834	4	Muzaffarabad, Punjab, Pakistan	PK	PK04	23670	30.1338	71.3685	-2762834	20171107023000	http://www.dnaindia.com/india/report-dna-exclusive-pakistan-terror-apparatus-planning-strikes-to-derail-talks-in-valley-2558204
704501961	20161107	201611	2016	2016.8411	COP	SECURITY FORCE						COP													0	190	190	19	4	-10.0	10	1	10	-6.5	4	Muzaffarabad, Punjab, Pakistan	PK	PK04	23670	30.1338	71.3685	-2762834	0								4	Muzaffarabad, Punjab, Pakistan	PK	PK04	23670	30.1338	71.3685	-2762834	20171107023000	http://www.dnaindia.com/india/report-dna-exclusive-pakistan-terror-apparatus-planning-strikes-to-derail-talks-in-valley-2558204
704501962	20161107	201611	2016	2016.8411	CVL	TRAVELLER						CVL			GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	10	1	10	1.3986013986014	4	Farnborough, Warwickshire, United Kingdom	UK	UKP3	40135	52.1333	-1.36667	-2595946	4	Farnborough, Warwickshire, United Kingdom	UK	UKP3	40135	52.1333	-1.36667	-2595946	4	Farnborough, Warwickshire, United Kingdom	UK	UKP3	40135	52.1333	-1.36667	-2595946	20171107023000	http://www.traveller.com.au/emirates-receives-its-100th-a380-superjumbo-as-airbus-hopes-for-new-deal-gzg81s
704501963	20161107	201611	2016	2016.8411	GBR	UNITED KINGDOM	GBR								CVL	TRAVELLER						CVL			1	036	036	03	1	4.0	10	1	10	1.3986013986014	4	Farnborough, Warwickshire, United Kingdom	UK	UKP3	40135	52.1333	-1.36667	-2595946	4	Farnborough, Warwickshire, United Kingdom	UK	UKP3	40135	52.1333	-1.36667	-2595946	4	Farnborough, Warwickshire, United Kingdom	UK	UKP3	40135	52.1333	-1.36667	-2595946	20171107023000	http://www.traveller.com.au/emirates-receives-its-100th-a380-superjumbo-as-airbus-hopes-for-new-deal-gzg81s
704501964	20161107	201611	2016	2016.8411	JUD	MAGISTRATE						JUD													0	173	173	17	4	-5.0	5	1	5	-2.23880597014925	1	Hong Kong	HK	HK		22.25	114.166667	HK	0								1	Hong Kong	HK	HK		22.25	114.166667	HK	20171107023000	https://www.hongkongfp.com/2017/11/07/hong-kongs-top-court-gives-green-light-democracy-activists-proceed-sentence-appeal/
704501965	20161107	201611	2016	2016.8411	USA	UNITED STATES	USA																		1	012	012	01	1	-0.4	2	1	2	-2.3076923076923	3	Decatur, Illinois, United States	US	USIL	IL115	39.8403	-88.9548	407044	0								3	Decatur, Illinois, United States	US	USIL	IL115	39.8403	-88.9548	407044	20171107023000	http://foxillinois.com/news/local/students-hurting-due-to-lack-of-teacher-applicants
704501966	20171008	201710	2017	2017.7616											NMR	NORTH AMERICA	NMR								0	020	020	02	1	3.0	1	1	1	-2.6875	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171107023000	https://townhall.com/tipsheet/mattvespa/2017/11/06/va-gov-race-va-democrats-are-tumbling-and-crashing-across-the-finish-line-n2405438
704501967	20171008	201710	2017	2017.7616	IGOUNO	UNITED NATIONS		UNO				IGO			MED	MEDIA						MED			1	020	020	02	1	3.0	10	1	10	-4.46194225721785	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	20171107023000	http://www.mvariety.com/cnmi/cnmi-news/editorials/99845-opinion-why-won-t-the-un-tell-us-what-really-reduces-poverty
704501968	20171008	201710	2017	2017.7616	IGOUNO	UNITED NATIONS		UNO				IGO			MED	MEDIA						MED			1	051	051	05	1	3.4	10	1	10	-4.46194225721785	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	20171107023000	http://www.mvariety.com/cnmi/cnmi-news/editorials/99845-opinion-why-won-t-the-un-tell-us-what-really-reduces-poverty
704501969	20171008	201710	2017	2017.7616	IMGSEAMOSASF	ISNILON	SEA			MOS		IMG			PHL	FILIPINO	PHL								0	046	046	04	1	7.0	1	1	1	-9.84455958549218	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	4	Marawi, Marawi, Philippines	RP	RPE1	24272	8.0034	124.284	-2438515	20171107023000	https://www.dawn.com/news/1368862/philippine-troops-kill-11-is-linked-militants-in-marawi
