704947646	20171108	201711	2017	2017.8438											COP	POLICE OFFICER						COP			1	051	051	05	1	3.4	10	1	10	2.18340611353712	0								1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20171108101500	Agerpres news agency in English/BBC Monitoring/(c) BBC
704947647	20171108	201711	2017	2017.8438											CRM	BANDIT						CRM			1	072	072	07	2	8.3	10	1	10	-6.62650602409639	0								4	Wanlaweyn, Shabeellaha Hoose, Somalia	SO	SO14	25697	2.6185	44.8938	-3230450	4	Wanlaweyn, Shabeellaha Hoose, Somalia	SO	SO14	25697	2.6185	44.8938	-3230450	20171108101500	Dhacdo/BBC Monitoring/(c) BBC
704947648	20171108	201711	2017	2017.8438											CRM	BANDIT						CRM			1	112	112	11	3	-2.0	1	1	1	-6.62650602409639	0								4	Wanlaweyn, Shabeellaha Hoose, Somalia	SO	SO14	25697	2.6185	44.8938	-3230450	4	Shabelle, Bay, Somalia	SO	SO04	25670	2.19037	42.8761	-3229145	20171108101500	Dhacdo/BBC Monitoring/(c) BBC
704947649	20171108	201711	2017	2017.8438											CRM	BANDIT						CRM			1	112	112	11	3	-2.0	2	1	2	-6.62650602409639	0								4	Wanlaweyn, Shabeellaha Hoose, Somalia	SO	SO14	25697	2.6185	44.8938	-3230450	4	Wanlaweyn, Shabeellaha Hoose, Somalia	SO	SO14	25697	2.6185	44.8938	-3230450	20171108101500	Dhacdo/BBC Monitoring/(c) BBC
704947650	20171108	201711	2017	2017.8438											GOV	GOVERNOR						GOV			1	040	040	04	1	1.0	10	1	10	-1.63934426229508	0								4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20171108101500	PTI news agency in English/BBC Monitoring/(c) BBC
704947651	20171108	201711	2017	2017.8438											SEP	SEPARATIST						SEP			1	036	036	03	1	4.0	10	1	10	-1.63934426229508	0								4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20171108101500	PTI news agency in English/BBC Monitoring/(c) BBC
704947652	20171108	201711	2017	2017.8438											SOM	MOGADISHU	SOM								0	014	014	01	1	0.0	5	1	5	-6.62650602409639	0								4	Kulmiye, Bay, Somalia	SO	SO04	25669	3.0336	43.7853	-3225568	4	Kulmiye, Bay, Somalia	SO	SO04	25669	3.0336	43.7853	-3225568	20171108101500	Dhacdo/BBC Monitoring/(c) BBC
704947653	20171108	201711	2017	2017.8438											SOM	SOMALIA	SOM								0	014	014	01	1	0.0	2	1	2	-6.62650602409639	0								4	Wanlaweyn, Shabeellaha Hoose, Somalia	SO	SO14	25697	2.6185	44.8938	-3230450	4	Kulmiye, Bay, Somalia	SO	SO04	25669	3.0336	43.7853	-3225568	20171108101500	Dhacdo/BBC Monitoring/(c) BBC
704947654	20171108	201711	2017	2017.8438	AFR	AFRICA	AFR								KENGOV	RAILA ODINGA	KEN					GOV			1	172	172	17	4	-5.0	4	1	4	-3.88059701492537	4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	20171108101500	The Standard, Nairobi/BBC Monitoring/(c) BBC
704947655	20171108	201711	2017	2017.8438	CHE	SWISS	CHE								FRA	FRANCE	FRA								0	040	040	04	1	1.0	2	1	2	-8.04123711340206	4	Vaud, Switzerland (general), Switzerland	SZ	SZ00	26308	46.4779	6.23463	-2552902	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171108101500	Swissinfo website in English/BBC Monitoring/(c) BBC
