705227874	20071112	200711	2007	2007.8548	USA	MAINE	USA								CHN	CHINA	CHN								0	061	061	06	2	6.4	2	1	2	0.32840722495894	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20171109051500	http://en.people.cn/n3/2017/1109/c90000-9290497.html
705227875	20071112	200711	2007	2007.8548	USA	MAINE	USA								CHN	CHINA	CHN								0	061	061	06	2	6.4	5	1	5	0.32840722495894	2	Maine, United States	US	USME		44.6074	-69.3977	ME	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171109051500	http://en.people.cn/n3/2017/1109/c90000-9290497.html
705227876	20161109	201611	2016	2016.8466											TKMMIL	TURKMEN	TKM					MIL			0	190	190	19	4	-10.0	5	1	5	-2.54051686377574	0								4	Ashgabat, Ahal, Turkmenistan	TX	TX01	147325	37.95	58.3833	-2557812	4	Ashgabat, Ahal, Turkmenistan	TX	TX01	147325	37.95	58.3833	-2557812	20171109051500	http://enews.fergananews.com/articles/3059
705227877	20161109	201611	2016	2016.8466											USA	UNITED STATES	USA								0	042	042	04	1	1.9	1	1	1	1.59433126660762	0								3	Middletown, New Jersey, United States	US	USNJ	NJ009	39.2712	-74.7435	878317	3	Middletown, New Jersey, United States	US	USNJ	NJ009	39.2712	-74.7435	878317	20171109051500	http://www.theintell.com/news/20171108/bucks-county-democrats-took-home-surprise-wins-at-county-and-municipal-level-tuesday-night
705227878	20161109	201611	2016	2016.8466											USA	UNITED STATES	USA								0	042	042	04	1	1.9	1	1	1	1.59433126660762	0								3	Middletown, New Jersey, United States	US	USNJ	NJ009	39.2712	-74.7435	878317	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20171109051500	http://www.theintell.com/news/20171108/bucks-county-democrats-took-home-surprise-wins-at-county-and-municipal-level-tuesday-night
705227879	20161109	201611	2016	2016.8466	COP	POLICE						COP			USA	NORTH CAROLINA	USA								0	173	173	17	4	-5.0	8	1	8	-2.31292517006802	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20171109051500	http://www.fox13memphis.com/top-stories/north-carolina-woman-wanted-for-murder-of-her-husband-now-living-in-tipton-county/643847394
705227880	20161109	201611	2016	2016.8466	TKM	TURKMEN	TKM								TKMMIL	TURKMENISTAN	TKM					MIL			0	190	190	19	4	-10.0	2	1	2	-2.54051686377574	4	Ashgabat, Ahal, Turkmenistan	TX	TX01	147325	37.95	58.3833	-2557812	4	Ashgabat, Ahal, Turkmenistan	TX	TX01	147325	37.95	58.3833	-2557812	4	Ashgabat, Ahal, Turkmenistan	TX	TX01	147325	37.95	58.3833	-2557812	20171109051500	http://enews.fergananews.com/articles/3059
705227881	20161109	201611	2016	2016.8466	USA	UNITED STATES	USA																		0	043	043	04	1	2.8	1	1	1	1.59433126660762	3	Middletown, New Jersey, United States	US	USNJ	NJ009	39.2712	-74.7435	878317	0								3	Middletown, New Jersey, United States	US	USNJ	NJ009	39.2712	-74.7435	878317	20171109051500	http://www.theintell.com/news/20171108/bucks-county-democrats-took-home-surprise-wins-at-county-and-municipal-level-tuesday-night
705227882	20161109	201611	2016	2016.8466	USA	UNITED STATES	USA																		0	043	043	04	1	2.8	1	1	1	1.59433126660762	3	Middletown, New Jersey, United States	US	USNJ	NJ009	39.2712	-74.7435	878317	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20171109051500	http://www.theintell.com/news/20171108/bucks-county-democrats-took-home-surprise-wins-at-county-and-municipal-level-tuesday-night
705227883	20161109	201611	2016	2016.8466	USA	UNITED STATES	USA								GOV	CHIEF EXECUTIVE						GOV			0	051	051	05	1	3.4	6	1	6	7.92079207920792	3	Bartholomew County, Indiana, United States	US	USIN	IN005	39.2014	-85.9214	451683	3	Bartholomew County, Indiana, United States	US	USIN		39.2014	-85.9214	451683	3	Bartholomew County, Indiana, United States	US	USIN		39.2014	-85.9214	451683	20171109051500	http://wkkg.com/dsi-honors-several-during-awards-ceremony/
