705095152	20161108	201611	2016	2016.8438											USA	UNITED STATES	USA								1	046	046	04	1	7.0	2	1	2	4.04040404040404	0								3	Metropolitan Museum Of Art, New York, United States	US	USNY		40.7795	-73.9629	957042	3	Metropolitan Museum Of Art, New York, United States	US	USNY		40.7795	-73.9629	957042	20171108191500	http://www.westernmassnews.com/story/36795395/rihanna-amal-clooney-donatella-versace-to-chair-met-gala
705095153	20161108	201611	2016	2016.8438											USA	UNITED STATES	USA								1	046	046	04	1	7.0	1	1	1	4.04040404040404	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	3	Metropolitan Museum Of Art, New York, United States	US	USNY		40.7795	-73.9629	957042	20171108191500	http://www.westernmassnews.com/story/36795395/rihanna-amal-clooney-donatella-versace-to-chair-met-gala
705095154	20161108	201611	2016	2016.8438	GOV	MINISTRY						GOV			NGA	NIGERIA	NGA								1	020	020	02	1	3.0	4	1	4	4.40097799511002	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20171108191500	http://www1.cbn.com/cbnnews/world/2017/november/ministry-launches-campaign-to-win-150-millions-souls-for-jesus-chris
705095155	20161108	201611	2016	2016.8438	IGOUNO	UNITED NATIONS		UNO				IGO			CUB	CUBA	CUB								1	110	110	11	3	-2.0	2	1	2	-5.23321956769056	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20171108191500	http://wtnh.com/2017/11/08/us-votes-against-un-resolution-condemning-us-embargo-on-cuba/
705095156	20161108	201611	2016	2016.8438	IGOUNO	UNITED NATIONS		UNO				IGO			USA	UNITED STATES	USA								1	110	110	11	3	-2.0	8	1	8	-5.23321956769056	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20171108191500	http://wtnh.com/2017/11/08/us-votes-against-un-resolution-condemning-us-embargo-on-cuba/
705095157	20161108	201611	2016	2016.8438	IGOUNO	UNITED NATIONS		UNO				IGO			USAGOV	OBAMA	USA					GOV			1	111	111	11	3	-2.0	10	1	10	-5.23321956769056	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108191500	http://wtnh.com/2017/11/08/us-votes-against-un-resolution-condemning-us-embargo-on-cuba/
705095158	20161108	201611	2016	2016.8438	IRN	IRAN	IRN								REB	REBEL						REB			1	166	166	16	4	-7.0	2	1	2	-2.06794682422452	4	Amman, (JO11), Jordan	JO	JO11	36728	31.95	35.9333	-970362	1	Switzerland	SZ	SZ		47	8	SZ	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171108191500	https://www.swissinfo.ch/eng/reuters/iran-s-velayati-says-east-syria--idlib-to-be-cleared--soon-/43660746
705095159	20161108	201611	2016	2016.8438	IRN	IRAN	IRN								REB	REBEL						REB			1	166	166	16	4	-7.0	8	1	8	-2.06794682422452	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20171108191500	https://www.swissinfo.ch/eng/reuters/iran-s-velayati-says-east-syria--idlib-to-be-cleared--soon-/43660746
705095160	20161108	201611	2016	2016.8438	UAF	GUNMAN						UAF			USA	CALIF	USA								1	120	120	12	3	-4.0	10	1	10	-2.29007633587786	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171108191500	https://world.wng.org/content/fbi_locked_out_of_texas_church_shooter_s_phone
705095161	20161108	201611	2016	2016.8438	UAF	GUNMAN						UAF			USA	CALIF	USA								1	193	193	19	4	-10.0	3	1	3	-2.29007633587786	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171108191500	https://world.wng.org/content/fbi_locked_out_of_texas_church_shooter_s_phone
705095162	20161108	201611	2016	2016.8438	USA	UNITED STATES	USA																		1	046	046	04	1	7.0	2	1	2	4.04040404040404	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								3	Metropolitan Museum Of Art, New York, United States	US	USNY		40.7795	-73.9629	957042	20171108191500	http://www.westernmassnews.com/story/36795395/rihanna-amal-clooney-donatella-versace-to-chair-met-gala
705095163	20161108	201611	2016	2016.8438	USA	UNITED STATES	USA																		0	110	110	11	3	-2.0	8	1	8	-0.45871559633028	3	Jefferson County, Tennessee, United States	US	USTN	TN089	36.0501	-83.4499	1639759	0								3	Jefferson County, Tennessee, United States	US	USTN		36.0501	-83.4499	1639759	20171108191500	http://www.jacksonsun.com/story/life/2017/11/08/woman-pastor-southern-baptist-church-tennessee-faith/840782001/
705095164	20161108	201611	2016	2016.8438	USA	UNITED STATES	USA								UAF	GUNMAN						UAF			1	193	193	19	4	-10.0	2	1	2	-2.29007633587786	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171108191500	https://world.wng.org/content/fbi_locked_out_of_texas_church_shooter_s_phone
705095165	20161108	201611	2016	2016.8438	USA	SOUTH DAKOTA	USA								USACVL	UNITED STATES	USA					CVL			0	120	120	12	3	-4.0	2	1	2	0.44593088071349	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20171108191500	http://www.bhpioneer.com/news/state_news/voters-may-see-cannabis-tobacco-tax-on-state-ballot/article_2f6de676-c4a3-11e7-a334-b76e797d9f80.html
705095166	20161108	201611	2016	2016.8438	USACVL	SOUTH DAKOTA	USA					CVL													0	120	120	12	3	-4.0	6	1	6	0.44593088071349	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	0								2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20171108191500	http://www.bhpioneer.com/news/state_news/voters-may-see-cannabis-tobacco-tax-on-state-ballot/article_2f6de676-c4a3-11e7-a334-b76e797d9f80.html
705095167	20171009	201710	2017	2017.7644											USA	CHARLOTTE	USA								1	040	040	04	1	1.0	10	1	10	-0.80645161290323	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20171108191500	http://wibx950.com/comets-host-charlotte-tonight/
705095168	20171009	201710	2017	2017.7644	BUS	COMPANY						BUS			LAB	EMPLOYEE						LAB			0	112	112	11	3	-2.0	4	1	4	-8.8751487336393	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171108191500	https://gizmodo.com/equifax-and-yahoo-complain-they-are-helpless-against-st-1820256817
705095169	20171009	201710	2017	2017.7644	BUS	COMPANY						BUS			LAB	EMPLOYEE						LAB			0	112	112	11	3	-2.0	6	1	6	-8.8751487336393	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20171108191500	https://gizmodo.com/equifax-and-yahoo-complain-they-are-helpless-against-st-1820256817
705095170	20171009	201710	2017	2017.7644	ESP	MADRID	ESP								LEG	PARLIAMENT						LEG			1	110	110	11	3	-2.0	7	1	7	-10.752688172043	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20171108191500	http://omanobserver.om/travel-chaos-catalan-strike-demands-leaders-release/
705095171	20171009	201710	2017	2017.7644	ESP	SPAIN	ESP								USA	UNITED STATES	USA								0	174	174	17	4	-5.0	8	1	8	-3.29636475662354	1	Spain	SP	SP		40	-4	SP	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20171108191500	https://www.justice.gov/opa/speech/deputy-attorney-general-rosenstein-delivers-remarks-clearing-house-s-2017-annual
705095172	20171009	201710	2017	2017.7644	ESP	SPAIN	ESP								USA	UNITED STATES	USA								0	174	174	17	4	-5.0	2	1	2	-3.29636475662354	1	Spain	SP	SP		40	-4	SP	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	1	Spain	SP	SP		40	-4	SP	20171108191500	https://www.justice.gov/opa/speech/deputy-attorney-general-rosenstein-delivers-remarks-clearing-house-s-2017-annual
705095173	20171009	201710	2017	2017.7644	MNCUSAMED	VERIZON	USA					MNC	MED												1	010	010	01	1	0.0	4	1	4	-5.83657587548638	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171108191500	http://wibqam.com/news/articles/2017/nov/08/former-yahoo-ceo-apologizes-for-data-breach-blames-russians/
705095174	20171009	201710	2017	2017.7644	SYR	SYRIAN	SYR								LEG	PARLIAMENT						LEG			1	057	057	05	1	8.0	2	1	2	0.56179775280899	1	Syria	SY	SY		35	38	SY	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171108191500	https://www.dailysabah.com/world/2017/11/08/syria-not-invited-to-paris-climate-talks-despite-joining-accord
705095175	20171009	201710	2017	2017.7644	SYR	SYRIAN	SYR								LEG	PARLIAMENT						LEG			1	057	057	05	1	8.0	2	1	2	0.56179775280899	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171108191500	https://www.dailysabah.com/world/2017/11/08/syria-not-invited-to-paris-climate-talks-despite-joining-accord
