704421249	20161106	201611	2016	2016.8384	IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			BUS	COMPANY						BUS			1	112	112	11	3	-2.0	2	1	2	-2.85326086956521	4	Prince William, New Brunswick, Canada	CA	CA04	12607	45.9167	-67.0333	-572460	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20171106204500	https://www.aol.com/article/finance/2017/11/06/the-massive-paradise-papers-leak-reveals-how-the-worlds-wealthiest-individuals-and-companies-move-their-money/23268249/
704421250	20161106	201611	2016	2016.8384	JUD	JUDGE						JUD			USAGOV	OBAMA	USA					GOV			1	085	085	08	2	7.0	1	1	1	-3.54430379746835	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20171106204500	http://SOUTHFLORIDAGAYNEWS.COM/Politics/anti-lgbtq-senate-hopeful-wants-judge-who-blocked-trump-s-transgender-military-ban-impeached.html
704421251	20161106	201611	2016	2016.8384	JUD	JUDGE						JUD			USAGOV	OBAMA	USA					GOV			1	085	085	08	2	7.0	3	1	3	-3.54430379746835	2	District of Columbia, United States	US	USDC		38.8964	-77.0262	DC	2	District of Columbia, United States	US	USDC		38.8964	-77.0262	DC	2	District of Columbia, United States	US	USDC		38.8964	-77.0262	DC	20171106204500	http://SOUTHFLORIDAGAYNEWS.COM/Politics/anti-lgbtq-senate-hopeful-wants-judge-who-blocked-trump-s-transgender-military-ban-impeached.html
704421252	20161106	201611	2016	2016.8384	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	3	1	3	-4.54950936663693	3	Franklin County, Missouri, United States	US	USMO	MO071	38.4334	-91.0668	758490	0								3	Franklin County, Missouri, United States	US	USMO		38.4334	-91.0668	758490	20171106204500	http://reason.com/blog/2017/11/06/this-missouri-activist-is-prying-loose-m
704421253	20161106	201611	2016	2016.8384	USA	UNITED STATES	USA																		1	015	015	01	1	0.0	8	2	8	-7.99502610489226	3	Marion High School, Texas, United States	US	USTX	TX201	29.7155	-95.4585	1340959	0								3	Marion High School, Texas, United States	US	USTX		29.7155	-95.4585	1340959	20171106204500	http://www.mysanantonio.com/news/local/article/Student-sues-Marion-ISD-over-sexual-assault-by-12335851.php
704421254	20161106	201611	2016	2016.8384	USA	UNITED STATES	USA																		1	180	180	18	4	-9.0	8	2	8	-7.99502610489226	3	Marion High School, Texas, United States	US	USTX	TX201	29.7155	-95.4585	1340959	0								3	Marion High School, Texas, United States	US	USTX		29.7155	-95.4585	1340959	20171106204500	http://www.mysanantonio.com/news/local/article/Student-sues-Marion-ISD-over-sexual-assault-by-12335851.php
704421255	20161106	201611	2016	2016.8384	USAJUD	UNITED STATES	USA					JUD			USAGOV	OBAMA	USA					GOV			1	085	085	08	2	7.0	1	1	1	-3.54430379746835	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20171106204500	http://SOUTHFLORIDAGAYNEWS.COM/Politics/anti-lgbtq-senate-hopeful-wants-judge-who-blocked-trump-s-transgender-military-ban-impeached.html
704421256	20171007	201710	2017	2017.7589	CAN	CANADA	CAN								JUD	JUDGE						JUD			0	010	010	01	1	0.0	4	1	4	-1.8348623853211	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20171106204500	https://www.nationalobserver.com/2017/11/06/opinion/science-v-religion-and-new-governor-general-under-fire
704421257	20171007	201710	2017	2017.7589	EDU	UNIVERSITY						EDU			GOV	CHIEF MINISTER						GOV			0	051	051	05	1	3.4	5	1	5	4.42477876106195	4	Rajamahendravaram, Andhra Pradesh, India	IN	IN02	17569	16.9833	81.7833	-2108662	4	Rajamahendravaram, Andhra Pradesh, India	IN	IN02	17569	16.9833	81.7833	-2108662	4	Rajamahendravaram, Andhra Pradesh, India	IN	IN02	17569	16.9833	81.7833	-2108662	20171106204500	http://www.thehindu.com/news/national/andhra-pradesh/love-to-learn-venkaiah/article19994651.ece
704421258	20171007	201710	2017	2017.7589	GOV	AUTHORITIES						GOV													1	1712	171	17	4	-9.2	1	1	1	-3.01003344481605	3	Anaheim, California, United States	US	USCA	CA059	33.8353	-117.915	1652663	0								3	Orange County, California, United States	US	USCA		33.7	-117.768	277294	20171106204500	http://beta.latimes.com/local/lanow/la-me-ln-canyon-fire-invesetigationsw-20171106-story.html
704421259	20171007	201710	2017	2017.7589	USA	UNITED STATES	USA																		1	1712	171	17	4	-9.2	2	1	2	-3.01003344481605	3	Orange County, California, United States	US	USCA	CA059	33.7	-117.768	277294	0								3	Orange County, California, United States	US	USCA		33.7	-117.768	277294	20171106204500	http://beta.latimes.com/local/lanow/la-me-ln-canyon-fire-invesetigationsw-20171106-story.html
704421260	20171007	201710	2017	2017.7589	USA	UNITED STATES	USA								GOV	ADMINISTRATION						GOV			0	111	111	11	3	-2.0	2	1	2	-1.9704433497537	2	Puerto Rico, United States	US	USPR		18.2766	-66.335	PR	2	Puerto Rico, United States	US	USPR		18.2766	-66.335	PR	2	Puerto Rico, United States	US	USPR		18.2766	-66.335	PR	20171106204500	http://SOUTHFLORIDAGAYNEWS.COM/World/puerto-rico-s-first-lgbt-monument-undamaged-by-maria.html
704421261	20171007	201710	2017	2017.7589	USA	UNITED STATES	USA								GOV	ADMINISTRATION						GOV			0	111	111	11	3	-2.0	2	1	2	-1.9704433497537	1	Puerto Rico	RQ	RQ		18.2359	-66.4838	RQ	1	Puerto Rico	RQ	RQ		18.2359	-66.4838	RQ	1	Puerto Rico	RQ	RQ		18.2359	-66.4838	RQ	20171106204500	http://SOUTHFLORIDAGAYNEWS.COM/World/puerto-rico-s-first-lgbt-monument-undamaged-by-maria.html
704421262	20171007	201710	2017	2017.7589	USA	UNITED STATES	USA								GOV	AUTHORITIES						GOV			1	1712	171	17	4	-9.2	6	1	6	-3.01003344481605	3	Orange County, California, United States	US	USCA	CA059	33.7	-117.768	277294	3	Anaheim, California, United States	US	USCA	CA059	33.8353	-117.915	1652663	3	Orange County, California, United States	US	USCA		33.7	-117.768	277294	20171106204500	http://beta.latimes.com/local/lanow/la-me-ln-canyon-fire-invesetigationsw-20171106-story.html
704421263	20171007	201710	2017	2017.7589	USAPRI	PUERTO RICAN	USA								GOV	ADMINISTRATION						GOV			0	111	111	11	3	-2.0	1	1	1	-1.9704433497537	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171106204500	http://SOUTHFLORIDAGAYNEWS.COM/World/puerto-rico-s-first-lgbt-monument-undamaged-by-maria.html
704421264	20171007	201710	2017	2017.7589	USAPRI	PUERTO RICAN	USA								GOV	ADMINISTRATION						GOV			0	111	111	11	3	-2.0	1	1	1	-1.9704433497537	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Puerto Rico	RQ	RQ		18.2359	-66.4838	RQ	1	Puerto Rico	RQ	RQ		18.2359	-66.4838	RQ	20171106204500	http://SOUTHFLORIDAGAYNEWS.COM/World/puerto-rico-s-first-lgbt-monument-undamaged-by-maria.html
704421265	20171007	201710	2017	2017.7589	USAPRI	PUERTO RICAN	USA								GOV	ADMINISTRATION						GOV			0	111	111	11	3	-2.0	1	1	1	-1.9704433497537	3	Whitefish, Montana, United States	US	USMT	MT029	48.4111	-114.338	793219	3	Whitefish, Montana, United States	US	USMT	MT029	48.4111	-114.338	793219	3	Whitefish, Montana, United States	US	USMT	MT029	48.4111	-114.338	793219	20171106204500	http://SOUTHFLORIDAGAYNEWS.COM/World/puerto-rico-s-first-lgbt-monument-undamaged-by-maria.html
704421266	20171007	201710	2017	2017.7589	USAPRI	PUERTO RICAN	USA								GOV	ADMINISTRATION						GOV			0	111	111	11	3	-2.0	1	1	1	-1.9704433497537	2	Puerto Rico, United States	US	USPR		18.2766	-66.335	PR	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171106204500	http://SOUTHFLORIDAGAYNEWS.COM/World/puerto-rico-s-first-lgbt-monument-undamaged-by-maria.html
704421267	20171007	201710	2017	2017.7589	USAPRI	PUERTO RICAN	USA								GOV	ADMINISTRATION						GOV			0	111	111	11	3	-2.0	1	1	1	-1.9704433497537	2	Puerto Rico, United States	US	USPR		18.2766	-66.335	PR	2	Puerto Rico, United States	US	USPR		18.2766	-66.335	PR	2	Puerto Rico, United States	US	USPR		18.2766	-66.335	PR	20171106204500	http://SOUTHFLORIDAGAYNEWS.COM/World/puerto-rico-s-first-lgbt-monument-undamaged-by-maria.html
704421268	20171030	201710	2017	2017.8219											CAN	CANADA	CAN								1	080	080	08	2	5.0	2	1	2	-4.94011976047904	0								4	Mount Pearl, Newfoundland, Canada	CA	CA05	12608	47.5167	-52.7833	-569700	4	Mount Pearl, Newfoundland, Canada	CA	CA05	12608	47.5167	-52.7833	-569700	20171106204500	https://www.brandonsun.com/national/breaking-news/an-agony-of-waiting-still-no-answers-in-nl-womans-mysterious-disappearance-455645873.html
