704200834	20171007	201710	2017	2017.7589	USA	NEW YORK	USA								MED	MEDIA						MED			0	112	112	11	3	-2.0	1	1	1	-2.992700729927	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171106031500	http://www.sltrib.com/news/nation-world/2017/11/06/white-house-attacks-legacies-of-both-bush-presidents-after-reports-they-refused-to-vote-for-blowhard-trump/
704200835	20171007	201710	2017	2017.7589	USA	NEW YORK	USA								MED	MEDIA						MED			0	112	112	11	3	-2.0	1	1	1	-2.992700729927	2	New York, United States	US	USNY		42.1497	-74.9384	NY	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171106031500	http://www.sltrib.com/news/nation-world/2017/11/06/white-house-attacks-legacies-of-both-bush-presidents-after-reports-they-refused-to-vote-for-blowhard-trump/
704200836	20171030	201710	2017	2017.8219											GOVEDU	GOVERNMENT						GOV	EDU		0	042	042	04	1	1.9	5	1	5	-4.27661510464058	0								4	Borivli, Maharashtra, India	IN	IN16	70183	19.2333	72.85	-2092265	4	Borivli, Maharashtra, India	IN	IN16	70183	19.2333	72.85	-2092265	20171106031500	http://www.dnaindia.com/mumbai/report-they-took-over-our-city-30-years-ago-2557940
704200837	20171030	201710	2017	2017.8219											GOVEDU	GOVERNMENT						GOV	EDU		0	042	042	04	1	1.9	5	1	5	-4.27661510464058	0								4	Bandra, Maharashtra, India	IN	IN16	70184	19.0667	72.8333	82619	4	Bandra, Maharashtra, India	IN	IN16	70184	19.0667	72.8333	82619	20171106031500	http://www.dnaindia.com/mumbai/report-they-took-over-our-city-30-years-ago-2557940
704200838	20171030	201710	2017	2017.8219											MOS	ISLAMIC				MOS					0	173	173	17	4	-5.0	6	1	6	-8.06223479490806	0								1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20171106031500	http://www.dailymail.co.uk/news/article-5052989/Menacing-handwritten-notes-Sulayman-Khaled-terror-group.html
704200839	20171030	201710	2017	2017.8219	AUS	AUSTRALIA	AUS								MOS	ISLAMIC				MOS					0	173	173	17	4	-5.0	4	1	4	-8.06223479490806	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171106031500	http://www.dailymail.co.uk/news/article-5052989/Menacing-handwritten-notes-Sulayman-Khaled-terror-group.html
704200840	20171030	201710	2017	2017.8219	GOVEDU	GOVERNMENT						GOV	EDU												0	043	043	04	1	2.8	10	1	10	-4.27661510464058	4	Bandra, Maharashtra, India	IN	IN16	70184	19.0667	72.8333	82619	0								4	Bandra, Maharashtra, India	IN	IN16	70184	19.0667	72.8333	82619	20171106031500	http://www.dnaindia.com/mumbai/report-they-took-over-our-city-30-years-ago-2557940
704200841	20171105	201711	2017	2017.8356											IRQ	IRAQ	IRQ								1	1823	182	18	4	-10.0	3	1	3	-8.88888888888889	0								4	Daquq, At Ta'mim, Iraq	IZ	IZ13	123568	35.1392	44.4491	-3111822	4	Daquq, At Ta'mim, Iraq	IZ	IZ13	123568	35.1392	44.4491	-3111822	20171106031500	https://ifex.org/iraq/2017/11/05/violence-kurdish-journalists/
704200842	20171105	201711	2017	2017.8356	GOV	PRIME MINISTER						GOV			SAU	SAUDI	SAU								1	0831	083	08	2	5.0	2	1	2	-5.8252427184466	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171106031500	http://zeenews.india.com/world/lebanon-pm-forced-to-resign-by-saudi-arabia-hezbollah-2054602.html
704200843	20171105	201711	2017	2017.8356	KENGOVMED	NAJIB BALALA	KEN					GOV	MED												1	012	012	01	1	-0.4	10	1	10	-5.23076923076923	4	Kilifi, Coast, Kenya	KE	KE02	18585	-3.63045	39.8499	-2250716	0								4	Kilifi, Coast, Kenya	KE	KE02	18585	-3.63045	39.8499	-2250716	20171106031500	https://www.the-star.co.ke/news/2017/11/06/calling-for-secession-to-remain-relevant-in-politics-a-bad-move_c1664474
704200844	20171105	201711	2017	2017.8356	NGA	PORT HARCOURT	NGA																		0	020	020	02	1	3.0	8	1	8	-3.42342342342343	4	Port Harcourt, Rivers, Nigeria	NI	NI50	191389	4.78917	6.99861	-2025046	0								4	Port Harcourt, Rivers, Nigeria	NI	NI50	191389	4.78917	6.99861	-2025046	20171106031500	http://leadership.ng/2017/11/06/renewed-threats-niger-delta-leaders-ask-terrorists-sheathe-swords/
704200845	20171105	201711	2017	2017.8356	NGOHRIMED	REPORTERS WITHOUT BORDERS						NGO	HRI	MED	IRN	KURDISTAN	IRN								1	051	051	05	1	3.4	10	1	10	-8.88888888888889	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	4	Erbil, Liwa' Irbil, Iraq	IZ	IZ11	123554	36.1926	44.0106	-3106433	20171106031500	https://ifex.org/iraq/2017/11/05/violence-kurdish-journalists/
704200846	20171105	201711	2017	2017.8356	NGOHRIMED	REPORTERS WITHOUT BORDERS						NGO	HRI	MED	IRN	KURDISTAN	IRN								1	051	051	05	1	3.4	10	1	10	-8.88888888888889	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	20171106031500	https://ifex.org/iraq/2017/11/05/violence-kurdish-journalists/
704200847	20171105	201711	2017	2017.8356	NGOHRIMED	REPORTERS WITHOUT BORDERS						NGO	HRI	MED	IRN	KURDISTAN	IRN								1	190	190	19	4	-10.0	20	1	10	-8.88888888888889	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	4	Kirkuk, At Ta'mim, Iraq	IZ	IZ13	123569	35.4681	44.3922	-3107115	20171106031500	https://ifex.org/iraq/2017/11/05/violence-kurdish-journalists/
704200848	20171105	201711	2017	2017.8356	SAU	SAUDI ARABIA	SAU																		1	0831	083	08	2	5.0	6	1	6	-5.8252427184466	1	Syria	SY	SY		35	38	SY	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171106031500	http://zeenews.india.com/world/lebanon-pm-forced-to-resign-by-saudi-arabia-hezbollah-2054602.html
704200849	20171105	201711	2017	2017.8356	SAU	SAUDI ARABIA	SAU								IRN	IRANIAN	IRN								1	0831	083	08	2	5.0	2	1	2	-5.8252427184466	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20171106031500	http://zeenews.india.com/world/lebanon-pm-forced-to-resign-by-saudi-arabia-hezbollah-2054602.html
704200850	20171106	201711	2017	2017.8384											AGR	FARMER						AGR			1	042	042	04	1	1.9	10	1	10	-2.77777777777778	0								1	Burkina Faso	UV	UV		13	-2	UV	1	Burkina Faso	UV	UV		13	-2	UV	20171106031500	http://humanitariannews.org/20171106/cop23-special-burkina-faso-finding-new-paths-through-changing-landscape
704200851	20171106	201711	2017	2017.8384											AUS	SYDNEY	AUS								0	040	040	04	1	1.0	2	1	2	0.37617554858935	0								4	Redfern Park, New South Wales, Australia	AS	AS02	5073	-33.8985	151.21	11357109	4	Redfern Park, New South Wales, Australia	AS	AS02	5073	-33.8985	151.21	11357109	20171106031500	http://www.redwatch.org.au/update/update080930/
704200852	20171106	201711	2017	2017.8384											AUS	AUSTRALIA	AUS								0	043	043	04	1	2.8	2	1	2	-0.61371841155235	0								4	Bondi Beach, New South Wales, Australia	AS	AS02	5114	-33.8902	151.276	-1560360	4	Bondi Beach, New South Wales, Australia	AS	AS02	5114	-33.8902	151.276	-1560360	20171106031500	https://www.racenet.com.au/news/2017-melbourne-cup--davo--the-mock-s-formguide-and-tips-20171106
704200853	20171106	201711	2017	2017.8384											AUS	AUSTRALIA	AUS								0	043	043	04	1	2.8	2	1	2	-0.61371841155235	0								4	Muswellbrook, New South Wales, Australia	AS	AS02	5096	-32.2612	150.89	-1590404	4	Muswellbrook, New South Wales, Australia	AS	AS02	5096	-32.2612	150.89	-1590404	20171106031500	https://www.racenet.com.au/news/2017-melbourne-cup--davo--the-mock-s-formguide-and-tips-20171106
704200854	20171106	201711	2017	2017.8384											AUS	AUSTRALIA	AUS								0	043	043	04	1	2.8	1	1	1	1.05932203389831	0								4	Paupong, New South Wales, Australia	AS	AS02	5083	-36.5833	148.683	-1594179	4	Paupong, New South Wales, Australia	AS	AS02	5083	-36.5833	148.683	-1594179	20171106031500	http://www.abnnewswire.net/press/en/90749/Alt-Resources-Ltd-(ASX-ARS)-Drilling-Confirms-New-Gold-Occurrences-at-Mt-Roberts-Gold-Project-WA-90749.html
704200855	20171106	201711	2017	2017.8384											AUS	AUSTRALIA	AUS								1	051	051	05	1	3.4	3	1	3	1.05932203389831	0								4	Mount Roberts, Queensland, Australia	AS	AS04	40201	-16.95	144.983	11366780	4	Mount Roberts, Queensland, Australia	AS	AS04	40201	-16.95	144.983	11366780	20171106031500	http://www.abnnewswire.net/press/en/90749/Alt-Resources-Ltd-(ASX-ARS)-Drilling-Confirms-New-Gold-Occurrences-at-Mt-Roberts-Gold-Project-WA-90749.html
704200856	20171106	201711	2017	2017.8384											AUS	SYDNEY	AUS								1	057	057	05	1	8.0	3	1	3	2.03045685279188	0								5	Taranaki, Taranaki, New Zealand	NZ	NZF9	22388	-39.3333	174.25	11483308	5	Taranaki, Taranaki, New Zealand	NZ	NZF9	22388	-39.3333	174.25	11483308	20171106031500	http://www.sharechat.co.nz/article/0c7609f5/todd-corp-sells-16-stake-in-maari-manaia-oil-fields-for-us-17-6m.html
704200857	20171106	201711	2017	2017.8384											AUS	AUSTRALIA	AUS								1	100	100	10	3	-5.0	2	1	2	-2.01511335012595	0								4	Buderim, Queensland, Australia	AS	AS04	154693	-26.6844	153.057	-1562338	4	Buderim, Queensland, Australia	AS	AS04	154693	-26.6844	153.057	-1562338	20171106031500	https://www.ipswichadvertiser.com.au/news/theres-a-snake-in-my-bath-deadly-snake-stuck-in-tu/3258198/
704200858	20171106	201711	2017	2017.8384											AUS	AUSTRALIA	AUS								1	100	100	10	3	-5.0	2	1	2	-2.01511335012595	0								4	Toowoomba, Queensland, Australia	AS	AS04	154695	-27.5606	151.954	-1605321	4	Toowoomba, Queensland, Australia	AS	AS04	154695	-27.5606	151.954	-1605321	20171106031500	https://www.ipswichadvertiser.com.au/news/theres-a-snake-in-my-bath-deadly-snake-stuck-in-tu/3258198/
704200859	20171106	201711	2017	2017.8384											AUSEDU	SYDNEY	AUS					EDU			0	051	051	05	1	3.4	6	1	6	0.37617554858935	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171106031500	http://www.redwatch.org.au/update/update080930/
704200860	20171106	201711	2017	2017.8384											BRA	BRAZIL	BRA								1	020	020	02	1	3.0	1	1	1	-1.54639175257732	0								1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20171106031500	https://www.stereogum.com/1970563/os-mutantes-black-gray-asks-melania-trump-to-save-the-world-from-the-president/music/
704200861	20171106	201711	2017	2017.8384											BUS	COMPANY						BUS			0	013	013	01	1	0.4	10	1	10	-3.47985347985348	0								2	North Dakota, United States	US	USND		47.5362	-99.793	ND	2	North Dakota, United States	US	USND		47.5362	-99.793	ND	20171106031500	http://www.pennenergy.com/articles/pennenergy/2017/11/oil-and-gas-dakota-access-builder-and-corps-object-to-tribal-proposal.html
704200862	20171106	201711	2017	2017.8384											BUS	BUSINESS						BUS			1	020	020	02	1	3.0	6	1	6	-3.49344978165939	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20171106031500	http://www.kshb.com/news/local-news/firefighter-injured-business-destroyed-in-3-alarm-fire
704200863	20171106	201711	2017	2017.8384											BUS	COMPANY						BUS			1	036	036	03	1	4.0	10	1	10	-1.22950819672131	0								4	Skhodnya, Moskovskaya Oblast', Russia	RS	RS47	25106	55.9481	37.2978	-3005182	4	Skhodnya, Moskovskaya Oblast', Russia	RS	RS47	25106	55.9481	37.2978	-3005182	20171106031500	https://retail.economictimes.indiatimes.com/news/food-entertainment/food-services/tata-global-beverages-completes-sale-of-russian-subsidiaries/61524343
704200864	20171106	201711	2017	2017.8384											BUS	BUSINESS LEADER						BUS			1	042	042	04	1	1.9	3	1	3	2.45098039215686	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20171106031500	http://southcarolinapublicradio.org/?page=6120
704200865	20171106	201711	2017	2017.8384											BUS	COMPANIES						BUS			1	051	051	05	1	3.4	6	1	6	-3.92156862745098	0								4	Bondo, Nyanza, Kenya	KE	KE07	18585	0.238611	34.2694	-2242431	4	Bondo, Nyanza, Kenya	KE	KE07	18585	0.238611	34.2694	-2242431	20171106031500	https://www.the-star.co.ke/news/2017/11/06/kinyanjui-warns-of-layoffs-if-products-boycott-persists_c1664478
704200866	20171106	201711	2017	2017.8384											BUS	COMPANIES						BUS			1	051	051	05	1	3.4	4	1	4	-3.92156862745098	0								4	Kericho, Central, Kenya	KE	KE01	18585	-0.410736	37.0231	-2249882	4	Kericho, Central, Kenya	KE	KE01	18585	-0.410736	37.0231	-2249882	20171106031500	https://www.the-star.co.ke/news/2017/11/06/kinyanjui-warns-of-layoffs-if-products-boycott-persists_c1664478
704200867	20171106	201711	2017	2017.8384											BUS	COMPANY						BUS			1	111	111	11	3	-2.0	10	1	10	-1.22950819672131	0								4	Skhodnya, Moskovskaya Oblast', Russia	RS	RS47	25106	55.9481	37.2978	-3005182	4	Skhodnya, Moskovskaya Oblast', Russia	RS	RS47	25106	55.9481	37.2978	-3005182	20171106031500	https://retail.economictimes.indiatimes.com/news/food-entertainment/food-services/tata-global-beverages-completes-sale-of-russian-subsidiaries/61524343
704200868	20171106	201711	2017	2017.8384											BUS	BANK						BUS			0	173	173	17	4	-5.0	12	2	12	-9.6045197740113	0								3	Pine Ridge Reservation, South Dakota, United States	US	USSD		43.3551	-102.114	1263144	3	Pine Ridge Reservation, South Dakota, United States	US	USSD		43.3551	-102.114	1263144	20171106031500	http://www.smh.com.au/nsw/wounded-knee-siege-leader-dennis-banks-dies-20171106-gzflyh.html
704200869	20171106	201711	2017	2017.8384											BUSLAB	COMPANY						BUS	LAB		1	043	043	04	1	2.8	3	1	3	1.51057401812689	0								4	Minhang, Shanghai, China	CH	CH23	13243	31.1088	121.375	-1918838	4	Minhang, Shanghai, China	CH	CH23	13243	31.1088	121.375	-1918838	20171106031500	http://www.womenofchina.cn/womenofchina/html1/features/family/1711/1052-1.htm
704200870	20171106	201711	2017	2017.8384											CAN	CANADA	CAN								1	020	020	02	1	3.0	10	1	10	-1.92554557124519	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20171106031500	http://www.680news.com/2017/11/05/owns-twitter-account-comes-employment/
704200871	20171106	201711	2017	2017.8384											CAN	OTTAWA	CAN								1	080	080	08	2	5.0	10	1	10	-4.57227138643067	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20171106031500	http://winnipegsun.com/news/provincial/pallister-makes-a-bad-carbon-tax-bet
704200872	20171106	201711	2017	2017.8384											CAN	CANADIAN	CAN								0	130	130	13	3	-4.4	10	1	10	-1.68471720818291	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20171106031500	http://infotel.ca/newsitem/for-canadians-in-queue-for-long-term-care-spots-waiting-costs-astronomical/it47430
704200873	20171106	201711	2017	2017.8384											CHN	CHINA	CHN								0	042	042	04	1	1.9	2	1	2	4.72527472527472	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Great Wall, China (general), China	CH	CH00	13077	39.9667	119.8	-1930117	20171106031500	http://www.womenofchina.cn/womenofchina/html1/news/newsmakers/1711/997-1.htm
704200874	20171106	201711	2017	2017.8384											CHN	SHANGHAI	CHN								0	042	042	04	1	1.9	5	1	5	4.72527472527472	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171106031500	http://www.womenofchina.cn/womenofchina/html1/news/newsmakers/1711/997-1.htm
704200875	20171106	201711	2017	2017.8384											CHN	CHINA	CHN								1	043	043	04	1	2.8	2	1	2	1.51057401812689	0								4	Minhang, Shanghai, China	CH	CH23	13243	31.1088	121.375	-1918838	4	Minhang, Shanghai, China	CH	CH23	13243	31.1088	121.375	-1918838	20171106031500	http://www.womenofchina.cn/womenofchina/html1/features/family/1711/1052-1.htm
704200876	20171106	201711	2017	2017.8384											CHRLDS	MORMON				CHR	LDS				1	036	036	03	1	4.0	3	1	3	-1.01214574898785	0								3	Salt Lake City, Utah, United States	US	USUT		40.7608	-111.891	1454997	3	Salt Lake City, Utah, United States	US	USUT		40.7608	-111.891	1454997	20171106031500	http://www.sltrib.com/religion/local/2017/11/06/dozens-rally-against-mormon-churchs-lgbtq-policies-at-mass-resignation-event/
704200877	20171106	201711	2017	2017.8384											CHRLDS	MORMON				CHR	LDS				1	051	051	05	1	3.4	10	1	10	-1.01214574898785	0								1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20171106031500	http://www.sltrib.com/religion/local/2017/11/06/dozens-rally-against-mormon-churchs-lgbtq-policies-at-mass-resignation-event/
704200878	20171106	201711	2017	2017.8384											COP	POLICE						COP			0	190	190	19	4	-10.0	2	1	2	-3.37630448127685	0								3	Wilson County, Texas, United States	US	USTX		29.1669	-98.0669	1384032	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171106031500	http://www.themonitor.com/news/state/article_ffd049da-c296-11e7-b458-3bbc5041ae03.html
704200879	20171106	201711	2017	2017.8384											CRM	PIRATE						CRM			0	042	042	04	1	1.9	2	1	2	-5.04347826086956	0								1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20171106031500	http://www.news.com.au/travel/travel-updates/incidents/belgian-backpacker-who-died-had-just-arrived/news-story/47370dd2e7dec9d20b596bb5f3d579ae
704200880	20171106	201711	2017	2017.8384											CVL	CITIZEN						CVL			1	020	020	02	1	3.0	10	1	10	-1.69491525423728	0								2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20171106031500	http://theconversation.com/why-social-media-may-not-be-so-good-for-democracy-86285
704200881	20171106	201711	2017	2017.8384											CVL	COMMUNITY						CVL			0	040	040	04	1	1.0	12	1	10	0.37617554858935	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171106031500	http://www.redwatch.org.au/update/update080930/
704200882	20171106	201711	2017	2017.8384											CVL	COMMUNITY						CVL			0	040	040	04	1	1.0	10	1	10	-2.17391304347826	0								4	Midale, Saskatchewan, Canada	CA	CA11	12794	49.4	-103.4	-569236	4	Midale, Saskatchewan, Canada	CA	CA11	12794	49.4	-103.4	-569236	20171106031500	http://www.producer.com/2017/11/future-of-branch-lines-depend-on-volume/
