703223168	20161102	201611	2016	2016.8274	BUS	BANK						BUS			BUSLAB	BANK						BUS	LAB		1	0874	087	08	2	10.0	4	1	4	-3.72881355932203	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20171102091500	http://zeenews.india.com/economy/bank-employees-shouldered-worst-impact-of-demonetisation-unions-2053735.html
703223169	20161102	201611	2016	2016.8274	CAN	OTTAWA	CAN								EDU	SCHOOL						EDU			1	020	020	02	1	3.0	10	1	10	-1.58371040723982	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20171102091500	http://www.timescolonist.com/philpott-calls-emergency-meeting-with-provinces-on-indigenous-child-welfare-1.23081873
703223170	20161102	201611	2016	2016.8274	COP	POLICE						COP													1	090	090	09	2	-2.0	20	1	20	2.23713646532438	4	Parap, Northern Territory, Australia	AS	AS03	5122	-12.4333	130.833	-1593944	0								4	Parap, Northern Territory, Australia	AS	AS03	5122	-12.4333	130.833	-1593944	20171102091500	http://www.katherinetimes.com.au/story/5031239/no-guarantee-for-katherine-cctv-upgrade/?cs=5802
703223171	20161102	201611	2016	2016.8274	COP	PRISON						COP													1	1053	105	10	3	-5.0	3	1	3	-4.43548387096774	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	0								4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20171102091500	http://www.ekathimerini.com/222890/article/ekathimerini/news/court-slaps-ex-defense-minister-with-asset-seizure-15-mln-euro-fine
703223172	20161102	201611	2016	2016.8274	COP	PRISON						COP			GRC	GREECE	GRC								1	100	100	10	3	-5.0	2	1	2	-4.43548387096774	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20171102091500	http://www.ekathimerini.com/222890/article/ekathimerini/news/court-slaps-ex-defense-minister-with-asset-seizure-15-mln-euro-fine
703223173	20161102	201611	2016	2016.8274	COPGOV	DEPUTY						COP	GOV		GOV	MINISTRY						GOV			1	013	013	01	1	0.4	3	1	3	-1.94594594594594	4	Sittwe, Rakhine State, Myanmar	BM	BM01	41813	20.15	92.9	-443694	4	Sittwe, Rakhine State, Myanmar	BM	BM01	41813	20.15	92.9	-443694	4	Sittwe, Rakhine State, Myanmar	BM	BM01	41813	20.15	92.9	-443694	20171102091500	https://frontiermyanmar.net/en/visitor-arrivals-up-20-percent-but-rakhine-casts-a-shadow
703223174	20161102	201611	2016	2016.8274	EDU	UNIVERSITY						EDU			MED	WRITER						MED			1	190	190	19	4	-10.0	10	1	10	-2.67489711934156	0								0								0								20171102091500	http://www.redbrick.me/comment/comment-on-campus/animal-experimentation-right-wrong/
703223175	20161102	201611	2016	2016.8274	EGY	EGYPT	EGY								nag	NAGA			nag						1	010	010	01	1	0.0	2	2	2	-5.05293317793318	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20171102091500	http://www.nasdaq.com/article/egypt-settles-mursiera-turkey-debt-makes-libya-payment--mena-20171102-00173
703223176	20161102	201611	2016	2016.8274	EGY	EGYPT	EGY								nag	NAGA			nag						1	010	010	01	1	0.0	4	1	4	-4.53172205438067	1	Egypt	EG	EG		27	30	EG	1	Libya	LY	LY		25	17	LY	1	Libya	LY	LY		25	17	LY	20171102091500	https://timesofindia.indiatimes.com/business/international-business/egypt-settles-mursi-era-turkey-debt-makes-libya-payment-mena/articleshow/61449597.cms
703223177	20161102	201611	2016	2016.8274	EGY	EGYPT	EGY								nag	NAGA			nag						1	010	010	01	1	0.0	1	1	1	-4.53172205438067	1	Egypt	EG	EG		27	30	EG	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20171102091500	https://timesofindia.indiatimes.com/business/international-business/egypt-settles-mursi-era-turkey-debt-makes-libya-payment-mena/articleshow/61449597.cms
