703242182	20161102	201611	2016	2016.8274	AUS	AUSTRALIA	AUS																		0	0331	033	03	1	5.2	10	1	10	-7.13324360699865	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20171102103000	https://www.nytimes.com/2017/11/02/world/australia/manus-island-refugees.html
703242183	20161102	201611	2016	2016.8274	AUS	AUSTRALIA	AUS								AUSGOV	AUSTRALIA	AUS					GOV			0	040	040	04	1	1.0	2	1	2	-0.24038461538461	5	Northern Territory, Northern Territory, Australia	AS	AS03	40197	-20	134	-1592100	5	Northern Territory, Northern Territory, Australia	AS	AS03	40197	-20	134	-1592100	5	Northern Territory, Northern Territory, Australia	AS	AS03	40197	-20	134	-1592100	20171102103000	http://www.businessghana.com/site/news/politics/154776/Australia-to-ban-climbing-on-Uluru-from-2019
703242184	20161102	201611	2016	2016.8274	AUSGOV	NORTHERN TERRITORY	AUS					GOV													0	010	010	01	1	0.0	8	1	8	-0.24038461538461	5	Northern Territory, Northern Territory, Australia	AS	AS03	40197	-20	134	-1592100	0								5	Northern Territory, Northern Territory, Australia	AS	AS03	40197	-20	134	-1592100	20171102103000	http://www.businessghana.com/site/news/politics/154776/Australia-to-ban-climbing-on-Uluru-from-2019
703242185	20161102	201611	2016	2016.8274	AUSGOV	NORTHERN TERRITORY	AUS					GOV			AUS	NORTHERN TERRITORY	AUS								0	040	040	04	1	1.0	8	1	8	-0.24038461538461	5	Northern Territory, Northern Territory, Australia	AS	AS03	40197	-20	134	-1592100	5	Northern Territory, Northern Territory, Australia	AS	AS03	40197	-20	134	-1592100	5	Northern Territory, Northern Territory, Australia	AS	AS03	40197	-20	134	-1592100	20171102103000	http://www.businessghana.com/site/news/politics/154776/Australia-to-ban-climbing-on-Uluru-from-2019
703242186	20161102	201611	2016	2016.8274	COG	CONGO	COG								COD	DEMOCRATIC REPUBLIC OF CONGO	COD								1	012	012	01	1	-0.4	3	1	3	-13.0293159609121	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Norway	NO	NO		62	10	NO	20171102103000	http://www.businessghana.com/site/news/Politics/154779/Southeast-Congo-faces-
703242187	20161102	201611	2016	2016.8274	COG	CONGO	COG								COD	DEMOCRATIC REPUBLIC OF CONGO	COD								1	025	025	02	1	-0.3	3	1	3	-13.0293159609121	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20171102103000	http://www.businessghana.com/site/news/Politics/154779/Southeast-Congo-faces-
703242188	20161102	201611	2016	2016.8274	UAF	TERRORIST						UAF			USA	UNITED STATES	USA								0	202	202	20	4	-10.0	4	1	4	-8.14196242171186	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171102103000	http://www.bostonherald.com/news/columnists/peter_gelzinis/2017/11/gelzinis_not_too_soon_for_president_to_politicize_this
703242189	20161102	201611	2016	2016.8274	UAF	TERRORIST						UAF			USA	LAS VEGAS	USA								0	202	202	20	4	-10.0	6	1	6	-8.14196242171186	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20171102103000	http://www.bostonherald.com/news/columnists/peter_gelzinis/2017/11/gelzinis_not_too_soon_for_president_to_politicize_this
703242190	20171003	201710	2017	2017.7479	AFR	AFRICA	AFR								BUS	INDUSTRY						BUS			1	051	051	05	1	3.4	1	1	1	9.80392156862746	4	Port Elizabeth, Eastern Cape, South Africa	SF	SF05	77317	-33.918	25.5701	-1273448	4	Port Elizabeth, Eastern Cape, South Africa	SF	SF05	77317	-33.918	25.5701	-1273448	1	Nigeria	NI	NI		10	8	NI	20171102103000	http://www.ann7.com/paledi-segapo-takes-sa-fashion-week-to-the-next-level/
703242191	20171003	201710	2017	2017.7479	AFR	AFRICA	AFR								BUS	INDUSTRY						BUS			1	051	051	05	1	3.4	1	1	1	9.80392156862746	4	Port Elizabeth, Eastern Cape, South Africa	SF	SF05	77317	-33.918	25.5701	-1273448	1	Nigeria	NI	NI		10	8	NI	1	Tanzania	TZ	TZ		-6	35	TZ	20171102103000	http://www.ann7.com/paledi-segapo-takes-sa-fashion-week-to-the-next-level/
