703564081	20161103	201611	2016	2016.8301	AFR	AFRICA	AFR								JUD	JUDGE						JUD			1	081	081	08	2	5.0	4	1	4	-9.22619047619051	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20171103101500	https://www.iol.co.za/news/special-features/oscar-pistorious/oscarpistorius-masipa-failed-to-take-into-account-brutality-of-crime-11840375
703564082	20161103	201611	2016	2016.8301	AFR	AFRICA	AFR								JUD	JUDGE						JUD			1	173	173	17	4	-5.0	4	1	4	-9.22619047619051	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20171103101500	https://www.iol.co.za/news/special-features/oscar-pistorious/oscarpistorius-masipa-failed-to-take-into-account-brutality-of-crime-11840375
703564083	20161103	201611	2016	2016.8301	AFR	AFRICA	AFR								JUD	JUDGE						JUD			1	190	190	19	4	-10.0	2	1	2	-9.22619047619051	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20171103101500	https://www.iol.co.za/news/special-features/oscar-pistorious/oscarpistorius-masipa-failed-to-take-into-account-brutality-of-crime-11840375
703564084	20161103	201611	2016	2016.8301	BUS	BUSINESS						BUS			MED	MEDIA						MED			1	015	015	01	1	0.0	6	1	6	-0.20161290322581	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171103101500	http://www.knoxnews.com/story/news/politics/2017/11/02/federal-lawmakers-twitter-acknowledge-spoof-tennessee-gop-accounts-were-russian/826384001/
703564085	20161103	201611	2016	2016.8301	BUS	BUSINESS						BUS			MED	MEDIA						MED			1	015	015	01	1	0.0	2	1	2	-0.20161290322581	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171103101500	http://www.knoxnews.com/story/news/politics/2017/11/02/federal-lawmakers-twitter-acknowledge-spoof-tennessee-gop-accounts-were-russian/826384001/
703564086	20161103	201611	2016	2016.8301	BUS	BUSINESS						BUS			USA	TENNESSEE	USA								1	015	015	01	1	0.0	3	1	3	-0.20161290322581	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171103101500	http://www.knoxnews.com/story/news/politics/2017/11/02/federal-lawmakers-twitter-acknowledge-spoof-tennessee-gop-accounts-were-russian/826384001/
703564087	20161103	201611	2016	2016.8301	BUS	BUSINESS						BUS			USA	TENNESSEE	USA								1	015	015	01	1	0.0	3	1	3	-0.20161290322581	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20171103101500	http://www.knoxnews.com/story/news/politics/2017/11/02/federal-lawmakers-twitter-acknowledge-spoof-tennessee-gop-accounts-were-russian/826384001/
703564088	20161103	201611	2016	2016.8301	BUS	BUSINESS						BUS			USA	TENNESSEE	USA								1	015	015	01	1	0.0	2	1	2	-0.20161290322581	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20171103101500	http://www.knoxnews.com/story/news/politics/2017/11/02/federal-lawmakers-twitter-acknowledge-spoof-tennessee-gop-accounts-were-russian/826384001/
703564089	20161103	201611	2016	2016.8301	CVLGOV	CIVILIAN						CVL	GOV		MIL	ARMY						MIL			0	100	100	10	3	-5.0	4	1	4	-6.19469026548673	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	4	Yangon, Yangon, Myanmar	BM	BM17	41840	16.8053	96.1561	-440623	20171103101500	http://news.trust.org/item/20171103100534-an5fa
703564090	20161103	201611	2016	2016.8301	CVLGOV	CIVILIAN						CVL	GOV		MIL	ARMY						MIL			0	100	100	10	3	-5.0	6	1	6	-6.19469026548673	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171103101500	http://news.trust.org/item/20171103100534-an5fa
