705310839	20161109	201611	2016	2016.8466											GBR	EDINBURGH	GBR								1	043	043	04	1	2.8	5	1	5	2.85714285714286	0								4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	1	Afghanistan	AF	AF		33	66	AF	20171109113000	http://www.dailymail.co.uk/news/article-5065225/Prince-Harry-visits-Westminster-Abbey-Field-Remembrance.html
705310840	20161109	201611	2016	2016.8466											GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	2	1	2	2.85714285714286	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171109113000	http://www.dailymail.co.uk/news/article-5065225/Prince-Harry-visits-Westminster-Abbey-Field-Remembrance.html
705310841	20161109	201611	2016	2016.8466	BUS	COMPANIES						BUS													1	031	031	03	1	5.2	10	1	10	0.10928961748633	3	Cripple Creek, Colorado, United States	US	USCO	CO119	38.7467	-105.178	204769	0								3	Cripple Creek, Colorado, United States	US	USCO		38.7467	-105.178	204769	20171109113000	https://lasvegassun.com/news/2017/nov/09/las-vegas-company-to-add-upscale-hotel-to-casino-i/
705310842	20161109	201611	2016	2016.8466	CHN	CHINA	CHN																		1	170	170	17	4	-7.0	20	2	20	-1.89400489984147	4	Guangzhou, Guangdong, China	CH	CH30	13033	23.1167	113.25	-1907161	0								4	Guangzhou, Guangdong, China	CH	CH30	13033	23.1167	113.25	-1907161	20171109113000	http://news.trust.org/item/20171109110502-otbnu
705310843	20161109	201611	2016	2016.8466	CRM	CRIMINAL						CRM			COL	COLOMBIA	COL								0	045	045	04	1	5.0	2	1	2	-6.52866242038217	4	Medellin, Antioquia, Colombia	CO	CO02	13408	6.29139	-75.5361	-592318	4	Medellin, Antioquia, Colombia	CO	CO02	13408	6.29139	-75.5361	-592318	4	Medellin, Antioquia, Colombia	CO	CO02	13408	6.29139	-75.5361	-592318	20171109113000	http://qcostarica.com/colombia-women-victims-but-also-participants-in-violent-organized-crime/
705310844	20161109	201611	2016	2016.8466	EDU	SCHOOL						EDU			USA	LAS VEGAS	USA								0	051	051	05	1	3.4	2	1	2	-1.26953125	3	Clark County, Nevada, United States	US	USNV	NV003	36.0003	-114.876	863600	3	Clark County, Nevada, United States	US	USNV		36.0003	-114.876	863600	3	Clark County, Nevada, United States	US	USNV		36.0003	-114.876	863600	20171109113000	https://lasvegassun.com/news/2017/nov/09/sun-youth-forum-2017/
705310845	20161109	201611	2016	2016.8466	GBR	EDINBURGH	GBR																		1	042	042	04	1	1.9	5	1	5	2.85714285714286	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	0								1	Afghanistan	AF	AF		33	66	AF	20171109113000	http://www.dailymail.co.uk/news/article-5065225/Prince-Harry-visits-Westminster-Abbey-Field-Remembrance.html
705310846	20161109	201611	2016	2016.8466	GBR	UNITED KINGDOM	GBR																		1	042	042	04	1	1.9	2	1	2	2.85714285714286	1	Afghanistan	AF	AF		33	66	AF	0								1	Afghanistan	AF	AF		33	66	AF	20171109113000	http://www.dailymail.co.uk/news/article-5065225/Prince-Harry-visits-Westminster-Abbey-Field-Remembrance.html
705310847	20161109	201611	2016	2016.8466	GRC	THESSALONIKI	GRC								QATBUS	QATAR	QAT					BUS			1	060	060	06	2	6.0	4	1	4	1.87265917602996	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20171109113000	https://www.iol.co.za/travel/qatar-airways-to-launch-new-service-to-thessaloniki-greece-in-march-2018-11929816
705310848	20161109	201611	2016	2016.8466	JUD	HIGH COURT						JUD													1	190	190	19	4	-10.0	4	1	4	-4.85714285714286	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	0								4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20171109113000	http://focustaiwan.tw/news/asoc/201711090014.aspx
705310849	20161109	201611	2016	2016.8466	PTY	POLITICIAN																			0	020	020	02	1	3.0	5	1	5	-2.97699594046008	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	0								4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20171109113000	http://files.heraldscotland.com/opinion/15647386.Letters__What_GPs_should_demand_of_the_forthcoming_contract/
705310850	20161109	201611	2016	2016.8466	QATBUS	QATAR	QAT					BUS			GRC	THESSALONIKI	GRC								1	060	060	06	2	6.0	5	1	5	1.87265917602996	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20171109113000	https://www.iol.co.za/travel/qatar-airways-to-launch-new-service-to-thessaloniki-greece-in-march-2018-11929816
705310851	20161109	201611	2016	2016.8466	RUS	RUSSIAN	RUS																		1	080	080	08	2	5.0	8	1	8	0.50761421319797	4	Aikhal, Sakha (Yakutiya), Russia	RS	RS63	25092	66	111.5	-2880623	0								4	Aikhal, Sakha (Yakutiya), Russia	RS	RS63	25092	66	111.5	-2880623	20171109113000	http://www.miningweekly.com/article/afarak-shareholders-seek-boards-dismissal-2017-11-09/rep_id:3650
705310852	20161109	201611	2016	2016.8466	RUS	RUSSIAN	RUS																		1	080	080	08	2	5.0	2	1	2	0.50761421319797	4	Yubileynaya, , Russia	RS	RS92	25092	55.4917	161.228	-3857864	0								4	Yubileynaya, , Russia	RS	RS92	25092	55.4917	161.228	-3857864	20171109113000	http://www.miningweekly.com/article/afarak-shareholders-seek-boards-dismissal-2017-11-09/rep_id:3650
705310853	20161109	201611	2016	2016.8466	USA	VIRGINIA	USA								USAGOV	HILLARY CLINTON	USA					GOV			0	130	130	13	3	-4.4	1	1	1	-2.04678362573099	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20171109113000	http://www.journal-news.com/news/national-govt--politics/democrats-won-big-virginia-should-ohio-republicans-worried/GZbt1JSJCwrGLJomvkrwxM/
705310854	20161109	201611	2016	2016.8466	USAEDU	UNITED STATES	USA					EDU			USA	LAS VEGAS	USA								0	051	051	05	1	3.4	2	1	2	-1.26953125	3	Clark County, Nevada, United States	US	USNV	NV003	36.0003	-114.876	863600	3	Clark County, Nevada, United States	US	USNV		36.0003	-114.876	863600	3	Clark County, Nevada, United States	US	USNV		36.0003	-114.876	863600	20171109113000	https://lasvegassun.com/news/2017/nov/09/sun-youth-forum-2017/
705310855	20161109	201611	2016	2016.8466	USAEDU	UNITED STATES	USA					EDU			USA	UNITED STATES	USA								0	051	051	05	1	3.4	2	1	2	-1.26953125	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	3	Clark County, Nevada, United States	US	USNV		36.0003	-114.876	863600	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20171109113000	https://lasvegassun.com/news/2017/nov/09/sun-youth-forum-2017/
