705335570	20071112	200711	2007	2007.8548											USA	NORTH CAROLINA	USA								1	051	051	05	1	3.4	5	1	5	-2.25988700564972	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20171109130000	http://www.wbtv.com/story/36802304/rolling-on-plug-in-power-youll-get-a-charge-out-of-this-news
705335571	20071112	200711	2007	2007.8548	USAGOV	NORTH CAROLINA	USA					GOV			USA	NORTH CAROLINA	USA								1	051	051	05	1	3.4	5	1	5	-2.25988700564972	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20171109130000	http://www.wbtv.com/story/36802304/rolling-on-plug-in-power-youll-get-a-charge-out-of-this-news
705335572	20161109	201611	2016	2016.8466											NGA	NIGERIA	NGA								1	062	062	06	2	7.4	1	1	1	-3.93700787401575	0								4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	20171109130000	http://allafrica.com/stories/201711090969.html
705335573	20161109	201611	2016	2016.8466											NGA	NIGERIA	NGA								1	062	062	06	2	7.4	1	1	1	-3.93700787401575	0								4	Yenagoa, Bayelsa, Nigeria	NI	NI52	191383	4.92472	6.26417	-2031706	4	Niger Delta, Nigeria (general), Nigeria	NI	NI00	23074	4.83333	6	-2020890	20171109130000	http://allafrica.com/stories/201711090969.html
705335574	20161109	201611	2016	2016.8466	BLR	BELARUS	BLR																		0	010	010	01	1	0.0	2	1	2	-3.13199105145414	4	Mashkany, Vitsyebskaya Voblasts', Belarus	BO	BO07	40015	54.952	30.0308	-1946511	0								4	Mashkany, Vitsyebskaya Voblasts', Belarus	BO	BO07	40015	54.952	30.0308	-1946511	20171109130000	https://charter97.org/en/news/2017/11/9/268602/
705335575	20161109	201611	2016	2016.8466	GBR	UNITED KINGDOM	GBR								IRN	IRANIAN	IRN								0	036	036	03	1	4.0	1	1	1	-5.76923076923077	1	United Kingdom	UK	UK		54	-4	UK	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109130000	https://www.thenational.ae/opinion/comment/if-tehran-thinks-it-can-get-away-with-intimidation-techniques-it-should-think-again-1.674354
705335576	20161109	201611	2016	2016.8466	GBR	UNITED KINGDOM	GBR								IRN	IRANIAN	IRN								0	036	036	03	1	4.0	1	1	1	-5.76923076923077	1	United Kingdom	UK	UK		54	-4	UK	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	United Kingdom	UK	UK		54	-4	UK	20171109130000	https://www.thenational.ae/opinion/comment/if-tehran-thinks-it-can-get-away-with-intimidation-techniques-it-should-think-again-1.674354
705335577	20161109	201611	2016	2016.8466	GRC	GREECE	GRC																		0	020	020	02	1	3.0	2	1	2	-1.67322834645669	1	Sweden	SW	SW		62	15	SW	0								1	Sweden	SW	SW		62	15	SW	20171109130000	http://www.telegraph.co.uk/news/2017/11/09/six-month-waits-nhs-operations-rise-40-per-cent-year/
705335578	20161109	201611	2016	2016.8466	IGOWSTNAT	NATO	WST	NAT				IGO			AFG	AFGHANISTAN	AFG								1	0332	033	03	1	5.2	5	1	5	-3.475935828877	4	Kunduz, Kondoz, Afghanistan	AF	AF24	3642	36.729	68.857	-3381731	4	Kunduz, Kondoz, Afghanistan	AF	AF24	3642	36.729	68.857	-3381731	4	Kunduz, Kondoz, Afghanistan	AF	AF24	3642	36.729	68.857	-3381731	20171109130000	http://www.bakhtarnews.com.af/eng/security/item/30777-nato-to-send-another-3000-troops-to-afghanistan-by-2018.html
705335579	20161109	201611	2016	2016.8466	IGOWSTNAT	NATO	WST	NAT				IGO			AFG	AFGHANISTAN	AFG								1	036	036	03	1	4.0	5	1	5	-3.475935828877	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20171109130000	http://www.bakhtarnews.com.af/eng/security/item/30777-nato-to-send-another-3000-troops-to-afghanistan-by-2018.html
