704190969	20161106	201611	2016	2016.8384											USALEG	VERMONT	USA					LEG			1	110	110	11	3	-2.0	6	1	6	-0.98522167487685	0								2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	20171106021500	https://magic1079.iheart.com/content/2017-11-05-bernie-sanders-campaign-primary-was-fixed-against-us/
704190970	20161106	201611	2016	2016.8384	CHN	CHINESE	CHN								CHNCVL	CHINA	CHN					CVL			0	180	180	18	4	-9.0	2	1	2	-8.18181818181818	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171106021500	https://nextshark.com/40-chinese-tourists-attacked-robbed-paris-hotel-parking-lot/
704190971	20161106	201611	2016	2016.8384	CHNCVL	CHINA	CHN					CVL			FRA	FRANCE	FRA								0	180	180	18	4	-9.0	4	1	4	-8.18181818181818	1	China	CH	CH		35	105	CH	4	Aubervilliers, France (general), France	FR	FR00	16283	48.9167	2.38333	-1408925	1	China	CH	CH		35	105	CH	20171106021500	https://nextshark.com/40-chinese-tourists-attacked-robbed-paris-hotel-parking-lot/
704190972	20161106	201611	2016	2016.8384	CHNCVL	CHINESE	CHN					CVL			FRA	PARIS	FRA								0	180	180	18	4	-9.0	2	1	2	-8.18181818181818	1	China	CH	CH		35	105	CH	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	China	CH	CH		35	105	CH	20171106021500	https://nextshark.com/40-chinese-tourists-attacked-robbed-paris-hotel-parking-lot/
704190973	20161106	201611	2016	2016.8384	CVL	COMMUNITY						CVL			GOV	GOVERNMENT						GOV			0	036	036	03	1	4.0	5	1	5	5.13950073421439	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20171106021500	http://www.westernmagazine.com.au/story/5026679/rural-women-are-hidden-treasures/?cs=1927
704190974	20161106	201611	2016	2016.8384	CVL	COMMUNITY						CVL			GOV	GOVERNMENT						GOV			0	043	043	04	1	2.8	5	1	5	5.13950073421439	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20171106021500	http://www.westernmagazine.com.au/story/5026679/rural-women-are-hidden-treasures/?cs=1927
704190975	20161106	201611	2016	2016.8384	GOV	GOVERNMENT						GOV			CVL	COMMUNITY						CVL			0	0331	033	03	1	5.2	5	1	5	5.13950073421439	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20171106021500	http://www.westernmagazine.com.au/story/5026679/rural-women-are-hidden-treasures/?cs=1927
704190976	20161106	201611	2016	2016.8384	GOV	GOVERNMENT						GOV			CVL	COMMUNITY						CVL			0	036	036	03	1	4.0	5	1	5	5.13950073421439	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20171106021500	http://www.westernmagazine.com.au/story/5026679/rural-women-are-hidden-treasures/?cs=1927
704190977	20161106	201611	2016	2016.8384	GOV	GOVERNMENT						GOV			CVL	COMMUNITY						CVL			0	042	042	04	1	1.9	5	1	5	5.13950073421439	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20171106021500	http://www.westernmagazine.com.au/story/5026679/rural-women-are-hidden-treasures/?cs=1927
704190978	20161106	201611	2016	2016.8384	GOV	GOVERNMENT						GOV			CVL	COMMUNITY						CVL			0	071	071	07	2	7.4	5	1	5	5.13950073421439	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20171106021500	http://www.westernmagazine.com.au/story/5026679/rural-women-are-hidden-treasures/?cs=1927
704190979	20161106	201611	2016	2016.8384	OPP	PROTESTER						OPP			USA	PORTLAND	USA								1	140	140	14	3	-6.5	10	1	10	-5.55555555555556	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171106021500	http://www.oregonlive.com/portland/index.ssf/2017/11/protesters_gather_in_portland.html
704190980	20161106	201611	2016	2016.8384	USA	PORTLAND	USA								OPP	PROTESTER						OPP			1	144	144	14	3	-7.5	10	1	10	-5.55555555555556	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171106021500	http://www.oregonlive.com/portland/index.ssf/2017/11/protesters_gather_in_portland.html
704190981	20161106	201611	2016	2016.8384	USA	PORTLAND	USA								OPP	PROTESTER						OPP			1	175	175	17	4	-9.0	10	1	10	-5.55555555555556	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171106021500	http://www.oregonlive.com/portland/index.ssf/2017/11/protesters_gather_in_portland.html
704190982	20161106	201611	2016	2016.8384	USALEG	UNITED STATES	USA					LEG			USA	VERMONT	USA								1	110	110	11	3	-2.0	4	1	4	-0.98522167487685	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	20171106021500	https://magic1079.iheart.com/content/2017-11-05-bernie-sanders-campaign-primary-was-fixed-against-us/
704190983	20171007	201710	2017	2017.7589											CHRPRO300	PRESBYTERIAN				CHR	PRO				1	043	043	04	1	2.8	2	1	2	1.98570293884035	0								3	First Presbyterian Church, Wisconsin, United States	US	USWI		44.9789	-92.7552	1831739	3	First Presbyterian Church, Wisconsin, United States	US	USWI		44.9789	-92.7552	1831739	20171106021500	http://www.sj-r.com/news/20171105/new-pastor-takes-over-at-first-presbyterian
704190984	20171007	201710	2017	2017.7589											USA	UNITED STATES	USA								1	043	043	04	1	2.8	8	1	4	1.98570293884035	0								3	First Presbyterian Church, Wisconsin, United States	US	USWI		44.9789	-92.7552	1831739	3	First Presbyterian Church, Wisconsin, United States	US	USWI		44.9789	-92.7552	1831739	20171106021500	http://www.sj-r.com/news/20171105/new-pastor-takes-over-at-first-presbyterian
