704889389	20161108	201611	2016	2016.8438											CHN	SHANGHAI	CHN								1	042	042	04	1	1.9	8	1	8	0.492610837438424	0								4	Xuelong, Guangdong, China	CH	CH30	13046	23.4652	116.65	9200270	4	Xuelong, Guangdong, China	CH	CH30	13046	23.4652	116.65	9200270	20171108054500	http://news.xinhuanet.com/english/2017-11/08/c_136736769.htm
704889390	20161108	201611	2016	2016.8438											USAGOV	OBAMA	USA					GOV			0	190	190	19	4	-10.0	3	1	3	3.54609929078014	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20171108054500	http://www.wndu.com/content/news/456006723.html
704889391	20161108	201611	2016	2016.8438	CVL	VOTER						CVL			LEG	DELEGATE						LEG			0	080	080	08	2	5.0	3	1	3	0.62111801242236	3	Adirondack, New York, United States	US	USNY	NY113	43.764	-73.7585	942185	3	Adirondack, New York, United States	US	USNY	NY113	43.764	-73.7585	942185	3	Adirondack, New York, United States	US	USNY	NY113	43.764	-73.7585	942185	20171108054500	http://www.wgrz.com/news/politics/elections/nys-propositions-results/489946593
704889392	20161108	201611	2016	2016.8438	CVL	VOTER						CVL			LEG	DELEGATE						LEG			0	080	080	08	2	5.0	7	1	7	0.62111801242236	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171108054500	http://www.wgrz.com/news/politics/elections/nys-propositions-results/489946593
704889393	20161108	201611	2016	2016.8438	GOV	PRIME MINISTER						GOV			BUS	INDUSTRY						BUS			1	014	014	01	1	0.0	4	1	4	0.677966101694916	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171108054500	https://www.siasat.com/news/mumbais-real-estate-industry-replicates-pm-modis-housing-vision-1253423/
704889394	20161108	201611	2016	2016.8438	IND	MUMBAI	IND								GOV	PRIME MINISTER						GOV			1	014	014	01	1	0.0	4	1	4	0.677966101694916	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20171108054500	https://www.siasat.com/news/mumbais-real-estate-industry-replicates-pm-modis-housing-vision-1253423/
704889395	20161108	201611	2016	2016.8438	IRL	TARA	IRL								UKR	UKRAINE	UKR								0	013	013	01	1	0.4	3	1	3	0.69686411149825	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20171108054500	https://tribune.com.pk/story/1552617/1-international-conference-ku-promotion-tolerance-society-dialogue-stressed/
704889396	20161108	201611	2016	2016.8438	MED	SPOKESMAN						MED													0	120	120	12	3	-4.0	3	1	3	0.33250207813798	1	Morocco	MO	MO		32	-5	MO	0								1	Morocco	MO	MO		32	-5	MO	20171108054500	https://www.bloomberg.com/news/articles/2017-11-08/as-trump-steps-back-from-un-climate-talks-coke-and-hp-move-in
704889397	20161108	201611	2016	2016.8438	MED	SPOKESMAN						MED			MAR	MOROCCO	MAR								0	120	120	12	3	-4.0	2	1	2	0.33250207813798	1	Morocco	MO	MO		32	-5	MO	1	Morocco	MO	MO		32	-5	MO	1	Morocco	MO	MO		32	-5	MO	20171108054500	https://www.bloomberg.com/news/articles/2017-11-08/as-trump-steps-back-from-un-climate-talks-coke-and-hp-move-in
704889398	20161108	201611	2016	2016.8438	MEX	MEXICO	MEX																		1	061	061	06	2	6.4	2	1	2	-0.59726962457338	1	Mexico	MX	MX		23	-102	MX	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20171108054500	https://www.csis.org/analysis/dont-bet-farm-or-gop-house-trade-war-mexico/
