705797472	20161110	201611	2016	2016.8493											BUS	BUSINESS						BUS			0	036	036	03	1	4.0	1	1	1	-1.44766146993318	0								1	United States	US	US		39.828175	-98.5795	US	1	China	CH	CH		35	105	CH	20171110203000	http://adage.com/article/cmo-strategy/back-dead-loko-thriving/311175/
705797473	20161110	201611	2016	2016.8493	BUS	BUSINESS						BUS													0	036	036	03	1	4.0	2	1	2	-1.44766146993318	1	United States	US	US		39.828175	-98.5795	US	0								1	China	CH	CH		35	105	CH	20171110203000	http://adage.com/article/cmo-strategy/back-dead-loko-thriving/311175/
705797474	20161110	201611	2016	2016.8493	CVL	PASSENGER JET						CVL													1	195	195	19	4	-10.0	5	1	5	-3.87096774193549	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20171110203000	http://www.koze.com/2017/11/10/jumbo-air-tanker-wins-protest-may-fight-more-us-wildfires/
705797475	20161110	201611	2016	2016.8493	GBR	LONDON	GBR								LAB	WORKER						LAB			1	193	193	19	4	-10.0	20	1	10	0.84507042253521	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171110203000	https://www.dailydot.com/debug/uber-workers-rights-uk/
705797476	20161110	201611	2016	2016.8493	MYSBUS	MALAYSIA	MYS					BUS													0	080	080	08	2	5.0	2	1	2	0	4	Tarbes, Midi-Pyrées, France	FR	FRB3	16302	43.2333	0.083333	-1472095	0								4	Tarbes, Midi-Pyrées, France	FR	FRB3	16302	43.2333	0.083333	-1472095	20171110203000	https://www.theguardian.com/business/2017/nov/10/airbus-a380-one-of-first-superjumbos-exits-service-at-tarbes-airport
705797477	20161110	201611	2016	2016.8493	MYSBUS	MALAYSIA	MYS					BUS													0	080	080	08	2	5.0	3	1	3	0	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20171110203000	https://www.theguardian.com/business/2017/nov/10/airbus-a380-one-of-first-superjumbos-exits-service-at-tarbes-airport
705797478	20161110	201611	2016	2016.8493	MYSBUS	MALAYSIA	MYS					BUS													0	080	080	08	2	5.0	5	1	5	0	1	Malaysia	MY	MY		2.5	112.5	MY	0								1	Malaysia	MY	MY		2.5	112.5	MY	20171110203000	https://www.theguardian.com/business/2017/nov/10/airbus-a380-one-of-first-superjumbos-exits-service-at-tarbes-airport
705797479	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA								LEG	LEGISLATURE						LEG			0	129	129	12	3	-5.0	4	1	4	-0.64308681672026	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20171110203000	https://www.msn.com/en-us/news/politics/maine-governors-refusal-to-expand-medicaid-sets-off-new-battle/ar-BBEPdNC
705797480	20171011	201710	2017	2017.7699	AUS	VICTORIA	AUS								COP	POLICE						COP			1	112	112	11	3	-2.0	10	1	10	-8.02469135802469	0								0								0								20171110203000	http://www.record-eagle.com/news/local_news/police-woman-s-death-accidental-drowning/article_1dadd95e-3608-55b6-9f72-9838c88578b9.html
705797481	20171011	201710	2017	2017.7699	CAN	CANADA	CAN																		0	090	090	09	2	-2.0	2	1	2	-2.85969615728329	4	Salmon Arm, British Columbia, Canada	CA	CA02	12566	50.7	-119.283	-573088	0								4	Salmon Arm, British Columbia, Canada	CA	CA02	12566	50.7	-119.283	-573088	20171110203000	http://www.castanet.net/edition/news-story-211284-2-.htm
705797482	20171011	201710	2017	2017.7699	CAN	CANADA	CAN																		0	090	090	09	2	-2.0	2	1	2	-2.85969615728329	4	Salmon Arm, British Columbia, Canada	CA	CA02	12566	50.7	-119.283	-573088	0								4	Sicamous, British Columbia, Canada	CA	CA02	12566	50.8333	-119	-573612	20171110203000	http://www.castanet.net/edition/news-story-211284-2-.htm
