703037892	20071104	200711	2007	2007.8329											NGAMED	NIGERIA	NGA					MED			1	010	010	01	1	0.0	10	1	10	-9.13461538461538	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171101183000	https://www.premiumtimesng.com/news/more-news/248011-nigeria-among-countries-journalists-killed-impunity-report.html
703037893	20161101	201611	2016	2016.8247											GOVHLH	HEALTH MINIST						GOV	HLH		1	120	120	12	3	-4.0	1	1	1	-0.80428954423592	0								4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20171101183000	http://www.canhealth.com/blog/quebec-rads-billing-3-millionyear-for-obsolete-tests/
703037894	20161101	201611	2016	2016.8247											REB	REBEL GROUP						REB			0	043	043	04	1	2.8	3	1	3	0.47732696897375	0								4	Dimapur, Assam, India	IN	IN03	70205	25.9	93.7333	-2094976	4	Dimapur, Assam, India	IN	IN03	70205	25.9	93.7333	-2094976	20171101183000	http://www.livemint.com/Opinion/W2MQe70zgtWvGbnixSAZEI/Naga-peace-cant-happen-without-NSCNK.html
703037895	20161101	201611	2016	2016.8247											REB	REBEL GROUP						REB			0	043	043	04	1	2.8	2	1	2	0.47732696897375	0								5	Nagaland, Nagaland, India	IN	IN20	17807	26	94.25	-2105305	5	Nagaland, Nagaland, India	IN	IN20	17807	26	94.25	-2105305	20171101183000	http://www.livemint.com/Opinion/W2MQe70zgtWvGbnixSAZEI/Naga-peace-cant-happen-without-NSCNK.html
703037896	20161101	201611	2016	2016.8247											RUS	RUSSIA	RUS								0	040	040	04	1	1.0	2	1	2	0	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20171101183000	https://www.rferl.org/a/iran-russia-azerbaijan-nuclear-deal-commitment-rohani-putin-aliyev/28829780.html
703037897	20161101	201611	2016	2016.8247											USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	-1.27504553734062	0								3	Los Alamos, New Mexico, United States	US	USNM		35.8881	-106.307	901357	3	Los Alamos, New Mexico, United States	US	USNM		35.8881	-106.307	901357	20171101183000	http://www.ladailypost.com/content/udall-heinrich-press-white-house-extend-critical-lifeline-funding-future-disaster-aid
703037898	20161101	201611	2016	2016.8247	AUS	AUSTRALIA	AUS								NZL	NEW ZEALAND	NZL								1	042	042	04	1	1.9	5	1	5	1.75438596491228	4	Downpatrick Head, Mayo, Ireland	EI	EI20	18298	54.3236	-9.34389	-1502449	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Downpatrick Head, Mayo, Ireland	EI	EI20	18298	54.3236	-9.34389	-1502449	20171101183000	http://www.con-telegraph.ie/news/roundup/articles/2017/11/01/4147996-downpatrick-head-features-in-new-tourism-ireland-campaign-with-etihad-airways/
703037899	20161101	201611	2016	2016.8247	CAN	CANADA	CAN								CANGOVHLH	CANADA	CAN					GOV	HLH		1	120	120	12	3	-4.0	1	1	1	-0.80428954423592	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20171101183000	http://www.canhealth.com/blog/quebec-rads-billing-3-millionyear-for-obsolete-tests/
703037900	20161101	201611	2016	2016.8247	CAN	ONTARIO	CAN								EDU	SCHOOL						EDU			1	030	030	03	1	4.0	5	1	5	4.58167330677291	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171101183000	http://www.argusobserver.com/news/student-clubs-hand-out-candy-vie-for-best-decorated-prize/article_a852b47e-bf24-11e7-988d-0f3c21f93872.html
703037901	20161101	201611	2016	2016.8247	CAN	ONTARIO	CAN								EDU	SCHOOL						EDU			1	043	043	04	1	2.8	6	1	6	4.58167330677291	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171101183000	http://www.argusobserver.com/news/student-clubs-hand-out-candy-vie-for-best-decorated-prize/article_a852b47e-bf24-11e7-988d-0f3c21f93872.html
