705263494	20171109	201711	2017	2017.8466											AFR	AFRICA	AFR								1	080	080	08	2	5.0	10	1	10	-2.94784580498866	0								1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171109080000	African media/BBC Monitoring/(c) BBC
705263495	20171109	201711	2017	2017.8466											DJI	DJIBOUTI	DJI								0	043	043	04	1	2.8	4	1	4	-3.26704545454545	0								4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	20171109080000	BBC Monitoring/BBC Monitoring/(c) BBC
705263496	20171109	201711	2017	2017.8466											JUD	PROSECUTOR						JUD			1	112	112	11	3	-2.0	6	1	6	-10.1449275362319	0								1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171109080000	Res news agency website in Russian/BBC Monitoring/(c) BBC
705263497	20171109	201711	2017	2017.8466	AFG	AFGHAN	AFG								UZBGOV	SHAVKAT MIRZIYOYEV	UZB					GOV			1	040	040	04	1	1.0	2	1	2	2.38095238095238	1	Afghanistan	AF	AF		33	66	AF	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	20171109080000	Ozbekiston/BBC Monitoring/(c) BBC
705263498	20171109	201711	2017	2017.8466	AFG	AFGHAN	AFG								UZBGOV	SHAVKAT MIRZIYOYEV	UZB					GOV			1	040	040	04	1	1.0	2	1	2	2.38095238095238	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171109080000	Ozbekiston/BBC Monitoring/(c) BBC
705263499	20171109	201711	2017	2017.8466	AFGGOV	AFGHAN	AFG					GOV			UZBGOV	SHAVKAT MIRZIYOYEV	UZB					GOV			1	040	040	04	1	1.0	6	1	6	2.38095238095238	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171109080000	Ozbekiston/BBC Monitoring/(c) BBC
705263500	20171109	201711	2017	2017.8466	AFR	AFRICA	AFR																		1	010	010	01	1	0.0	10	1	10	-2.94784580498866	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	0								4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20171109080000	African media/BBC Monitoring/(c) BBC
705263501	20171109	201711	2017	2017.8466	BDI	BURUNDI	BDI								EDU	SCHOOL						EDU			0	190	190	19	4	-10.0	10	1	10	-2.94784580498866	1	Burundi	BY	BY		-3.5	30	BY	5	Kagera Region, Kagera, Tanzania	TZ	TZ19	48407	-2	31.5	-2574875	5	Kagera Region, Kagera, Tanzania	TZ	TZ19	48407	-2	31.5	-2574875	20171109080000	African media/BBC Monitoring/(c) BBC
705263502	20171109	201711	2017	2017.8466	BHR	BAHRAIN	BHR								QAT	DOHA	QAT								1	112	112	11	3	-2.0	1	1	1	-9.14285714285711	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20171109080000	Al-Jazeera TV, Doha/BBC Monitoring/(c) BBC
705263503	20171109	201711	2017	2017.8466	BHR	BAHRAIN	BHR								QAT	DOHA	QAT								1	112	112	11	3	-2.0	1	1	1	-9.14285714285711	1	Bahrain	BA	BA		26	50.5	BA	1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	20171109080000	Al-Jazeera TV, Doha/BBC Monitoring/(c) BBC
705263504	20171109	201711	2017	2017.8466	BHR	BAHRAIN	BHR								QAT	DOHA	QAT								0	112	112	11	3	-2.0	2	1	2	-3.26704545454545	1	Bahrain	BA	BA		26	50.5	BA	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171109080000	BBC Monitoring/BBC Monitoring/(c) BBC
705263505	20171109	201711	2017	2017.8466	BHR	BAHRAIN	BHR								QAT	QATAR	QAT								1	161	161	16	4	-4.0	5	1	5	-9.14285714285711	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20171109080000	Al-Jazeera TV, Doha/BBC Monitoring/(c) BBC
705263506	20171109	201711	2017	2017.8466	BHR	BAHRAIN	BHR								QAT	QATAR	QAT								0	161	161	16	4	-4.0	4	1	4	-3.26704545454545	1	Bahrain	BA	BA		26	50.5	BA	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	1	Egypt	EG	EG		27	30	EG	20171109080000	BBC Monitoring/BBC Monitoring/(c) BBC
705263507	20171109	201711	2017	2017.8466	BHR	BAHRAIN	BHR								QAT	QATAR	QAT								0	161	161	16	4	-4.0	1	1	1	-3.26704545454545	1	Bahrain	BA	BA		26	50.5	BA	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171109080000	BBC Monitoring/BBC Monitoring/(c) BBC
705263508	20171109	201711	2017	2017.8466	CMR	CAMEROON	CMR																		0	173	173	17	4	-5.0	10	1	10	-2.94784580498866	5	Northwest Region, Nord-Ouest, Cameroon	CM	CM07	12493	6.33333	10.5	-3157370	0								5	Northwest Region, Nord-Ouest, Cameroon	CM	CM07	12493	6.33333	10.5	-3157370	20171109080000	African media/BBC Monitoring/(c) BBC
705263509	20171109	201711	2017	2017.8466	COP	DEPUTY						COP			IGOEURDEVEBRGOV	EUROPEAN BANK FOR RECONSTRUCTION AND DEVELOPMENT	EUR	EBR				IGO	DEV	GOV	0	046	046	04	1	7.0	6	1	6	-2.01342281879195	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	1	Syria	SY	SY		35	38	SY	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	20171109080000	Voice of the Islamic Republic of Iran in Turkmen/BBC Monitoring/(c) BBC
705263510	20171109	201711	2017	2017.8466	COP	DEPUTY						COP			SYR	SYRIA	SYR								0	046	046	04	1	7.0	2	1	2	-2.01342281879195	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	1	Syria	SY	SY		35	38	SY	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	20171109080000	Voice of the Islamic Republic of Iran in Turkmen/BBC Monitoring/(c) BBC
705263511	20171109	201711	2017	2017.8466	COP	DEPUTY						COP			SYR	SYRIA	SYR								0	046	046	04	1	7.0	2	1	2	-2.01342281879195	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Yemen	YM	YM		15.5	47.5	YM	20171109080000	Voice of the Islamic Republic of Iran in Turkmen/BBC Monitoring/(c) BBC
705263512	20171109	201711	2017	2017.8466	DJI	DJIBOUTI	DJI																		0	042	042	04	1	1.9	4	1	4	-3.26704545454545	4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	0								4	Red Sea, Djibouti (general), Djibouti	DJ	DJ00	25312	19	39.5	-2037160	20171109080000	BBC Monitoring/BBC Monitoring/(c) BBC
705263513	20171109	201711	2017	2017.8466	EGY	EGYPT	EGY								IRN	IRAN	IRN								0	020	020	02	1	3.0	2	1	2	-3.26704545454545	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20171109080000	BBC Monitoring/BBC Monitoring/(c) BBC
705263514	20171109	201711	2017	2017.8466	EGY	EGYPT	EGY								IRN	IRAN	IRN								0	020	020	02	1	3.0	8	1	8	-3.26704545454545	1	Egypt	EG	EG		27	30	EG	1	Iran	IR	IR		32	53	IR	1	Egypt	EG	EG		27	30	EG	20171109080000	BBC Monitoring/BBC Monitoring/(c) BBC
705263515	20171109	201711	2017	2017.8466	EGY	EGYPT	EGY								QAT	QATAR	QAT								1	112	112	11	3	-2.0	2	2	2	-6.20495129870128	1	Bahrain	BA	BA		26	50.5	BA	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20171109080000	BBC Monitoring/BBC Monitoring/(c) BBC
705263516	20171109	201711	2017	2017.8466	EGY	EGYPT	EGY								QAT	QATAR	QAT								1	161	161	16	4	-4.0	2	2	2	-6.20495129870128	1	Bahrain	BA	BA		26	50.5	BA	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	1	Egypt	EG	EG		27	30	EG	20171109080000	BBC Monitoring/BBC Monitoring/(c) BBC
705263517	20171109	201711	2017	2017.8466	EGY	EGYPT	EGY								QAT	QATAR	QAT								1	161	161	16	4	-4.0	4	2	4	-6.20495129870128	1	Egypt	EG	EG		27	30	EG	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	1	Egypt	EG	EG		27	30	EG	20171109080000	BBC Monitoring/BBC Monitoring/(c) BBC
705263518	20171109	201711	2017	2017.8466	GBR	UNITED KINGDOM	GBR								SYR	SYRIAN	SYR								1	090	090	09	2	-2.0	20	2	20	-3.48537457912458	4	Albu Kamal, Dayr az Zawr, Syria	SY	SY07	26340	34.45	40.9186	-2537443	4	Albu Kamal, Dayr az Zawr, Syria	SY	SY07	26340	34.45	40.9186	-2537443	4	Albu Kamal, Dayr az Zawr, Syria	SY	SY07	26340	34.45	40.9186	-2537443	20171109080000	BBC Monitoring in Arabic/BBC Monitoring/(c) BBC
705263519	20171109	201711	2017	2017.8466	GBRMIL	UNITED KINGDOM	GBR					MIL			KEN	KENYA	KEN								0	0874	087	08	2	10.0	3	1	3	-2.94784580498866	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20171109080000	African media/BBC Monitoring/(c) BBC
