705106468	20171108	201711	2017	2017.8438											COL	COLOMBIA	COL								0	112	112	11	3	-2.0	4	1	4	-5.47667342799188	0								4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	20171108203000	BBC Monitoring/BBC Monitoring/(c) BBC
705106469	20171108	201711	2017	2017.8438											MED	JOURNALIST						MED			0	112	112	11	3	-2.0	6	1	6	-5.47667342799188	0								4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	20171108203000	BBC Monitoring/BBC Monitoring/(c) BBC
705106470	20171108	201711	2017	2017.8438	COL	COLOMBIA	COL								MED	JOURNALIST						MED			0	018	018	01	1	3.4	2	1	2	-5.47667342799188	4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	20171108203000	BBC Monitoring/BBC Monitoring/(c) BBC
705106471	20171108	201711	2017	2017.8438	MED	JOURNALIST						MED													0	018	018	01	1	3.4	3	1	3	-5.47667342799188	4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	0								4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	20171108203000	BBC Monitoring/BBC Monitoring/(c) BBC
705106472	20171108	201711	2017	2017.8438	MEDCVL	MEDIA						MED	CVL		COL	COLOMBIA	COL								0	018	018	01	1	3.4	2	1	2	-5.47667342799188	4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	20171108203000	BBC Monitoring/BBC Monitoring/(c) BBC
705106473	20171108	201711	2017	2017.8438	MEDCVL	MEDIA						MED	CVL		MED	JOURNALIST						MED			0	018	018	01	1	3.4	3	1	3	-5.47667342799188	4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	20171108203000	BBC Monitoring/BBC Monitoring/(c) BBC
705106474	20171108	201711	2017	2017.8438	MEDMED	MEDIA						MED	MED												1	110	110	11	3	-2.0	3	1	3	-5.47667342799188	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	0								4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	20171108203000	BBC Monitoring/BBC Monitoring/(c) BBC
705106475	20171108	201711	2017	2017.8438	MEDMED	MEDIA						MED	MED		COL	BOGOTA	COL								1	010	010	01	1	0.0	6	1	6	-5.47667342799188	4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	20171108203000	BBC Monitoring/BBC Monitoring/(c) BBC
705106476	20171108	201711	2017	2017.8438	MEDMED	MEDIA						MED	MED		MED	JOURNALIST						MED			1	110	110	11	3	-2.0	3	1	3	-5.47667342799188	4	Bogota, Cundinamarca, Colombia	CO	CO33	18585	4.6	-74.0833	-578472	4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	20171108203000	BBC Monitoring/BBC Monitoring/(c) BBC
705106477	20171108	201711	2017	2017.8438	MEDMED	MEDIA						MED	MED		MED	JOURNALIST						MED			1	110	110	11	3	-2.0	2	1	2	-5.47667342799188	4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	4	El Tiempo, Magdalena, Colombia	CO	CO38	14028	10.8736	-74.1814	-584294	20171108203000	BBC Monitoring/BBC Monitoring/(c) BBC
