705331578	20071112	200711	2007	2007.8548											SAU	SAUDI ARABIA	SAU								0	190	190	19	4	-10.0	2	1	2	-4.88578680203046	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109124500	http://www.tampabay.com/saudis-bolder-moves-to-confront-iran-echo-across-region-ap_national73676388b914410cb09d9141158ba898
705331579	20071112	200711	2007	2007.8548	SAU	SAUDI ARABIA	SAU																		0	190	190	19	4	-10.0	2	1	2	-4.88578680203046	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171109124500	http://www.tampabay.com/saudis-bolder-moves-to-confront-iran-echo-across-region-ap_national73676388b914410cb09d9141158ba898
705331580	20161109	201611	2016	2016.8466	ARM	ARMENIAN	ARM								ARMGOV	ARMENIA	ARM					GOV			0	054	054	05	1	6.0	2	1	2	2.91666666666667	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	20171109124500	https://armenpress.am/eng/news/911881/armenia-moldova-have-good-prospects-for-cooperation-armenian-moldovan-high-level-talks-held-in-yerevan.html
705331581	20161109	201611	2016	2016.8466	ARMGOV	ARMENIAN	ARM					GOV													0	054	054	05	1	6.0	6	1	6	2.91666666666667	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	0								4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	20171109124500	https://armenpress.am/eng/news/911881/armenia-moldova-have-good-prospects-for-cooperation-armenian-moldovan-high-level-talks-held-in-yerevan.html
705331582	20161109	201611	2016	2016.8466	AUS	AUSTRALIA	AUS								GRC	ATHENS	GRC								1	036	036	03	1	4.0	2	1	2	0.83565459610027	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171109124500	http://www.oann.com/dance-star-akram-khan-prepares-for-swansong-tour/
705331583	20161109	201611	2016	2016.8466	CHRCTH	THE POPE				CHR	CTH				VAT	VATICAN	VAT								1	172	172	17	4	-5.0	10	1	10	1.36986301369863	1	Vatican City	VT	VT		41.9	12.45	VT	1	Vatican City	VT	VT		41.9	12.45	VT	1	Vatican City	VT	VT		41.9	12.45	VT	20171109124500	https://www.efe.com/efe/english/life/pope-francis-decides-to-ban-the-sale-of-tobacco-staff-within-vatican/50000263-3433297
705331584	20161109	201611	2016	2016.8466	EUR	EUROPE	EUR								GRC	ATHENS	GRC								1	036	036	03	1	4.0	2	1	2	0.83565459610027	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171109124500	http://www.oann.com/dance-star-akram-khan-prepares-for-swansong-tour/
705331585	20161109	201611	2016	2016.8466	GBR	UNITED KINGDOM	GBR								IRN	IRAN	IRN								0	042	042	04	1	1.9	6	1	6	-4.06593406593406	1	United Kingdom	UK	UK		54	-4	UK	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	United Kingdom	UK	UK		54	-4	UK	20171109124500	https://www.theguardian.com/world/2017/nov/09/johnson-under-fresh-pressure-over-nazanin-zaghari-ratcliffe-error-iranian-tv
705331586	20161109	201611	2016	2016.8466	GOV	PRESIDENT						GOV													0	138	138	13	3	-7.0	6	1	6	-1.66229221347331	3	Charlottesville, Virginia, United States	US	USVA	VA540	38.0293	-78.4767	1498463	0								3	Charlottesville, Virginia, United States	US	USVA	VA540	38.0293	-78.4767	1498463	20171109124500	http://time.com/5016736/voters-deliver-win-democrats-blow-trump/
705331587	20161109	201611	2016	2016.8466	GOV	PRESIDENT						GOV													0	138	138	13	3	-7.0	4	1	4	-1.66229221347331	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171109124500	http://time.com/5016736/voters-deliver-win-democrats-blow-trump/
