704278861	20071109	200711	2007	2007.8466	GBR	UNITED KINGDOM	GBR																		0	172	172	17	4	-5.0	2	1	2	3.27056491575817	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171106104500	http://www.gq-magazine.co.uk/article/self-made-list
704278862	20161106	201611	2016	2016.8384	ARE	UNITED ARAB EMIRATES	ARE																		1	030	030	03	1	4.0	8	1	8	4.73186119873817	4	Etisalat, Dubayy, United Arab Emirates	AE	AE03	28575	25.2632	55.3146	11382880	0								4	Etisalat, Dubayy, United Arab Emirates	AE	AE03	28575	25.2632	55.3146	11382880	20171106104500	http://gulfnews.com/business/sectors/telecoms/etisalat-offers-free-iphone-x-upgrade-for-some-subscribers-1.2119535
704278863	20161106	201611	2016	2016.8384	IGOEUREEC	EUROPEAN COMMISSION	EUR	EEC				IGO			IRL	IRELAND	IRL								1	100	100	10	3	-5.0	2	1	2	-3.07692307692308	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171106104500	http://www.businessinsider.in/The-massive-Paradise-Papers-leak-reveals-how-the-worlds-wealthiest-individuals-and-companies-move-their-money/articleshow/61528526.cms
704278864	20161106	201611	2016	2016.8384	IRN	IRANIAN	IRN								GOVCOP	FOREIGN MINIST						GOV	COP		1	010	010	01	1	0.0	2	1	2	-0.970873786407767	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171106104500	http://5tjt.com/iran-says-it-expects-nuclear-deal-to-be-implemented-in-january/
704278865	20161106	201611	2016	2016.8384	IRN	IRANIAN	IRN								IRNGOV	IRAN	IRN					GOV			1	010	010	01	1	0.0	2	1	2	-0.970873786407767	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171106104500	http://5tjt.com/iran-says-it-expects-nuclear-deal-to-be-implemented-in-january/
704278866	20161106	201611	2016	2016.8384	IRNCOP	IRANIAN	IRN					COP			IRN	IRANIAN	IRN								1	010	010	01	1	0.0	6	1	6	-0.970873786407767	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171106104500	http://5tjt.com/iran-says-it-expects-nuclear-deal-to-be-implemented-in-january/
704278867	20161106	201611	2016	2016.8384	JPN	JAPANESE	JPN																		1	111	111	11	3	-2.0	1	1	1	4.02930402930403	4	Ginza, Tokyo, Japan	JA	JA40	36344	35.6667	139.767	-227868	0								4	Muji, Anhui, China	CH	CH01	12994	33.3333	116.45	-3791065	20171106104500	https://www.vogue.in/content/muji-to-open-hotels-in-china-2018/
704278868	20161106	201611	2016	2016.8384	JPN	JAPANESE	JPN																		1	111	111	11	3	-2.0	1	1	1	4.02930402930403	4	Muji, Anhui, China	CH	CH01	12994	33.3333	116.45	-3791065	0								4	Muji, Anhui, China	CH	CH01	12994	33.3333	116.45	-3791065	20171106104500	https://www.vogue.in/content/muji-to-open-hotels-in-china-2018/
704278869	20161106	201611	2016	2016.8384	LAB	WORKER						LAB			MIL	CARRIER						MIL			1	190	190	19	4	-10.0	2	1	2	0	1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	20171106104500	http://medicinehatnews.com/business/2017/11/06/qatar-airways-pays-662m-for-10-per-cent-of-cathay-pacific/
704278870	20161106	201611	2016	2016.8384	MIL	CARRIER						MIL			LAB	WORKER						LAB			1	190	190	19	4	-10.0	2	1	2	0	1	Qatar	QA	QA		25.5	51.25	QA	1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Qatar	QA	QA		25.5	51.25	QA	20171106104500	http://medicinehatnews.com/business/2017/11/06/qatar-airways-pays-662m-for-10-per-cent-of-cathay-pacific/
704278871	20171007	201710	2017	2017.7589	AUS	AUSTRALIA	AUS																		0	010	010	01	1	0.0	4	1	4	-4.5774647887324	4	Welshpool, Victoria, Australia	AS	AS07	5424	-38.6992	146.453	-1595917	0								4	Welshpool, Victoria, Australia	AS	AS07	5424	-38.6992	146.453	-1595917	20171106104500	http://www.perthnow.com.au/news/western-australia/fire-fraudster-hossean-pourzand-seeks-psychiatric-treatment/news-story/4a33c79c66cbbe0d4ef7c62c32d2104f
704278872	20171007	201710	2017	2017.7589	CHN	BEIJING	CHN								CHNGOV	XI JINPING	CHN					GOV			1	036	036	03	1	4.0	7	1	7	0	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171106104500	https://www.nytimes.com/2017/11/06/opinion/trump-xi-jinping-china.html
704278873	20171007	201710	2017	2017.7589	CHNGOV	XI JINPING	CHN					GOV			CHN	BEIJING	CHN								1	036	036	03	1	4.0	7	1	7	0	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171106104500	https://www.nytimes.com/2017/11/06/opinion/trump-xi-jinping-china.html
704278874	20171007	201710	2017	2017.7589	MNCUSA	BLACKROCK	USA					MNC			MNCUSABUS	ISHARES	USA					MNC	BUS		0	010	010	01	1	0.0	3	1	3	-0.19762845849802	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171106104500	https://www.bloomberg.com/news/articles/2017-11-06/sec-is-said-to-prepare-easier-path-for-new-exchange-traded-funds
704278875	20171007	201710	2017	2017.7589	MNCUSABUS	ISHARES	USA					MNC	BUS												0	010	010	01	1	0.0	3	1	3	-0.19762845849802	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171106104500	https://www.bloomberg.com/news/articles/2017-11-06/sec-is-said-to-prepare-easier-path-for-new-exchange-traded-funds
704278876	20171007	201710	2017	2017.7589	NGOHRIAMN	AMNESTY INTERNATIONAL		AMN				NGO	HRI		GOV	STATE OFFICIAL						GOV			0	012	012	01	1	-0.4	5	1	5	-8.48601735776281	4	Freetown, Western Area, Sierra Leone	SL	SL04	111381	8.49	-13.2342	-1315606	4	Freetown, Western Area, Sierra Leone	SL	SL04	111381	8.49	-13.2342	-1315606	4	Freetown, Western Area, Sierra Leone	SL	SL04	111381	8.49	-13.2342	-1315606	20171106104500	http://www.thesierraleonetelegraph.com/charles-taylor-sentenced-to-50-years-for-brutalising-the-people-of-sierra-leone/
704278877	20171007	201710	2017	2017.7589	NGOHRIAMN	AMNESTY INTERNATIONAL		AMN				NGO	HRI		GOV	STATE OFFICIAL						GOV			0	040	040	04	1	1.0	10	1	10	-8.48601735776281	4	Freetown, Western Area, Sierra Leone	SL	SL04	111381	8.49	-13.2342	-1315606	4	Freetown, Western Area, Sierra Leone	SL	SL04	111381	8.49	-13.2342	-1315606	4	Freetown, Western Area, Sierra Leone	SL	SL04	111381	8.49	-13.2342	-1315606	20171106104500	http://www.thesierraleonetelegraph.com/charles-taylor-sentenced-to-50-years-for-brutalising-the-people-of-sierra-leone/
