705405065	20161109	201611	2016	2016.8466	BRA	BRAZIL	BRA																		1	192	192	19	4	-9.5	10	1	10	5.10948905109489	1	Mexico	MX	MX		23	-102	MX	0								1	United States	US	US		39.828175	-98.5795	US	20171109171500	http://www.bnamericas.com/en/news/oilandgas/brazils-qgep-displays-strong-farmout-appetite
705405066	20161109	201611	2016	2016.8466	IGOUNO	UNITED NATIONS		UNO				IGO			COLREB	FARC	COL					REB			0	074	074	07	2	8.5	10	1	10	-7.12468193384224	5	Valle Del Cauca, Valle del Cauca, Colombia	CO	CO29	18585	3.75	-76.5	-601055	5	Valle Del Cauca, Valle del Cauca, Colombia	CO	CO29	18585	3.75	-76.5	-601055	5	Valle Del Cauca, Valle del Cauca, Colombia	CO	CO29	18585	3.75	-76.5	-601055	20171109171500	https://colombiareports.com/un-urges-maintain-violated-ceasefire-colombias-eln-rebels/
705405067	20161109	201611	2016	2016.8466	IND	NEW DELHI	IND								USA	THE US	USA								1	020	020	02	1	3.0	10	1	10	1.57728706624606	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171109171500	https://sputniknews.com/military/201711091058958368-india-purchase-us-c17/
705405068	20161109	201611	2016	2016.8466	LEG	CONGRESS						LEG			CHN	CHINA	CHN								0	061	061	06	2	6.4	1	1	1	-2.56916996047431	4	Bangalore, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bangalore, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bangalore, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20171109171500	http://www.thehindu.com/news/national/bjp-mp-rails-against-note-ban-at-house-panel-meeting/article20053960.ece
705405069	20161109	201611	2016	2016.8466	POL	POLAND	POL								QAT	DOHA	QAT								0	057	057	05	1	8.0	2	1	2	1.42487046632124	4	Kyoto, Kyoto, Japan	JA	JA22	35033	35	135.75	-235402	4	Kyoto, Kyoto, Japan	JA	JA22	35033	35	135.75	-235402	4	Kyoto, Kyoto, Japan	JA	JA22	35033	35	135.75	-235402	20171109171500	https://economictimes.indiatimes.com/news/international/world-news/climate-change-developing-and-rich-industialised-countries-fight-over-discussion-on-pre-2020-period/articleshow/61582925.cms
705405070	20161109	201611	2016	2016.8466	RUSELI	RUSSIAN	RUS					ELI													1	173	173	17	4	-5.0	3	1	3	-8.58585858585855	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20171109171500	http://www.mirror.co.uk/news/world-news/cannibal-toy-boy-21-accused-11493180
705405071	20161109	201611	2016	2016.8466	TUR	TURKEY	TUR																		0	010	010	01	1	0.0	5	1	5	-2.73291925465838	3	San Antonio, Texas, United States	US	USTX	TX029	29.4241	-98.4936	1380951	0								3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20171109171500	http://www.dchieftain.com/news/refuge-offers-a-close-up-view-of-wildlife/article_7fb80fda-c4ad-11e7-9118-27e7e65ee484.html
705405072	20161109	201611	2016	2016.8466	USA	UNITED STATES	USA																		0	057	057	05	1	8.0	2	1	2	-1.01253616200579	3	Great Hall, New York, United States	US	USNY	NY059	40.8197	-73.595	2075034	0								3	Great Hall, New York, United States	US	USNY		40.8197	-73.595	2075034	20171109171500	https://www.axios.com/trump-in-china-itinerary-and-photos-2508020807.html
705405073	20161109	201611	2016	2016.8466	USA	UNITED STATES	USA								BUS	INVESTOR						BUS			0	013	013	01	1	0.4	4	1	4	0.51282051282051	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20171109171500	https://www.inquisitr.com/4611425/tesla-has-only-manufactured-440-model-3s-to-date-insider-sources-say/
705405074	20161109	201611	2016	2016.8466	ZWE	ZIMBABWE	ZWE																		0	060	060	06	2	6.0	4	1	4	-4.99001996007984	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	0								4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171109171500	http://www.dailymail.co.uk/news/article-5067091/US-journalist-25-freed-prison-Zimbabwe.html
705405075	20171010	201710	2017	2017.7671											PHL	CEBU	PHL								1	036	036	03	1	4.0	10	1	10	-2.71844660194174	0								4	Katipunan, Zamboanga del Norte, Philippines	RP	RP65	24238	8.514	123.283	-2430400	4	Katipunan, Zamboanga del Norte, Philippines	RP	RP65	24238	8.514	123.283	-2430400	20171109171500	http://www.philstar.com/cebu-news/2017/11/10/1757510/heavy-traffic-seen-natalio-bacalso-next-3-months
705405076	20171010	201710	2017	2017.7671	PHL	CEBU	PHL																		1	036	036	03	1	4.0	10	1	10	-2.71844660194174	4	Katipunan, Zamboanga del Norte, Philippines	RP	RP65	24238	8.514	123.283	-2430400	0								4	Katipunan, Zamboanga del Norte, Philippines	RP	RP65	24238	8.514	123.283	-2430400	20171109171500	http://www.philstar.com/cebu-news/2017/11/10/1757510/heavy-traffic-seen-natalio-bacalso-next-3-months
705405077	20171010	201710	2017	2017.7671	SAUGOV	SAUDI ARABIA	SAU					GOV			IRQUAF	IRAQ	IRQ					UAF			0	030	030	03	1	4.0	1	1	1	-2.22929936305733	1	Saudi Arabia	SA	SA		25	45	SA	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	20171109171500	https://www.thenational.ae/world/mena/us-congress-seeks-to-impose-sanctions-on-shiite-militias-in-iraq-1.674501
705405078	20171010	201710	2017	2017.7671	SAUGOV	SAUDI ARABIA	SAU					GOV			IRQUAF	IRAQ	IRQ					UAF			0	030	030	03	1	4.0	1	1	1	-2.22929936305733	1	Saudi Arabia	SA	SA		25	45	SA	4	Baghdad, Baghdad, Iraq	IZ	IZ07	36785	33.3386	44.3939	-3103581	1	Iran	IR	IR		32	53	IR	20171109171500	https://www.thenational.ae/world/mena/us-congress-seeks-to-impose-sanctions-on-shiite-militias-in-iraq-1.674501
705405079	20171010	201710	2017	2017.7671	USA	ALABAMA	USA								LEG	SENATE						LEG			0	0241	024	02	1	-0.3	10	1	10	-0.98522167487684	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20171109171500	https://www.cjr.org/criticism/trump-elections-virginia-democrats.php
705405080	20171102	201711	2017	2017.8274											CRM	CRIMINAL						CRM			0	192	192	19	4	-9.5	2	1	2	-1	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Attleboro, Massachusetts, United States	US	USMA	MA005	41.9445	-71.2856	612033	20171109171500	http://www.thesunchronicle.com/news/local_news/attleboro-mayor-elect-heroux-says-he-might-resign-statehouse-seat/article_afd56a35-3d39-55d9-a6f0-e283e25f74ee.html
705405081	20171102	201711	2017	2017.8274											CRM	CRIMINAL						CRM			0	192	192	19	4	-9.5	8	1	8	-1	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20171109171500	http://www.thesunchronicle.com/news/local_news/attleboro-mayor-elect-heroux-says-he-might-resign-statehouse-seat/article_afd56a35-3d39-55d9-a6f0-e283e25f74ee.html
705405082	20171102	201711	2017	2017.8274	GOV	KING						GOV													0	110	110	11	3	-2.0	6	1	6	-3.38208409506399	3	Rockland, Maine, United States	US	USME	ME013	44.1037	-69.1089	574358	0								3	Rockland, Maine, United States	US	USME	ME013	44.1037	-69.1089	574358	20171109171500	https://freepressonline.com/Content/Features/Politics-Government/Article/Maine-s-Congressional-Delegation-Reacts-to-GOP-Tax-Cut-Bill/52/541/55742
