704862417	20071111	200711	2007	2007.8521	LEG	LAWMAKER						LEG													1	112	112	11	3	-2.0	2	1	2	-3.83522727272727	3	Olympia, California, United States	US	USCA	CA087	37.0697	-122.059	1656198	0								3	Olympia, California, United States	US	USCA	CA087	37.0697	-122.059	1656198	20171108033000	http://www.thenewstribune.com/opinion/article183271226.html
704862418	20071111	200711	2007	2007.8521	LEG	LAWMAKER						LEG													1	120	120	12	3	-4.0	2	1	2	-3.83522727272727	3	Olympia, California, United States	US	USCA	CA087	37.0697	-122.059	1656198	0								3	Olympia, California, United States	US	USCA	CA087	37.0697	-122.059	1656198	20171108033000	http://www.thenewstribune.com/opinion/article183271226.html
704862419	20071111	200711	2007	2007.8521	LEG	LAWMAKER						LEG			USA	UNITED STATES	USA								1	112	112	11	3	-2.0	4	1	4	-3.83522727272727	3	Olympia, California, United States	US	USCA	CA087	37.0697	-122.059	1656198	3	Olympia, California, United States	US	USCA	CA087	37.0697	-122.059	1656198	3	Olympia, California, United States	US	USCA	CA087	37.0697	-122.059	1656198	20171108033000	http://www.thenewstribune.com/opinion/article183271226.html
704862420	20161108	201611	2016	2016.8438											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	2	1	2	2.76243093922652	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171108033000	http://www.killyourstereo.com/news/1099418/paramore-announce-2018-australian-tour
704862421	20161108	201611	2016	2016.8438	CUB	CUBAN	CUB								GOV	PRESIDENT						GOV			1	020	020	02	1	3.0	3	1	3	0.34843205574913	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171108033000	http://www.dailycal.org/2017/11/07/people-run-president-2020/
704862422	20161108	201611	2016	2016.8438	USA	UNITED STATES	USA																		0	1121	112	11	3	-2.0	4	1	4	-2.93706293706293	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20171108033000	http://www.philly.com/philly/news/family-rallies-for-chester-man-imprisoned-37-years-for-murder-he-says-he-did-not-commit-20171107.html
704862423	20161108	201611	2016	2016.8438	USA	FLORIDA	USA								GOV	MAYOR						GOV			1	111	111	11	3	-2.0	7	1	7	0.840336134453778	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171108033000	http://crooksandliars.com/2017/11/election-night-open-thread
704862424	20171009	201710	2017	2017.7644											CHE	GENEVA	CHE								0	111	111	11	3	-2.0	5	1	5	1.33630289532294	0								4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	20171108033000	http://robbreport.com/style/watch-collector/akrivia-watches-workshop-visit-geneva-2758299/
704862425	20171009	201710	2017	2017.7644	AGR	FARMER						AGR													1	010	010	01	1	0.0	3	1	3	1.92307692307692	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	20171108033000	https://rewire.news/article/2017/11/07/maine-voters-buck-lepage-medicaid-expansion-wins-polls/
704862426	20171009	201710	2017	2017.7644	CHN	CANTON	CHN																		0	015	015	01	1	0.0	10	1	10	-17.4563591022444	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20171108033000	http://www.cantonrep.com/news/20171107/canton-man-gets-18-years-in-drug-case
