704577542	20071110	200711	2007	2007.8493	MNCKOR	HYUNDAI	KOR					MNC			BUS	COMPANY						BUS			1	016	016	01	1	-2.0	5	1	5	-8.39416058394161	0								0								0								20171107084500	http://www.koreaherald.com/view.php?ud=20171107000658
704577543	20161107	201611	2016	2016.8411											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	6	1	6	2.22222222222223	0								4	Moruya, New South Wales, Australia	AS	AS02	4997	-35.9125	150.081	-1589024	4	Moruya, New South Wales, Australia	AS	AS02	4997	-35.9125	150.081	-1589024	20171107084500	https://www.batemansbaypost.com.au/story/5040268/glen-gets-into-cup-groove/?cs=233
704577544	20161107	201611	2016	2016.8411											GOV	PRESIDENT						GOV			0	046	046	04	1	7.0	22	3	22	4.47597366021111	0								1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	20171107084500	http://www.finanznachrichten.de/nachrichten-2017-11/42162782-infrastructure-and-cities-development-is-vital-to-support-growth-new-rics-president-256.htm
704577545	20161107	201611	2016	2016.8411	AUS	AUSTRALIA	AUS																		1	043	043	04	1	2.8	6	1	6	2.22222222222223	4	Moruya, New South Wales, Australia	AS	AS02	4997	-35.9125	150.081	-1589024	0								4	Moruya, New South Wales, Australia	AS	AS02	4997	-35.9125	150.081	-1589024	20171107084500	https://www.batemansbaypost.com.au/story/5040268/glen-gets-into-cup-groove/?cs=233
704577546	20161107	201611	2016	2016.8411	AUS	AUSTRALIA	AUS								USA	UNITED STATES	USA								0	050	050	05	1	3.5	6	1	6	-4.76190476190476	1	Australia	AS	AS		-25	135	AS	1	United States	US	US		39.828175	-98.5795	US	1	Australia	AS	AS		-25	135	AS	20171107084500	https://www.economist.com/blogs/economist-explains/2017/11/economist-explains-1
704577547	20161107	201611	2016	2016.8411	BUS	MANUFACTURER						BUS			EDU	SCHOOL						EDU			0	0874	087	08	2	10.0	10	1	10	-3.92817059483727	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171107084500	https://euobserver.com/opinion/139766
704577548	20161107	201611	2016	2016.8411	CHN	CHINA	CHN								GOV	PRESIDENT						GOV			0	046	046	04	1	7.0	8	2	8	4.34380078941258	1	China	CH	CH		35	105	CH	1	Hong Kong	HK	HK		22.25	114.166667	HK	1	China	CH	CH		35	105	CH	20171107084500	http://www.finanznachrichten.de/nachrichten-2017-11/42162782-infrastructure-and-cities-development-is-vital-to-support-growth-new-rics-president-256.htm
704577549	20161107	201611	2016	2016.8411	GOV	PRESIDENT						GOV													0	046	046	04	1	7.0	22	3	22	4.47597366021111	1	Hong Kong	HK	HK		22.25	114.166667	HK	0								1	Hong Kong	HK	HK		22.25	114.166667	HK	20171107084500	http://www.finanznachrichten.de/nachrichten-2017-11/42162782-infrastructure-and-cities-development-is-vital-to-support-growth-new-rics-president-256.htm
704577550	20161107	201611	2016	2016.8411	GOV	PRESIDENT						GOV			CHN	CHINA	CHN								0	046	046	04	1	7.0	8	2	8	4.34380078941258	1	Hong Kong	HK	HK		22.25	114.166667	HK	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171107084500	http://www.finanznachrichten.de/nachrichten-2017-11/42162782-infrastructure-and-cities-development-is-vital-to-support-growth-new-rics-president-256.htm
704577551	20161107	201611	2016	2016.8411	LEG	LEGISLATURE						LEG													0	111	111	11	3	-2.0	8	1	8	-3.89261744966443	1	Hong Kong	HK	HK		22.25	114.166667	HK	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171107084500	https://www.nytimes.com/2017/11/07/world/asia/hong-kong-umbrella-revolution.html
