703280076	20161102	201611	2016	2016.8274	CAN	TORONTO	CAN																		0	042	042	04	1	1.9	2	1	2	1.87353629976581	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	0								1	Brunei	BX	BX		4.5	114.666667	BX	20171102124500	http://www.goodtoknow.co.uk/family/550436/the-one-rule-all-royal-wedding-guests-must-follow
703280077	20161102	201611	2016	2016.8274	CVL	TOURIST						CVL			MYS	MALAYSIA	MYS								1	042	042	04	1	1.9	1	1	1	1.73267326732674	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	1	Malaysia	MY	MY		2.5	112.5	MY	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20171102124500	http://www.hurriyetdailynews.com/turkey-aims-to-become-top-3-destination-for-tourists-121786
703280078	20161102	201611	2016	2016.8274	DEU	BERLIN	DEU								GBR	UNITED KINGDOM	GBR								0	036	036	03	1	4.0	3	1	3	2.69461077844311	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20171102124500	http://english.republika.mk/president-ivanov-despite-brexit-uk-keeps-on-supporting-macedonia/
703280079	20161102	201611	2016	2016.8274	DEU	GERMANY	DEU								GBR	UNITED KINGDOM	GBR								0	036	036	03	1	4.0	1	1	1	2.69461077844311	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171102124500	http://english.republika.mk/president-ivanov-despite-brexit-uk-keeps-on-supporting-macedonia/
703280080	20161102	201611	2016	2016.8274	DEU	BERLIN	DEU								GBR	UNITED KINGDOM	GBR								0	036	036	03	1	4.0	1	1	1	2.69461077844311	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171102124500	http://english.republika.mk/president-ivanov-despite-brexit-uk-keeps-on-supporting-macedonia/
703280081	20161102	201611	2016	2016.8274	GBR	UNITED KINGDOM	GBR								DEU	BERLIN	DEU								0	036	036	03	1	4.0	3	1	3	2.69461077844311	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20171102124500	http://english.republika.mk/president-ivanov-despite-brexit-uk-keeps-on-supporting-macedonia/
703280082	20161102	201611	2016	2016.8274	GBR	UNITED KINGDOM	GBR								DEU	GERMANY	DEU								0	036	036	03	1	4.0	1	1	1	2.69461077844311	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171102124500	http://english.republika.mk/president-ivanov-despite-brexit-uk-keeps-on-supporting-macedonia/
703280083	20161102	201611	2016	2016.8274	GBR	UNITED KINGDOM	GBR								DEU	BERLIN	DEU								0	036	036	03	1	4.0	1	1	1	2.69461077844311	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171102124500	http://english.republika.mk/president-ivanov-despite-brexit-uk-keeps-on-supporting-macedonia/
703280084	20161102	201611	2016	2016.8274	GOV	PRESIDENT						GOV			BGR	BULGARIA	BGR								1	051	051	05	1	3.4	20	1	20	0	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20171102124500	http://focus-fen.net/./news/2017/11/02/424643/swiss-president-doris-leuthard-fight-against-corruption-is-duty-worldwide-hopefully-bulgaria-will-make-progress.html
703280085	20161102	201611	2016	2016.8274	GOV	PRESIDENT						GOV			CHE	SWITZERLAND	CHE								1	013	013	01	1	0.4	60	1	60	0.702987697715287	4	Sofia, Sofiya-Grad, Bulgaria	BU	BU42	12028	42.6833	23.3167	-838489	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20171102124500	http://www.focus-fen.net/news/2017/11/02/424645/president-rumen-radev-bulgaria-sees-firm-support-from-switzerland-for-schengen.html
