704598153	20161107	201611	2016	2016.8411	LTU	LITHUANIA	LTU								NOR	NORWEGIAN	NOR								0	057	057	05	1	8.0	1	1	1	1.75438596491228	1	Lithuania	LH	LH		56	24	LH	4	Kongsberg, Buskerud, Norway	NO	NO04	23182	59.65	9.65	-266589	1	Lithuania	LH	LH		56	24	LH	20171107101500	http://www.airforce-technology.com/features/octobers-top-news-stories-2017/
704598154	20161107	201611	2016	2016.8411	LTU	LITHUANIA	LTU								NOR	NORWEGIAN	NOR								0	057	057	05	1	8.0	1	1	1	1.75438596491228	1	Lithuania	LH	LH		56	24	LH	1	Lithuania	LH	LH		56	24	LH	1	Lithuania	LH	LH		56	24	LH	20171107101500	http://www.airforce-technology.com/features/octobers-top-news-stories-2017/
704598155	20161107	201611	2016	2016.8411	LTU	LITHUANIA	LTU								NORGOVMIL	NORWEGIAN	NOR					GOV	MIL		0	057	057	05	1	8.0	6	1	6	1.75438596491228	1	Lithuania	LH	LH		56	24	LH	4	Kongsberg, Buskerud, Norway	NO	NO04	23182	59.65	9.65	-266589	1	Lithuania	LH	LH		56	24	LH	20171107101500	http://www.airforce-technology.com/features/octobers-top-news-stories-2017/
704598156	20161107	201611	2016	2016.8411	NOR	NORWEGIAN	NOR								LTU	LITHUANIA	LTU								0	057	057	05	1	8.0	1	1	1	1.75438596491228	4	Kongsberg, Buskerud, Norway	NO	NO04	23182	59.65	9.65	-266589	1	Lithuania	LH	LH		56	24	LH	1	Lithuania	LH	LH		56	24	LH	20171107101500	http://www.airforce-technology.com/features/octobers-top-news-stories-2017/
704598157	20161107	201611	2016	2016.8411	NOR	NORWEGIAN	NOR								LTU	LITHUANIA	LTU								0	057	057	05	1	8.0	1	1	1	1.75438596491228	1	Lithuania	LH	LH		56	24	LH	1	Lithuania	LH	LH		56	24	LH	1	Lithuania	LH	LH		56	24	LH	20171107101500	http://www.airforce-technology.com/features/octobers-top-news-stories-2017/
704598158	20161107	201611	2016	2016.8411	NORGOVMIL	NORWEGIAN	NOR					GOV	MIL		LTU	LITHUANIA	LTU								0	057	057	05	1	8.0	6	1	6	1.75438596491228	4	Kongsberg, Buskerud, Norway	NO	NO04	23182	59.65	9.65	-266589	1	Lithuania	LH	LH		56	24	LH	1	Lithuania	LH	LH		56	24	LH	20171107101500	http://www.airforce-technology.com/features/octobers-top-news-stories-2017/
704598159	20161107	201611	2016	2016.8411	REF	REFUGEE						REF			AFG	AFGHANISTAN	AFG								1	046	046	04	1	7.0	10	1	10	1.59574468085107	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171107101500	http://www.farminglife.com/yfc/yfcu-members-attend-important-human-rights-summit-in-austria-1-8232569
704598160	20161107	201611	2016	2016.8411	REF	REFUGEE						REF			IRN	IRAN	IRN								1	046	046	04	1	7.0	4	1	4	1.59574468085107	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171107101500	http://www.farminglife.com/yfc/yfcu-members-attend-important-human-rights-summit-in-austria-1-8232569
704598161	20161107	201611	2016	2016.8411	REF	REFUGEE						REF			IRN	IRAN	IRN								1	046	046	04	1	7.0	6	1	6	1.59574468085107	1	Afghanistan	AF	AF		33	66	AF	1	Iran	IR	IR		32	53	IR	1	Afghanistan	AF	AF		33	66	AF	20171107101500	http://www.farminglife.com/yfc/yfcu-members-attend-important-human-rights-summit-in-austria-1-8232569
704598162	20161107	201611	2016	2016.8411	REF	REFUGEE						REF			SOM	SOMALIA	SOM								1	046	046	04	1	7.0	2	1	2	1.59574468085107	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171107101500	http://www.farminglife.com/yfc/yfcu-members-attend-important-human-rights-summit-in-austria-1-8232569
704598163	20161107	201611	2016	2016.8411	REF	REFUGEE						REF			SOM	SOMALIA	SOM								1	046	046	04	1	7.0	2	1	2	1.59574468085107	1	Afghanistan	AF	AF		33	66	AF	1	Iran	IR	IR		32	53	IR	1	Afghanistan	AF	AF		33	66	AF	20171107101500	http://www.farminglife.com/yfc/yfcu-members-attend-important-human-rights-summit-in-austria-1-8232569
704598164	20161107	201611	2016	2016.8411	REF	REFUGEE						REF			SOM	SOMALIA	SOM								1	046	046	04	1	7.0	6	1	6	1.59574468085107	1	Afghanistan	AF	AF		33	66	AF	1	Somalia	SO	SO		6	48	SO	1	Afghanistan	AF	AF		33	66	AF	20171107101500	http://www.farminglife.com/yfc/yfcu-members-attend-important-human-rights-summit-in-austria-1-8232569
704598165	20161107	201611	2016	2016.8411	SOM	SOMALIA	SOM								REF	REFUGEE						REF			1	046	046	04	1	7.0	2	1	2	1.59574468085107	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171107101500	http://www.farminglife.com/yfc/yfcu-members-attend-important-human-rights-summit-in-austria-1-8232569
704598166	20161107	201611	2016	2016.8411	SOM	SOMALIA	SOM								REF	REFUGEE						REF			1	046	046	04	1	7.0	2	1	2	1.59574468085107	1	Iran	IR	IR		32	53	IR	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171107101500	http://www.farminglife.com/yfc/yfcu-members-attend-important-human-rights-summit-in-austria-1-8232569
704598167	20161107	201611	2016	2016.8411	SOM	SOMALIA	SOM								REF	REFUGEE						REF			1	046	046	04	1	7.0	6	1	6	1.59574468085107	1	Somalia	SO	SO		6	48	SO	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171107101500	http://www.farminglife.com/yfc/yfcu-members-attend-important-human-rights-summit-in-austria-1-8232569
704598168	20161107	201611	2016	2016.8411	UAF	FIGHTER						UAF			FRA	FRANCE	FRA								0	030	030	03	1	4.0	1	1	1	1.75438596491228	4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171107101500	http://www.airforce-technology.com/features/octobers-top-news-stories-2017/
704598169	20161107	201611	2016	2016.8411	UAF	FIGHTER						UAF			FRA	FRANCE	FRA								0	030	030	03	1	4.0	7	1	7	1.75438596491228	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20171107101500	http://www.airforce-technology.com/features/octobers-top-news-stories-2017/
704598170	20161107	201611	2016	2016.8411	USA	UNITED STATES	USA																		0	193	193	19	4	-10.0	1	1	1	-2.56629597946963	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20171107101500	http://www.decaturdaily.com/news/local/police-pastors-cope-with-church-vulnerability/article_8bd3b550-db01-5c56-8e98-f7c637ccf1b8.html
704598171	20161107	201611	2016	2016.8411	USAMED	REUTERS	USA					MED													0	010	010	01	1	0.0	2	1	2	1.32275132275133	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20171107101500	http://www.presstv.com/Detail/2017/11/07/541303/2nd-Indian-ship-with-wheat-for-Afghans-docks-in-Iran
704598172	20161107	201611	2016	2016.8411	USAMED	REUTERS	USA					MED													0	010	010	01	1	0.0	3	1	3	1.32275132275133	1	Afghanistan	AF	AF		33	66	AF	0								1	Afghanistan	AF	AF		33	66	AF	20171107101500	http://www.presstv.com/Detail/2017/11/07/541303/2nd-Indian-ship-with-wheat-for-Afghans-docks-in-Iran
704598173	20171008	201710	2017	2017.7616	BUS	CHAMBER OF COMMERCE						BUS													1	026	026	02	1	4.0	10	1	10	-1.2987012987013	4	Juba, Wilayat Bahr al Jabal, South Sudan	OD	OD01	37033	4.84597	31.6012	-7975	0								4	Juba, Wilayat Bahr al Jabal, South Sudan	OD	OD01	37033	4.84597	31.6012	-7975	20171107101500	South Sudan Broadcasting Corporation/BBC Monitoring/(c) BBC
704598174	20171008	201710	2017	2017.7616	GOV	SPECIAL ENVOY						GOV			SAU	SAUDI ARABIA	SAU								0	042	042	04	1	1.9	4	1	4	2	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	Qatar	QA	QA		25.5	51.25	QA	20171107101500	http://www.themedialine.org/mideast-daily-news/palestinian-leader-abbas-summoned-riyadh/
704598175	20171008	201710	2017	2017.7616	JUD	HIGH COURT						JUD			GOV	GOVERNMENT						GOV			1	020	020	02	1	3.0	4	1	4	-1.79738562091503	1	South Africa	SF	SF		-30	26	SF	4	Letsie, Lesotho (general), Lesotho	LT	LT00	18893	-29.8333	27.3167	-1405633	1	South Africa	SF	SF		-30	26	SF	20171107101500	http://sundayexpress.co.ls/mosisilis-son-appeals-dismissal/
704598176	20171008	201710	2017	2017.7616	JUD	HIGH COURT						JUD			GOV	GOVERNMENT						GOV			1	020	020	02	1	3.0	2	1	2	-1.79738562091503	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171107101500	http://sundayexpress.co.ls/mosisilis-son-appeals-dismissal/
704598177	20171008	201710	2017	2017.7616	JUD	HIGH COURT						JUD			GOV	GOVERNMENT						GOV			1	110	110	11	3	-2.0	6	1	6	-1.79738562091503	4	Letsie, Lesotho (general), Lesotho	LT	LT00	18893	-29.8333	27.3167	-1405633	4	Letsie, Lesotho (general), Lesotho	LT	LT00	18893	-29.8333	27.3167	-1405633	4	Letsie, Lesotho (general), Lesotho	LT	LT00	18893	-29.8333	27.3167	-1405633	20171107101500	http://sundayexpress.co.ls/mosisilis-son-appeals-dismissal/
704598178	20171008	201710	2017	2017.7616	LSO	LESOTHO	LSO								GOV	GOVERNMENT						GOV			1	110	110	11	3	-2.0	4	1	4	-1.79738562091503	4	Letsie, Lesotho (general), Lesotho	LT	LT00	18893	-29.8333	27.3167	-1405633	4	Letsie, Lesotho (general), Lesotho	LT	LT00	18893	-29.8333	27.3167	-1405633	4	Letsie, Lesotho (general), Lesotho	LT	LT00	18893	-29.8333	27.3167	-1405633	20171107101500	http://sundayexpress.co.ls/mosisilis-son-appeals-dismissal/
704598179	20171008	201710	2017	2017.7616	LSO	LESOTHO	LSO								JUD	HIGH COURT						JUD			1	020	020	02	1	3.0	4	1	4	-1.79738562091503	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20171107101500	http://sundayexpress.co.ls/mosisilis-son-appeals-dismissal/
704598180	20171008	201710	2017	2017.7616	SAU	SAUDI ARABIA	SAU								GOV	SPECIAL ENVOY						GOV			0	043	043	04	1	2.8	4	1	4	2	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	Qatar	QA	QA		25.5	51.25	QA	20171107101500	http://www.themedialine.org/mideast-daily-news/palestinian-leader-abbas-summoned-riyadh/
704598181	20171008	201710	2017	2017.7616	SAU	SAUDI ARABIA	SAU								SAUGOV	SAUDI ARABIA	SAU					GOV			0	043	043	04	1	2.8	1	1	1	2	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	Qatar	QA	QA		25.5	51.25	QA	20171107101500	http://www.themedialine.org/mideast-daily-news/palestinian-leader-abbas-summoned-riyadh/
704598182	20171008	201710	2017	2017.7616	SAUGOV	SAUDI ARABIA	SAU					GOV			SAU	SAUDI ARABIA	SAU								0	042	042	04	1	1.9	1	1	1	2	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	Qatar	QA	QA		25.5	51.25	QA	20171107101500	http://www.themedialine.org/mideast-daily-news/palestinian-leader-abbas-summoned-riyadh/
704598183	20171008	201710	2017	2017.7616	USA	UNITED STATES	USA								USACVL	UNITED STATES	USA					CVL			1	036	036	03	1	4.0	4	1	4	-4.45151033386327	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20171107101500	http://www.terradaily.com/reports/Puerto_Rico_population_to_drop_14_after_hurricane_999.html
704598184	20171008	201710	2017	2017.7616	USAPRI	PUERTO RICAN	USA								USACVL	UNITED STATES	USA					CVL			1	036	036	03	1	4.0	4	1	4	-4.45151033386327	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20171107101500	http://www.terradaily.com/reports/Puerto_Rico_population_to_drop_14_after_hurricane_999.html
704598185	20171008	201710	2017	2017.7616	USAPRI	PUERTO RICAN	USA								USAPRICVL	PUERTO RICAN	USA					CVL			1	036	036	03	1	4.0	2	1	2	-4.45151033386327	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20171107101500	http://www.terradaily.com/reports/Puerto_Rico_population_to_drop_14_after_hurricane_999.html
704598186	20171031	201710	2017	2017.8247											NGA	NIGERIA	NGA								1	010	010	01	1	0.0	4	1	4	-4.31034482758621	0								4	Gombe, Gombe, Nigeria	NI	NI55	22658	10.2897	11.1673	-2009360	4	Gombe, Gombe, Nigeria	NI	NI55	22658	10.2897	11.1673	-2009360	20171107101500	https://www.today.ng/news/nigeria/30487/efcc-arrests-governor-abubakar-danladi-allegedly-receiving-n450m-diezani-alison-madueke
704598187	20171031	201710	2017	2017.8247	BUS	BANK						BUS			GOV	GOVERNMENT						GOV			1	071	071	07	2	7.4	10	1	10	2.55905511811023	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20171107101500	https://www.today.ng/news/nigeria/5458/fed-govt-audit-tsa-remittances-banks
704598188	20171031	201710	2017	2017.8247	CHNGOV	CHINA	CHN					GOV			CHN	CHINESE	CHN								0	030	030	03	1	4.0	1	1	1	-0.88183421516755	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171107101500	http://time.com/5012974/donald-trump-south-korea-kim-jong-un/
704598189	20171031	201710	2017	2017.8247	CHNGOV	CHINA	CHN					GOV			CHN	BEIJING	CHN								0	120	120	12	3	-4.0	1	1	1	-0.88183421516755	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171107101500	http://time.com/5012974/donald-trump-south-korea-kim-jong-un/
704598190	20171031	201710	2017	2017.8247	CHNGOV	XI JINPING	CHN					GOV			CHNGOV	CHINESE	CHN					GOV			0	030	030	03	1	4.0	6	1	6	-0.88183421516755	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171107101500	http://time.com/5012974/donald-trump-south-korea-kim-jong-un/
704598191	20171031	201710	2017	2017.8247	GBR	UNITED KINGDOM	GBR																		1	173	173	17	4	-5.0	2	1	2	-5.6140350877193	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171107101500	https://inews.co.uk/essentials/news/politics/boris-johnson-gaffe-see-mother-given-longer-jail-term-just-slip-tongue/
704598192	20171031	201710	2017	2017.8247	GBR	UNITED KINGDOM	GBR																		1	173	173	17	4	-5.0	2	1	2	-5.6140350877193	1	United Kingdom	UK	UK		54	-4	UK	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20171107101500	https://inews.co.uk/essentials/news/politics/boris-johnson-gaffe-see-mother-given-longer-jail-term-just-slip-tongue/
704598193	20171031	201710	2017	2017.8247	GOV	SECRETARY OF STATE						GOV			CVL	IMMIGRANT						CVL			1	020	020	02	1	3.0	1	1	1	-0.21574973031283	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	Haiti	HA	HA		19	-72.416667	HA	1	Haiti	HA	HA		19	-72.416667	HA	20171107101500	http://www.bostonglobe.com/metro/2017/11/06/central-american-haitian-immigrants-await-homeland-security-decision-status/qHQ8CNxrjdrBYNMVgJFY0I/story.html
704598194	20171031	201710	2017	2017.8247	GOV	SECRETARY OF STATE						GOV			USA	UNITED STATES	USA								1	040	040	04	1	1.0	1	1	1	-0.21574973031283	1	El Salvador	ES	ES		13.833333	-88.916667	ES	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171107101500	http://www.bostonglobe.com/metro/2017/11/06/central-american-haitian-immigrants-await-homeland-security-decision-status/qHQ8CNxrjdrBYNMVgJFY0I/story.html
704598195	20171031	201710	2017	2017.8247	IRN	IRAN	IRN								GBR	BRITISH	GBR								1	010	010	01	1	0.0	2	1	2	-4.3343653250774	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20171107101500	https://www.politico.eu/article/liam-fox-on-boris-johnsons-iran-gaffe-we-all-make-slips-of-the-tongue/
704598196	20171031	201710	2017	2017.8247	IRN	IRAN	IRN								GBRCVL	UNITED KINGDOM	GBR					CVL			1	010	010	01	1	0.0	1	1	1	-4.3343653250774	1	Iran	IR	IR		32	53	IR	1	United Kingdom	UK	UK		54	-4	UK	1	Iran	IR	IR		32	53	IR	20171107101500	https://www.politico.eu/article/liam-fox-on-boris-johnsons-iran-gaffe-we-all-make-slips-of-the-tongue/
704598197	20171031	201710	2017	2017.8247	IRN	IRAN	IRN								GBRCVL	UNITED KINGDOM	GBR					CVL			1	010	010	01	1	0.0	1	1	1	-4.3343653250774	1	Iran	IR	IR		32	53	IR	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171107101500	https://www.politico.eu/article/liam-fox-on-boris-johnsons-iran-gaffe-we-all-make-slips-of-the-tongue/
704598198	20171031	201710	2017	2017.8247	ITA	ITALY	ITA								USA	NEW YORK	USA								1	036	036	03	1	4.0	1	1	1	0.21598272138229	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171107101500	http://www.dailymail.co.uk/news/article-5057485/Ivana-Trump-ex-Rossano-Rubicondi-holiday-Rome.html
704598199	20171031	201710	2017	2017.8247	ITA	ITALY	ITA								USA	NEW YORK	USA								1	036	036	03	1	4.0	1	1	1	0.21598272138229	1	Germany	GM	GM		51.5	10.5	GM	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20171107101500	http://www.dailymail.co.uk/news/article-5057485/Ivana-Trump-ex-Rossano-Rubicondi-holiday-Rome.html
704598200	20171031	201710	2017	2017.8247	KORSPY	SOUTH KOREA	KOR					SPY			PRK	NORTH KOREA	PRK								0	010	010	01	1	0.0	2	1	2	-3.18471337579618	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171107101500	http://www.channelnewsasia.com/news/asiapacific/trump-at-north-korea-s-doorstep-warns-he-s-ready-to-use-military-9383258
704598201	20171031	201710	2017	2017.8247	MED	JOURNALIST						MED			SLE	FREETOWN	SLE								0	172	172	17	4	-5.0	5	1	5	-5.43052837573385	4	Freetown, Western Area, Sierra Leone	SL	SL04	111381	8.49	-13.2342	-1315606	4	Freetown, Western Area, Sierra Leone	SL	SL04	111381	8.49	-13.2342	-1315606	4	Freetown, Western Area, Sierra Leone	SL	SL04	111381	8.49	-13.2342	-1315606	20171107101500	http://www.thesierraleonetelegraph.com/sierra-leone-opposition-leader-alie-kabba-arrested-by-the-koroma-government/
704598202	20171031	201710	2017	2017.8247	NPLCOP	NEPAL	NPL					COP			NPL	KATHMANDU	NPL								1	173	173	17	4	-5.0	7	1	7	-6.34517766497462	4	Pokhara, Nepal (general), Nepal	NP	NP00	22364	28.2185	83.9877	-1022488	4	Pokhara, Nepal (general), Nepal	NP	NP00	22364	28.2185	83.9877	-1022488	4	Pokhara, Nepal (general), Nepal	NP	NP00	22364	28.2185	83.9877	-1022488	20171107101500	https://www.cryptocoinsnews.com/nepal-police-arrest-two-bitcoin-exchange-operators-in-crackdown/
704598203	20171031	201710	2017	2017.8247	SDN	KHARTOUM	SDN								SDNGOV	SALVA KIIR	SDN					GOV			1	043	043	04	1	2.8	2	1	2	0.48543689320388	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	4	Khartoum, Al Khartum, Sudan	SU	SU29	37069	15.5881	32.5342	-1987	20171107101500	http://allafrica.com/stories/201711070150.html
704598204	20171031	201710	2017	2017.8247	SDNGOV	SALVA KIIR	SDN					GOV			SDN	KHARTOUM	SDN								1	042	042	04	1	1.9	2	1	2	0.48543689320388	4	Kordofan, Shamal Kurdufan, Sudan	SU	SU56	37089	13.0833	30.35	-9440	4	Kordofan, Shamal Kurdufan, Sudan	SU	SU56	37089	13.0833	30.35	-9440	4	Kordofan, Shamal Kurdufan, Sudan	SU	SU56	37089	13.0833	30.35	-9440	20171107101500	http://allafrica.com/stories/201711070150.html
