703512465	20071106	200711	2007	2007.8384	GOV	GOVERNMENT OFFICIAL						GOV													0	112	112	11	3	-2.0	5	1	5	-3.43007915567283	4	Bislig, Leyte, Philippines	RP	RP37	24258	11.0725	125.034	-2414570	0								4	Bislig, Leyte, Philippines	RP	RP37	24258	11.0725	125.034	-2414570	20171103053000	http://www.philstar.com/headlines/2017/11/03/1755252/what-presidential-task-force-media-security
703512466	20071106	200711	2007	2007.8384	GOV	GOVERNMENT OFFICIAL						GOV													0	112	112	11	3	-2.0	5	1	5	-3.43007915567283	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	0								4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20171103053000	http://www.philstar.com/headlines/2017/11/03/1755252/what-presidential-task-force-media-security
703512467	20071106	200711	2007	2007.8384	GOV	GOVERNMENT OFFICIAL						GOV													0	190	190	19	4	-10.0	10	1	10	-3.43007915567283	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	0								4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20171103053000	http://www.philstar.com/headlines/2017/11/03/1755252/what-presidential-task-force-media-security
703512468	20161103	201611	2016	2016.8301	CVL	COMMUNITY						CVL			BUS	BOSS						BUS			1	020	020	02	1	3.0	10	1	10	2.80112044817927	4	Springburn, Glasgow City, United Kingdom	UK	UKV2	40176	55.8833	-4.21667	-2608455	4	Springburn, Glasgow City, United Kingdom	UK	UKV2	40176	55.8833	-4.21667	-2608455	4	Springburn, Glasgow City, United Kingdom	UK	UKV2	40176	55.8833	-4.21667	-2608455	20171103053000	http://www.eveningtimes.co.uk/news/15636990.Springburn_shopping_centre_is_sold_to_new_owners_who_have_employed_security_specialists_to_tackle_drug_dealing_problem/
703512469	20161103	201611	2016	2016.8301	GOV	GOVERNMENT						GOV													0	190	190	19	4	-10.0	10	1	10	-1.83976261127596	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	0								4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20171103053000	https://www.ucanews.com/news/desperate-to-hang-on-a-strongman-shows-his-true-colors/80665
703512470	20161103	201611	2016	2016.8301	JOR	JORDAN	JOR																		1	0231	023	02	1	3.4	10	1	10	2.0703933747412	0								0								0								20171103053000	http://www.stmarysstar.com.au/story/5033156/truckies-surprise-mate-with-50000-donation-for-sons-care/?cs=1508
703512471	20161103	201611	2016	2016.8301	KHM	PHNOM PENH	KHM								KHMGOV	CAMBODIA	KHM					GOV			1	043	043	04	1	2.8	1	1	1	-4.21729807005003	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20171103053000	http://www.themalaymailonline.com/world/article/with-america-first-trump-mutes-us-voice-on-human-rights-in-asia
703512472	20161103	201611	2016	2016.8301	KHMGOV	CAMBODIAN	KHM					GOV			KHM	PHNOM PENH	KHM								1	042	042	04	1	1.9	7	1	7	-4.21729807005003	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171103053000	http://www.themalaymailonline.com/world/article/with-america-first-trump-mutes-us-voice-on-human-rights-in-asia
703512473	20161103	201611	2016	2016.8301	KHMGOV	CAMBODIA	KHM					GOV			KHM	PHNOM PENH	KHM								1	042	042	04	1	1.9	1	1	1	-4.21729807005003	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20171103053000	http://www.themalaymailonline.com/world/article/with-america-first-trump-mutes-us-voice-on-human-rights-in-asia
703512474	20161103	201611	2016	2016.8301	PHL	PHILIPPINE	PHL																		0	173	173	17	4	-5.0	3	1	3	-3.43007915567283	4	Bislig, Leyte, Philippines	RP	RP37	24258	11.0725	125.034	-2414570	0								4	Bislig, Leyte, Philippines	RP	RP37	24258	11.0725	125.034	-2414570	20171103053000	http://www.philstar.com/headlines/2017/11/03/1755252/what-presidential-task-force-media-security
703512475	20161103	201611	2016	2016.8301	SGP	SINGAPOREAN	SGP																		0	010	010	01	1	0.0	1	1	1	-5.07075471698113	1	Saudi Arabia	SA	SA		25	45	SA	0								1	Singapore	SN	SN		1.366667	103.8	SN	20171103053000	https://dinmerican.wordpress.com/2017/11/03/the-cancer-of-islamist-extremism-spreads-around-the-world/
703512476	20161103	201611	2016	2016.8301	SGP	SINGAPOREAN	SGP																		0	071	071	07	2	7.4	1	1	1	-5.07075471698113	1	Saudi Arabia	SA	SA		25	45	SA	0								1	Singapore	SN	SN		1.366667	103.8	SN	20171103053000	https://dinmerican.wordpress.com/2017/11/03/the-cancer-of-islamist-extremism-spreads-around-the-world/
703512477	20161103	201611	2016	2016.8301	USA	SAN FRANCISCO	USA								USACVL	UNITED STATES	USA					CVL			1	081	081	08	2	5.0	2	1	2	-0.67189249720045	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171103053000	http://www.sfexaminer.com/sf-supervisors-push-cannabis-limits-districts/
703512478	20161103	201611	2016	2016.8301	USACVL	SAN FRANCISCO	USA					CVL			USA	CALIFORNIA	USA								1	081	081	08	2	5.0	6	1	6	-0.67189249720045	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20171103053000	http://www.sfexaminer.com/sf-supervisors-push-cannabis-limits-districts/
703512479	20171004	201710	2017	2017.7507											TZA	TANZANIAN	TZA								1	030	030	03	1	4.0	2	1	2	-0.31446540880503	0								1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	20171103053000	https://www.bloombergquint.com/markets/2017/11/02/acacia-mining-ceo-cfo-resign-after-tanzania-tax-dispute
703512480	20171004	201710	2017	2017.7507	CAN	TORONTO	CAN								USA	UNITED STATES	USA								0	046	046	04	1	7.0	2	1	2	3.24189526184539	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20171103053000	https://www.yahoo.com/news/michelle-obama-prince-harry-join-162600104.html
703512481	20171004	201710	2017	2017.7507	EGY	EGYPT	EGY								PSE	GAZA	PSE								1	031	031	03	1	5.2	2	1	2	-2.13299874529485	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20171103053000	https://www.nst.com.my/opinion/columnists/2017/11/298583/greater-good-gaza
703512482	20171004	201710	2017	2017.7507	EGY	EGYPT	EGY								PSE	GAZA	PSE								1	0841	084	08	2	7.0	2	1	2	-2.13299874529485	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20171103053000	https://www.nst.com.my/opinion/columnists/2017/11/298583/greater-good-gaza
703512483	20171004	201710	2017	2017.7507	EGY	EGYPT	EGY								PSEREB	HAMAS	PSE					REB			1	045	045	04	1	5.0	2	1	2	-2.13299874529485	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20171103053000	https://www.nst.com.my/opinion/columnists/2017/11/298583/greater-good-gaza
703512484	20171004	201710	2017	2017.7507	GOV	PRINCE						GOV			USAGOV	OBAMA	USA					GOV			0	046	046	04	1	7.0	2	1	2	3.24189526184539	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171103053000	https://www.yahoo.com/news/michelle-obama-prince-harry-join-162600104.html
703512485	20171004	201710	2017	2017.7507	GOV	PRINCE						GOV			USAGOV	OBAMA	USA					GOV			0	046	046	04	1	7.0	2	1	2	3.24189526184539	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20171103053000	https://www.yahoo.com/news/michelle-obama-prince-harry-join-162600104.html
703512486	20171004	201710	2017	2017.7507	GOV	PRINCE						GOV			USAGOV	OBAMA	USA					GOV			0	046	046	04	1	7.0	4	1	4	3.24189526184539	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20171103053000	https://www.yahoo.com/news/michelle-obama-prince-harry-join-162600104.html
703512487	20171004	201710	2017	2017.7507	JUD	HIGH COURT						JUD													0	130	130	13	3	-4.4	10	1	10	-3.5474006116208	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20171103053000	https://www.wsws.org/en/articles/2017/11/03/labo-n03.html
703512488	20171004	201710	2017	2017.7507	TZA	TANZANIAN	TZA																		1	030	030	03	1	4.0	2	1	2	-0.31446540880503	1	Tanzania	TZ	TZ		-6	35	TZ	0								1	Tanzania	TZ	TZ		-6	35	TZ	20171103053000	https://www.bloombergquint.com/markets/2017/11/02/acacia-mining-ceo-cfo-resign-after-tanzania-tax-dispute
703512489	20171004	201710	2017	2017.7507	USA	UNITED STATES	USA																		1	080	080	08	2	5.0	1	1	1	-3.73134328358209	4	Be Nice, Wielkopolskie, Poland	PL	PL86	24615	51.7528	17.3851	-493161	0								4	Be Nice, Wielkopolskie, Poland	PL	PL86	24615	51.7528	17.3851	-493161	20171103053000	http://www.herald-dispatch.com/ap/ap_nation/doctor-fights-to-regain-license-lost-to-lax-computer-skills/article_3f6f0146-3a25-588e-a813-e662fd9d7d15.html
703512490	20171004	201710	2017	2017.7507	USA	UNITED STATES	USA								CAN	TORONTO	CAN								0	046	046	04	1	7.0	2	1	2	3.24189526184539	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20171103053000	https://www.yahoo.com/news/michelle-obama-prince-harry-join-162600104.html
703512491	20171004	201710	2017	2017.7507	USAGOV	OBAMA	USA					GOV			GOV	PRINCE						GOV			0	046	046	04	1	7.0	2	1	2	3.24189526184539	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20171103053000	https://www.yahoo.com/news/michelle-obama-prince-harry-join-162600104.html
