703515565	20161103	201611	2016	2016.8301	AUS	MELBOURNE	AUS																		1	0353	035	03	1	7.0	6	2	6	0.357142857142857	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20171103054500	http://www.smh.com.au/victoria/crane-numbers-soar-to-new-heights-in-melbourne-20171102-gze04l.html
703515566	20161103	201611	2016	2016.8301	AUS	BRISBANE	AUS																		1	172	172	17	4	-5.0	10	1	10	-1.03626943005182	4	Toogoolawah, Queensland, Australia	AS	AS04	154690	-27.0866	152.376	-1605172	0								4	Toogoolawah, Queensland, Australia	AS	AS04	154690	-27.0866	152.376	-1605172	20171103054500	https://www.gattonstar.com.au/news/jayden-nikorimas-future-in-jeopardy-amid-allegatio/3256438/
703515567	20161103	201611	2016	2016.8301	CAN	CANADA	CAN																		1	042	042	04	1	1.9	2	1	2	-1.42585551330798	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20171103054500	https://www.guelphmercury.com/news-story/7770188-teen-whose-remains-found-was-funny-artistic/
703515568	20161103	201611	2016	2016.8301	CAN	CANADA	CAN																		1	042	042	04	1	1.9	2	1	2	-1.42585551330798	4	Guelph, Ontario, Canada	CA	CA08	12688	43.55	-80.25	-565712	0								4	Guelph, Ontario, Canada	CA	CA08	12688	43.55	-80.25	-565712	20171103054500	https://www.guelphmercury.com/news-story/7770188-teen-whose-remains-found-was-funny-artistic/
703515569	20161103	201611	2016	2016.8301	CAN	MANITOBA	CAN								LAB	WORKER						LAB			0	036	036	03	1	4.0	10	1	10	-3.62453531598513	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	20171103054500	http://rabble.ca/news/2017/11/saskatchewan-report-outlines-help-needed-workers-experiencing-domestic-violence
703515570	20161103	201611	2016	2016.8301	GOV	GOVERNMENT						GOV													1	030	030	03	1	4.0	10	1	10	-5.44412607449857	1	South Africa	SF	SF		-30	26	SF	0								1	South Africa	SF	SF		-30	26	SF	20171103054500	https://www.georgeherald.com/News/Article/National/zuma-s-government-uses-apartheid-as-a-scapegoat-for-their-failures-analyst-20171103
703515571	20161103	201611	2016	2016.8301	GOV	GOVERNMENT						GOV			LEG	PARLIAMENT						LEG			0	010	010	01	1	0.0	10	1	10	-4.18882978723404	4	Patiala, Punjab, India	IN	IN23	17831	30.3267	76.4003	-2107479	4	Patiala, Punjab, India	IN	IN23	17831	30.3267	76.4003	-2107479	4	Patiala, Punjab, India	IN	IN23	17831	30.3267	76.4003	-2107479	20171103054500	https://www.fairobserver.com/region/central_south_asia/invasive-crime-evasive-justice/
703515572	20161103	201611	2016	2016.8301	LAB	WORKER						LAB			CAN	MANITOBA	CAN								0	036	036	03	1	4.0	10	1	10	-3.62453531598513	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	20171103054500	http://rabble.ca/news/2017/11/saskatchewan-report-outlines-help-needed-workers-experiencing-domestic-violence
703515573	20161103	201611	2016	2016.8301	NLDJUD	THE HAGUE	NLD					JUD			CHN	BEIJING	CHN								0	020	020	02	1	3.0	2	1	2	-0.55309734513275	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171103054500	https://www.wsj.com/articles/will-india-join-the-quad-1509660669
703515574	20161103	201611	2016	2016.8301	NLDJUD	THE HAGUE	NLD					JUD			CHN	CHINA	CHN								0	020	020	02	1	3.0	1	1	1	-0.55309734513275	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171103054500	https://www.wsj.com/articles/will-india-join-the-quad-1509660669
