702787559	20071104	200711	2007	2007.8329	MIL	MILITARY						MIL			AFR	AFRICA	AFR								1	154	154	15	4	-7.2	5	1	5	-2.8735632183908	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171101003000	https://canadiandimension.com/articles/view/the-u.s.-military-is-conducting-secret-missions-all-over-africa
702787560	20161101	201611	2016	2016.8247											EDU	STUDENT						EDU			1	020	020	02	1	3.0	4	1	4	-2.12765957446809	0								3	Yale University, Connecticut, United States	US	USCT		41.3112	-72.9265	212300	3	Yale University, Connecticut, United States	US	USCT		41.3112	-72.9265	212300	20171101003000	http://www.zerohedge.com/news/2017-10-31/yale-students-love-idea-outlawing-halloween
702787561	20161101	201611	2016	2016.8247											EDU	UNIVERSITY						EDU			1	141	141	14	3	-6.5	4	1	4	-2.12765957446809	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20171101003000	http://www.zerohedge.com/news/2017-10-31/yale-students-love-idea-outlawing-halloween
702787562	20161101	201611	2016	2016.8247	BEL	BELGIUM	BEL								QAT	QATAR	QAT								1	042	042	04	1	1.9	2	1	2	-5.2863436123348	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20171101003000	http://deredactie.be/cm/vrtnieuws.english/News/1.551696
702787563	20161101	201611	2016	2016.8247	BEL	BELGIUM	BEL								QAT	QATAR	QAT								1	042	042	04	1	1.9	2	1	2	-5.2863436123348	1	Belgium	BE	BE		50.833333	4	BE	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	20171101003000	http://deredactie.be/cm/vrtnieuws.english/News/1.551696
702787564	20161101	201611	2016	2016.8247	COP	POLICE						COP													1	130	130	13	3	-4.4	5	1	5	-8.84520884520884	5	North Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-1.5	-2604430	0								5	North Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-1.5	-2604430	20171101003000	http://www.telegraph.co.uk/news/2017/11/01/police-fail-prosecute-single-person-killing-endangered-birds/
702787565	20161101	201611	2016	2016.8247	COP	POLICE						COP													1	173	173	17	4	-5.0	5	1	5	-8.84520884520884	5	North Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-1.5	-2604430	0								5	North Yorkshire, North Yorkshire, United Kingdom	UK	UKJ7	40123	54.1667	-1.5	-2604430	20171101003000	http://www.telegraph.co.uk/news/2017/11/01/police-fail-prosecute-single-person-killing-endangered-birds/
702787566	20161101	201611	2016	2016.8247	DEU	GERMANY	DEU																		0	190	190	19	4	-10.0	4	1	4	-10.062893081761	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20171101003000	https://www.theguardian.com/us-news/2017/nov/01/manhattan-attacker-truck-urban-terrorists-weapon-of-choice-new-york
702787567	20161101	201611	2016	2016.8247	EDU	STUDENT						EDU			USA	UNITED STATES	USA								1	020	020	02	1	3.0	4	1	4	-2.12765957446809	3	Yale University, Connecticut, United States	US	USCT	CT009	41.3112	-72.9265	212300	3	Yale University, Connecticut, United States	US	USCT		41.3112	-72.9265	212300	3	Yale University, Connecticut, United States	US	USCT		41.3112	-72.9265	212300	20171101003000	http://www.zerohedge.com/news/2017-10-31/yale-students-love-idea-outlawing-halloween
702787568	20161101	201611	2016	2016.8247	EDU	STUDENT						EDU			USA	UNITED STATES	USA								1	141	141	14	3	-6.5	4	1	4	-2.12765957446809	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20171101003000	http://www.zerohedge.com/news/2017-10-31/yale-students-love-idea-outlawing-halloween
