705652489	20161110	201611	2016	2016.8493											USA	UNITED STATES	USA								0	042	042	04	1	1.9	1	1	1	0.62780269058296	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171110111500	https://www.politico.com/story/2017/11/10/mitt-romney-senate-utah-244760
705652490	20161110	201611	2016	2016.8493	AFR	AFRICA	AFR								LEG	GENERAL ASSEMBLY						LEG			1	036	036	03	1	4.0	2	1	2	2.88461538461538	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	20171110111500	https://au.int/en/pressreleases/20171108/african-union-commission-convenes-4th-annual-continental-forum-election
705652491	20161110	201611	2016	2016.8493	AUS	AUSTRALIA	AUS								GBR	BRITISH	GBR								1	090	090	09	2	-2.0	2	1	2	3.3195020746888	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171110111500	http://navaltoday.com/2017/11/10/uk-eyeing-australian-ceafar-radar-for-future-warships/
705652492	20161110	201611	2016	2016.8493	BUS	COMPANY						BUS			GOV	GOVERNMENT						GOV			1	031	031	03	1	5.2	5	1	5	0.35335689045937	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171110111500	http://www.carblogindia.com/tata-tigor-electric-car-specifications-leak-online/
705652493	20161110	201611	2016	2016.8493	COP	POLICE						COP			USAHLH	NORTH CAROLINA	USA					HLH			1	190	190	19	4	-10.0	10	1	10	-6.80272108843538	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20171110111500	http://www.wmbfnews.com/story/32184647/news-minute-here-is-the-latest-north-carolina-news-from-the-associated-press-at-540-am-est
705652494	20161110	201611	2016	2016.8493	COP	POLICE						COP			USAHLH	NORTH CAROLINA	USA					HLH			1	193	193	19	4	-10.0	10	1	10	-6.80272108843538	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20171110111500	http://www.wmbfnews.com/story/32184647/news-minute-here-is-the-latest-north-carolina-news-from-the-associated-press-at-540-am-est
705652495	20161110	201611	2016	2016.8493	LEG	GENERAL ASSEMBLY						LEG			AFR	AFRICA	AFR								1	036	036	03	1	4.0	2	1	2	2.88461538461538	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	20171110111500	https://au.int/en/pressreleases/20171108/african-union-commission-convenes-4th-annual-continental-forum-election
705652496	20161110	201611	2016	2016.8493	LEG	GENERAL ASSEMBLY						LEG			RWA	KIGALI	RWA								1	036	036	03	1	4.0	2	1	2	2.88461538461538	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	20171110111500	https://au.int/en/pressreleases/20171108/african-union-commission-convenes-4th-annual-continental-forum-election
705652497	20161110	201611	2016	2016.8493	RWA	KIGALI	RWA								LEG	GENERAL ASSEMBLY						LEG			1	036	036	03	1	4.0	2	1	2	2.88461538461538	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	20171110111500	https://au.int/en/pressreleases/20171108/african-union-commission-convenes-4th-annual-continental-forum-election
705652498	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA																		0	043	043	04	1	2.8	1	1	1	0.62780269058296	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	20171110111500	https://www.politico.com/story/2017/11/10/mitt-romney-senate-utah-244760
705652499	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA																		0	120	120	12	3	-4.0	4	1	4	0.92226613965745	3	Burlington, Massachusetts, United States	US	USMA	MA017	42.5048	-71.1956	612150	0								3	Burlington, Massachusetts, United States	US	USMA	MA017	42.5048	-71.1956	612150	20171110111500	http://www.rutlandherald.com/articles/city-boosts-its-legal-fees-tenfold/
705652500	20161110	201611	2016	2016.8493	USA	UNITED STATES	USA								JUD	ATTORNEY						JUD			0	071	071	07	2	7.4	4	1	4	0.92226613965745	3	Burlington, Massachusetts, United States	US	USMA	MA017	42.5048	-71.1956	612150	3	Burlington, Massachusetts, United States	US	USMA	MA017	42.5048	-71.1956	612150	3	Burlington, Massachusetts, United States	US	USMA	MA017	42.5048	-71.1956	612150	20171110111500	http://www.rutlandherald.com/articles/city-boosts-its-legal-fees-tenfold/
705652501	20171011	201710	2017	2017.7699											CHN	CHINA	CHN								1	046	046	04	1	7.0	2	2	2	-1.36139447967405	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Qian Feng, Sichuan, China	CH	CH32	13003	31.7247	107.131	10325654	20171110111500	http://www.moneycontrol.com/news/india/india-china-likely-to-hold-border-talks-next-month-2435345.html
705652502	20171011	201710	2017	2017.7699											CHN	CHINA	CHN								1	046	046	04	1	7.0	8	2	8	-1.36139447967405	0								4	Qian Feng, Sichuan, China	CH	CH32	13003	31.7247	107.131	10325654	4	Qian Feng, Sichuan, China	CH	CH32	13003	31.7247	107.131	10325654	20171110111500	http://www.moneycontrol.com/news/india/india-china-likely-to-hold-border-talks-next-month-2435345.html
