704418237	20161106	201611	2016	2016.8384											JUD	DISTRICT COURT						JUD			1	138	138	13	3	-7.0	2	1	2	-2.49110320284698	0								4	Whakatane District, New Zealand (general), New Zealand	NZ	NZ00	22380	-38.3333	176.833	-1521516	4	Whakatane District, New Zealand (general), New Zealand	NZ	NZ00	22380	-38.3333	176.833	-1521516	20171106203000	http://www.nzherald.co.nz/entertainment/news/article.cfm?c_id=1501119&objectid=11941214
704418238	20161106	201611	2016	2016.8384											JUD	DISTRICT COURT						JUD			1	173	173	17	4	-5.0	2	1	2	-2.49110320284698	0								4	Whakatane District, New Zealand (general), New Zealand	NZ	NZ00	22380	-38.3333	176.833	-1521516	4	Whakatane District, New Zealand (general), New Zealand	NZ	NZ00	22380	-38.3333	176.833	-1521516	20171106203000	http://www.nzherald.co.nz/entertainment/news/article.cfm?c_id=1501119&objectid=11941214
704418239	20161106	201611	2016	2016.8384											NZL	NEW ZEALAND	NZL								1	138	138	13	3	-7.0	4	1	4	-2.49110320284698	0								4	Whakatane District, New Zealand (general), New Zealand	NZ	NZ00	22380	-38.3333	176.833	-1521516	4	Whakatane District, New Zealand (general), New Zealand	NZ	NZ00	22380	-38.3333	176.833	-1521516	20171106203000	http://www.nzherald.co.nz/entertainment/news/article.cfm?c_id=1501119&objectid=11941214
704418240	20161106	201611	2016	2016.8384											NZL	NEW ZEALAND	NZL								1	173	173	17	4	-5.0	4	1	4	-2.49110320284698	0								4	Whakatane District, New Zealand (general), New Zealand	NZ	NZ00	22380	-38.3333	176.833	-1521516	4	Whakatane District, New Zealand (general), New Zealand	NZ	NZ00	22380	-38.3333	176.833	-1521516	20171106203000	http://www.nzherald.co.nz/entertainment/news/article.cfm?c_id=1501119&objectid=11941214
704418241	20161106	201611	2016	2016.8384	AUS	AUSTRALIA	AUS																		1	015	015	01	1	0.0	4	2	4	-8.68702587045323	4	Beerburrum, Queensland, Australia	AS	AS04	154693	-26.9667	152.967	-1558217	0								4	Beerburrum, Queensland, Australia	AS	AS04	154693	-26.9667	152.967	-1558217	20171106203000	https://www.whitsundaytimes.com.au/news/sadistic-disturbed-killer-says-sentence-is-too-lon/3258510/
704418242	20161106	201611	2016	2016.8384	AUS	AUSTRALIA	AUS																		1	015	015	01	1	0.0	2	1	2	-9.07216494845364	4	Sunshine Coast, Queensland, Australia	AS	AS04	154693	-26.5	153	-1602923	0								4	Sunshine Coast, Queensland, Australia	AS	AS04	154693	-26.5	153	-1602923	20171106203000	https://www.centraltelegraph.com.au/news/sadistic-disturbed-killer-says-sentence-is-too-lon/3258510/
704418243	20161106	201611	2016	2016.8384	AUS	AUSTRALIA	AUS																		1	015	015	01	1	0.0	2	1	2	-8.30188679245282	4	Airlie Beach, Queensland, Australia	AS	AS04	40197	-20.2672	148.716	11430433	0								4	Airlie Beach, Queensland, Australia	AS	AS04	40197	-20.2672	148.716	11430433	20171106203000	https://www.whitsundaytimes.com.au/news/sadistic-disturbed-killer-says-sentence-is-too-lon/3258510/
704418244	20161106	201611	2016	2016.8384	AUS	AUSTRALIA	AUS																		1	190	190	19	4	-10.0	2	2	2	-8.68702587045323	4	Sunshine Coast, Queensland, Australia	AS	AS04	154693	-26.5	153	-1602923	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20171106203000	https://www.whitsundaytimes.com.au/news/sadistic-disturbed-killer-says-sentence-is-too-lon/3258510/
704418245	20161106	201611	2016	2016.8384	BUS	COMPANY						BUS			CAN	CANADA	CAN								1	111	111	11	3	-2.0	5	1	5	3.41614906832298	3	Bloomington, Minnesota, United States	US	USMN	MN053	44.8408	-93.2983	640278	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20171106203000	http://dailyhive.com/vancouver/flyover-iceland-reykjavik-flyover-canada
704418246	20161106	201611	2016	2016.8384	BUS	COMPANIES						BUS			MNCUSAMED	QUALCOMM	USA					MNC	MED		0	020	020	02	1	3.0	10	1	10	0.53619302949062	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20171106203000	https://mobilesyrup.com/2017/11/06/broadcom-offers-buy-qualcomm-103-billion-usd/
704418247	20161106	201611	2016	2016.8384	CAN	CALGARY	CAN								CANCOP	CALGARY	CAN					COP			1	112	112	11	3	-2.0	10	1	10	-6.49350649350649	0								0								0								20171106203000	http://thestarphoenix.com/pmn/news-pmn/canada-news-pmn/fight-of-my-life-calgary-officer-testifies-at-arrest-assault-trial/wcm/5741c9e8-4594-4b1e-b55a-2b22d8ce42f9
704418248	20161106	201611	2016	2016.8384	CAN	CALGARY	CAN								CANCOP	CALGARY	CAN					COP			1	180	180	18	4	-9.0	10	1	10	-6.49350649350649	0								0								0								20171106203000	http://thestarphoenix.com/pmn/news-pmn/canada-news-pmn/fight-of-my-life-calgary-officer-testifies-at-arrest-assault-trial/wcm/5741c9e8-4594-4b1e-b55a-2b22d8ce42f9
704418249	20161106	201611	2016	2016.8384	CHN	CHINA	CHN								CHNEDU	CHINA	CHN					EDU			1	0331	033	03	1	5.2	2	1	2	-1.31264916467781	4	Tianjin, Tianjin, China	CH	CH28	13279	39.1422	117.177	-1928564	4	Tianjin, Tianjin, China	CH	CH28	13279	39.1422	117.177	-1928564	4	Tianjin, Tianjin, China	CH	CH28	13279	39.1422	117.177	-1928564	20171106203000	https://www.washingtonpost.com/world/asia_pacific/chinas-panda-shaped-solar-plant-and-the-trade-challenge-facing-trump/2017/11/06/ad632f56-c209-11e7-af84-d3e2ee4b2af1_story.html
704418250	20161106	201611	2016	2016.8384	DEUCOP	BRUNSWICK	DEU					COP													1	090	090	09	2	-2.0	5	1	5	-9.82658959537572	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171106203000	http://wobm.com/middlesex-county-child-porn-dealer-sentenced/
704418251	20161106	201611	2016	2016.8384	DEUCOP	BRUNSWICK	DEU					COP			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-9.82658959537572	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20171106203000	http://wobm.com/middlesex-county-child-porn-dealer-sentenced/
704418252	20161106	201611	2016	2016.8384	NMR	NORTH AMERICA	NMR								JPN	JAPAN	JPN								1	060	060	06	2	6.0	6	1	6	0	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171106203000	http://wbaa.org/post/trump-leans-japanese-auto-cos-even-us-made-exports-rise
704418253	20161106	201611	2016	2016.8384	NZL	NEW ZEALAND	NZL																		1	138	138	13	3	-7.0	2	1	2	-2.49110320284698	4	Whakatane District, New Zealand (general), New Zealand	NZ	NZ00	22380	-38.3333	176.833	-1521516	0								4	Whakatane District, New Zealand (general), New Zealand	NZ	NZ00	22380	-38.3333	176.833	-1521516	20171106203000	http://www.nzherald.co.nz/entertainment/news/article.cfm?c_id=1501119&objectid=11941214
