703645930	20161103	201611	2016	2016.8301											FRA	GRENOBLE	FRA								1	020	020	02	1	3.0	10	1	10	2.65060240963855	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171103153000	http://www.freshplaza.com/article/184261/France-sees-a-diverse-and-stable-harvest-of-Grenoble-walnuts
703645931	20161103	201611	2016	2016.8301											GBR	UNITED KINGDOM	GBR								0	190	190	19	4	-10.0	4	1	4	-3.51239669421487	0								5	East Sussex, East Sussex, United Kingdom	UK	UKE2	40117	50.9167	0.333333	-2595283	5	East Sussex, East Sussex, United Kingdom	UK	UKE2	40117	50.9167	0.333333	-2595283	20171103153000	http://www.sussexexpress.co.uk/news/armed-police-patrol-lewes-bonfire-due-to-terror-threat-1-8228359
703645932	20161103	201611	2016	2016.8301											LAB	EMPLOYEE						LAB			1	050	050	05	1	3.5	6	1	6	-6.19289340101523	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171103153000	https://www.washingtonpost.com/lifestyle/style/two-new-accusers-emerge-at-npr-adding-to-growing-harassment-scandal/2017/11/03/06ec9fb6-c012-11e7-8444-a0d4f04b89eb_story.html
703645933	20161103	201611	2016	2016.8301	BUS	COMPANY						BUS													0	013	013	01	1	0.4	5	1	5	1.47058823529412	4	Fort William, Highland, United Kingdom	UK	UKV3	40172	56.8167	-5.11667	-2596447	0								4	Fort William, Highland, United Kingdom	UK	UKV3	40172	56.8167	-5.11667	-2596447	20171103153000	https://www.pressandjournal.co.uk/fp/news/highlands/1352309/plans-for-new-alloy-wheels-factory-in-fort-william-go-to-the-council-on-monday/
703645934	20161103	201611	2016	2016.8301	BUS	COMPANY						BUS													0	030	030	03	1	4.0	5	1	5	1.47058823529412	4	Fort William, Highland, United Kingdom	UK	UKV3	40172	56.8167	-5.11667	-2596447	0								4	Fort William, Highland, United Kingdom	UK	UKV3	40172	56.8167	-5.11667	-2596447	20171103153000	https://www.pressandjournal.co.uk/fp/news/highlands/1352309/plans-for-new-alloy-wheels-factory-in-fort-william-go-to-the-council-on-monday/
703645935	20161103	201611	2016	2016.8301	COP	PRISON						COP			AUS	AUSTRALIA	AUS								1	015	015	01	1	0.0	3	1	3	-7.11864406779661	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171103153000	https://ca.news.yahoo.com/quebecer-gets-7-years-prison-115810565.html
703645936	20161103	201611	2016	2016.8301	COP	PRISON						COP			AUS	AUSTRALIA	AUS								1	020	020	02	1	3.0	3	1	3	-7.11864406779661	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20171103153000	https://ca.news.yahoo.com/quebecer-gets-7-years-prison-115810565.html
703645937	20161103	201611	2016	2016.8301	GBR	UNITED KINGDOM	GBR								GBRGOV	BRITAIN	GBR					GOV			1	036	036	03	1	4.0	5	1	5	3.44827586206897	1	United Kingdom	UK	UK		54	-4	UK	1	India	IN	IN		20	77	IN	1	United Kingdom	UK	UK		54	-4	UK	20171103153000	http://www.business-standard.com/article/pti-stories/britian-s-prince-charles-to-visit-india-next-week-117110301354_1.html
703645938	20161103	201611	2016	2016.8301	GBRGOV	BRITAIN	GBR					GOV			GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	5	1	5	3.44827586206897	1	India	IN	IN		20	77	IN	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171103153000	http://www.business-standard.com/article/pti-stories/britian-s-prince-charles-to-visit-india-next-week-117110301354_1.html
703645939	20161103	201611	2016	2016.8301	GBRGOV	BRITAIN	GBR					GOV			GOV	GOVERNMENT						GOV			1	042	042	04	1	1.9	1	1	1	3.44827586206897	1	India	IN	IN		20	77	IN	1	United Kingdom	UK	UK		54	-4	UK	1	India	IN	IN		20	77	IN	20171103153000	http://www.business-standard.com/article/pti-stories/britian-s-prince-charles-to-visit-india-next-week-117110301354_1.html
703645940	20161103	201611	2016	2016.8301	GBRGOV	BRITAIN	GBR					GOV			GOV	GOVERNMENT						GOV			1	042	042	04	1	1.9	1	1	1	3.44827586206897	1	India	IN	IN		20	77	IN	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171103153000	http://www.business-standard.com/article/pti-stories/britian-s-prince-charles-to-visit-india-next-week-117110301354_1.html
703645941	20161103	201611	2016	2016.8301	GBRGOV	BRITAIN	GBR					GOV			GOV	GOVERNMENT						GOV			1	042	042	04	1	1.9	3	1	3	3.44827586206897	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20171103153000	http://www.business-standard.com/article/pti-stories/britian-s-prince-charles-to-visit-india-next-week-117110301354_1.html
703645942	20161103	201611	2016	2016.8301	GOV	GOVERNMENT						GOV			GBRGOV	BRITAIN	GBR					GOV			1	043	043	04	1	2.8	1	1	1	3.44827586206897	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171103153000	http://www.business-standard.com/article/pti-stories/britian-s-prince-charles-to-visit-india-next-week-117110301354_1.html
703645943	20161103	201611	2016	2016.8301	GOV	GOVERNMENT						GOV			GBRGOV	BRITAIN	GBR					GOV			1	043	043	04	1	2.8	4	1	4	3.44827586206897	1	United Kingdom	UK	UK		54	-4	UK	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171103153000	http://www.business-standard.com/article/pti-stories/britian-s-prince-charles-to-visit-india-next-week-117110301354_1.html
703645944	20161103	201611	2016	2016.8301	GOV	GOVERNMENT						GOV			MNCUSA	BOEING	USA					MNC			0	036	036	03	1	4.0	5	1	5	-2.87859824780977	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20171103153000	http://www.weatherforddemocrat.com/opinion/columns/the-radiating-mischief-of-protectionism/article_feb029b1-addc-522d-8933-4ecc1010815a.html
703645945	20161103	201611	2016	2016.8301	GRCGOV	GREECE	GRC					GOV			CVL	MIGRANT						CVL			1	190	190	19	4	-10.0	10	1	10	-5.14705882352941	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Chios, Perifereia Voreiou Aigaiou, Greece	GR	GR65	16724	38.3678	26.1358	-820330	4	Chios, Perifereia Voreiou Aigaiou, Greece	GR	GR65	16724	38.3678	26.1358	-820330	20171103153000	http://newsok.com/greece-3-dead-several-missing-as-boat-with-migrants-sinks/article/feed/1493450
703645946	20161103	201611	2016	2016.8301	HLH	HOSPITAL						HLH													1	030	030	03	1	4.0	10	1	10	2.86103542234332	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20171103153000	http://1071thez.com/region-news/architect-site-prep-teams-chosen-for-new-la-porte-hospital/
703645947	20161103	201611	2016	2016.8301	ISR	ISRAEL	ISR																		1	013	013	01	1	0.4	3	1	3	-3.41685649202733	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171103153000	http://www.thetower.org/5596-hezbollah-allied-lebanese-president-says-israel-would-not-win-next-war/
703645948	20161103	201611	2016	2016.8301	LAB	EMPLOYEE						LAB													1	050	050	05	1	3.5	6	1	6	-6.19289340101523	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171103153000	https://www.washingtonpost.com/lifestyle/style/two-new-accusers-emerge-at-npr-adding-to-growing-harassment-scandal/2017/11/03/06ec9fb6-c012-11e7-8444-a0d4f04b89eb_story.html
703645949	20161103	201611	2016	2016.8301	LAB	EMPLOYEE						LAB			USA	UNITED STATES	USA								1	050	050	05	1	3.5	4	1	4	-6.19289340101523	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171103153000	https://www.washingtonpost.com/lifestyle/style/two-new-accusers-emerge-at-npr-adding-to-growing-harassment-scandal/2017/11/03/06ec9fb6-c012-11e7-8444-a0d4f04b89eb_story.html
